"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Total"	"Broad Research Area"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1180474	2020-03-06	"A/Pr Paulo Ferreira"	"Partnership Projects"	"Partnership Projects - 2nd call for 2019"	"The Get Healthy Coaching Service to reduce the burden of low back pain: effectiveness, cost effectiveness, and scalability"	"University of Sydney"	"NSW"	"University"	1108389	"Public Health"	"Medical and Health Sciences not elsewhere classified"	"low back pain"	"musculoskeletal disorders"	"physical activity"	"public health costs"	"implementation"	"Many improve after discharge from treatment for low back pain (LBP), however some experience worsening symptoms and seek costly additional health care. Get Healthy Service® is a free phone-based health coaching service that supports people to remain physically active, however there is no co-ordinated referral pathway to the service. We will test the effectiveness, cost-effectiveness and scalability of a discharge support system linking chronic LBP patients to the Get Healthy Service®."
1189756	2020-03-06	"Prof John Wiggers"	"Partnership Projects"	"Partnership Projects - 2nd call for 2019"	"A practice change intervention to increase the routine provision of care addressing gestational weight gain: a stepped-wedge trial"	"University of Newcastle"	"NSW"	"University"	734163	"Health Services Research"	"Health Promotion"	"health promotion"	"intervention study"	"maternal health"	"randomised controlled trial (rct)"	"health services research"	"Unhealthy weight gain during pregnancy contributes to a range of adverse outcomes for the mother and child. Despite guidelines recommending routine weighing and weight gain care be provided by antenatal services, less than 10% of health professionals provide such care, and 50-70% of women gain weight outside of recommended levels during pregnancy. This study aims to determine if a practice change intervention can increase antenatal clinician delivery of recommended gestational weight gain care."
1190373	2020-03-06	"Dr Nicole Nathan"	"Partnership Projects"	"Partnership Projects - 2nd call for 2019"	"A randomised trial of an intervention to sustain schools’ implementation of a state-wide physical activity policy"	"University of Newcastle"	"NSW"	"University"	1054151	"Health Services Research"	"Public Health and Health Services not elsewhere classified"	"implementation"	"physical activity"	"policy evaluation"	"translational research"	"health behaviours"	"Sustaining effective health programmes in community-based settings is a considerable public health challenge. This study, the first RCT of its kind, will test the effectiveness of a sustainability strategy on the proportion of primary school classes that sustain implementation of a physical activity policy as mandated by the NSW Government. The trial could provide a model for supporting schools to sustain school health or education policies, which seek to improve wellbeing of students."
1191793	2020-03-06	"Prof Danielle Mazza"	"Partnership Projects"	"Partnership Projects - 2nd call for 2019"	"The AusCAPPS Network: A community of practice to support the provision of long acting reversible contraception and medical termination of pregnancy in primary care"	"Monash University"	"VIC"	"University"	1207160	"Health Services Research"	"Primary Health Care"	"abortion"	"contraception in female"	"women's health"	"access to health care"	"primary care"	"The Australian Contraception and Abortion Primary Care Practitioner Support (AusCAPPS) Network aims to provide much needed support to general practitioners, pharmacists and nurses working in primary care to improve the delivery of long acting reversible contraception and medical termination of pregnancy to Australian women. Increasing the delivery and access to these services in primary care will decrease unintended pregnancies and improve health outcomes for Australian women."
1191874	2020-03-06	"Prof Jane Pirkis"	"Partnership Projects"	"Partnership Projects - 2nd call for 2019"	"Preventing suicide in public places"	"University of Melbourne"	"VIC"	"University"	415920	"Public Health"	"Mental Health"	"suicide"	"suicide prevention"	"suicide risk"	"injury prevention"	"mental health"	"Addressing suicides in public places that have become known as ‘suicide hotspots’ is critical. We will examine which interventions work at hotspots, how and why they work, whether particular features are key to their success, whether they work best in combination with other interventions, whether they have unintended consequences, and whether they are cost-effective. Our research will culminate in a resource that provide practical guidance about how best to deal with suicide hotspots."
1191897	2020-03-06	"A/Pr Gary Sacks"	"Partnership Projects"	"Partnership Projects - 2nd call for 2019"	"Supporting food companies to implement policies for improving population nutrition"	"Deakin University"	"VIC"	"University"	309498	"Public Health"	"Health Promotion"	"dietary factors"	"health promotion"	"obesity"	"population health"	"policy evaluation"	"This proposal is to conduct a randomised-controlled trial to assess the effects of providing tailored support to food companies to improve their nutrition-related policies and practices. The aim of the project is to improve the healthiness of the food supply, and thereby improve population diets in Australia and New Zealand. The project will be conducted by leading international food policy experts in partnership with the Australian Government Department of Health and VicHealth."
1193596	2020-05-20	"Prof Paul Fitzgerald"	"Investigator Grants"	"Leadership 2"	"Brain stimulation therapeutics for mental health disorders: from concept to clinical application"	"Monash University"	"VIC"	"University"	2116312	"Clinical Medicine and Science"	"Psychiatry (incl. Psychotherapy)"	"transcranial magnetic stimulation (tms)"	"depression"	"mental disorder"	"treatment-resistant"	"obsessive-compulsive disorder (ocd)"	"This fellowship application will support a program of research to develop and expand the use of a number of forms of non-invasive brain stimulation. These will be used to dramatically enhance the range of therapeutic options available for patients with common mental health conditions such as depression. This will include trials to advance the application of existing treatments, develop a fundamentally new home based device therapy and support a new clinical trials network."
1193598	2020-05-20	"A/Pr Nicholas Opie"	"Investigator Grants"	"Emerging Leadership 2"	"Responsive Endovascular Neuromodulation: Detection and Suppression of Epileptic Seizures"	"University of Melbourne"	"VIC"	"University"	1487455.48	"Basic Science"	"Medical Devices"	"epilepsy"	"biomedical engineering"	"instrumentation"	"seizures"	"vascular prosthesis"	"For millions of people with epilepsy, seizures can be debilitating and dangerous. Medical devices approved for seizure prevention require risky open-brain surgery and traumatic electrode insertion. The Stentrode can record and stimulate the brain from within a blood vessel. By optimising it for delivery into small vessels, designing software to detect seizures, and conducting chronic safety studies, I will create a tool that can detect and suppress epileptic seizures without the surgical risk."
1193618	2020-05-20	"Dr Michael Doyle"	"Investigator Grants"	"Emerging Leadership 1"	"Alcohol treatment for Aboriginal men in and out of prison"	"University of Sydney"	"NSW"	"University"	607263.74	"Public Health"	"Aboriginal and Torres Strait Islander Health"	"aboriginal health"	"alcohol use disorders"	"prison population"	"behavioural intervention"	"health service utilisation"	"Over half the Aboriginal or Torres Strait Islander people entering prison in NSW have unhealthy alcohol use (drinking over recommended limits, including alcohol dependence). Better access to evidence-based treatment is needed to improve health and reduce return to prison. My proposed research focuses on how clinical and behavioural treatments for alcohol use disorders can be improved on entry to prison, in prison and on release."
1193630	2020-05-20	"Prof Stephen Fox"	"Investigator Grants"	"Leadership 2"	"Translating molecular pathology into cancer diagnostics"	"University of Melbourne"	"VIC"	"University"	2285520	"Clinical Medicine and Science"	"Pathology"	"biomarkers"	"pathology"	"diagnostic methods"	"oncology"	"breast cancer"	"Precision oncology, the treatment of cancer patients selected with a particular molecular characteristic (biomarker) matched to a therapy, has transformed the treatment of cancer patients. However, many biomarkers used for clinical care are not reliable and do not perform their role. I will translate new research tests from fundamental discovery, clinical trials and the development of novel diagnostics using innovative high throughput laboratory technologies to enhance patient outcomes."
1193647	2020-05-20	"Prof Eric Reynolds"	"Investigator Grants"	"Leadership 3"	"The bacterial type IX secretion system in polymicrobial dysbiosis and chronic inflammation"	"University of Melbourne"	"VIC"	"University"	1900000	"Basic Science"	"Dentistry not elsewhere classified"	"periodontitis"	"microbiology"	"immune response"	"virulence factors"	"protein secretion"	"Periodontitis (severe gum disease) affects 1 in 3 adults and has been linked with heart attacks, cancer and dementia. I will lead a multidisciplinary team investigating the interaction between disease causing bacteria in the mouth and the immune response which results in destruction of the tooth’s supporting tissues and allows bacteria to enter the blood stream. The expected outcome is the development of a novel therapy which will stop progression of disease associated with these pathogens."
1193648	2020-05-20	"Prof Russell Dale"	"Investigator Grants"	"Leadership 1"	"Targeting the immune cells of the brain to develop novel treatments for neurodevelopmental and mental health problems in children"	"University of Sydney"	"NSW"	"University"	1800000	"Clinical Medicine and Science"	"Paediatrics"	"neurodevelopmental disorders"	"mental health"	"neuroscience"	"inflammation"	"therapy"	"Neurodevelopmental and mental health problems are common in children and cause major impairment and cost to society. This research will define how the maternal immune system while pregnant can affect the baby brain. Using patient studies and laboratory research, this research will result in novel ways to reduce the prevalence and severity of developmental and mental health problems in children and adults, by targeting the immune cells resident in the brain."
1193745	2020-05-20	"Dr Alexandra Corbett"	"Investigator Grants"	"Leadership 1"	"Targeting vitamin-reactive T cells for enhanced immunity"	"University of Melbourne"	"VIC"	"University"	2590576	"Basic Science"	"Cellular Immunology"	"t cell immunity"	"antigen presentation"	"cellular immunity"	"infection"	"immunopathology"	"A specialised set of T cells called mucosal-associated invariant T (MAIT) cells react against bacteria and yeast, and reside at mucosal sites where the body's immune defences are often breached, e.g. respiratory tract and intestinal mucosa. This study seeks to define the molecular signals driving the function of MAIT cells, particularly during infections. This information may lead to methods tailored to manipulating MAIT cells therapeutically."
1193750	2020-05-20	"A/Pr Justin Denholm"	"Investigator Grants"	"Emerging Leadership 2"	"Tuberculosis elimination in Australia through targeting latent infection"	"University of Melbourne"	"VIC"	"University"	950000	"Public Health"	"Epidemiology"	"tuberculosis"	"public health impact"	"infectious diseases"	"ethics"	"epidemiology"	"Australia has committed to reducing the number of people who become sick with tuberculosis (TB), towards eventual elimination. Identification of those at risk is needed, which means significant expansion of detection and treatment of latent TB. This research will evaluate impact, cost-effectiveness and community priorities around TB elimination, and introduce a GP-based treatment service for safe and accessible care. It will provide a basis for large-scale programs towards TB elimination."
1193766	2020-05-20	"A/Pr Kim Delbaere"	"Investigator Grants"	"Leadership 1"	"Active Lifestyle Programs for Healthy Ageing (ALPHA)"	"University of New South Wales"	"NSW"	"University"	2305159.88	"Public Health"	"Preventive Medicine"	"falls prevention"	"clinical trial"	"physical activity"	"healthy ageing"	"self-management"	"The growing healthcare and service needs of our ageing society warrant our urgent attention. My research program will identify critical gaps in our current understanding on how to make healthy ageing more equitable and evaluate the effectiveness of novel self-managed lifestyle interventions. Ultimately, this will reduce falls and falls injuries, improve healthy ageing and reduce the associated healthcare expenditure on acute care, rehabilitation and home care services."
1193781	2020-05-20	"A/Pr Maria Inacio"	"Investigator Grants"	"Emerging Leadership 2"	"How to Address the ‘Shocking Tale of Neglect’ in Aged Care Through Transparency, Accountability, and the Use of High-Quality Analytics"	"University of South Australia"	"SA"	"University"	1337350	"Health Services Research"	"Aged Health Care"	"aged care"	"register"	"quality of care"	"safety"	"risk prediction"	"The Royal Commission into Aged Care shows that an improved understanding of how the aged care sector is caring for older Australians is a national priority. The Registry of Senior Australians, a large-scale registry database that I developed, will be used to evaluate the health and wellbeing of older Australians. This research will enable me to develop and implement a transparent outcome monitoring system and tools to address the “Shocking Tale of Neglect” older Australians are experiencing."
1193826	2020-05-20	"A/Pr Colleen Lau"	"Investigator Grants"	"Emerging Leadership 2"	"Building Decision Support Systems to Combat Emerging Infectious Diseases and Neglected Tropical Diseases: A Precision Public Health Approach"	"Australian National University"	"ACT"	"University"	1562250	"Public Health"	"Epidemiology"	"infectious diseases"	"surveillance"	"mapping"	"epidemiology"	"modelling"	"Emerging infectious diseases and neglected tropical diseases cause significant disease burden globally, and pose major health security threats in the Asia Pacific. The frequency and severity of disease outbreaks are increasing, mostly driven by environmental and socio-demographic change. My research program will use cutting-edge technologies and analytics to develop interactive, dynamic and user-friendly decision support systems that optimise surveillance and control of infectious diseases."
1193838	2020-05-20	"Prof Martha Hickey"	"Investigator Grants"	"Leadership 2"	"Better evidence and new tools to improve health after surgical menopause"	"University of Melbourne"	"VIC"	"University"	1855260	"Clinical Medicine and Science"	"Obstetrics and Gynaecology"	"menopause"	"women's health"	"cohort study"	"cancer prevention"	"cardiovascular disease prevention"	"Surgical menopause is removal of both ovaries before natural menopause. Surgical menopause may have severe adverse health consequences including short-term symptoms and long-term risk of chronic disease, but more information is needed to inform evidence-based care. This study will deliver the best available evidence internationally on the short (up to 5 year) and long (>20 year) consequences of surgical menopause and new tools for clinicians and patients to integrate this evidence into practice"
1193840	2020-05-20	"Prof Peter Sly"	"Investigator Grants"	"Leadership 3"	"Early life exposures and chronic disease: mechanisms and preventative strategies"	"University of Queensland"	"QLD"	"University"	2714215	"Clinical Medicine and Science"	"Respiratory Diseases"	"lung development"	"environmental pollutants"	"oxidative stress"	"chronic illness prevention"	"asthma"	"The world is in the grips of an epidemic of chronic disease and exposure to pollution in early life is partly responsible. To change this situation we need to understand and mitigate the mechanisms linking early life pollution exposure to life-long disease risk. My research will provide direct evidence of how pollution increases disease risk and design and implement strategies to reduce this, with an emphasis on asthma, cystic fibrosis and chronic respiratory disease."
1193857	2020-05-20	"Dr James Shine"	"Investigator Grants"	"Emerging Leadership 2"	"Deciphering the dynamic neural basis of cognition and dementia"	"University of Sydney"	"NSW"	"University"	1287350	"Clinical Medicine and Science"	"Central Nervous System"	"functional magnetic resonance imaging (fmri)"	"parkinson disease"	"alzheimer disease"	"mathematical modelling"	"cognition"	"Understanding the way that the human brain works is an immense challenge, but it is one that is within our reach. My plan is to unlock the untapped potential of human brain imaging using methods from network science, physics and computational modelling. The project will create working models of the brain that we can use to test hypotheses about how the brain works at the systems level. This will allow us predict how the brain begins to deteriorate in dementia and pave the way for new treatments."
1193939	2020-05-20	"A/Pr Chung-Wei Christine Lin"	"Investigator Grants"	"Emerging Leadership 2"	"Improving pain management in primary care"	"University of Sydney"	"NSW"	"University"	1000105.48	"Clinical Medicine and Science"	"Rheumatology and Arthritis"	"pain management"	"back pain"	"clinical trial"	"medications"	"opioids"	"Pain is a prevalent condition and a major cause of disease burden. The research program will address important questions in the clinical management of pain to reduce its the enormous burden. The program will: 1) investigate whether opioid medicines and oral steroids are effective in treating acute low back pain and neck pain, and sciatica, and 2) assess and improve the appropriate use of strong pain medicines in primary care."
1193955	2020-05-20	"A/Pr Jason Ong"	"Investigator Grants"	"Emerging Leadership 2"	"Leaving no one behind: community-driven approaches to eliminate HIV in Australia"	"Monash University"	"VIC"	"University"	1562250	"Public Health"	"Health and Community Services"	"infection"	"access to health care"	"public health"	"human immunodeficiency virus (hiv)"	"sexually-transmitted infections (sti)"	"Eliminating HIV from Australia is possible with effective HIV prevention methods like treatment as prevention (TasP) and pre-exposure prophylaxis (PrEP). However there are inequities in our HIV response with declines of new infections in Australian-born men who have sex with men but not in overseas-born Australian men. This program uses crowdsourcing (sharing solutions from the community to eliminate HIV) and evaluates the value of the proposed solutions, to inform HIV policy."
1193993	2020-05-20	"Prof Shyamali Dharmage"	"Investigator Grants"	"Leadership 1"	"Healthy Lungs for Life: A Life Course Approach to Reduce COPD"	"University of Melbourne"	"VIC"	"University"	2491397.92	"Public Health"	"Epidemiology"	"epidemiology"	"chronic obstructive pulmonary disease (copd)"	"prevention"	"population health"	"risk prediction"	"Chronic Obstructive Lung Disease (COPD) causes breathing distress, disability and premature death. I have shown that COPD mostly has its origins in childhood. This means we can now identify early life risk factors to prevent COPD or help us catch it early, to improve health. My 5-year vision is to reduce the dire burden of COPD by creating evidence to change guidelines and policy and facilitating the transfer of that knowledge to practice."
1194004	2020-05-20	"Prof Paul Keall"	"Investigator Grants"	"Leadership 3"	"Cancer Imaging and Targeted Radiation Therapy: From Discovery to Clinical Practice"	"University of Sydney"	"NSW"	"University"	2114215	"Clinical Medicine and Science"	"Medical Physics"	"medical physics"	"medical imaging"	"imaging"	"radiation oncology"	"cancer"	"This program will create a new pipeline of cancer imaging and targeted radiotherapy medical devices, translating discoveries to new first-in-world clinical trials and engaging with industry to see these innovations used in broad clinical practice. The research is applicable to all major cancer types and radiation therapy is essential for cancer cure and symptom control for half of all cancer patients, success means a global real-world impact on the lives of millions of cancer patients."
1194028	2020-05-20	"Prof Ashley Bush"	"Investigator Grants"	"Leadership 3"	"IRON IN DISEASES OF THE AGEING BRAIN: from bench to clinic"	"University of Melbourne"	"VIC"	"University"	1814215	"Basic Science"	"Neurology and Neuromuscular Diseases"	"iron"	"neurodegenerative disorders"	"imaging"	"oxidative damage"	"biomarkers"	"I aim to achieve a deeper understanding of the causes, detection and treatment of incurable neurological diseases of advancing age - Alzheimer’s disease, Parkinson’s disease and Motor Neuron Disease. Iron needlessly accumulates in brain tissue with age. I will pursue studies of ageing worms, cells in culture, mice, human brain tissue, brain imaging and clinical trials, to determine whether the problem of iron accumulation is a drug target for these diseases."
1194036	2020-05-20	"Dr Thi Nguyen"	"Investigator Grants"	"Emerging Leadership 1"	"Understanding immune responses to severe influenza virus infection and vaccination in humans"	"University of Melbourne"	"VIC"	"University"	645205	"Basic Science"	"Cellular Immunology"	"influenza virus"	"t cells"	"b cells"	"infection"	"vaccination immunology"	"During inﬂuenza virus infection, people acquire robust and long-lasting immunity. However, current inﬂuenza vaccines elicit only transient immunity. I will deﬁne optimal responses in different immune cell types after natural infection versus vaccination; understand why some people fail to generate protective antibodies to the vaccine; and identify key biomarkers aimed at reducing influenza disease impact in high risk groups. This work will improve future inﬂuenza vaccination regimens."
1194051	2020-05-20	"Prof Raymond Chan"	"Investigator Grants"	"Emerging Leadership 2"	"Optimising Primary Care for Cancer Survivorship"	"Queensland University of Technology"	"QLD"	"University"	1541565.07	"Health Services Research"	"Primary Health Care"	"survivorship"	"primary care"	"nursing practice"	"health services"	"general practice"	"This Investigator Grant will transform the way follow-up care is delivered to thousands of cancer survivors who have completed treatment by using a shared-care approach between cancer specialists and GPs. This Grant will shift the paradigm of follow-up survivorship care from predominantly acute to primary care by maximising the involvement of GPs and reduce fragmentation of care. This approach is key to enhancing patient-centred care and  system sustainability."
1194058	2020-05-20	"Ms Kelly Thompson"	"Investigator Grants"	"Emerging Leadership 1"	"Understanding and improving outcomes due to Sepsis in at-risk and underserved populations"	"University of New South Wales"	"NSW"	"University"	645205	"Public Health"	"Public Health and Health Services not elsewhere classified"	"sepsis"	"infection"	"public health"	"obstetrics"	"maternal infection"	"Sepsis is life-threatening organ failure that occurs in response to infection. Each year, 19 million adults suffer from sepsis and 6 million die. My research will measure sepsis risk factors and frequency in ageing Australians and new mothers (Australia and Vietnam). I will measure the long term impact of sepsis to better understand how sepsis impacts survivors and their families. I will develop and implement relevant, culturally appropriate and evidence-based strategies to reduce sepsis."
1194063	2020-05-20	"Dr Kylie James"	"Investigator Grants"	"Emerging Leadership 1"	"Defining the role of B lymphocytes in breast cancer at single-cell resolution"	"University of New South Wales"	"NSW"	"University"	645205	"Clinical Medicine and Science"	"Tumour Immunology"	"breast cancer"	"b cells"	"adaptive immunity"	"immunology"	"tumour immunology"	"B cells, a type of immune cells, are likely protective against breast cancer, albeit through unknown mechanisms. Over the next 5 years I will apply high-resolution profiling and imaging of B cells within breast cancer biopsies to understand their contribution and identify novel clinical targets, leading to better patient outcomes."
1194070	2020-05-20	"Dr Luke Hearne"	"Investigator Grants"	"Emerging Leadership 1"	"Mapping and restoring brain networks underpinning psychiatric symptoms"	"QIMR Berghofer Medical Research Institute"	"QLD"	"Research Institutes"	645205	"Clinical Medicine and Science"	"Neurocognitive Patterns and Neural Networks"	"brain imaging"	"brain function"	"brain pathways"	"functional magnetic resonance imaging (fmri)"	"connectivity"	"My research investigates how networks of brain regions dynamically communicate to support human behavior. I am interested in how brain network activity deviates from the norm to give rise to psychiatric symptoms. Results from my work will facilitate targeted research and interventions aimed at treating symptoms of psychiatric disorders."
1194105	2020-05-20	"Dr Joshua Zadro"	"Investigator Grants"	"Emerging Leadership 1"	"Can e-Health improve access to effective and affordable care for musculoskeletal conditions?"	"University of Sydney"	"NSW"	"University"	645205	"Clinical Medicine and Science"	"Physiotherapy"	"musculoskeletal disorders"	"clinical trial"	"exercise therapy"	"allied health"	"waiting lists"	"Many Australians with musculoskeletal pain cannot access effective, affordable care (eg. advice & exercise) due to long waiting times for physiotherapy in public hospitals & lack of access in rural areas. The consequence is worse symptoms that are difficult to treat & require costly, ongoing care. This project will evaluate two eHealth-based models of care to reduce waiting times & improve access to effective care. The results could benefit millions of people worldwide with musculoskeletal pain."
1194108	2020-05-20	"Dr Brooke Nickel"	"Investigator Grants"	"Emerging Leadership 1"	"The impact of breast density notification in Australia"	"University of Sydney"	"NSW"	"University"	645205	"Public Health"	"Public Health and Health Services not elsewhere classified"	"breast cancer"	"screening"	"communication"	"harm minimisation"	"health services"	"Breast density is an independent risk factor for breast cancer and it increases the risk of having a cancer missed during screening. Notifying women about their breast density has been endorsed as a way to combat this risk. However, the evidence to support breast density notification and recommendations for supplemental screening in the general population of women is far from clear. This research will provide critical new evidence to ensure that Australian women receive evidence-based care."
1194109	2020-05-20	"Dr David Muscatello"	"Investigator Grants"	"Emerging Leadership 1"	"Improving epidemiological risk assessment of influenza epidemics"	"University of New South Wales"	"NSW"	"University"	645205	"Public Health"	"Epidemiology"	"influenza"	"surveillance"	"infectious diseases"	"population health"	"health care utilisation"	"Severe flu epidemics have killed young mothers, teenagers, young children and many older people in recent years. Systems for monitoring the flu in Australia and other countries are limited in their ability to provide sound risk assessment during an evolving epidemic. The research I lead will show how unused and under-used data sources can be harnessed to provide a strong influenza risk and healthcare impact assessment capability."
