country,funding_body,"url_source	API",date,collected_by,file_path,description
Australia,nhmrc,https://www.nhmrc.gov.au/funding/data-research/outcomes,05/07/2022,richard,Australia/nhmrc-2021.tsv,"Direct download, file per year, info on award, grant type, title, institution, total funding, research areas and descritption of project, extracted from xlsx file"
Australia,nhmrc,https://www.nhmrc.gov.au/funding/data-research/outcomes,05/07/2022,richard,Australia/nhmrc-2022.tsv,"Direct download, file per year, info on award, grant type, title, institution, total funding, research areas and descritption of project, extracted from xlsx file"
Ireland,sfi,https://www.sfi.ie/about-us/governance/open-data/,05/07/2022,richard,Ireland/sfi.csv,"Direct download, info on programme, applicants, proposal title, start and end data and current funding"
Ireland,irc,https://research.ie/awardees/,06/07/2022,richard,Ireland/irc-awardees.csv,"Direct download, provides info on grant type, awardee, year, topic and title, but not funding amount"
UK,nihr,https://nihr.opendatasoft.com/explore/dataset/nihr-summary-view/export/?disjunctive.funder&disjunctive.project_status&disjunctive.programme&disjunctive.programme_type&disjunctive.acronym&disjunctive.ukcrc_value&sort=project_id,06/07/2022,richard,UK/nihr-summary-view.csv,"Direct download, includes title, and abstracts of projects, plus award amount, start/end dates and organisation"
UK,nihr,https://nihr.opendatasoft.com/explore/dataset/partnerships-data/export/,06/07/2022,richard,UK/nihr-partnerships.csv,"Direct download, info on wider partnership grants, inclues project objectives, award amount and organisation type"
France,anr/dos,https://www.data.gouv.fr/fr/datasets/anr-01-projets-anr-dos-detail-des-projets-et-des-partenaires/,06/07/2022,richard,France/anr-dos-2005-2009-partenaires.csv,"Direct download, info on organisations associated with projects in the similarly named 'project' csv"
France,anr/dos,https://www.data.gouv.fr/fr/datasets/anr-01-projets-anr-dos-detail-des-projets-et-des-partenaires/,06/07/2022,richard,France/anr-dos-2005-2009-projets.csv,"Direct download, info on projects, titles and abstracts, both in French and maybe English, plus funding allowance, metadata at: https://static.data.gouv.fr/resources/anr-01-projets-anr-dos-detail-des-projets-et-des-partenaires/20210702-151834/2021-01-26-anr-dos-projets-finances.pdf"
France,anr/dos,https://www.data.gouv.fr/fr/datasets/anr-01-projets-anr-dos-detail-des-projets-et-des-partenaires/,06/07/2022,richard,France/anr-dos-2010-partenaires.csv,"Direct download, info on organisations associated with projects in the similarly named 'project' csv"
France,anr/dos,https://www.data.gouv.fr/fr/datasets/anr-01-projets-anr-dos-detail-des-projets-et-des-partenaires/,06/07/2022,richard,France/anr-dos-2010-projets.csv,"Direct download, info on projects, titles and abstracts, both in French and maybe English, plus funding allowance, metadata at: https://static.data.gouv.fr/resources/anr-01-projets-anr-dos-detail-des-projets-et-des-partenaires/20210702-151834/2021-01-26-anr-dos-projets-finances.pdf"
France,anr/dgpie,https://www.data.gouv.fr/fr/datasets/anr-02-projets-anr-dgpie-detail-des-projets-et-des-partenaires/,06/07/2022,richard,France/anr-dgpie-2010-partenaires.csv,"Direct download, info on organisations associated with projects in the similarly named 'project' csv"
France,anr/dgpie,https://www.data.gouv.fr/fr/datasets/anr-02-projets-anr-dgpie-detail-des-projets-et-des-partenaires/,06/07/2022,richard,France/anr-dgpie-2010-projets.csv,"Direct download, info on projects, titles and abstracts, both in French, plus funding allowance, metadata at: https://static.data.gouv.fr/resources/projets-anr-dgpie-detail-des-projets-et-des-partenaires/20210616-181904/2021-04-22-anr-dgpie-projets-finances.pdf"
France,ademe,https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22Th%C3%A8ses%20co-financ%C3%A9es%20ADEME%22%5D%7D%7D&query=&sort&view=list,07/07/2022,richard,France/ademe-scanr.tsv,"Direct download, info on co-funded theses, french titles"
France,anr/pia,https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22PIA%22%5D%7D%7D&query=&sort&view=list,07/07/2022,richard,France/pia-scanr.tsv,"Direct download, info on ANR/PIA funded projects, titles in mix of french or english, budget sometimes available"
Germany,dfg,https://gepris.dfg.de/gepris/OCTOPUS?language=en,08/07/2022,richard,Germany/dfg-gepris-1.csv,"Web scraped content from dfg online database (gepris), part 1, info on project titles, descriptions and people, no funding value"
Germany,dfg,https://gepris.dfg.de/gepris/OCTOPUS?language=en,08/07/2022,richard,Germany/dfg-gepris-2.csv,"Web scraped content from dfg online database (gepris), part 2, info on project titles, descriptions and people, no funding value"
Germany,dfg,https://gepris.dfg.de/gepris/OCTOPUS?language=en,08/07/2022,richard,Germany/dfg-gepris-3.csv,"Web scraped content from dfg online database (gepris), part 3, info on project titles, descriptions and people, no funding value"
Germany,dfg,https://gepris.dfg.de/gepris/OCTOPUS?language=en,08/07/2022,richard,Germany/dfg-gepris-4.csv,"Web scraped content from dfg online database (gepris), part 4, info on project titles, descriptions and people, no funding value"
UK,dft/trig,https://www.gov.uk/government/publications/transport-technology-research-innovation-grants-t-trig-funding-winners,13/07/2022,richard,UK/dft-trig.csv,"Direct download, info on funded projects, company and year"
Switzerland,snsf,https://data.snf.ch/datasets,21/07/2022,richard,Switzerland/snsf.csv,"Direct download, info on projects, titles and abstracts, funding allowance (CHF), project start and end dates, applicant etc"
Switzerland,innosuisse+others,https://www.aramis.admin.ch/About/,21/07/2022,richard,Switzerland/aramis-full-export.csv,"Direct download, info on projects fro multiple swiss funding sources, columns are: Research unit, project number, project title, project title in English, description, project status, area, project category, NABS category, contact person, project start, project end, total costs approved, type of research"
France,inca,https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&sort&view=list,22/07/2022,richard,France/scanr-projects-inca.csv,"Direct download, info on INCA funded projects, titles in mix of french or english, budget sometimes available"
Australia,arena,https://arena.gov.au/projects/?project-value-start=0&project-value-end=200000000,22/07/2022,richard,Australia/arena.csv,"Direct download, info on ARENA funded projects"
India,aicte,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/aicte.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,ayush,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/ayush.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,cil,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/cil.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,csir,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/csir.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,dae,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/dae.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,dbt,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/dbt.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,doc,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/doc.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,dod,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/dod.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,doshe,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/doshe.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,drdo,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/drdo.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,dsir,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/dsir.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,dst,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/dst.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,icar,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/icar.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,icmr,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/icmr.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,isro,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/isro.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,meity,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/meity.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,mfpi,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/mfpi.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,mnes,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/mnes.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,mnre,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/mnre.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,mocit,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/mocit.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,moef,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/moef.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,moefcc,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/moefcc.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,moes,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/moes.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,mop,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/mop.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,mos,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/mos.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,mosje,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/mosje.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years, Note, not really STEM"
India,mowr,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/mowr.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,pcra,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/pcra.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
India,ugc,http://www.nstmis-dst.org/ExtramuralProjects.aspx,26/07/2022,richard,India/ugc.csv,"Data scraped from nstmis website, info on project title, awardee, funding amount, funding duration, award year is present but includes two years"
USA,NSF,https://www.nsf.gov/awardsearch/download.jsp,04/08/2022,michael,USA/NSF/NSF_general.zip,Data downloaded in xml format and parsed into single CSV file from NSF raw xml files.
USA,NSF,https://www.nsf.gov/awardsearch/download.jsp,04/08/2022,michael,USA/NSF/NSF_raw_text.zip,Data downloaded in xml format and parsed into text file containing only titles and abstracts.
USA,NSF,https://www.nsf.gov/awardsearch/download.jsp,04/08/2022,michael,USA/NSF/NSF_raw_xml.zip,"Data dowloaded as xml files from nsf website, contains detailed information about each award granted."
USA,NIH,"https://reporter.nih.gov/exporter#:~:text=ExPORTER%20is%20a%20key%20component,into%20their%20own%20data%20systems.",04/08/2022,michael,USA/NIH/NIH_general_1999-1985.zip,Data downloaded from NIH exporter site as multiple csv files and concatenated into single csv file
USA,NIH,"https://reporter.nih.gov/exporter#:~:text=ExPORTER%20is%20a%20key%20component,into%20their%20own%20data%20systems.",04/08/2022,michael,USA/NIH/NIH_general_2000-2010.zip,Data downloaded from NIH exporter site as multiple csv files and concatenated into single csv file
USA,NIH,"https://reporter.nih.gov/exporter#:~:text=ExPORTER%20is%20a%20key%20component,into%20their%20own%20data%20systems.",04/08/2022,michael,USA/NIH/NIH_general_2011-2021.zip,Data downloaded from NIH exporter site as multiple csv files and concatenated into single csv file
USA,NIH,https://api.reporter.nih.gov/v2/projects/search,04/08/2022,michael,USA/NIH/NIH_rawtext_1999-1985.zip,Titles and abstracts retrieved from NIH API and saved into text files named by project ID.
USA,NIH,https://api.reporter.nih.gov/v2/projects/search,04/08/2022,michael,USA/NIH/NIH_rawtext_2000-2010.zip,Titles and abstracts retrieved from NIH API and saved into text files named by project ID.
USA,NIH,https://api.reporter.nih.gov/v2/projects/search,04/08/2022,michael,USA/NIH/NIH_rawtext_2011-2021.zip,Titles and abstracts retrieved from NIH API and saved into text files named by project ID.
ISR,ISF,https://www.isf.org.il/#/studies,08/08/2022,michael,ISR/ISF/ISF_general.csv,"General data on projects funded by ISF, contains all info except abstract, has keywords instead."
