"Projet.Code_Decision_ANR";"Projet.Acronyme";"Projet.Partenaire.Code_Decision_ANR";"Projet.Partenaire.Est_coordinateur";"Projet.Partenaire.Nom_organisme";"Projet.Partenaire.Categorie_organisme";"Projet.Partenaire.Responsable_scientifique.Nom";"Projet.Partenaire.Responsable_scientifique.Prenom";"Projet.Partenaire.Adresse.Ville";"Projet.Partenaire.Adresse.Region";"Projet.Partenaire.Adresse.Pays"
"ANR-09-BLAN-0273";"LimoPhosProt";"ANR-09-BLAN-0273-01";True;"INRA JOUY EN JOSAS";"Divers public";"DEUTSCHER";"Josef";"";"";"France"
"ANR-09-BLAN-0273";"LimoPhosProt";"ANR-09-BLAN-0273-03";False;"INSTITUT PASTEUR";"Divers public";"COSSART";"Pascale";"";"";"France"
"ANR-09-BLAN-0273";"LimoPhosProt";"ANR-09-BLAN-0273-02";False;"INRA JOUY EN JOSAS";"Divers public";"HENRY";"Céline";"";"";"France"
"ANR-09-BLAN-0272";"InnovGABAB";"ANR-09-BLAN-0272-02";False;"CNRS DR LANGUEDOC ROUSSILLON";"Divers public";"DURROUX";"Thierry";"";"";"France"
"ANR-09-BLAN-0272";"InnovGABAB";"ANR-09-BLAN-0272-01";True;"CNRS DR LANGUEDOC ROUSSILLON";"Divers public";"PIN";"Jean Philippe";"";"";"France"
"ANR-09-BLAN-0272";"InnovGABAB";"ANR-09-BLAN-0272-03";False;"CISBIO BIOASSAYS";"Entreprise autre que TPE ou PME";"TRINQUET";"Eric";"";"";"France"
"ANR-09-BLAN-0271";"HPGenVar";"ANR-09-BLAN-0271-02";False;"CEA SACLAY";"Divers public";"GUEROIS";"Raphaël";"";"";"France"
"ANR-09-BLAN-0271";"HPGenVar";"ANR-09-BLAN-0271-01";True;"CEA FONTENAY AUX ROSES";"Divers public";"RADICELLA";"Pablo";"";"";"France"
"ANR-09-BLAN-0270";"Hox control";"ANR-09-BLAN-0270-02";False;"UNIVERSITE DE LA MEDITERRANEE AIX-MARSEILLE 2";"Laboratoire public";"CAMBILLAU";"Christian";"";"";"France"
"ANR-09-BLAN-0270";"Hox control";"ANR-09-BLAN-0270-01";True;"CNRS DR PROVENCE ET CORSE";"Divers public";"GRABA";"Yacine";"";"";"France"
"ANR-09-BLAN-0269";"Hotspots";"ANR-09-BLAN-0269-01";True;"CNRS DR LANGUEDOC ROUSSILLON";"Divers public";"DE MASSY";"Bernard";"";"";"France"
"ANR-09-BLAN-0268";"GORGONES";"ANR-09-BLAN-0268-01";True;"UNIVERSITE RENNES 1";"Laboratoire public";"SALBERT";"Gilles";"";"";"France"
"ANR-09-BLAN-0267";"gliodiabesity";"ANR-09-BLAN-0267-03";False;"CNRS DR LANGUEDOC ROUSSILLON";"Divers public";"MOLLARD";"Patrice";"";"";"France"
"ANR-09-BLAN-0267";"gliodiabesity";"ANR-09-BLAN-0267-02";False;"UNIVERSITE DE PARIS VII [DENIS DIDEROT]";"Laboratoire public";"LUQUET";"Serge";"";"";"France"
"ANR-09-BLAN-0267";"gliodiabesity";"ANR-09-BLAN-0267-01";True;"INSERM DR NORD PAS DE CALAIS";"Divers public";"Prévot";"Vincent";"";"";"France"
"ANR-09-BLAN-0266";"GenomATAC";"ANR-09-BLAN-0266-02";False;"CENTRE EUROPEEN DE RECHERCHE EN BIOLOGIE ET MEDECINE";"Divers public";"POCH";"Olivier";"";"";"France"
"ANR-09-BLAN-0266";"GenomATAC";"ANR-09-BLAN-0266-01";True;"CENTRE EUROPEEN DE RECHERCHE EN BIOLOGIE ET MEDECINE";"Divers public";"TORA";"Laszlo";"";"";"France"
"ANR-09-BLAN-0265";"GENETOL";"ANR-09-BLAN-0265-01";True;"INSERM DR GRAND OUEST";"Divers public";"MOULLIER";"Philippe";"";"";"France"
"ANR-09-BLAN-0265";"GENETOL";"ANR-09-BLAN-0265-02";False;"INSERM DR GRAND OUEST";"Divers public";"CUTURI MARIA";"Cristina";"";"";"France"
"ANR-09-BLAN-0264";"Fusogenic lipid";"ANR-09-BLAN-0264-03";False;"CNRS DR ALSACE";"Divers public";"BAILLY";"Yannick";"";"";"France"
"ANR-09-BLAN-0264";"Fusogenic lipid";"ANR-09-BLAN-0264-02";False;"CNRS DR ALSACE";"Divers public";"HUMEAU";"Yann";"";"";"France"
"ANR-09-BLAN-0264";"Fusogenic lipid";"ANR-09-BLAN-0264-01";True;"CNRS DR ALSACE";"Divers public";"Vitale";"Nicolas";"";"";"France"
"ANR-09-BLAN-0264";"Fusogenic lipid";"ANR-09-BLAN-0264-04";False;"CNRS DR IDF SUD";"Divers public";"MOREL";"Nicolas";"";"";"France"
"ANR-09-BLAN-0263";"ExosoScreen";"ANR-09-BLAN-0263-03";False;"INSTITUT CURIE - SECTION RECHERCHE PARIS";"Divers public";"RAPOSO";"Graça";"";"";"France"
"ANR-09-BLAN-0263";"ExosoScreen";"ANR-09-BLAN-0263-02";False;"INSTITUT CURIE - SECTION RECHERCHE PARIS";"Divers public";"BENAROCH";"Philippe";"";"";"France"
"ANR-09-BLAN-0263";"ExosoScreen";"ANR-09-BLAN-0263-01";True;"INSTITUT CURIE - SECTION RECHERCHE PARIS";"Divers public";"Théry";"Clotilde";"";"";"France"
"ANR-09-BLAN-0262";"EvolAx";"ANR-09-BLAN-0262-91";False;"CNRS DR BRETAGNE ET PAYS DE LOIRE";"Divers public";"";"";"";"";"France"
"ANR-09-BLAN-0262";"EvolAx";"ANR-09-BLAN-0262-03";False;"CNRS DR PARIS B";"Divers public";"SHI";"De Li";"";"";"France"
"ANR-09-BLAN-0262";"EvolAx";"ANR-09-BLAN-0262-02";False;"CNRS DR RHONE AUVERGNE";"Divers public";"SCHUBERT";"Michael";"";"";"France"
"ANR-09-BLAN-0262";"EvolAx";"ANR-09-BLAN-0262-01";True;"CNRS DR CENTRE POITOU-CHARENTES";"Divers public";"Mazan";"Sylvie";"";"";"France"
"ANR-09-BLAN-0261";"ESCATMO";"ANR-09-BLAN-0261-01";True;"INSERM DR LANGUEDOC ROUSSILLON";"Divers public";"THEILLET";"Charles";"";"";"France"
"ANR-09-BLAN-0261";"ESCATMO";"ANR-09-BLAN-0261-93";False;"CNRS DR ALSACE";"Divers public";"";"";"";"";"France"
"ANR-09-BLAN-0261";"ESCATMO";"ANR-09-BLAN-0261-04";False;"CNRS DR LANGUEDOC ROUSSILLON";"Divers public";"LECELLIER";"Charles";"";"";"France"
"ANR-09-BLAN-0261";"ESCATMO";"ANR-09-BLAN-0261-03";False;"CNRS DR LANGUEDOC ROUSSILLON";"Divers public";"WEBER";"Michael";"";"";"France"
"ANR-09-BLAN-0261";"ESCATMO";"ANR-09-BLAN-0261-02";False;"CENTRE ANTICANCEREUX LEON BERARD";"Laboratoire public";"PUISIEUX";"Alain";"";"";"France"
"ANR-09-BLAN-0260";"Epinest";"ANR-09-BLAN-0260-01";True;"CENTRE EUROPEEN DE RECHERCHE EN BIOLOGIE ET MEDECINE";"Divers public";"GIANGRANDE";"Angela";"";"";"France"
"ANR-09-BLAN-0259";"Epileptic-Code";"ANR-09-BLAN-0259-01";True;"INSERM DR PACA et CORSE";"Divers public";"CREPEL";"Valerie";"";"";"France"
"ANR-09-BLAN-0258";"EMC2";"ANR-09-BLAN-0258-01";True;"CNRS DR IDF SUD";"Divers public";"BARRE";"François-Xavier";"";"";"France"
"ANR-09-BLAN-0257";"ECenS";"ANR-09-BLAN-0257-01";True;"INSTITUT CURIE - SECTION RECHERCHE PARIS";"Divers public";"ALMOUZNI";"Geneviève";"";"";"France"
"ANR-09-BLAN-0256";"DynaRep";"ANR-09-BLAN-0256-01";True;"CNRS DR LANGUEDOC ROUSSILLON";"Divers public";"Pasero";"Philippe";"";"";"France"
"ANR-09-BLAN-0255";"DCTaxis";"ANR-09-BLAN-0255-02";False;"CNRS DR LANGUEDOC ROUSSILLON";"Divers public";"PIECHACZYK";"Marc";"";"";"France"
"ANR-09-BLAN-0255";"DCTaxis";"ANR-09-BLAN-0255-01";True;"CNRS DR LANGUEDOC ROUSSILLON";"Divers public";"Kremer";"Eric";"";"";"France"
"ANR-09-BLAN-0254";"CERVOX";"ANR-09-BLAN-0254-03";False;"UNIVERSITE MONTPELLIER 1";"Laboratoire public";"PERREY";"Stéphane";"";"";"France"
"ANR-09-BLAN-0254";"CERVOX";"ANR-09-BLAN-0254-02";False;"UNIVERSITE JEAN MONNET ST-ETIENNE";"Laboratoire public";"MILLET";"Guillaume";"";"";"France"
"ANR-09-BLAN-0254";"CERVOX";"ANR-09-BLAN-0254-01";True;"UNIVERSITE JOSEPH FOURIER GRENOBLE 1";"Laboratoire public";"WUYAM";"Bernard";"";"";"France"
"ANR-09-BLAN-0253";"Cell.com";"ANR-09-BLAN-0253-03";False;"INRA JOUY-EN-JOSAS";"Divers public";"DEUTSCHER";"Josef";"";"";"France"
"ANR-09-BLAN-0253";"Cell.com";"ANR-09-BLAN-0253-02";False;"CNRS DR IDF SUD";"Divers public";"NESSLER";"Sylvie";"";"";"France"
"ANR-09-BLAN-0253";"Cell.com";"ANR-09-BLAN-0253-01";True;"INRA JOUY-EN-JOSAS";"Divers public";"LERECLUS";"Didier";"";"";"France"
"ANR-09-BLAN-0252";"CDKDNA";"ANR-09-BLAN-0252-02";False;"INRA MONTPELLIER";"Divers public";"ROSSIGNOL";"Michel";"";"";"France"
"ANR-09-BLAN-0252";"CDKDNA";"ANR-09-BLAN-0252-01";True;"CNRS DR LANGUEDOC ROUSSILLON";"Divers public";"FISHER";"Daniel";"";"";"France"
"ANR-09-BLAN-0251";"bactadapt";"ANR-09-BLAN-0251-01";True;"INSERM DR PARIS V";"Divers public";"Matic";"Ivan";"";"";"France"
"ANR-09-BLAN-0250";"AURORA";"ANR-09-BLAN-0250-01";True;"UNIVERSITE RENNES 1";"Laboratoire public";"PRIGENT";"Claude";"";"";"France"
"ANR-09-BLAN-0249";"Annelivertebr";"ANR-09-BLAN-0249-01";True;"CNRS DR PARIS B";"Divers public";"BALAVOINE";"Guillaume";"";"";"France"
"ANR-09-BLAN-0248";"anicry";"ANR-09-BLAN-0248-03";False;"CEA SACLAY";"Divers public";"BRETTEL";"Klaus";"";"";"France"
"ANR-09-BLAN-0248";"anicry";"ANR-09-BLAN-0248-02";False;"CNRS DR IDF SUD";"Divers public";"ROUYER";"Francois";"";"";"France"
"ANR-09-BLAN-0248";"anicry";"ANR-09-BLAN-0248-01";True;"UNIVERSITE PARIS VI [PIERRE ET MARIE CURIE]";"Laboratoire public";"Ahmad";"Margaret";"";"";"France"
"ANR-09-BLAN-0248";"anicry";"ANR-09-BLAN-0248-04";False;"CNRS DR IDF SECTEUR SUD";"Laboratoire public";"CNRS";"Rouyer@cnrs.fr";"Gif-sur-Yvette";"Île-de-France";"France"
"ANR-09-BLAN-0247";"AIFCICD";"ANR-09-BLAN-0247-01";True;"INSERM DR PARIS VI";"Divers public";"SUSIN";"Santos";"";"";"France"
"ANR-09-BLAN-0246";"ADIPOBETAPROL";"ANR-09-BLAN-0246-91";False;"INSERM DR PARIS XI";"Divers public";"";"";"";"";"France"
"ANR-09-BLAN-0246";"ADIPOBETAPROL";"ANR-09-BLAN-0246-04";False;"INSERM DR PARIS V";"Divers public";"DANDOLO";"Luisa";"";"";"France"
"ANR-09-BLAN-0246";"ADIPOBETAPROL";"ANR-09-BLAN-0246-03";False;"UNIVERSITE DE PARIS VII [DENIS DIDEROT]";"Laboratoire public";"PORTHA";"Bernard";"";"";"France"
"ANR-09-BLAN-0246";"ADIPOBETAPROL";"ANR-09-BLAN-0246-02";False;"INSERM DR PARIS XI";"Divers public";"LOMBES";"Marc";"";"";"France"
"ANR-09-BLAN-0246";"ADIPOBETAPROL";"ANR-09-BLAN-0246-01";True;"INSERM DR PARIS V";"Divers public";"BINART";"Nadine";"";"";"France"
"ANR-09-BLAN-0245";"Senzo";"ANR-09-BLAN-0245-04";False;"UNIVERSITE PARIS XI PARIS SUD";"Laboratoire public";"GHAZI";"Alexandre";"";"";"France"
"ANR-09-BLAN-0245";"Senzo";"ANR-09-BLAN-0245-03";False;"CNRS DR IDF SUD";"Divers public";"FRACHISSE JEAN";"Marie";"";"";"France"
"ANR-09-BLAN-0245";"Senzo";"ANR-09-BLAN-0245-02";False;"ECOLE POLYTECHNIQUE";"Laboratoire public";"DE LANGRE";"Emmanuel";"";"";"France"
"ANR-09-BLAN-0245";"Senzo";"ANR-09-BLAN-0245-01";True;"INRA CLERMONT-THEIX";"Divers public";"MOULIA";"Bruno";"";"";"France"
"ANR-09-BLAN-0244";"PPR-Rf";"ANR-09-BLAN-0244-02";False;"INRA VERSAILLES";"Divers public";"VAUCHERET";"Hervé";"";"";"France"
"ANR-09-BLAN-0244";"PPR-Rf";"ANR-09-BLAN-0244-03";False;"INRA VERSAILLES";"Divers public";"RENOU JEAN";"Pierre";"";"";"France"
"ANR-09-BLAN-0244";"PPR-Rf";"ANR-09-BLAN-0244-01";True;"INRA VERSAILLES";"Divers public";"MIREAU";"Hakim";"";"";"France"
"ANR-09-BLAN-0243";"PARATOXOSE";"ANR-09-BLAN-0243-03";False;"CNRS DR CENTRE POITOU-CHARENTES";"Divers public";"DREZEN";"Jean Michel";"";"";"France"
"ANR-09-BLAN-0243";"PARATOXOSE";"ANR-09-BLAN-0243-01";True;"INRA SOPHIA ANTIPOLIS";"Divers public";"POIRIE";"Marylène";"";"";"France"
"ANR-09-BLAN-0243";"PARATOXOSE";"ANR-09-BLAN-0243-02";False;"INRA MONTPELLIER";"Divers public";"VOLKOFF";"Anne Nathalie";"";"";"France"
"ANR-09-BLAN-0243";"PARATOXOSE";"ANR-09-BLAN-0243-04";False;"UNIVERSITE PICARDIE JULES VERNE AMIENS";"Laboratoire public";"PREVOST";"Geneviève";"";"";"France"
"ANR-09-BLAN-0242";"PANACEA";"ANR-09-BLAN-0242-04";False;"CNRS DR AQUITAINE LIMOUSIN";"Divers public";"SCHMITTER JEAN";"Marie";"";"";"France"
"ANR-09-BLAN-0242";"PANACEA";"ANR-09-BLAN-0242-03";False;"UNIVERSITE PARIS VI [PIERRE ET MARIE CURIE]";"Laboratoire public";"JEANNETTE";"Emmanuelle";"";"";"France"
"ANR-09-BLAN-0242";"PANACEA";"ANR-09-BLAN-0242-02";False;"INRA DIJON";"Divers public";"SIMON PLAS";"Françoise";"";"";"France"
"ANR-09-BLAN-0242";"PANACEA";"ANR-09-BLAN-0242-01";True;"CNRS DR AQUITAINE LIMOUSIN";"Divers public";"MONGRAND";"Sébastien";"";"";"France"
"ANR-09-BLAN-0241";"MycSignalling";"ANR-09-BLAN-0241-02";False;"CNRS DR MIDI-PYRENEES";"Divers public";"ROCHANGE SOIZIC";"Françoise";"";"";"France"
"ANR-09-BLAN-0241";"MycSignalling";"ANR-09-BLAN-0241-01";True;"CNRS DR MIDI-PYRENEES";"Divers public";"GOUGH";"Clare";"";"";"France"
"ANR-09-BLAN-0240";"MITOMANIP";"ANR-09-BLAN-0240-01";True;"CNRS DR ALSACE";"Divers public";"DIETRICH";"André";"";"";"France"
"ANR-09-BLAN-0239";"LepidOLF";"ANR-09-BLAN-0239-01";True;"INRA VERSAILLES";"Divers public";"JACQUIN JOLY";"Emmanuelle";"";"";"France"
"ANR-09-BLAN-0239";"LepidOLF";"ANR-09-BLAN-0239-02";False;"INRIA RENNES - BRETAGNE ATLANTIQUE";"Divers public";"COSTE";"François";"";"";"France"
"ANR-09-BLAN-0239";"LepidOLF";"ANR-09-BLAN-0239-03";False;"INRA JOUY EN JOSAS";"Divers public";"MARTIN";"Patrice";"";"";"France"
"ANR-09-BLAN-0238";"EVAH";"ANR-09-BLAN-0238-01";True;"COLLEGE DE FRANCE";"Divers public";"BRUNET";"Michel";"";"";"France"
"ANR-09-BLAN-0238";"EVAH";"ANR-09-BLAN-0238-02";False;"CNRS DR CENTRE POITOU-CHARENTES";"Divers public";"JAEGER";"Jean Jacques";"";"";"France"
"ANR-09-BLAN-0237";"EPIMOBILE";"ANR-09-BLAN-0237-01";True;"CNRS DR PARIS B";"Divers public";"COLOT";"Vincent";"";"";"France"
"ANR-09-BLAN-0237";"EPIMOBILE";"ANR-09-BLAN-0237-02";False;"CEA FONTENAY AUX ROSES";"Divers public";"WINCKER";"Patrick";"";"";"France"
"ANR-09-BLAN-0236";"DiploDevo";"ANR-09-BLAN-0236-02";False;"CNRS DR COTE DAZUR";"Divers public";"HOULISTON";"Evelyn";"";"";"France"
"ANR-09-BLAN-0236";"DiploDevo";"ANR-09-BLAN-0236-01";True;"CNRS DR PARIS B";"Divers public";"MANUEL";"Michaël";"";"";"France"
"ANR-09-BLAN-0235";"BOND.007";"ANR-09-BLAN-0235-04";False;"INRA TOURS";"Divers public";"BERNARD";"Serge";"";"";"France"
"ANR-09-BLAN-0235";"BOND.007";"ANR-09-BLAN-0235-03";False;"INRA RENNES";"Divers public";"MARNET";"Pierre Guy";"";"";"France"
"ANR-09-BLAN-0235";"BOND.007";"ANR-09-BLAN-0235-02";False;"INRA CLERMONT-THEIX";"Divers public";"BOIVIN";"Xavier";"";"";"France"
"ANR-09-BLAN-0235";"BOND.007";"ANR-09-BLAN-0235-01";True;"INRA TOURS";"Divers public";"NOWAK";"Raymond";"";"";"France"
"ANR-09-BLAN-0234";"TG_REGALDIS";"ANR-09-BLAN-0234-03";False;"CNRS DR PARIS B";"Divers public";"MELLIER";"Yannick";"";"";"France"
"ANR-09-BLAN-0234";"TG_REGALDIS";"ANR-09-BLAN-0234-02";False;"CNRS DR PROVENCE ET CORSE";"Divers public";"CUBY";"Jean Gabriel";"";"";"France"
"ANR-09-BLAN-0234";"TG_REGALDIS";"ANR-09-BLAN-0234-01";True;"UNIVERSITE PAUL SABATIER TOULOUSE 3";"Laboratoire public";"PELLO";"Roser";"";"";"France"
"ANR-09-BLAN-0233";"SOLWARA";"ANR-09-BLAN-0233-02";False;"CNRS DR MIDI-PYRENEES";"Divers public";"JEANDEL";"Catherine";"";"";"France"
"ANR-09-BLAN-0233";"SOLWARA";"ANR-09-BLAN-0233-03";False;"CNRS DR ALPES";"Divers public";"VERRON";"Jacques";"";"";"France"
"ANR-09-BLAN-0233";"SOLWARA";"ANR-09-BLAN-0233-01";True;"IRD MARSEILLE";"Divers public";"GANACHAUD";"Alexandre";"";"";"France"
"ANR-09-BLAN-0232";"SIMODE";"ANR-09-BLAN-0232-03";False;"IFREMER";"Divers public";"CHAPRON";"Bertrand";"";"";"France"
"ANR-09-BLAN-0232";"SIMODE";"ANR-09-BLAN-0232-01";False;"CNRS DR COTE DAZUR";"Divers public";"PITTAVINO";"Sandra";"";"";"France"
"ANR-09-BLAN-0232";"SIMODE";"ANR-09-BLAN-0232-02";False;"CNRS DR IDF OUEST ET NORD";"Divers public";"HAUSER";"Danièle";"";"";"France"
"ANR-09-BLAN-0232";"SIMODE";"ANR-09-BLAN-0232-04";True;"CNRS DR PROVENCE ET CORSE";"Laboratoire public";"CHARLES-ANTOINE";"GUERIN";"La Garde";"Provence-Alpes-Côte d'Azur";"France"
"ANR-09-BLAN-0231";"SCHISM";"ANR-09-BLAN-0231-03";False;"CNRS DR IDF OUEST ET NORD";"Divers public";"LE PETIT";"Franck";"";"";"France"
"ANR-09-BLAN-0231";"SCHISM";"ANR-09-BLAN-0231-02";False;"ECOLE NORMALE SUPERIEURE PARIS";"Laboratoire public";"GERIN";"Maryvonne";"";"";"France"
"ANR-09-BLAN-0231";"SCHISM";"ANR-09-BLAN-0231-01";True;"INSTITUT RADIOASTRONOMIE MILLIMETRIQUE";"Divers privé";"PETY";"Jérôme";"";"";"France"
"ANR-09-BLAN-0230";"Rift2Ridge";"ANR-09-BLAN-0230-03";False;"UNIVERSITE PARIS VI [PIERRE ET MARIE CURIE]";"Laboratoire public";"D'ACREMONT";"Elia";"";"";"France"
"ANR-09-BLAN-0230";"Rift2Ridge";"ANR-09-BLAN-0230-02";False;"CNRS DR ALSACE";"Divers public";"MANATSCHAL";"Gianreto";"";"";"France"
"ANR-09-BLAN-0230";"Rift2Ridge";"ANR-09-BLAN-0230-01";True;"IPG PARIS";"Laboratoire public";"CANNAT";"Mathilde";"";"";"France"
"ANR-09-BLAN-0229";"PYROPE";"ANR-09-BLAN-0229-02";False;"CNRS DR LANGUEDOC ROUSSILLON";"Divers public";"BOKELMANN";"Goetz";"";"";"France"
"ANR-09-BLAN-0229";"PYROPE";"ANR-09-BLAN-0229-04";False;"CNRS DR ALSACE";"Divers public";"MAGGI";"Alessia";"";"";"France"
"ANR-09-BLAN-0229";"PYROPE";"ANR-09-BLAN-0229-03";False;"CNRS DR ALPES";"Divers public";"PAUL";"Anne";"";"";"France"
"ANR-09-BLAN-0229";"PYROPE";"ANR-09-BLAN-0229-01";True;"UNIVERSITE PAUL SABATIER TOULOUSE 3";"Laboratoire public";"CHEVROT";"Sébastien";"";"";"France"
"ANR-09-BLAN-0229";"PYROPE";"ANR-09-BLAN-0229-05";False;"UNIVERSITE NANTES";"Laboratoire public";"BEUCLER";"Eric";"";"";"France"
"ANR-09-BLAN-0228";"POMMME";"ANR-09-BLAN-0228-02";False;"CNRS DR ALSACE";"Divers public";"IBATA";"Rodrigo";"";"";"France"
"ANR-09-BLAN-0228";"POMMME";"ANR-09-BLAN-0228-01";True;"CNRS DR IDF OUEST ET NORD";"Divers public";"VALLS GABAUD";"David";"";"";"France"
"ANR-09-BLAN-0227";"OPTIMISM";"ANR-09-BLAN-0227-02";False;"CNRS DR IDF OUEST ET NORD";"Divers public";"DECHAMBRE";"Monique";"";"";"France"
"ANR-09-BLAN-0227";"OPTIMISM";"ANR-09-BLAN-0227-03";False;"ECOLE CENTRALE NANTES";"Laboratoire public";"FERRANT";"Pierre";"";"";"France"
"ANR-09-BLAN-0227";"OPTIMISM";"ANR-09-BLAN-0227-01";True;"CNRS DR PARIS B";"Divers public";"VIVIER";"Frédéric";"";"";"France"
"ANR-09-BLAN-0227";"OPTIMISM";"ANR-09-BLAN-0227-04";False;"CNRS DR IDF OUEST ET NORD";"Divers public";"LOISIL";"Rodrigue";"";"";"France"
"ANR-09-BLAN-0227";"OPTIMISM";"ANR-09-BLAN-0227-05";False;"CNRS DR MIDI-PYRENEES";"Divers public";"PANEL";"Jean Michel";"";"";"France"
"ANR-09-BLAN-0226";"OPALE";"ANR-09-BLAN-0226-02";False;"CNRS DR IDF OUEST ET NORD";"Divers public";"BEKKI";"Slimane";"";"";"France"
"ANR-09-BLAN-0226";"OPALE";"ANR-09-BLAN-0226-01";True;"CNRS DR ALPES";"Divers public";"PREUNKERT";"Susanne";"";"";"France"
"ANR-09-BLAN-0225";"LOFAR";"ANR-09-BLAN-0225-04";False;"UNIVERSITE DORLEANS";"Laboratoire public";"WEBER";"Rodolphe";"";"";"France"
"ANR-09-BLAN-0225";"LOFAR";"ANR-09-BLAN-0225-03";False;"CNRS DR CENTRE POITOU-CHARENTES";"Divers public";"COGNARD";"Ismael";"";"";"France"
"ANR-09-BLAN-0225";"LOFAR";"ANR-09-BLAN-0225-02";False;"OBSERVATOIRE DE PARIS";"Laboratoire public";"ZARKA";"Philippe";"";"";"France"
"ANR-09-BLAN-0225";"LOFAR";"ANR-09-BLAN-0225-01";True;"CNRS DR CENTRE POITOU-CHARENTES";"Divers public";"TAGGER";"Michel";"";"";"France"
"ANR-09-BLAN-0224";"HUGE";"ANR-09-BLAN-0224-04";False;"CNRS DR PARIS B";"Divers public";"CHARLOT";"Stephane";"";"";"France"
"ANR-09-BLAN-0224";"HUGE";"ANR-09-BLAN-0224-03";False;"CNRS DR PROVENCE ET CORSE";"Divers public";"BUAT";"Véronique";"";"";"France"
"ANR-09-BLAN-0224";"HUGE";"ANR-09-BLAN-0224-02";False;"UNIVERSITE PARIS XI PARIS SUD";"Laboratoire public";"DOLE";"Hervé";"";"";"France"
"ANR-09-BLAN-0224";"HUGE";"ANR-09-BLAN-0224-01";True;"CEA SACLAY";"Divers public";"ELBAZ";"David";"";"";"France"
"ANR-09-BLAN-0223";"HELIOSARES";"ANR-09-BLAN-0223-01";True;"CNRS DR IDF OUEST ET NORD";"Divers public";"LEBLANC";"François";"";"";"France"
"ANR-09-BLAN-0223";"HELIOSARES";"ANR-09-BLAN-0223-02";False;"CNRS DR IDF OUEST ET NORD";"Divers public";"FORGET";"François";"";"";"France"
"ANR-09-BLAN-0223";"HELIOSARES";"ANR-09-BLAN-0223-03";False;"UNIVERSITE PAUL SABATIER TOULOUSE 3";"Laboratoire public";"MAZELLE";"Christian";"";"";"France"
"ANR-09-BLAN-0222";"CO2-MEGAPARIS";"ANR-09-BLAN-0222-05";False;"CNRS DR IDF OUEST ET NORD";"Divers public";"GILBERT";"Fabien";"";"";"France"
"ANR-09-BLAN-0222";"CO2-MEGAPARIS";"ANR-09-BLAN-0222-04";False;"UNIVERSITE VERSAILLES ST-QUENTIN";"Laboratoire public";"Vanderlinden";"Jean-Paul";"";"";"France"
"ANR-09-BLAN-0222";"CO2-MEGAPARIS";"ANR-09-BLAN-0222-03";False;"CNRS DR MIDI-PYRENEES";"Divers public";"LAC";"Christine";"";"";"France"
"ANR-09-BLAN-0222";"CO2-MEGAPARIS";"ANR-09-BLAN-0222-02";False;"INRA VERSAILLES";"Divers public";"CELLIER";"Pierre";"";"";"France"
"ANR-09-BLAN-0222";"CO2-MEGAPARIS";"ANR-09-BLAN-0222-01";True;"CNRS DR IDF SUD";"Divers public";"XUEREF-REMY";"Irène";"";"";"France"
"ANR-09-BLAN-0221";"Calimero";"ANR-09-BLAN-0221-03";False;"CNRS DR MIDI-PYRENEES";"Divers public";"GODDERIS";"Yves";"";"";"France"
"ANR-09-BLAN-0221";"Calimero";"ANR-09-BLAN-0221-02";False;"CNRS DR ALSACE";"Divers public";"CHABAUX";"François";"";"";"France"
"ANR-09-BLAN-0221";"Calimero";"ANR-09-BLAN-0221-01";True;"CNRS DR CENTRE EST";"Divers public";"LAVE";"Jérôme";"";"";"France"
"ANR-09-BLAN-0220";"AutoDiffHmantel";"ANR-09-BLAN-0220-01";True;"CNRS DR MIDI-PYRENEES";"Divers public";"INGRIN";"Jannick";"";"";"France"
"ANR-09-BLAN-0219";"ARCHAEMAT";"ANR-09-BLAN-0219-02";False;"CNRS DR CENTRE POITOU-CHARENTES";"Divers public";"GAUTRET";"Pascale";"";"";"France"
"ANR-09-BLAN-0219";"ARCHAEMAT";"ANR-09-BLAN-0219-01";True;"CNRS DR CENTRE POITOU-CHARENTES";"Divers public";"WESTALL";"Frances";"";"";"France"
"ANR-09-BLAN-0219";"ARCHAEMAT";"ANR-09-BLAN-0219-04";False;"ECOLE NORMALE SUPERIEURE LYON";"Laboratoire public";"LEMELLE";"Laurence";"";"";"France"
"ANR-09-BLAN-0219";"ARCHAEMAT";"ANR-09-BLAN-0219-03";False;"CNRS DR PARIS B";"Divers public";"DERENNE";"Sylvie";"";"";"France"
"ANR-09-BLAN-0218";"TOPPAZ";"ANR-09-BLAN-0218-01";True;"INSTITUT NATIONAL DE LA RECHERCHE EN INFORMATIQUE ET EN AUTOMATIQUE";"Divers public";"DOUMIC";"Marie";"";"";"France"
"ANR-09-BLAN-0218";"TOPPAZ";"ANR-09-BLAN-0218-02";False;"INSTITUT NATIONAL DE LA RECHERCHE AGRONOMIQUE CENTRE DE RECHERCHE DE JOUY";"Divers public";"REZAEI";"Human";"";"";"France"
"ANR-09-BLAN-0217";"MEMOREX-PK";"ANR-09-BLAN-0217-01";True;"CNRS DELEGATION REGIONALE PROVENCE ET CORSE";"Divers public";"HUBERT";"Florence";"";"";"France"
"ANR-09-BLAN-0217";"MEMOREX-PK";"ANR-09-BLAN-0217-02";False;"UNIVERSITE DE LA MEDITERRANEE AIX-MARSEILLE 2";"Laboratoire public";"CICCOLINI";"Joseph";"";"";"France"
