Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Afilalo, Jonathan; Muscedere, John",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Op Grant: Emerging COVID-19 Research Gaps & Priorities - Post COVID-19 condition,202104GA4,Operating Grant: Emerging COVID-19 Research Gaps & Priorities - Post COVID-19 condition,Impact of Frailty and Sarcopenia on Post-COVID Recovery,"                $470,179","                      $0","1 yr 0 mth "
"AFNIGC, AFNIGC; Bill, Lea; Hamelin, Josephine M; Letendre, Angeline D",Direct Payment,Team Grant: HCIS - LOI - Urban Indigenous Health,202110LT5,Team Grant : Healthy Cities Implementation Science (HCIS) Team Grants - LOI,Supporting Heathy lifestyle choices to promote mental health and wellbeing in Indigenous youth aging out of care to urban settings.,"                 $24,750","                      $0","1 yr 0 mth "
"Agarwal, Gina (Ragini); Poll, Amy; Dunn, James R; Wyndham-West, Catherine M",McMaster University,Team Grant: HCIS - LOI - Healthy aging,202110LT2,Team Grant : Healthy Cities Implementation Science (HCIS) Team Grants - LOI,Implementation of Municipal Housing Interventions to improve Healthy Aging and Quality of Life in Canadian Cities,"                 $25,000","                      $0","1 yr 0 mth "
"Agarwal, Sri Mahavir; Hahn, Margaret",Centre for Addiction and Mental Health (Toronto),Project Grant,202104PJT,Behavioural Sciences - B-2,Metformin for Antipsychotic-induced Weight Gain in Adults with Intellectual Disability Study: a Double-Blind Randomized Control Trial,"                $761,175","                      $0","4 yrs 6 mths "
"Agboji, Aderonke",University of Northern British Columbia,Summer Program in Aging,202102SMP,Summer Program in Aging,An investigation into the prevalence and risk factors for apathy among newly admitted Canadian long term care residents with and without neurocognitive disorders: A secondary data analysis,"                      $0","                      $0","1 yr 0 mth "
"Aggarwal, Monica; Aghajafari, Fariba; Aubrey-Bassler, F. Kris; Ballem, Penny; Breton, Mylaine; de Villa, Eileen; Donovan, Catherine; Hnatiuk, Melanie; Ivers, Noah M; Katz, Alan; Martin-Misener, Ruth; Mehta, Kavita; Sampalli, Tara; Tomblin Murphy, Gail G; Upshur, Ross E; Wong, Sabrina T",University of Toronto,Op. Gr.:Emerg. COVID Res. Gaps/Priorities - Vaccine Distribution Models,202109EGB,Operating Grant: Emerging COVID-19 Research Gaps & Priorities (July 2021),Vaccine Distribution Approaches for Equity-Deserving and At-Risk Populations during COVID-19:  Best Practices and Lessons Learned in Canada,"                $493,717","                      $0","1 yr 0 mth "
"Agharazii, Mohsen; Goupil, Remi",Universit&eacute; Laval,Op Grant: Emerging COVID-19 Research Gaps & Priorities - Post COVID-19 condition,202104GA4,Operating Grant: Emerging COVID-19 Research Gaps & Priorities - Post COVID-19 condition,Covid-19 effects on ARTErial StIffness and vascular AgiNg (CARTESIAN) study- Canada,"                $347,260","                      $0","1 yr 0 mth "
"Ahmad, Fayeza",McGill University,Doctoral Research Award: Canada Graduate Scholarships,202111FBD,Doctoral Research Awards - B,A frailty and sarcopenia screening protocol using in-hospital laboratory biomarkers,"                $105,000","                      $0","3 yrs 0 mth "
"Ahmad Khan, Faiz",Research Institute of the McGill University Health Centre,Operating Grant - Indigenous COVID-19 Rapid Research FO - Research,202112FO1,Indigenous COVID-19 Rapid Research Funding Opportunity,Community-partnered infectious disease modeling to inform Covid-19 policies and advocacy in Nunavik,"                $249,658","                      $0","1 yr 0 mth "
"Ahmad Khan, Faiz; Jean Louis, Frantz; Schwartzman, Kevin",Research Institute of the McGill University Health Centre,Project Grant,202109PJT,Indigenous Health Research,Chest Radiography and TB Elimination in Nunavik: novel solutions to fill gaps and strengthen regional capacity,"                $393,974","                      $0","3 yrs 0 mth "
"Ahmed, Sara; Auger, Claudine; Bleau, Michèle; Starnino, Cindy; Stoopler, Gary; Thomas, Aliki",Research Institute of the McGill University Health Centre,Project Grant - Priority Announcement: Patient-Oriented Research,202109PJK,Knowledge Translation Research,Effectiveness of a customized digital platform to increase coordination of care and uptake of evidence based practices: A stepped-wedge design,"                $100,000","                      $0","1 yr 0 mth "
"Ahun, Marilyn",Direct Payment,CIHR Fellowship,202110MFE,Health Research Training A - Post-PhD (HTA),Giving children the best start in life: Understanding the role of maternal and paternal parenting behaviours and mental health in early child development,"                $150,000","                      $0","3 yrs 0 mth "
"AIDS Committee Cambridge, Kitchener & Waterloo; Cameron, Ruth; Davis, Contessa; Coleman, Todd A; Khan, Maryam; Wilson, Ciann L",Direct Payment,Catayst Grant: Community-Led Res. on LGBTQIA/2S Wellness - Medium-scale projects,202110LGM,Community-Led Research on LGBTQIA/2S Wellness,"Exploring the Health, Wellness, Safety, Service Access, and Minority Stressors across the Lifecourse of 2SLGBTQ+ in the Waterloo Region, Ontario, Canada: A Mixed-Methods Ecosocial Study","                 $90,061","                      $0","1 yr 0 mth "
"Aita, Marilyn; Heon, Marjolaine","Centre hospitalier universitaire Sainte-Justine (Montr&eacute;al, Qu&eacute;bec)",Project Grant,202109PJT,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Effets d'une intervention de proximité mère-prématuré et de calme (NeuroN-QI) sur le neurodéveloppement de nouveau-nés prématurés : un essai clinique randomisé,"                $443,700","                      $0","5 yrs 0 mth "
"Ait ichou, Jamal",Universit&eacute; de Montr&eacute;al,Master's Award: Canada Graduate Scholarships,202112GSM,Special Cases - Awards Programs,Safety and efficacy of a sclerosing and embolizing gel for varicose vein embolization in a porcine model,"                 $17,500","                      $0","1 yr 0 mth "
"Aitken, Madison; Henderson, Joanna L",Centre for Addiction and Mental Health (Toronto),"Op Gr:Understanding/mitigating impacts of COVID-19 on children, youth & families",202107UIP,"Understanding/mitigating impacts of COVID-19 on children, youth & families",Understanding Dynamics of Risk and Protective Factors and Children's Mental Health During the COVID-19 Pandemic,"                $141,613","                      $0","1 yr 0 mth "
"Alain, Tommy",Children's Hospital of Eastern Ontario Research Institute Inc,CIHR - ICR / Cancer Research Society Partnership - Research Grants,202103CRP,Special Cases,"Oral Administration of Reoviruses for the Treatment, Prevention and Early Diagnosis of Colorectal Cancer.","                 $60,000","                      $0","2 yrs 0 mth "
"Alaoui-Jamali, Moulay A",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Project Grant,202104PJT,Pharmaceutical Sciences,Characterization and therapeutic implication of a novel class of PKC-theta inhibitors selectively targeting undifferentiated cancer cells expressing stem cell markers,"                $906,526","                      $0","5 yrs 0 mth "
"Alavi, Nazanin; Soares, Claudio D; Milev, Roumen V","Queen's University (Kingston, Ontario)","Team Grant: HCIS - LOI - Healthcare systems, services and policies",202110LT1,Team Grant : Healthy Cities Implementation Science (HCIS) Team Grants - LOI,"Developing, administering, and evaluating online psychotherapy and psychoeducation programs to address common mental health challenges faced by post-secondary students in Kingston, Frontenac, Lennox & Addington (KFL&A)","                 $25,000","                      $0","1 yr 0 mth "
"Alberga, Angela S; Cook, Jocelynn L; Cohen, Tamara R","Concordia University (Montreal, Quebec)","Operating Grant: ECI grants in Maternal, Reproductive, Child & Youth Health",202102MRC,"Operating Grant: New Investigator Grants in Maternal, Reproductive, Child & Youth Health",Conversation Cards for Moms: A mixed methods study to create and evaluate a new clinical tool for use in maternity care settings,"                $105,000","                      $0","3 yrs 0 mth "
"Albert, Catherine",Universit&eacute; de Montr&eacute;al,Master's Award: Canada Graduate Scholarships,202112GSM,Special Cases - Awards Programs,Contribution des récepteurs aux cannabinoïdes CB2 dans la réorganisation fonctionnelle après un accident vasculaire cérébral ischémique dans l'aire visuelle primaire de souris,"                 $17,500","                      $0","1 yr 0 mth "
"Alberts, Nicole M; Whitlock, James; Jibb, Lindsay","Concordia University (Montreal, Quebec)","Op Gr:Understanding/mitigating impacts of COVID-19 on children, youth & families",202107UIP,"Understanding/mitigating impacts of COVID-19 on children, youth & families","Impact of the COVID-19 pandemic on the psychosocial health of children with cancer, survivors, and family caregivers: A pan-Canadian study of issues and solutions","                $149,750","                      $0","1 yr 0 mth "
"Al-Chalabi, Nzaar",University of Toronto,Master's Award: Canada Graduate Scholarships,202112GSM,Special Cases - Awards Programs,Dynamic change in genome-wide methylation in response to increased suicidal ideation in schizophrenia,"                 $17,500","                      $0","1 yr 0 mth "
"Alexander, Robert T; Beaucage, Mary B; Burns, Kevin D; Farragher, Janine; Hartwig, Sunny; Ho, Julie; King, Malcolm; Konvalinka, Ana; Levin, Adeera; Madore, François; Pandeya, Sanjay; Schick-Makaroff, Kara L; Stalker, Leanne; Tennankore, Karthik K",University of Alberta,"Tr. Gr: Health Research Training Platform - Nutrition, Metabolism and Diabetes",202106RT8,Training Grant: Health Research Training Platform,Kidney Research Scientist Core Education and Training Program 2.0,"              $2,399,987","                      $0","6 yrs 0 mth "
"Al Hakeem, Hiba",University of Windsor (Ontario),Doctoral Research Award: Canada Graduate Scholarships,202111FBD,Doctoral Research Awards - B,Move&Connect-Caregivers: A Virtual Group-based Intervention for Caregivers of Youth with Persistent Post-concussion Symptoms,"                $105,000","                      $0","3 yrs 0 mth "
"Ali, Shehzad; Biro, Suzanne C",University of Western Ontario,Catalyst Grant: Quadruple Aim and Equity,202110QAE,Catalyst Grant : Quadruple Aim and Equity,Monitoring inequities in the utilization of preventative services at the local decision-making level: developing a practical approach using cancer screening data in Ontario,"                 $99,919","                      $0","1 yr 0 mth "
"Ali, Tahir",University of Calgary,CIHR Fellowship,202110MFE,Fellowships - Post-PhD,Regulation of the brain-specific cholesterol hydroxylase Cyp46A1 as a novel approach for the treatment of prion diseases,"                 $45,000","                      $0","1 yr 0 mth "
"Al Jawhri, MohdWessam",University of Western Ontario,Master's Award: Canada Graduate Scholarships,202112GSM,Special Cases - Awards Programs,The effects of glucocorticoids on T helper 2 phenotype and function,"                 $17,500","                      $0","1 yr 0 mth "
"Aljghami, Mazen E",University of Toronto,Master's Award: Canada Graduate Scholarships,202112GSM,Special Cases - Awards Programs,Investigating the molecular mechanisms of a novel group of small-molecule Bax inhibitors,"                 $17,500","                      $0","1 yr 0 mth "
"Al Kaabi, Noor",University of Toronto,Master's Award: Canada Graduate Scholarships,202112GSM,Special Cases - Awards Programs,Clinical Implications of Respiratory Symptoms in Ehlers Danlos Syndrome and Hypermobility Spectrum Disorder,"                 $17,500","                      $0","1 yr 0 mth "
"AlKhaldi, Mohammed",McGill University,Health System Impact Fellowships - PostDoc Central Canada 2 year,202102HI5,Fellowship : Health System Impact Fellowships Post Doctoral Fellows (IHSPR FE),Establishing a Culture of High-Value Healthcare within the McGill University Health Centre Department of Medicine: a Focus on Evidence-based Practices in COVID Care,"                 $48,500","                      $0","2 yrs 0 mth "
"Al-Khaz'Aly, Ali",University of Calgary,Master's Award: Canada Graduate Scholarships,202112GSM,Special Cases - Awards Programs,A Real-Time Approach to Cell Vibration Profiling,"                 $17,500","                      $0","1 yr 0 mth "
"Allard-Chamard, Hugues",Universit&eacute; de Sherbrooke,Project Grant,202109PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Understanding the contribution of DICER and microRNAs to inflammatory arthritis,"                $772,650","                      $0","5 yrs 0 mth "
"Allen, Lindsay P",University of Manitoba,Doctoral Research Award: Canada Graduate Scholarships,202111FBD,Doctoral Research Awards - B,Indigenous-led evaluation research of health service partnerships between Indigenous medicine and bio-medicine practitioners in eastern Manitoba,"                $105,000","                      $0","3 yrs 0 mth "
"Allen, Upton D",Hospital for Sick Children (Toronto),Op. Gr.:Emerging COVID-19 Res. Gaps & Priorities (July 2021) - Immune Responses,202109EG9,Operating Grant: Emerging COVID-19 Research Gaps & Priorities (July 2021),COVID-19 Vaccine Responses among African Canadian Children with and without Sickle Cell Disease,"                $482,223","                      $0","1 yr 0 mth "
"Allen, Upton D",Hospital for Sick Children (Toronto),Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Vaccines,202104GA2,Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Vaccines,COVID-19 Vaccine Responses among African Canadians: Sustainability of Immune Responses and Safety Profiles.,"                $467,999","                      $0","1 yr 0 mth "
"Alquier, Thierry; Rideout, Elizabeth J",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Project Grant,202104PJT,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Central control of energy homeostasis by neuronal adipose triglyceride lipase,"                $963,900","                      $0","5 yrs 0 mth "
"Al-Refae, Mohamed Abdel-Sattar El-Sayed",University of Toronto,Master's Award: Canada Graduate Scholarships,202112GSM,Special Cases - Awards Programs,A Culturally Responsive Mobile Health Intervention for Middle Eastern and North African Immigrants in Canada,"                 $17,500","                      $0","1 yr 0 mth "
"Al Sharani, Sara",University of Calgary,Master's Award: Canada Graduate Scholarships,202112GSM,Special Cases - Awards Programs,The impact of unhealthy food marketing that appeals to children: A randomized controlled trial to inform Health Canada’s policy,"                 $17,500","                      $0","1 yr 0 mth "
"Alural, Begum",University of Guelph,CIHR Fellowship,202110MFE,Fellowships - Post-PhD,Control of neuron growth and depressive-like behavior by adaptor protein ShcD.,"                $135,000","                      $0","3 yrs 0 mth "
"Alvarez, Gonzalo G; Mao, Yongyi; Pease, Christopher",Ottawa Hospital Research Institute,Project Grant,202109PJT,Indigenous Health Research,Focused community TB screening among high risk residential zones in Nunavut: The TAIMA TB household risk prediction study,"                $573,750","                      $0","3 yrs 0 mth "
"Al-Yasiri, Layla",University of Calgary,Master's Award: Canada Graduate Scholarships,202112GSM,Special Cases - Awards Programs,Investigating the immunopathogenesis of hepatitis B virus using the woodchuck hepatitis virus model,"                 $17,500","                      $0","1 yr 0 mth "
"Amed, Shazhan; Nakhla, Meranda; Von Oettingen, Julia Elisabeth; Zenlea, Ian S",University of British Columbia,Team Grant: Diabetes Mechanisms and Translational Solutions - General Pool,202107DT4,Team Grant: Diabetes Mechanisms and Translational Solutions,Building CAPACIty for pediatric diabetes research and quality improvement across Canada,"                $934,977","                      $0","5 yrs 0 mth "
"Ameeriar, Yasmeen",University of Ottawa,Master's Award: Canada Graduate Scholarships,202112GSM,Special Cases - Awards Programs,Evaluating the synergistic effect of MG1 infection and SMAC mimetic treatment on latently HIV-infected cells,"                 $17,500","                      $0","1 yr 0 mth "
"Ames, Megan E; Smith, Barbara J; Paterson, Theone",University of Victoria (British Columbia),Operating Grant: COVID-19 Vaccine Confidence,202108VCF,Operating Grant : COVID-19 Vaccine Confidence,Understanding vaccine confidence and decision-making among Canadian youth: Survey and intervention development,"                $170,329","                      $0","2 yrs 0 mth "
"Amini, Mohammadali",University Health Network (Toronto),CIHR Fellowship,202110MFE,Fellowships - Post-PhD,Determination of factors associated with radiation resistance and optimization of salvage treatment in prostate cancer,"                $135,000","                      $0","3 yrs 0 mth "
"Ammar, Ali",McMaster University,Summer Program in Aging,202102SMP,Summer Program in Aging,Development of Clinical Tools to Guide Diagnosis and Treatment of Osteoporosis in Older Adults,"                      $0","                      $0","1 yr 0 mth "
"Ammi, Mehdi; Allin, Sara",Carleton University (Ottawa),Project Grant,202104PJT,"Public, Community & Population Health","Improving Public Health Finance Capacity and Spending Data Monitoring and Reporting to Inform the COVID Recovery Period: An International, Sequential Mixed-Methods Investigation","                $466,650","                      $0","3 yrs 0 mth "
"Ammi, Mehdi; Kuluski, Kerry H; Wodchis, Walter P",Carleton University (Ottawa),O. Gr.: Addr. the Health Impacts of COVID-19 - Imp. of def/disp care on health,202111WI1,Operating Grant : Addressing the Wider Health Impacts of COVID-,Wider Health Impacts of COVID-19 on Patients with Cancer and Other Multiple Chronic Conditions: A Parallel Mixed-Methods Study,"                $498,200","                      $0","2 yrs 0 mth "
"Amon, Cristina; Bannon, Karen; Bazylak, Jason; Jeffrey, Melanie A",University of Toronto,Team Grant: HCIS - LOI - Urban Indigenous Health,202110LT5,Team Grant : Healthy Cities Implementation Science (HCIS) Team Grants - LOI,"Caring for the Thunderbird's Nest:  Characterizing and Monitoring Inequitable Exposures to Ground and Air Pollution with Fort William First Nation, Using Machine Learning Tools","                 $24,680","                      $0","1 yr 0 mth "
"Amri, Nada",Universit&eacute; de Montr&eacute;al,Master's Award: Canada Graduate Scholarships,202112GSM,Special Cases - Awards Programs,Effect of apolipoprotein A-1 treatment on platelet-derived extracellular vesicle modulation in atherosclerotic mouse,"                 $17,500","                      $0","1 yr 0 mth "
"Amsden, Brian G","Queen's University (Kingston, Ontario)",Project Grant,202104PJT,Pharmaceutical Sciences,Local pro-angiogenic peptide delivery for treating critical limb ischemia,"                $481,952","                      $0","4 yrs 0 mth "
"Ancuta, Petronela",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Project Grant,202104PJT,Virology & Viral Pathogenesis,The Th17 Master Regulator RORC2 as a New Target for HIV Immune Therapy and Cure Strategy,"                $887,400","                      $0","4 yrs 0 mth "
"Anderson, Deborah H",University of Saskatchewan,Project Grant - PA: Breast Cancer Research,202109PLL,Cancer Progression & Therapeutics,Targeting metastatic breast cancer,"                $100,000","                      $0","1 yr 0 mth "
"Anderson, Geoffrey M",University of Toronto,Op. Gr.: Addr. Wider Impacts of COVID-Imp. on social/econ/pop iss/pbl outcomes,202111WI2,Operating Grant : Addressing the Wider Health Impacts of COVID-,"Understanding the Wider Health and Equity Impacts of Public Health COVID-19 Mitigation Strategies on Young Mothers, Children and Youth Living in Cities","                $499,291","                      $0","2 yrs 0 mth "
"Anderson, Laura N",McMaster University,Project Grant,202104PJT,"Public, Community & Population Health 3",Understanding the impact of the COVID-19 pandemic on obesity and diabetes among Canadians; a prospective population-based cohort study,"                $742,050","                      $0","5 yrs 0 mth "
"Anderson, Laura N",McMaster University,CIHR - ICR / Cancer Research Society Partnership - Research Grants,202103CRP,Special Cases,Identifying changes in cancer risk factors during the COVID-19 pandemic and predicting population risk,"                 $56,250","                      $0","2 yrs 0 mth "
"Anderson, Laura N",McMaster University,O. Gr.: Addr. the Health Impacts of COVID-19 - Imp. of def/disp care on health,202111WI1,Operating Grant : Addressing the Wider Health Impacts of COVID-,Impact of the COVID-19 pandemic on child growth and cardiometabolic risk,"                $429,706","                      $0","2 yrs 0 mth "
"Anderson, Laura N",McMaster University,Operating Grant: CCS/CIHR Action Grants,202109POC,Special Cases,"Motivational interviewing to promote healthy behaviours for obesity prevention in young adults: a pilot randomized controlled trial","                 $97,894","                      $0","1 yr 0 mth "
"Andersson, Neil; Ahmad Khan, Faiz; Budgell, Richard; Cockcroft, Anne; Vang, Zoua",McGill University,Project Grant,202104PJT,Indigenous Health Research,Co-designed cultural safety in Nunavik: proof-of-impact,"              $1,889,550","                      $0","5 yrs 0 mth "
"Andrade, Brendan",Centre for Addiction and Mental Health (Toronto),Project Grant - Priority Announcement: Patient-Oriented Research,202109PJK,Social & Developmental Aspects of Children's & Youth's Health,A Data Driven Approach to Personalize Psychosocial Treatment for Parents of Children with Disruptive Behaviour Disorders,"                $100,000","                      $0","1 yr 0 mth "
"Andreacchi, Alessandra T","Ontario Agency for Health Protection and Promotion (Toronto, Ontario)",Doctoral Research Award: Canada Graduate Scholarships,202111FBD,Doctoral Research Awards - B,"The alcohol-harm paradox and health equity impacts of alcohol policy in Canada: Evidence to inform the complex relationships across alcohol policy, consumption, and harms","                $105,000","                      $0","3 yrs 0 mth "
"Andres, Sara",McMaster University,Project Grant,202109PJT,Biochemistry & Molecular Biology - A,Molecular mechanisms of bacterial DNA double-strand break repair,"                $677,025","                      $0","5 yrs 0 mth "
"Andrews, Brenda J",University of Toronto,Project Grant,202109PJT,Genomics: Systems and computational biology,Mapping Biological Pathways using Systematic Genetics and Single Cell Imaging,"              $1,227,825","                      $0","5 yrs 0 mth "
"Andronowski, Janna",Memorial University of Newfoundland,Project Grant,202109PJT,Tri-Agency Interdisciplinary,Analysis of Opioid-induced Osteoporosis and Associated Impacts on Intracortical Porosity and Bone's Cellular Organization,"                $445,612","                      $0","4 yrs 0 mth "
"Andrushko, Justin W",University of British Columbia,CIHR Fellowship,202110MFE,Health Research Training B - HP,The relationship between the cortico-reticulospinal tract and motor function in stroke survivors,"                $135,000","                      $0","3 yrs 0 mth "
"Anis, Aslam H; Zhang, Wei",University of British Columbia,Project Grant,202104PJT,Health Policy & Systems Management Research,Evaluating and Informing Canada's Proposed Pharmaceutical Price Regulations,"                $581,400","                      $0","4 yrs 0 mth "
"Anthony, Samantha J; Beaucage, Mary B",Hospital for Sick Children (Toronto),Project Grant,202109PJT,Indigenous Health Research,"Embarking on a journey to explore the realities of pediatric solid organ transplantation for Indigenous patients, families and communities across Canada","                $382,499","                      $0","3 yrs 0 mth "
"Antoniou, John; Mwale, Fackson",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Project Grant,202109PJT,Biomedical Engineering,Role of Link N in Osteoarthritis,"                $699,975","                      $0","5 yrs 0 mth "
"Antoniou, Tony; Gomes, Tara; Juurlink, David N",Unity Health Toronto,Project Grant,202104PJT,"Public, Community & Population Health 2",Population-based studies on drug interactions between opioids and commonly prescribed drugs,"                $237,150","                      $0","3 yrs 0 mth "
"Antoniou, Tony; Pajer, Kathleen; Gomes, Tara",Unity Health Toronto,"Op Gr:Understanding/mitigating impacts of COVID-19 on children, youth & families",202107UIP,"Understanding/mitigating impacts of COVID-19 on children, youth & families",The impact of the COVID-19 pandemic on the mental health of children and youth,"                $149,844","                      $0","1 yr 0 mth "
