Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Allman, Dan B",University of Toronto,Planning and Dissemination Grant - Institute Community Support,201508PCS,Planning and Dissemination - HIV/AIDS and/or STBBIs,A Consultation and Planning Process to Explore the Capacity and Research Needs of Sex Work Organizations and their Allies addressing HIV Pre-Exposure Prophylaxis (PrEP) in Canada,"                 $14,984","                      $0","1 yr 0 mth "
"Allman, Dan B; Sorfleet, Andrew",University of Toronto,Catalyst Grant: HIV/AIDS CBR Program - General Stream,201511CDE,HIV/AIDS Community-Based Research (merged),Sex Workers' Perspectives on Policy and Practice for HIV Pre-Exposure Prophylaxis (PrEP) in Canada: A Community-based Pilot Study,"                 $32,989","                      $0","1 yr 0 mth "
"Alloy, Alexandre",Direct Payment,Doctoral Award - Doctoral Foreign Study Award (DFSA),201510DFS,Doctoral Research Awards - A,The regulation of eukaryotic translation initiation by mRNA circularization,"                $105,000","                      $0","3 yrs 0 mth "
"Alvarado, Beatriz E; Garcia, Angeles","Queen's University (Kingston, Ontario)",Planning and Dissemination Grant - Institute Community Support,201502PCS,Planning and Dissemination - IA,Friendly technologies for dementia: an environmental scan and an international collaboration to promote innovative interventions,"                 $20,000","                      $0","1 yr 0 mth "
"Amed, Shazhan",University of British Columbia,Patient-Oriented Research Collaboration Grants,201511PEG,Patient Engagement - Collaboration Grants (SPOR),Child-sized KT - Engaging kids and families in research at BC Children's Hospital,"                 $14,914","                      $0","1 yr 0 mth "
"Ames, Megan E",University of Victoria (British Columbia),CIHR Fellowship,201511MFE,Health Research Training B - HP,The Influence of Psychosocial Stressors on Indicators of Cardiometabolic Risk in the Transition to Young Adulthood,"                 $90,000","                      $0","2 yrs 0 mth "
"Amirault, Marni D; Pooyak, Sherri D","Communities, Alliances & Networks (Vancouver)",Planning and Dissemination Grant - Institute Community Support,201502PCS,Planning and Dissemination - IIPH,Building Evaluation Capacity with the AHA Centre team,"                 $12,000","                      $0","1 yr 0 mth "
"Amir, Shimon","Concordia University (Montreal, Quebec)",Operating Grant,201503MOP,Behavioural Sciences - A: Neurobiological Basis of Behavioural Processes,Dopamine in circadian control and behavioral modulation of clock gene rhythms in mammalian striatum,"                $651,336","                      $0","5 yrs 0 mth "
"Ammi, Mehdi",Carleton University (Ottawa),Travel Awards - Institute Community Support,201505ISU,Institute of Health Services and Policy Research,Should I stay or should I go? Factors associated with family physicians' decision to quit new primary care team in Canada,"                  $1,500","                      $0","1 yr 0 mth "
"Amram, Ofer",University of British Columbia,CIHR Fellowship,201511MFE,Health Research Training A - Post-PhD (HTA),The Use Geographic Information Systems in Real-Time Surveillance to Optimize the Delivery of Care to People Living with or Vulnerable to HIV,"                $135,000","                      $0","3 yrs 0 mth "
"A.N.A.C, Aboriginal Nurs",Direct Payment,Planning and Dissemination Grant - Institute Community Support,201508PCS,Planning and Dissemination - IIPH,Aboriginal Nurses Association of Canada National Forum Workshop: A Model of 'Authentic Indigenous Health Partnerships',"                 $12,000","                      $0","1 yr 0 mth "
"Anand, Sonia S; O'Connor, John; Brook, Jeffrey R; Friedrich, Matthias G; Tu, Jack V",McMaster University,Operating Grant: Fort McKay First Nations Health Alliance,201502OFM,Special Cases,Fort McKay First Nations Health Alliance Cohort Enhancement,"                $150,000","                      $0","1 yr 0 mth "
"Anand, Sonia S; Britz-Mckibbin, Philip; De Souza, Russell J; Paré, Guillaume; Subbarao, Padmaja",McMaster University,"Team Grant: DOHaD - Implications for Men, Women, Boys and Girls - LOI",201504MWB,"Team Grant: DOHaD - Implications for Men, Women, Boys and Girls - LOI",Deciphering the metabolic signatures of the metabolic syndrome (MetS) in young children,"                 $10,000","                      $0","1 yr 0 mth "
"Anand, Sonia S; Beyene, Joseph; Britz-Mckibbin, Philip; De Souza, Russell J; Paré, Guillaume; Subbarao, Padmaja",McMaster University,"Team Grant: DOHaD - Implications for Men, Women, Boys and Girls",201511MWG,"Team Grant: DOHaD - Implications for Men, Women, Boys and Girls",Deciphering the metabolic signatures of the metabolic syndrome (MetS) in young children,"              $1,498,268","                      $0","5 yrs 0 mth "
"Anand, Sonia S; Bruce, Sharon G",McMaster University,Planning and Dissemination Grant - Institute Community Support,201508PCS,Planning and Dissemination - ICRH,"Planning the future follow-up, interventions and optimizing knowledge translation in the Canadian Alliance of Healthy Hearts and Minds (CAHHM) Aboriginal Cohort","                 $24,550","                      $0","1 yr 0 mth "
"Andelfinger, Gregor U","Centre hospitalier universitaire Sainte-Justine (Montr&eacute;al, Qu&eacute;bec)",Team Grant: E-Rare-3 Joint Transnational Call,201506ERT,Special Cases,Improving care for cohesinopathies: from heart phenotypes to novel therapies,"                $325,002","                      $0","3 yrs 0 mth "
"Andersen, Chris",University of Alberta,Best Brains Exchange Travel Award,201504BBR,Special Cases - Awards Programs,"Best Brains Exchange: ""How we can make the policy research environment a better place?"" held in Ottawa (Ontario) on November 13, 2015.","                  $2,523","                      $0","1 yr 0 mth "
"Anderson, Gerald H",University of Toronto,Operating Grant,201503MOP,"Nutrition, Food & Health",Food intake control in children,"                $640,500","                      $0","5 yrs 0 mth "
"Anderson, Laura N; Birken, Catherine S",McMaster University,Operating Grant: Population Health Intervention Research,201510GIR,Operating Grant: Population Health Intervention Research,Evaluation of the Healthy Kids Community Challenge in Early Childhood,"                $248,669","                      $0","2 yrs 0 mth "
"Andrade, Brendan",Centre for Addiction and Mental Health (Toronto),Operating Grant,201503MOP,Social & Developmental Aspects of Children's & Youth's Health,Personalizing Psychosocial Intervention for Children with Oppositional-Defiant Disorder,"                $505,435","                      $0","4 yrs 0 mth "
"Andreazza, Ana C",Direct Payment,Canada Research Chairs - CIHR Funded,201510CRC,Special Cases - Awards Programs,Canada Research Chair Tier 2,"                $500,000","                      $0","5 yrs 0 mth "
"Andrews, David F",Direct Payment,Canada Research Chairs - CIHR Funded,201504T1C,Special Cases - Awards Programs,Canada Research Chair Tier 1,"              $1,400,000","                      $0","7 yrs 0 mth "
"Andrushko, Justin W",University of Saskatchewan,Master's Award: Canada Graduate Scholarships,201512GSM,Special Cases - Awards Programs,Specificity of sparing effects of cross-education,"                 $17,500","                      $0","1 yr 0 mth "
"Andrusiak, Matthew",Direct Payment,CIHR Fellowship,201511MFE,Fellowships - Post-PhD,The role of tiar-2 and stress granules during acute neuronal injury,"                $104,167","                      $0","2 yrs 1 mth "
"Angel, Jonathan B; Cooper, Curtis L",Ottawa Hospital Research Institute,Planning and Dissemination Grant - Institute Community Support,201502PCS,Planning and Dissemination - HIV/AIDS and/or STBBIs,25th Annual Canadian Conference on HIV/AIDS Research (CAHR 2016),"                 $12,500","                      $0","1 yr 0 mth "
"Angel, Jonathan B; Grant, Michael D",Ottawa Hospital Research Institute,Planning and Dissemination Grant - Institute Community Support,201508PCS,Planning and Dissemination - HIV/AIDS and/or STBBIs,HIV Vaccines: Maintaining the Momentum,"                 $15,000","                      $0","1 yr 0 mth "
"Angers, Stephane",University of Toronto,Operating Grant,201505MOP,Pharmacology & Toxicology,Pharmacological and biochemical basis of ligand-biased signalling at the Smoothened receptor.,"                $100,000","                      $0","1 yr 0 mth "
"Aningmiuq, Annie J",Direct Payment,Travel Award: Symposium on Mental Wellness in Circumpolar Communities,201501MWC,Special Cases - Awards Programs,Symposium on Mental Wellness in Circumpolar Communities,"                  $3,627","                      $0","0 yr 2 mths "
"Anmole, Gursev S","Simon Fraser University (Burnaby, B.C.)",Travel Awards - Institute Community Support,201510ISU,HIV/AIDS and/or other Sexually Transmitted and Blood-borne Infections (STBBIs).,Characterizing TCR function in HIV controllers: strategies for novel vaccines and immune based therapeutics,"                  $1,500","                      $0","1 yr 0 mth "
"Anstett, Kaitlin",McGill University,Travel Awards - Institute Community Support,201501ISU,HIV/AIDS and/or other Sexually Transmitted and Blood-borne Infections (STBBIs).,Investigation of the sequential development of integrase strand transfer inhibitor resistance mutations in HIV.,"                  $1,500","                      $0","1 yr 0 mth "
"Anstett, Kaitlin",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201510GSD,Doctoral Research Awards - A,The Modulation of R263K-Mediated HIV-1 Resistance to Integrase Strand Transfer Inhibitors by Acetylation.,"                $105,000","                      $0","3 yrs 0 mth "
"Antonescu, Costin N",Ryerson University (Toronto),CIHR New Investigator,201512MSH,New Investigators C,Cell surface signaling microdomains in heath and disease,"                $300,000","                      $0","5 yrs 0 mth "
"Aparicio, Samuel J",University of British Columbia,Foundation Grant,201509FDN,Foundation Grant,Targeting the dynamics and genomics of clonal evolution in cancer patients,"              $2,833,460","                      $0","7 yrs 0 mth "
"Apramian, Tavis",University of Western Ontario,Travel Awards - Institute Community Support,201501ISU,Institute of Health Services and Policy Research,Workplace-Based Assessment and the Surgical Practice Variation Process: A Grounded Theory Study,"                  $1,500","                      $0","1 yr 0 mth "
"Arbour, Laura T; Tang, Anthony S",University of British Columbia,"Operating Grant - PA: First Nations, Inuit and Metis Health",201503IPH,Genetics 2,Long QT Syndrome in Northern British Columbia: Predicting Risk for sudden death,"                $100,000","                      $0","1 yr 0 mth "
"Archibald, Mandy M",Direct Payment,CIHR Fellowship,201511MFE,Allied Health Professionals - Fellowships,Improving Parent's Health Literacy Using Narrative and Pictorial Communication Strategies: A Realist Synthesis.,"                $180,000","                      $0","3 yrs 0 mth "
"Argento, Elena",University of British Columbia,Doctoral Research Award - PA: Aboriginal Research Methodologies,201510DAR,Doctoral Research Awards - B,Investigating the socio-structural context and impact of new Canadian legislation and criminal policies (C-36) on HIV/STI risks among sex workers and their clients,"                $108,000","                      $0","3 yrs 0 mth "
"Armstrong, Kathleen",University of Toronto,Travel Awards - Institute Community Support,201501ISU,Institute of Health Services and Policy Research,Replacing in-person follow-up care with mobile app follow-up care amongst postoperative ambulatory surgery patients: is it cost-effective?,"                  $1,500","                      $0","1 yr 0 mth "
"Armstrong, Michael A",University of Ottawa,Master's Award: Canada Graduate Scholarships,201512GSM,Special Cases - Awards Programs,Self-Awareness Following Traumatic Brain Injury and Return to Driving,"                 $17,500","                      $0","1 yr 0 mth "
"Arnold, Donald M",McMaster University,Operating Grant: Priority Announcement - Transfusion Science,201503OTS,"Hematology, Digestive Disease & Kidney",Defining Disease Mechanisms in Immune Thrombocytopenia (ITP) and Their Association with Clinical Outcomes,"                      $0","                      $0","3 yrs 0 mth "
"Artenie, Andreea A",Universit&eacute; de Montr&eacute;al,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201510GSD,Doctoral Research Awards - B,Examining the impact of contacts with healthcare and harm-reduction services on the injection trajectories of people who inject drugs,"                $105,000","                      $0","3 yrs 0 mth "
"Arthur, Sarah","Simon Fraser University (Burnaby, B.C.)",Master's Award: Canada Graduate Scholarships,201512GSM,Special Cases - Awards Programs,Single-cell sequencing of mantle cell lymphoma to understand clonal structure and evolution and it's role in treatment resistance and relapse,"                 $17,500","                      $0","1 yr 0 mth "
"Arts, Eric J",Direct Payment,Canada Research Chairs - CIHR Funded,201504T1C,Special Cases - Awards Programs,Canada Research Chair Tier 1,"              $1,400,000","                      $0","7 yrs 0 mth "
"Asada, Yukiko; Hurley, Jeremiah E",Dalhousie University (Nova Scotia),Operating Grant,201503MOP,Social Dimensions in Aging,Understanding inequalities and inequities in health and wellness among older Canadians,"                $230,437","                      $0","2 yrs 0 mth "
"Asfaha, Samuel",University of Western Ontario,Operating Grant,201503MOP,Molecular & Cellular Biology of Cancer,Dclk1+ tuft cells as a cellular origin for inflammation-associated cancer in the gut,"                $712,790","                      $0","5 yrs 0 mth "
"Asfaha, Samuel",University of Western Ontario,CIHR Clinician Scientist - Phase 2,201510MC2,Clinician Scientist,Identifying and targeting intestinal stem cells in inflammation and cancer,"                $300,000","                      $0","3 yrs 0 mth "
"Ashbolt, Nicholas J; Tymensen, Lisa; Charrois, Jeffrey W; Ensminger, Alexander W; Medema, Gertjan; Neumann, Norman F; Springett, Jane",University of Alberta,Team Grant: Environments and Health: Intersectoral Prevention Research - LOI,201510IP1,Team Grant: Environments and Helath: Intersectoral Prevention Research - LOI,"Developing a Framework for Wastewater Reuse in Canada: Using Quantitative Microbial Risk Assessment, Risk Communication, and Community Engagement for Evaluating Water-Fit-For-Purpose Reuse","                 $50,000","                      $0","1 yr 0 mth "
"Ashcroft, Rachelle R",University of Waterloo (Ontario),Operating Grant,201503MOP,Health Policy & Systems Management Research,Incentives and disincentives for treating depression and anxiety in Ontario Family Health Teams,"                $295,419","                      $0","3 yrs 0 mth "
"Ashe, Maureen C",Direct Payment,Canada Research Chairs - CIHR Funded,201504CRC,Special Cases - Awards Programs,Canada Research Chair Tier 2,"                $500,000","                      $0","5 yrs 0 mth "
"Aslanova, Rana",Memorial University of Newfoundland,Travel Awards - Institute Community Support,201505ISU,HIV/AIDS and/or other Sexually Transmitted and Blood-borne Infections (STBBIs).,Prevalence of High Risk HPV Genotypes and Associated Precursor Lesions and Malignancy in HIV-positive Adults:  An Atlantic Canada Prospective Cohort Study.,"                  $2,500","                      $0","1 yr 0 mth "
"Aston, Megan L; Price, Sheri L",Dalhousie University (Nova Scotia),Operating Grant,201505MOP,"Psychosocial, Sociocultural & Behavioural Determinants of Health 2",MUMS: Mapping and Understanding Mothers' Social Networks,"                $100,000","                      $0","1 yr 0 mth "
"Attisano, Liliana",University of Toronto,Foundation Grant,201509FDN,Foundation Grant,Contextual modulation of signalling pathways in human disease.,"              $3,697,184","                      $0","7 yrs 0 mth "
"Atzema, Clare L","Sunnybrook Research Institute (Toronto, Ontario)",Operating Grant,201503MOP,Health Services Evaluation & Interventions Research,Follow-up Care After a Visit to the Emergency Department: Assessing the Impact in Patients with Chronic Disease Exacerbations.,"                 $69,506","                      $0","1 yr 0 mth "
"Auais, Mohammad; Alvarado, Beatriz E; Deshpande, Nandini","Queen's University (Kingston, Ontario)",Planning and Dissemination Grant - Institute Community Support,201508PCS,Planning and Dissemination - IA,Setting the Agenda for Recovery Research in Older Adults with Hip Fractures: Considering the Bigger Picture,"                 $20,000","                      $0","1 yr 0 mth "
"Aubrecht, Catherine M",St. Francis Xavier University (Nova Scotia),Travel Awards - Institute Community Support,201501ISU,Institute of Health Services and Policy Research,"""There's No Magic Pill"": What Comfort Means to Family Caregivers of Older Adults Managing Multiple Chronic Conditions that Include Dementia","                  $1,500","                      $0","1 yr 0 mth "
"Aubrey-Bassler, F. Kris; Cooper, Bruce",Memorial University of Newfoundland,SPOR PIHCI Network: Management & Operations Grant,201504SPN,SPOR Network in Primary & Integrated Health Care Innovations,Primary Healthcare Research and Integration to Improve Health System Efficiency (PRIIME),"                $500,000","                      $0","5 yrs 0 mth "
"Aucott, John",Direct Payment,Best Brains Exchange Travel Award,201504BBR,Special Cases - Awards Programs,"Best  Brains Exchange: ""Lyme disease diagnostics"" held in Ottawa (Ontario) on June 29, 2015","                  $1,000","                      $0","1 yr 0 mth "
"Auger, Nathalie",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Operating Grant,201503MOP,"Public, Community & Population Health",Extreme weather and maternal-child health: targeting future impacts of climate change,"                $255,893","                      $0","3 yrs 0 mth "
