Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Addison, Courtney",University of Manitoba,Master's Award: Canada Graduate Scholarships,201812GSM,Special Cases - Awards Programs,Finding Memories through Music and Movement in Alzheimer's Disease,"                 $17,500","                      $0","1 yr 0 mth "
"Adesida, Adetola B",University of Alberta,Project Grant,201803PJT,Clinical Investigation - B 2,Precision Engineering of Cartilage Grafts for Nasal Reconstruction,"                $478,126","                      $0","3 yrs 0 mth "
"Affar, El Bachir",CIUSSS Est-de-l'Ile-de- Montr&eacute;al-Maisonneuve Rosemont,Project Grant,201803PJT,Biochemistry & Molecular Biology - B,Novel ubiquitin signaling pathways regulating ASXL family of transcription co-factors,"              $1,028,926","                      $0","5 yrs 0 mth "
"Affleck, William P",University of British Columbia,Indigenous Gender and Wellness: Idea Fair and Learning Circle,201811IGW,Special Cases - Awards Programs,Indigenous Gender and Wellness: Idea Fair and Learning Circle,"                  $4,480","                      $0","1 yr 0 mth "
"Afifi, Tracie O",University of Manitoba,CIHR Gold Leaf Prize for Outstanding Achievements -  Early Career Investigator,201810GLE,Gold Leaf Prize Pool,CIHR Gold Leaf Prize for Outstanding Achievements - Early Career Investigator,"                $100,000","                      $0","0 yr 1 mth "
"AFNIGC, AFNIGC; Healy, Bonnie A; Blanchard, Ian; McLane, Patrick",Direct Payment,Op. Grant: TiC - Best and Wise Practices Grants - Indigenous Health Research,201810BW1,Operating Grant : Transitions in Care - Best and Wise Practices Grants,Building Partnerships to Address First Nations Members' Emergency Medical Services Transitions in Care,"                $100,000","                      $0","1 yr 0 mth "
"Ag Ahmed, Mohamed Ali",Universit&eacute; Laval,Travel Awards - Institute Community Support,201808ISU,Institute of Health Services and Policy Research,"Déterminants socioculturels du recours à l'accouchement assisté par les nomades de Gossi, au Mali : Etude qualitative.","                  $1,500","                      $0","1 yr 0 mth "
"Agarwal, Gina (Ragini)",McMaster University,Team Grant - GACD Intervention scale-up - Hypertension and/or diabetes,201807HAD,Special Cases,Scaling up the Community Health Assessment Program in the Philippines (CHAP-P): An Evidence-Based Cardiovascular and Diabetes Risk Assessment Program,"              $2,443,142","                      $0","5 yrs 0 mth "
"Ahmed, Sara; Visca, Regina; Eilayyan, Owis J",Research Institute of the McGill University Health Centre,Catalyst Grant: Analysis of CLSA Data,201809ACD,Catalyst Grant: Analysis of CLSA Data,Estimating the impact of low back pain and osteoarthritis on functional ability and quality of life in aging Canadians using structural equation modelling,"                 $69,320","                      $0","1 yr 0 mth "
"Ahmed, Sara; Dumont, France; Visca, Regina",Research Institute of the McGill University Health Centre,Op. Gr: Ev. of Interv. to Address Opioid Crisis- Non-pharm. interv. in pain mngt,201809EO1,Operating Grant :Evaluation of Interventions to Address the Opioid Crisis,An integrated interdisciplinary primary care approach to the use and misuse of opioids in chronic pain: A Feasibility and Preliminary Efficacy Study,"                 $99,715","                      $0","1 yr 0 mth "
"Ahmed, Shahid",University of Saskatchewan,Project Grant,201809PJT,Cancer Biology & Therapeutics 2,Conversion From Unresectable To Resectable Liver Metastases In Patients With Liver-Only Metastatic Colorectal Cancer Treated With FOLFOXIRI Plus Bevacizumab. The Conversion Trial.,"                $100,000","                      $0","3 yrs 0 mth "
"Aidelbaum, Robert S",University of Toronto,Master's Award: Canada Graduate Scholarships,201812GSM,Special Cases - Awards Programs,The Role of Metacognition as a Mediating Variable Between Social Cognition and Functional Outcome in Chronic Schizophrenia,"                 $17,500","                      $0","1 yr 0 mth "
"Aikens, Janelle",University of New Brunswick (Fredericton),Master's Award: Canada Graduate Scholarships,201812GSM,Special Cases - Awards Programs,Impact of Bio-Feedback on Activity-Dependent Neural Plasticity after Spinal Cord Injury,"                 $17,500","                      $0","1 yr 0 mth "
"Akay, Turgay",Dalhousie University (Nova Scotia),Project Grant,201809PJT,Movement & Exercise,Sensory control of muscle synergies during walking,"                $688,500","                      $0","5 yrs 0 mth "
"Akhabir, Loubna",McMaster University,Travel Awards - Institute Community Support,201808ISU,Institute of Circulatory and Respiratory Health,Alterations in Cord Blood Hemopoietic Progenitor Cell Surface Receptor Expression Precede Atopy: a 1 year Follow Up in a Longitudinal Birth Cohort Study,"                  $1,000","                      $0","1 yr 0 mth "
"Akl, Elie A",Direct Payment,Best Brains Exchange Travel Award,201804BBR,Special Cases - Awards Programs,Reducing and managing conflicts of interest in clinicalpractice guideline development: do we need Pan-Canadian Standards?”,"                  $5,090","                      $0","1 yr 0 mth "
"Alami, Hassane",Universit&eacute; de Montr&eacute;al,Health System Impact Fellowships - PostDoc Central Canada 2 year,201804HI5,Fellowship : Health System Impact Fellowships Post Doctoral Fellows (IHSPR FE),Développement d'un processus optimisé d'évaluation des technologies innovantes en vue de leur introduction dans le système de santé et de services sociaux,"                 $48,500","                      $0","2 yrs 0 mth "
"Alary, Michel",Universit&eacute; Laval,CIHR-IPPH Trailblazer Award - Senior Career Population/Public Health Researcher,201811TLC,CIHR-IPPH Trailblazer Award in Population Health Solutions,A career devoted to intervention and population health research for the prevention of HIV and other sexually transmitted infections among the most vulnerable populations with a global perspective of health equity,"                 $12,500","                      $0","1 yr 0 mth "
"Al-Azzawi, Zaid",University of Toronto,Master's Award: Canada Graduate Scholarships,201812GSM,Special Cases - Awards Programs,Awake 2-photon Imaging of an Alzheimer's Disease Rat Model,"                 $17,500","                      $0","1 yr 0 mth "
"Albensi, Benedict C",University of Manitoba,Project Grant,201809PJT,"Gender, Sex & Health",Sex-based differences associated with mitochondrial dysfunction in Alzheimer's disease,"                $725,985","                      $0","5 yrs 0 mth "
"Alda, Martin; Rouleau, Guy A",Nova Scotia Health Authority (Halifax),Team Grant: ERA-Net PerMed,201807ENP,Special Cases,Personalization of Long term Treatment in Bipolar Disorder,"                $199,396","                      $0","3 yrs 0 mth "
"Alderson, Thomas R",University of Toronto,Banting Postdoctoral Fellowship Program,201809BPF,Banting Postdoctoral Fellowships Program,How do human cells regulate their death? Uncovering the molecular basis of apoptotic regulation,"                $140,000","                      $0","2 yrs 0 mth "
"Alexson, Kashina Rae-Anne Denise",Direct Payment,Indigenous Gender and Wellness: Idea Fair and Learning Circle,201811IGW,Special Cases - Awards Programs,Indigenous Gender and Wellness: Idea Fair and Learning Circle,"                  $1,405","                      $0","1 yr 0 mth "
"Alfred, Taiaiake G",University of Victoria (British Columbia),Indigenous Gender and Wellness: Idea Fair and Learning Circle,201811IGW,Special Cases - Awards Programs,Indigenous Gender and Wellness: Idea Fair and Learning Circle,"                  $2,989","                      $0","1 yr 0 mth "
"Ali, Shehzad",Direct Payment,Canada Research Chairs - CIHR Funded,201810CRC,Special Cases - Awards Programs,Canada Research Chair - Tier 1,"                $600,000","                      $0","5 yrs 0 mth "
"Alkallas, Rached",McGill University,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201810GSD,Doctoral Research Awards - A,Integrative Analysis of Gene Expression Patterns in Cutaneous Melanoma,"                $105,000","                      $0","3 yrs 0 mth "
"Allaire, Janie",Universit&eacute; Laval,Travel Awards - Institute Community Support,201802ISU,Institute of Circulatory and Respiratory Health,Comparaison de la variabilité dans la réponse des triglycérides suite à une supplémentation en acide docosahexaénoïque et eicosapentaénoïque chez des hommes et des femmes à risque de maladies cardiovasculaires.,"                  $1,000","                      $0","1 yr 0 mth "
"Allana, Saleema",University of Alberta,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201810GSD,Doctoral Research Awards - B,Effectiveness of Heart Failure Disease Management Intervention Components: A Network Meta-Analysis,"                $105,000","                      $0","3 yrs 0 mth "
"Allard, Johane P; Bhat, Mamatha; Gaisano, Herbert Y; Hota, Susy S; Philpott, Dana J; Poutanen, Susan M",University of Toronto,Team Grant: Canadian Microbiome Initiative 2: Research Teams - LOI,201811MOT,Team Grant : Canadian Microbiome Initiative 2: Research Teams,Assessing the role and preventative or therapeutic effects of  Faecalibacterium prausnitzii and other candidate bacteria in non-alcoholic fatty liver disease,"                 $25,000","                      $0","1 yr 0 mth "
"Allen, Bruce G",Montreal Heart Institute,Project Grant,201803PJT,Pharmacology & Toxicology,Intracrine endothelin signalling in heart cells,"                $960,076","                      $0","5 yrs 0 mth "
"Allen-Vercoe, Emma",Direct Payment,Canada Research Chairs - CIHR Funded,201804T1C,Special Cases - Awards Programs,Canada Research Chair Tier 1,"              $1,400,000","                      $0","7 yrs 0 mth "
"Alqurashi, Waleed",Children's Hospital of Eastern Ontario Research Institute Inc,Prize - IHDCYH Talks,201810IHT,Prize - IHDCYH Talks,How to Identify and Treat Anaphylaxis- The Canadian Anaphylaxis Action Plan for Kids (Kids' CAP study),"                    $750","                      $0","1 yr 0 mth "
"Alsalemi, Noor",Universit&eacute; de Montr&eacute;al,Master's Award: Canada Graduate Scholarships,201812GSM,Special Cases - Awards Programs,The Design and Validation of Clinical Decision-Support Algorithm for Clinicians to Help in the Prescribing of Renin-Angiotensin-Aldosterone Blockers for Diabetic Nephroprotection in Older Patients,"                 $17,500","                      $0","1 yr 0 mth "
"Amarudjuak, Roseanna",Direct Payment,Indigenous Gender and Wellness: Idea Fair and Learning Circle,201811IGW,Special Cases - Awards Programs,Indigenous Gender and Wellness: Idea Fair and Learning Circle,"                  $7,508","                      $0","1 yr 0 mth "
"Amer, Tarek",Direct Payment,CIHR Fellowship,201811MFE,Fellowships - Post-PhD,Frontal-hippocampal interactions in temporal memory formation,"                $150,000","                      $0","3 yrs 0 mth "
"Amirault, Marni D","Communities, Alliances & Networks (Vancouver)",Indigenous Gender and Wellness: Idea Fair and Learning Circle,201811IGW,Special Cases - Awards Programs,Indigenous Gender and Wellness: Idea Fair and Learning Circle,"                  $2,772","                      $0","1 yr 0 mth "
"Amir, Shimon","Concordia University (Montreal, Quebec)",Project Grant,201809PJT,Behavioural Sciences - A: Neurobiological Basis of Behavioural Processes,The role of striatal clock genes in depression and anxiety-like behaviors,"                $745,875","                      $0","5 yrs 0 mth "
"Amoozegar, Farnaz",University of Calgary,Catalyst Grant: Cannabis Research in Urgent Priority Areas,201810CRU,Cannabis Research in Urgent Priority Areas,Cannabis for the Prophylactic Treatment of Migraine: a randomized double-blind placebo-controlled clinical trial,"                $125,000","                      $0","1 yr 0 mth "
"Anagnostou, Evdokia",Holland Bloorview Kids Rehabilitation Hospital (Toronto),Project Grant,201803PJT,Behavioural Sciences - B-2,Aging in Autism Spectrum Disorders: Changes in Brain Structure and Function,"              $1,024,152","                      $0","5 yrs 0 mth "
"Anagnostou, Evdokia",Holland Bloorview Kids Rehabilitation Hospital (Toronto),Project Grant,201809PJT,Social & Developmental Aspects of Children's & Youth's Health,Treatment of Anxiety in Children and youth with Autism Spectrum Disorder,"                $761,176","                      $0","4 yrs 0 mth "
"Anagnostou, Evdokia",Direct Payment,Canada Research Chairs - CIHR Funded,201810CRC,Special Cases - Awards Programs,Canada Research Chair - Tier 2,"                $500,000","                      $0","5 yrs 0 mth "
"An, Andy Y",University of British Columbia,Master's Award: Canada Graduate Scholarships,201812GSM,Special Cases - Awards Programs,Temporal Epigenetic and Transcriptomic Changes in the Innate and Adaptive Immune Responses in Sepsis,"                 $17,500","                      $0","1 yr 0 mth "
"Ananthan, Brianna",University of Western Ontario,Master's Award: Canada Graduate Scholarships,201812GSM,Special Cases - Awards Programs,Contribution of glucagon-expressing alpha-cells and cytokeratin-19-expressing ductal cells in multipotent stromal cell-induced pancreatic islet regeneration,"                 $17,500","                      $0","1 yr 0 mth "
"Andersen, Kathleen",McGill University,Travel Awards - Institute Community Support,201802ISU,Institute of Aging,Treatment initiation characteristics of anti-dementia drug therapies in the United Kingdom: a 20-year retrospective population-based inception cohort,"                  $1,000","                      $0","1 yr 0 mth "
"Anderson, Alexandrea J",University of Manitoba,Master's Award: Canada Graduate Scholarships,201812GSM,Special Cases - Awards Programs,Achieving health equity for individuals living with HIV in Manitoba: Identifying potential cancer disparities using population-based data,"                 $17,500","                      $0","1 yr 0 mth "
"Anderson, Greg",Direct Payment,Catalyst Grant: PTSI among PSP workers,201809PPS,Post-Traumatic Stress Injuries among Public Safety Personnel,Development and validation of a mental health screening tool for public safety professionals,"                $127,664","                      $0","1 yr 0 mth "
"Anderson, John A",Centre for Addiction and Mental Health (Toronto),CIHR Fellowship,201811MFE,Fellowships - Post-PhD,"Identifying the neural correlates of cognitive reserve in late-life depression: A dimensional, data-driven approach","                $135,000","                      $0","3 yrs 0 mth "
"Anderson, Laura N",McMaster University,Catalyst Grant: Analysis of CLSA Data,201809ACD,Catalyst Grant: Analysis of CLSA Data,"Clustering of obesity related characteristics and associations with body mass index, waist circumference, and body fatness","                 $70,000","                      $0","1 yr 0 mth "
"Anderson, Nicole D",Baycrest Centre for Geriatric Care (Toronto),Planning and Dissemination Grant - Institute Community Support,201809PCS,Planning and Dissemination - IA,Aging and Brain Health: Prevention and Early Detection of Dementia,"                 $20,000","                      $0","1 yr 0 mth "
"Anderson, Stacy",CIUSSS de l'Ouest-de-l'Ile-de-Montr&eacute;al-Douglas Hospital,Indigenous Gender and Wellness: Idea Fair and Learning Circle,201811IGW,Special Cases - Awards Programs,Indigenous Gender and Wellness: Idea Fair and Learning Circle,"                  $3,152","                      $0","1 yr 0 mth "
"Andreazza, Ana C; Beaulieu, Martin",University of Toronto,Project Grant,201803PJT,Behavioural Sciences - B: Clinical Behavioural Sciences,The role of mitochondrial dysfunction in neurotransmission: Implications for bipolar disorder,"              $1,109,250","                      $0","5 yrs 0 mth "
"Andrews, Christopher N",University of Calgary,Catalyst Grant: Cannabis Research in Urgent Priority Areas,201810CRU,Cannabis Research in Urgent Priority Areas,Cannabinoid Hyperemesis Syndrome: Evaluation of Health Burden and Treatment Strategies,"                $120,800","                      $0","1 yr 0 mth "
"Andrysek, Jan; Ramdial, Sandra; Wright, Virginia F",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Biomechanical biofeedback targeting the high-level rehabilitation of mobility in youth with lower limb amputations,"                $374,050","                      $0","3 yrs 0 mth "
"Angehrn, Andreanne",University of Regina (Saskatchewan),Master's Award: Canada Graduate Scholarships,201812GSM,Special Cases - Awards Programs,Mental Heath in Canadian Police: The Role of Gender,"                 $17,500","                      $0","1 yr 0 mth "
"Angel, Jonathan B; Grant, Michael D",Ottawa Hospital Research Institute,Planning and Dissemination Grant - Institute Community Support,201803PCS,Planning and Dissemination - HIV/AIDS and/or STBBIs,"HIV Vaccines: Progress, Failures and New Directions","                 $19,000","                      $0","1 yr 0 mth "
"Anglesio, Michael S",University of British Columbia,"Operating Grant: ECI grants in Maternal, Reproductive, Child & Youth Health",201805MRC,"Operating Grant: New Investigator Grants in Maternal, Reproductive, Child & Youth Health","Endometriosis Microenvironment: influence of ""cancer-driver"" mutations.","                $105,000","                      $0","3 yrs 0 mth "
"Anis, Aslam H; Klein, Marina B; Walmsley, Sharon L",University of British Columbia,CIHR Clinical Trials Network in HIV/AIDS,201809HCN,Clinical Trials Network in HIV/AIDS,CIHR Clinical Trials Network in HIV/AIDS,"             $22,850,000","                      $0","5 yrs 0 mth "
"Anis, Aslam H; Margolese, Shari L",University of British Columbia,Planning and Dissemination Grant - Institute Community Support,201803PCS,Planning and Dissemination - HIV/AIDS and/or STBBIs,"Sharing the CIHR Canadian HIV Trials Network's Experience With Community-Investigator Collaborations: AIDS 2018 - Amsterdam, Netherlands","                 $19,925","                      $0","1 yr 0 mth "
"Ansloos, Jeffrey P; Restoule, Brenda; Stewart, Suzanne L",University of Toronto,Operating Grant: Network Environments for Indigenous Health Research- Dev Grants,201806NEH,Network Environments for Indigenous Health Research (NEIHR),"Developing a Community-Engaged Research Network for Indigenous Mental Health: Priorities, Knowledge Gaps and Engagement Strategies for Future Research","                 $75,000","                      $0","1 yr 0 mth "
"Anthony, Samantha J",Hospital for Sick Children (Toronto),Travel Awards - Institute Community Support,201808ISU,Institute of Health Services and Policy Research,Patient-reported outcome measures in pediatric solid organ transplantation: A systematic review,"                  $1,500","                      $0","1 yr 0 mth "
"Antoine-Allan, Emma",Direct Payment,Indigenous Gender and Wellness: Idea Fair and Learning Circle,201811IGW,Special Cases - Awards Programs,Indigenous Gender and Wellness: Idea Fair and Learning Circle,"                  $3,828","                      $0","1 yr 0 mth "
"Antoniou, Tony; Challacombe, Laurel A",Unity Health Toronto,Catalyst Grant: HIV/AIDS CBR Program - General Stream,201810CDE,HIV/AIDS Community-Based Research (merged),Harnessing population-based data on HIV pre-exposure prophylaxis use to improve community-based outreach to at-risk youth in Ontario,"                 $39,987","                      $0","1 yr 0 mth "
"Antoun, Alen",McGill University,Master's Award: Canada Graduate Scholarships,201812GSM,Special Cases - Awards Programs,Peer Coaching for Practising Surgeons - Modernization of Continuous Professional Development in Surgery,"                 $17,500","                      $0","1 yr 0 mth "
"Aoki, Tomohiro",University of British Columbia,CIHR Fellowship,201811MFE,Fellowships - Post-PhD,The cellular ecosystem of Hodgkin lymphoma: novel insight through single cell genomics and imaging mass cytometry,"                $135,000","                      $0","3 yrs 0 mth "
"Appel-Cresswell, Silke; Finlay, Barton B; Martino, Davide; Rousseaux, Maxime W; Schlossmacher, Michael G",University of British Columbia,Team Grant: Canadian Microbiome Initiative 2: Research Teams - LOI,201811MOT,Team Grant : Canadian Microbiome Initiative 2: Research Teams,A disease-modifying role for the microbiome in Parkinson's disease: from clinical progression to intervention,"                 $25,000","                      $0","1 yr 0 mth "
"Aqib, Asma",McGill University,Travel Awards - Institute Community Support,201808ISU,HIV/AIDS and/or other Sexually Transmitted and Blood-borne Infections (STBBIs).,Feasibility and applicability of platform trials for the development of electronic patient reported outcomes :Systematic Review,"                  $1,500","                      $0","1 yr 0 mth "
"Archambault, Jacques",McGill University,Project Grant - Priority Announcement: Infection and Immunity,201803PJ4,Virology & Viral Pathogenesis,Host factors involved in human papillomavirus (HPV) genome replication,"                $100,000","                      $0","1 yr 0 mth "
"Arctic Institute of Community-Based Research, .; Van Bibber, Rose (Marilyn) M",Direct Payment,Operating Grant: Network Environments for Indigenous Health Research- Dev Grants,201806NEH,Network Environments for Indigenous Health Research (NEIHR),NEIHR network registration from the Arctic Institute of Community-Based Research,"                 $75,000","                      $0","1 yr 0 mth "
"Aregger, Michael",University of Toronto,Travel Awards - Institute Community Support,201802ISU,Institute of Cancer Research,Global mapping of metabolic genetic interaction networks using CRISPR-Cas screens to reveal novel cancer vulnerabilities and biomarkers,"                  $1,000","                      $0","1 yr 0 mth "
"Argento, Elena",University of British Columbia,CIHR Fellowship,201811MFE,Health Research Training A - Post-PhD (HTA),Evaluating gender-sensitive interventions for people who use drugs in the context of British Columbia's opioid overdose crisis,"                $135,000","                      $0","3 yrs 0 mth "
"Argento, Elena",University of British Columbia,Travel Awards - Institute Community Support,201808ISU,Institute of Indigenous Peoples' Health,Correlates of suicidality among a community-based cohort of women sex workers: The protective effect of social cohesion,"                  $2,650","                      $0","1 yr 0 mth "
"Arias Reyes, Christian A",Universit&eacute; Laval,Travel Awards - Institute Community Support,201808ISU,Institute of Circulatory and Respiratory Health,Colonizing high altitude hypoxic environments: strategies to deal with metabolic needs,"                  $1,000","                      $0","1 yr 0 mth "
"Armet, Anissa M",University of Alberta,Master's Award: Canada Graduate Scholarships,201812GSM,Special Cases - Awards Programs,Rewilding the human gut: Reintroduction of the species Lactobacillus reuteri,"                 $17,500","                      $0","1 yr 0 mth "
"Armstrong, Eric",University of Toronto,Master's Award: Canada Graduate Scholarships,201812GSM,Special Cases - Awards Programs,"Targeting the Genital Microbiota to Reduce Human Immunodeficiency Virus Transmission Among African, Caribbean, and other Black Women","                 $17,500","                      $0","1 yr 0 mth "
"Armstrong, Lisa E",University of Alberta,Master's Award: Canada Graduate Scholarships,201812GSM,Special Cases - Awards Programs,Does implementation of a comprehensive school health program improve self-esteem among students in Indigenous and northern communities?,"                 $17,500","                      $0","1 yr 0 mth "
"Arora, Anish",McGill University,Travel Awards - Institute Community Support,201808ISU,Institute of Health Services and Policy Research,Developing a New Questionnaire to Assess the Usability of Faculty Development Blended Learning Programs for Family Doctors,"                  $1,500","                      $0","1 yr 0 mth "
"Arrieta Mendez, Marie C; Azad, Meghan; Giesbrecht, Gerald F; Kembel, Steven W; Kozyrskyj, Anita L; Lacaze-Masmonteil, Thierry; Langille, Morgan G; McNagny, Kelly M",University of Calgary,Team Grant: Canadian Microbiome Initiative 2: Research Teams - LOI,201811MOT,Team Grant : Canadian Microbiome Initiative 2: Research Teams,The microbiome of premature infants in asthma risk,"                 $25,000","                      $0","1 yr 0 mth "
"Arrieta Mendez, Marie C",University of Calgary,Operating Grant: SickKids-CIHR-IHDCYH New Investigator Grants,201804SKF,Special Cases,Early-life gut fungal dysbiosis in asthma development,"                      $0","                      $0","3 yrs 0 mth "
"Arruda Carvalho, Maithe",University of Toronto,Project Grant,201803PJT,Behavioural Sciences - A: Neurobiological Basis of Behavioural Processes,Investigating the Maturation of Sensitive Circuits Underlying Early Life Stress,"                $860,626","                      $0","5 yrs 0 mth "
"Arruda Carvalho, Maithe",University of Toronto,Operating Grant: SickKids-CIHR-IHDCYH New Investigator Grants,201804SKF,Special Cases,Early Development of the Social Brain: Implications for Autism,"                      $0","                      $0","3 yrs 0 mth "
"Arsenault, Althea",Direct Payment,Best Brains Exchange Travel Award,201804BBR,Special Cases - Awards Programs,"Poverty Reduction – Implementing Promising Evidence-Based Practices in Prince Edward Island BBE, Charlottetown, PEI, November 7, 2018.","                  $1,389","                      $0","1 yr 0 mth "
"Arsenault, Benoit",Universit&eacute; Laval,Team Grant: Transnational Cardiovascular Research Projects,201806TCR,Special Cases,Unravelling proprotein convertase subtilisin/kexin type 9 (PCSK9) mechanisms in calcific aortic valve disease: from aortic valve sclerosis to stenosis,"                $291,600","                      $0","3 yrs 0 mth "
"Artenie, Andreea A",Direct Payment,CIHR Fellowship,201811MFE,Health Research Training A - Post-PhD (HTA),Modeling the long-term contribution of incarceration and of prison-based prevention strategies to drug-related harms among people who inject drugs,"                $150,000","                      $0","3 yrs 0 mth "
"Artenie, Andreea A",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Canada Graduate Scholarships - Michael Smith Foreign Study Supplements,201806FSS,Special Cases - Awards Programs,Patterns of drug use and injection risk behaviors among people who inject drugs during and following direct-acting antiviral treatment for hepatitis C: The SIMPLIFY and D3FEAT studies,"                  $5,760","                      $0","0 yr 2 mths "
"Aryal, Komal",McMaster University,Master's Award: Canada Graduate Scholarships,201812GSM,Special Cases - Awards Programs,The Impact of Nursing Home Medical Staff Organization on Quality of Care and Outcomes for Long Term Care Residents,"                 $17,500","                      $0","1 yr 0 mth "
"Asai, Yuka; Daley, Denise","Queen's University (Kingston, Ontario)",Planning and Dissemination Grant - Institute Community Support,201803PCS,Planning and Dissemination - INMD,International Food Allergy Consortium (InFAC) Meeting,"                 $20,000","                      $0","1 yr 0 mth "
