Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Akbar, Nadine",University of Toronto,Master's Award: Frederick Banting and Charles Best Canada Graduate Scholarships,200902CGM,Canada Graduate Scholarships Master's Awards A,Feasibility of an internet-based approach to assessing cognition in multiple sclerosis,"                 $17,500","                      $0","1 yr 0 mth "
"Akers, Katherine",Hospital for Sick Children (Toronto),CIHR Fellowship,200910MFE,Fellowships - Post-PhD,Effects of antidepressant treatment on adult hippocampal neurogenesis and depressive behavior in mice with prenatal exposure to alcohol,"                 $90,000","                      $0","2 yrs 0 mth "
"Alaoui-Jamali, Moulay A",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Operating Grant,200903MOP,Pharmaceutical Sciences,Discovery and Validation of Pharmacological Probes for Understanding Protein-Protein Interactions of Focal Adhesion Signalling in Invasive Cancer Cells,"                $552,746","                      $0","4 yrs 0 mth "
"Alaoui-Jamali, Moulay A",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Operating Grant - PA: Institute of Cancer Research (bridge funding),200909IC3,Cancer Progression & Therapeutics,Molecular and Translational Studies of Filamin Signaling Network in Invasive Cancer,"                $100,000","                      $0","1 yr 0 mth "
"Albert, Eric J",University of Alberta,Fellowship - Priority Announcement - Inflammatory Bowel Disease,200910IBD,Fellowships - Post-PhD,Effects of bacterial DNA on innate and adaptive immune responses during intestinal inflammation,"                 $45,000","                      $0","2 yrs 0 mth "
"Albert, Paul R",Ottawa Hospital Research Institute,"Meetings, Planning and Dissemination Grant: INMHA",200910MNM,"Meetings, Planning and Dissemination Grant: Neurosciences, Mental Health and Addiction",Canadian Neuroscience Meeting - CCNP Annual Meeting 2010,"                  $5,000","                      $0","1 yr 0 mth "
"Alberts, Nicole M",University of Regina (Saskatchewan),Master's Award: Frederick Banting and Charles Best Canada Graduate Scholarships,200902CGM,Canada Graduate Scholarships Master's Awards A,The Impact of Parental Cancer on the Mental Health of Emerging Adults.,"                 $17,500","                      $0","1 yr 0 mth "
"Algire, Carolyn",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200910GSD,Doctoral Research Awards - A,Pharmacokinetics of Insulin Signaling in Normal versus Neoplastic Tissue in vivo,"                $105,000","                      $0","3 yrs 0 mth "
"Ali, Ahmad",Dalhousie University (Nova Scotia),Master's Award: Frederick Banting and Charles Best Canada Graduate Scholarships,200902CGM,Canada Graduate Scholarships Master's Awards A,Using a Lidocaine Enhanced Cardioplegic Solution for Preservation of Adult and Senile Hearts: A study in Isolated Rat Hearts and Cardiomyocytes to Evaluate the Potential of a Novel Pediatric Cardioplegic Solution to protect Older Hearts.,"                 $17,500","                      $0","1 yr 0 mth "
"Ali, Samina",University of Alberta,Catalyst Grant: Post Market Drug Safety and Effectiveness,200910DSA,Catalyst Grant: Post Market Drug Safety and Effectiveness,Using Genomics to Address Drug Safety in Children With Traumatic Injury: An Innovative Approach to a Common Problem.,"                 $99,848","                      $0","1 yr 0 mth "
"Alkabie, Samir",University of British Columbia,Master's Award: Frederick Banting and Charles Best Canada Graduate Scholarships,200902CGM,Canada Graduate Scholarships Master's Awards A,"The Neurotherapeutic Role of SPARC in Treating MS: SPARC abrogates focal adhesion proteins reducing transmigration of immune cell subpopulations into the CNS, while also stimulating axonal repair and remyelination.","                 $17,500","                      $0","1 yr 0 mth "
"Allan, Alison L",University of Western Ontario,CIHR New Investigator,200909MSH,New Investigators C,Role of ALDH+/CD44+ stem-like cells in breast cancer progression and treatment,"                $300,000","                      $0","5 yrs 0 mth "
"Allan, Douglas W",University of British Columbia,Operating Grant,200903MOP,Developmental Biology,Target-Dependent Neuronal Differentiation in Drosophila,"                $684,190","                      $0","5 yrs 0 mth "
"Allard, Johane P; Jenkins, David J; Krause, Denis O",University Health Network (Toronto),Canadian Microbiome Initiative - LOI,200911CMB,Emerging Team Grant: Canadian Microbiome Initiative,"Characterization of Intestinal Microbiota and its Interaction with Diet in Diabetes Type 2, Non-Alcoholic Fatty Liver Disease and Colon Cancer","                      $0","                      $0","0 yr 0 mth "
"Allard, Michael F",University of British Columbia,Proof of Principle Program - Phase I,200904PPP,Proof of Principle,Modulation of heart metabolism by hydrophobically modified hyperbranched polyglycerols,"                $150,000","                      $0","1 yr 0 mth "
"Allen, Christine J",University of Toronto,Operating Grant,200909MOP,Pharmaceutical Sciences,Image-Guided Design of an Actively Targeted Liposomal Drug Formulation for Treatment of Lung Cancer,"                $407,340","                      $0","4 yrs 0 mth "
"Allen, Upton D; Beyene, Joseph",Hospital for Sick Children (Toronto),Operating Grant,200909MOP,Virology & Viral Pathogenesis,Primary EBV Infection in the Immunosuppressed Setting of Organ Transplantation: Determinants of the Outcomes of Virus-Host Interaction,"                $509,125","                      $0","4 yrs 6 mths "
"Allingham, John S","Queen's University (Kingston, Ontario)",Operating Grant,200903MOP,Biochemistry & Molecular Biology - A,Structural and functional analyses of novel heterodimeric kinesin motors,"                $621,710","                      $0","5 yrs 0 mth "
"Allison, Jill D",Memorial University of Newfoundland,Regional Partnership Program Fellowship,200910RFE,Health Research Training A - Post-PhD (HTA),Embodied Risk: Social and Political Identity Formation Associated with Genetic Diagnosis in Newfoundland and Labrador,"                 $45,000","                      $0","2 yrs 0 mth "
"Almeida, Fiona M",University of Toronto,Master's Award: Frederick Banting and Charles Best Canada Graduate Scholarships,200902CGM,Canada Graduate Scholarships Master's Awards A,Fluorescence Resonance Energy Transfer (FRET) analysis of the 4-1BB signaling complex.,"                 $17,500","                      $0","1 yr 0 mth "
"Almeida, Nisha D",McGill University,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200910GSD,Doctoral Research Awards - B,The relationship between gender inequity and maternal mortality,"                $105,000","                      $0","3 yrs 0 mth "
"Al-Sukhni, Wigdan",University of Toronto,Doctoral: Vanier Canada Graduate Scholarships,200911CGV,Vanier Canada Graduate Scholarships CIHR,Validation and characterization of candidate familial pancreatic cancer genes.,"                $150,000","                      $0","3 yrs 0 mth "
"Altimimi, Haider",McGill University,Doctoral Research Award - Priority Announcement: Amyotrophic Lateral Sclerosis,200910ALD,Doctoral Research Awards - A,Mechanism of neuronal trafficking of ionotropic glutamate receptors in response to tumor necrosis factor alpha using a genetic ALS model mouse,"                      $0","                      $0","3 yrs 0 mth "
"Alvarez, Jorge I",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),CIHR Fellowship,200902MFE,Fellowships - Post-PhD,Expression of catenins in the blood brain barrier and their intercations with the adhesion molecule ALCAM: relevance to MS and EAE,"                $112,500","                      $0","2 yrs 6 mths "
"Amador, Fernando J",University of Toronto,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200910GSD,Doctoral Research Awards - A,Structure-function studies of the ryanodine receptor (RyR),"                $105,000","                      $0","3 yrs 0 mth "
"Amsden, Brian G; Flynn, Lauren E; Pang, Stephen C","Queen's University (Kingston, Ontario)",Emerging Team Grant: Regenerative Medicine and Nanomedicine - LOI,200911RML,Emerging Team Grant: Regenerative Medicine and Nanomedicine,Co-delivery of Adipose-derived Stem Cells and Growth Factors for Cardiac Regeneration,"                      $0","                      $0","0 yr 0 mth "
"Anand, Sonia S; Gupta, Milan; Teo, Koon K",McMaster University,India-Canada Collaborative Teams in Childhood Obesity Research - LOI,200910INL,India-Canada Collaborative Teams in Childhood Obesity Research,Understanding the determinants of adiposity among newborns of Indian ancestry in Canada and India.,"                 $10,000","                      $0","1 yr 0 mth "
"Ancuta, Petronela",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Operating Grant - PA: HIV/AIDS Bridge Funding - Biomedical/Clinical Stream,200909HBF,Virology & Viral Pathogenesis,Chemokine Network and HIV Pathogenesis: New Insights into the Functional Heterogeneity of Monocyte-Derived Dendritic Cells and CD4+ T-Cells,"                $100,000","                      $0","1 yr 0 mth "
"Andelfinger, Gregor U","Centre hospitalier universitaire Sainte-Justine (Montr&eacute;al, Qu&eacute;bec)",CIHR Clinician Scientist - Phase 2,200910MC2,Clinician Scientist,Genetic determinants of left ventricular outflow tract obstruction,"                $180,000","                      $0","3 yrs 0 mth "
"Anderson, Christopher M",University of Manitoba,Operating Grant,200909MOP,Systems & Circuits Neurosciences - A,Cerebrovascular effects of endothelial NMDA receptors,"                $651,921","                      $0","5 yrs 0 mth "
"Anderson, Danielle",University of Alberta,Doctoral: Vanier Canada Graduate Scholarships,200911CGV,Vanier Canada Graduate Scholarships CIHR,Development of Dosimetry for Microbeam Radiation Therapy at the Canadian Light Source,"                $150,000","                      $0","3 yrs 0 mth "
"Anderson, Fraser S",University of Alberta,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200910GSD,Doctoral Research Awards - B,Enhanced Surgical Skill Acquisition Through an Interactive Training System using Haptics and Virtual Instruction,"                $105,000","                      $0","3 yrs 0 mth "
"Anderson, Fraser S",University of Alberta,Master's Award: Frederick Banting and Charles Best Canada Graduate Scholarships,200902CGM,Canada Graduate Scholarships Master's Awards A,High Fidelity Multi-Modal Recording of Minimally Invasive Surgery,"                 $17,500","                      $0","1 yr 0 mth "
"Anderson, Hope D",University of Manitoba,CIHR/Regional Partnership Program/Operating Grants,200903ROP,Cardiovascular System - A: Cells and Tissues,Protective signaling by PPARs in cardiac hypertrophy,"                $100,999","                      $0","2 yrs 0 mth "
"Anderson, John F; Peters, Virginia",University of Victoria (British Columbia),Knowledge Synthesis Grant,200905KRS,Knowledge Synthesis Grant,Chehalis Primary Health Care Project: Translating Indigenous Health Knowledge within Aboriginal Community Health Centre Models,"                $100,000","                      $0","1 yr 0 mth "
"Anderson, Laura C",University of Toronto,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200910GSD,Doctoral Research Awards - B,Determinants of Infant and Young Child Feeding Among Refugees Resettled to Toronto,"                $105,000","                      $0","3 yrs 0 mth "
"Anderson, Marcia J",University of Manitoba,"Meetings, Planning and Dissemination Grant: Aboriginal Peoples' Health",200902MAP,"Meetings, Planning and Dissemination Grant: Aboriginal Peoples' Health",Indigenous Western and Traditional Doctors Forum,"                 $25,000","                      $0","1 yr 0 mth "
"Anderson, Maureen E",University of Guelph,CIHR Fellowship,200902MFE,Health Research Training B - HP,"Hand hygiene practices in veterinary personnel, and the impact of clinic layout and educational interventions on hand hygiene compliance","                $165,000","                      $0","3 yrs 0 mth "
"Anderson, Nicole D",Baycrest Centre for Geriatric Care (Toronto),Operating Grant,200903MOP,Social Dimensions in Aging,Baycrest Research About Volunteering in Older adults (BRAVO),"                $449,195","                      $0","4 yrs 0 mth "
"Andersson, Neil",CIET Canada (Ottawa),"Centres for Research Development in Gender, Mental Health and Addictions - FA",200904RDG,"Centres for Research Development in Gender, Mental Health and Addictions",CIHR Centre for intercultural research on prevention of gender violence (CIHR-CIPREV),"              $2,000,000","                      $0","5 yrs 0 mth "
"Andrews, Brenda J; Hughes, Timothy R",University of Toronto,Operating Grant,200909MOP,Biochemistry & Molecular Biology - B,Mechanisms of chromatin organization and transcriptional regulation,"                $926,800","                      $0","5 yrs 0 mth "
"Andrews, David W",McMaster University,Operating Grant,200909MOP,Cell Physiology,Interaction of Bcl-2 family apoptosis regulatory proteins with cellular membranes,"                $941,950","                      $0","5 yrs 0 mth "
"Andrusiek, Douglas L",University of British Columbia,Doctoral Research Award - Jump Start Resuscitation,200910DJS,Special Cases - Awards Programs,EMS System Design and Response for Out Of Hospital Cardiac Arrest: The Effect of Response Time and Number of Rescuers,"                 $33,000","                      $0","3 yrs 0 mth "
"Ang, Lisa S",University of British Columbia,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200910GSD,Doctoral Research Awards - A,The extracellular role of granzyme B in abdominal aortic aneurysm,"                $105,000","                      $0","3 yrs 0 mth "
"Ansermino, John M",University of British Columbia,Operating Grant,200909MOP,Biomedical Engineering,eVENT: An expert system for detecting ventilatory events during anesthesia,"                $299,186","                      $0","3 yrs 0 mth "
"Ansley, David M",University of British Columbia,Operating Grant,200909MOP,Pharmacology & Toxicology,PRO-TECT II: Propofol cardioprotection for type II diabetics,"                $392,875","                      $0","3 yrs 0 mth "
"Anthony, Samantha J",McMaster University,Fellowship - PA: Clinical Research,200910CFE,Allied Health Professionals - Fellowships,Determinants of Quality of Life in Children with Cancer,"                $110,000","                      $0","2 yrs 0 mth "
"Antony, Joseph M",Hospital for Sick Children (Toronto),CIHR Fellowship,200910MFE,Fellowships - Post-PhD,Microglia-neuron interactions in Multiple-Sclerosis associated pain,"                 $75,000","                      $0","1 yr 8 mths "
"Anwar, Mohammad A",University of British Columbia,Master's Award: Frederick Banting and Charles Best Canada Graduate Scholarships,200902CGM,Canada Graduate Scholarships Master's Awards A,Characterization of SPARC Expression in Experimental Autoimmune Encephalomyelitis (EAE),"                 $17,500","                      $0","1 yr 0 mth "
"Anyiwe, Kika B",University of Toronto,Master's Award: Frederick Banting and Charles Best Canada Graduate Scholarships,200902CGM,Canada Graduate Scholarships Master's Awards A,Small molecule induction of apoptosis: Anoikis sensitization in prostate cancer cells,"                 $17,500","                      $0","1 yr 0 mth "
"Aoudjit, Fawzi",Universit&eacute; Laval,Operating Grant,200903MOP,Cell Biology & Mechanisms of Disease,Alpha2beta1 integrin signaling in the survival of malignant T cells,"                $289,428","                      $0","3 yrs 0 mth "
"Aparicio, Samuel J",University of British Columbia,Catalyst Grant: Bioinformatics Approaches to Cancer Research,200903BIO,Catalyst Grant:  Bioinformatics Approaches to Cancer Research,Improving computational inference of single nucleotide variants from next generation sequencing of cancer genomes.,"                 $99,078","                      $0","1 yr 0 mth "
"Aparicio, Samuel J",Direct Payment,Canada Research Chairs - CIHR Funded,200904CRC,Special Cases - Awards Programs,CANADA RESEARCH CHAIRHOLDER / TITULAIRE DE CHAIRE DE RECHERCHE DU CANADA,"                $500,000","                      $0","5 yrs 0 mth "
"Aplin, Laura",University of Alberta,Master's Award: Frederick Banting and Charles Best Canada Graduate Scholarships,200902CGM,Canada Graduate Scholarships Master's Awards B,How the availability of antiretroviral treatment impacts HIV knowledge and prevention in rural Uganda,"                 $17,500","                      $0","1 yr 0 mth "
"Appleton, Mary E",IWK Health Centre (Halifax),Planning Grants - Priority Announcement: Infection and Immunity,200910MPI,"Meetings, Planning and Dissemination Grant: III","Canadian Center for Vaccinology (CCfV) Annual Symposium April 22, 2010","                  $9,760","                      $0","1 yr 0 mth "
"Arbour, Laura T",University of Victoria (British Columbia),"Operating Grant - PA: First Nations, Inuit and Metis Health",200903IPH,Social & Developmental Aspects of Children's & Youth's Health,"The Secondary Analysis of Reproductive and Environmental Health Data: A Spatial Analysis of Adverse Birth Outcomes in British Columbia, Yukon and Alberta","                 $96,744","                      $0","2 yrs 0 mth "
"Archambault, Vincent",Universit&eacute; de Montr&eacute;al,CIHR New Investigator,200909MSH,New Investigators A,Regulation of the Polo kinase by the Aurora and Greatwall kinases in Drosophila,"                $300,000","                      $0","5 yrs 0 mth "
"Archambault, Vincent",Universit&eacute; de Montr&eacute;al,Operating Grant,200903MOP,Molecular & Cellular Biology of Cancer,Regulation of the Polo kinase by the Aurora and Greatwall kinases in Drosophila,"                $704,864","                      $0","5 yrs 0 mth "
"Archambault, Vincent",Universit&eacute; de Montr&eacute;al,Maud Menten New Principal Investigator Prize - Biomedical,200903MMB,Special Cases,Regulation of the Polo kinase by the Aurora and Greatwall kinases in Drosophila,"                 $30,000","                      $0","1 yr 0 mth "
"Ardelean, Daniela S",Hospital for Sick Children (Toronto),Fellowship - Priority Announcement - Inflammatory Bowel Disease,200910IBD,Health Professional Awards - Fellowships,Anti-VEGF therapy effects in a mouse model of inflammatory bowel disease,"                 $55,000","                      $0","2 yrs 0 mth "
"Aristizabal, Maria J",University of British Columbia,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200910GSD,Doctoral Research Awards - A,"Functional Interactions of RNA Pol II Phosphatase, FCP1, with Chromatin Remodeling Factors and Mediator Subunits","                $105,000","                      $0","3 yrs 0 mth "
"Armony, Jorge; Ladbon Bernasconi, Neda",CIUSSS de l'Ouest-de-l'Ile-de-Montr&eacute;al-Douglas Hospital,Operating Grant,200903MOP,Behavioural Sciences - B: Clinical Behavioural Sciences,Emotional Processing in Temporal Lobe Epilepsy,"                $344,302","                      $0","3 yrs 0 mth "
"Armstrong, Luke",University of British Columbia,Master's Award: Frederick Banting and Charles Best Canada Graduate Scholarships,200902CGM,Canada Graduate Scholarships Master's Awards A,MicroRNA regulation of autophagy in breast cancer cells.,"                 $17,500","                      $0","1 yr 0 mth "
"Armstrong, Zachary B",University of Western Ontario,Master's Award: Frederick Banting and Charles Best Canada Graduate Scholarships,200902CGM,Canada Graduate Scholarships Master's Awards A,Evaluating the synergistic effects of HMG-CoA reductase inhibitors  and angiotensin converting enzyme inhibitors in a rabbit model of  aortic valve sclerosis using computed tomography and magnetic  resonance imaging.,"                 $17,500","                      $0","1 yr 0 mth "
"Arnason, Terra",University of Saskatchewan,CIHR/Regional Partnership Program/Operating Grants,200903ROP,Genetics,"The role of ubiquitin in the molecular regulation of yeast AMP-activated protein kinase (AMPK), the SNF1 Kinase.","                $115,272","                      $0","2 yrs 0 mth "
"Arnold, Donald M",McMaster University,Operating Grant: Industry-partnered Collaborative Research - Rx&D partner,200909IRO,Industry Partnered Collaborative Research,Revisiting the Pathophysiology of Immune Thrombocytopenic Purpura in the Era of Thrombopoietin Mimetics,"                $152,932","                      $0","3 yrs 0 mth "
"Arora, Paul",University of Toronto,Canada Graduate Scholarships - Michael Smith Foreign Study Supplements,200906FSS,Special Cases - Awards Programs,Enhancing HIV-1 surveillance with statistical and mathematical modeling of pathogenesis and spread,"                  $6,000","                      $0","0 yr 6 mths "
"Arrandale, Victoria H",University of Toronto,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200910GSD,Doctoral Research Awards - B,Occupational exposure prevention and concurrent work-related skin and respiratory symptoms,"                $105,000","                      $0","3 yrs 0 mth "
"Arthur, Gilbert",University of Manitoba,Proof of Principle Program - Phase I,200904PPP,Proof of Principle,Preclinical development of glycerophosphocarbamates as prostate-selective anticancer drugs,"                $137,617","                      $0","1 yr 0 mth "
"Asbridge, Mark",Dalhousie University (Nova Scotia),Knowledge Synthesis Grant: Prevention and Treatment of Illicit Substance Use,200911KSD,Catalyst Grant: Prevention and Treatment of Illicit Substance Use,Acute cannabis consumption and motor vehicle collision risk: A systematic review of observational studies,"                 $38,673","                      $0","1 yr 0 mth "
"Ashe, Maureen C",University of British Columbia,New Investigator Salary Award - Prize of Excellence in Research on Aging,200909RPN,Allied Health Professionals - New Investigators,Mobilizing Evidence into Action to Improve Health Outcomes of Vulnerable Seniors,"                 $10,000","                      $0","1 yr 0 mth "
"Ashe, Maureen C",University of British Columbia,New Investigator Salary Award - Prize: Knowledge Translation Supplement,200909KNS,Allied Health Professionals - New Investigators,Mobilizing Evidence into Action to Improve Health Outcomes of Vulnerable Seniors,"                  $5,000","                      $0","1 yr 0 mth "
"Ashe, Maureen C",University of British Columbia,CIHR New Investigator,200909MSH,Allied Health Professionals - New Investigators,Mobilizing Evidence into Action to Improve Health Outcomes of Vulnerable Seniors,"                $300,000","                      $0","5 yrs 0 mth "
"Ashe, Maureen C",University of British Columbia,Operating Grant: Demonstration Projects in Mobility in Aging,200904DPA,Operating Grant : Demonstration Projects in Mobility in Aging,Mobilizing Evidence into Action to Improve Outcomes of Vulnerable Seniors,"                $388,815","                      $0","3 yrs 0 mth "
"Ashe, Maureen C",University of British Columbia,"Meetings, Planning and Dissemination Grant: Aging",200902MPA,"Meetings, Planning and Dissemination Grant:  Aging",Enhancing Mobility in Older Adults after a Hip Fracture: An International Collaboration,"                  $7,500","                      $0","1 yr 0 mth "
"Asselin, Eric",Universit&eacute; du Qu&eacute;bec &agrave; Trois-Rivi&egrave;res,Operating Grant,200903MOP,Endocrinology,The central role of TGF-beta3 through the Akt pathway in endometrial cancer cell invasiveness.,"                $427,740","                      $0","3 yrs 0 mth "
"Assinck, Peggy L",University of British Columbia,Master's Award: Frederick Banting and Charles Best Canada Graduate Scholarships,200902CGM,Canada Graduate Scholarships Master's Awards A,An Investigation into Human Skin-derived Schwann Cells as Potential Candidates for Cell Transplantation in Contused Rat Spinal Cord.,"                 $17,500","                      $0","1 yr 0 mth "
"Audet, Julie; Ellis, James R; Warsh, Jerry J",University of Toronto,Emerging Team Grant: Regenerative Medicine and Nanomedicine - LOI,200911RML,Emerging Team Grant: Regenerative Medicine and Nanomedicine,Stem Cell-Based Cellular and Molecular Disease Investigations in Bipolar Disorder,"                      $0","                      $0","0 yr 0 mth "
"Audette, Melanie C",University of Toronto,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200910GSD,Doctoral Research Awards - A,Antenatal glucocorticoid treatment modifies placental system A transport: Mechanisms behind aberrant nutrient transport,"                $105,000","                      $0","3 yrs 0 mth "
"Auger, Claudine",McGill University,CIHR Fellowship,200902MFE,Allied Health Professionals - Fellowships,Feasibility and utility of a systematic follow-up of elderly wheelchair users with an interactive voice response system,"                $165,000","                      $0","3 yrs 0 mth "
"Ausio, Juan",University of Victoria (British Columbia),Operating Grant,200903MOP,Biochemistry & Molecular Biology - B,"Role of global post-translational modifications, histone variants and linker histones in chromatin folding and function.","                $559,355","                      $0","4 yrs 0 mth "
"Autexier, Chantal",McMaster University,"Meetings, Planning & Dissemination Grant: Cancer Research",200910MPC,"Meetings, Planning and Dissemination Grant: ICR",Seventh Canadian Symposium on Telomeres and  Telomerase,"                 $20,000","                      $0","1 yr 0 mth "
"Avard, Denise M; Hanvey, Louise; Greenberg, Cheryl R; Knoppers, Bartha M",McGill University,Knowledge Synthesis Grant,200910KRS,Knowledge Synthesis Grant,Genetics and Paediatric Health,"                 $99,868","                      $0","1 yr 0 mth "
"Av-Gay, Yossef",University of British Columbia,China-Canada Joint Health Research Initiative,200903CCI,China-Canada Joint Health Research Initiative - Grants Program,High-throughput screening and identification of anti-TB  compounds from a unique natural product library,"                $150,000","                      $0","3 yrs 0 mth "
"Av-Gay, Yossef",University of British Columbia,Operating Grant - Priority Announcement: Infection and Immunity (Bridge Funding),200903III,Biochemistry & Molecular Biology - A,Molecular analysis of Mycobacterium tuberculosis protein kinases and phosphatses,"                $100,000","                      $0","1 yr 0 mth "
"Avgil Tsadok, Meytal",Research Institute of the McGill University Health Centre,CIHR Fellowship,200910MFE,Health Research Training A - Post-PhD (HTA),Sex Differences in Adverse Drug Reactions in patients with Atrial Fibrillation,"                $135,000","                      $0","3 yrs 0 mth "
"Awadalla, Philip","Centre hospitalier universitaire Sainte-Justine (Montr&eacute;al, Qu&eacute;bec)",Operating Grant,200903MOP,Genomics: Systems and computational biology,"The global genomics of human malaria parasites: deep resequencing to identify genetic control points of transmission, drug resistance and immune evasion in Plasmodium falciparum","                $460,550","                      $0","4 yrs 0 mth "
