Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Ahmed, Juweiriya",University of Toronto,Master's Award: Canada Graduate Scholarships,201712GSM,Special Cases - Awards Programs,Identifying biomarker correlates associated with the development of hallucinations and delusions in Alzheimer's disease: A multimodal neuroimaging and genetic analysis study,"                 $17,500","                      $0","1 yr 0 mth "
"Ahmed, Rashik",McMaster University,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201710GSD,Doctoral Research Awards - A,Catechins as Adjuvants in the Treatment of Alzheimer's Disease: Enhancing the Response of Microglia to Amyloid Beta,"                $105,000","                      $0","3 yrs 0 mth "
"Ainge, Timothy D","Simon Fraser University (Burnaby, B.C.)",Travel Awards - Institute Community Support,201701ISU,Summer Program in Aging,A Model of Health: Using data modelling techniques to predict health outcomes and optimize physical activity interventions for older Canadian adults,"                  $1,000","                      $0","1 yr 0 mth "
"Aitcheson-Huehn, Nikki","Wilfrid Laurier University (Waterloo, Ontario)",Master's Award: Canada Graduate Scholarships,201712GSM,Special Cases - Awards Programs,Downslope Walking Intervention in Multiple Sclerosis to Positively Influence Balance and Gait,"                 $17,500","                      $0","1 yr 0 mth "
"Alain, Tommy",University of Ottawa,CIHR - ICR / Cancer Research Society Partnership - Research Grants,201702CRP,Special Cases,Characterization of a new pharmao-viral approach for the treatment of brain cancer,"                 $60,000","                      $0","3 yrs 0 mth "
"Al-Basha, Dhekra",Hospital for Sick Children (Toronto),Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201710GSD,Doctoral Research Awards - A,Investigating how mechanosensitive neurons contribute to allodynia in neuropathic pain,"                $105,000","                      $0","3 yrs 0 mth "
"Albaum, Carly S","York University (Toronto, Ontario)",Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201710GSD,Doctoral Research Awards - B,Therapeutic Alliance in Cognitive Behaviour Therapy for Children with Autism,"                $105,000","                      $0","3 yrs 0 mth "
"Albinati, Natalia K",University of Calgary,Master's Award: Canada Graduate Scholarships,201712GSM,Special Cases - Awards Programs,The Feasibility of a Physical Activity Program in Advanced Cancer Patients,"                 $17,500","                      $0","1 yr 0 mth "
"Aleyan, Sarah",University of Waterloo (Ontario),Travel Awards - Institute Community Support,201701ISU,CPHA Conference,Evaluating the impact of changes in school-based tobacco programming on smoking susceptibility outcomes among never smokers between Year 2 and Year 3 of COMPASS study,"                  $1,500","                      $0","1 yr 0 mth "
"Algouneh, Arash",University of Toronto,Master's Award: Canada Graduate Scholarships,201712GSM,Special Cases - Awards Programs,Synthetic Lethal Screen for Breast Cancer 1 (BRCA1)-Deficient Cancers,"                 $17,500","                      $0","1 yr 0 mth "
"Ali, Asim",Hospital for Sick Children (Toronto),Planning and Dissemination Grant - Institute Community Support,201702PCS,Planning and Dissemination - INMHA,Development of a Pediatric Ophthalmology Academic Partnership Between Canada and Ethiopia,"                 $10,000","                      $0","1 yr 0 mth "
"Alibhai, Faisal J",University Health Network (Toronto),CIHR Fellowship,201711MFE,Fellowships - Post-PhD,Extracellular vesicles are key mediators of cardiac rejuvenation and repair,"                 $90,000","                      $0","2 yrs 0 mth "
"Ali, Elena",University of Calgary,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201710GSD,Doctoral Research Awards - B,Child's Behavioral Problems: Prenatal Anxiety Programming Effects and Moderation by Maternal-Child Attachment Security and Child's Sex,"                $105,000","                      $0","3 yrs 0 mth "
"Ali, Shabana A",University Health Network (Toronto),Travel Awards - Institute Community Support,201701ISU,Institute of Health Services and Policy Research,Engaging community-dwelling seniors as research partners to improve health services for chronic disease management,"                  $1,500","                      $0","1 yr 0 mth "
"Allen, Christine J; Gerstle, Justin T",University of Toronto,Project Grant,201709PJT,Pharmaceutical Sciences,Thermosensitive Liposome Formulation of Vinorelbine in Combination with MR-Guided High-Intensity Focused Ultrasound Mediated Hyperthermia: An Innovative Approach to Treatment of Rhabdomyosarcoma,"                $344,250","                      $0","3 yrs 0 mth "
"Allen, Christine J; Jaffray, David A",University of Toronto,Project Grant,201709PJT,Medical Physics & Imaging 2,Heat Activated Liposomal Delivery of Chemo and Molecular Therapy in Combination with Radiotherapy for Treatment of Breast Cancer Recurrence at the Chest Wall,"                $459,000","                      $0","4 yrs 0 mth "
"Allen, Lindsay P",University of Manitoba,Master's Award: Canada Graduate Scholarships,201712GSM,Special Cases - Awards Programs,Bridging approaches: An evaluation of partnerships between Western medicine and Indigenous medicine for improved health outcomes of Indigneous People,"                 $17,500","                      $0","1 yr 0 mth "
"Allman, Dan B",University of Toronto,Planning and Dissemination Grant - Institute Community Support,201708PCS,Planning and Dissemination - HIV/AIDS and/or STBBIs,Association for the Social Sciences and Humanities in HIV (ASSHH) 2018 Conference,"                 $20,000","                      $0","1 yr 0 mth "
"Al-Simaani, Amy",Universit&eacute; de Montr&eacute;al,Master's Award: Canada Graduate Scholarships,201712GSM,Special Cases - Awards Programs," The impact of prematurity on long-term muscle function and exploration of the beneficial effects of an exercise intervention program","                 $17,500","                      $0","1 yr 0 mth "
"Altier, Christophe",University of Calgary,Project Grant,201709PJT,Pharmacology & Toxicology,Regulation of opioid analgesia by the TRPV1 channel,"                $975,375","                      $0","5 yrs 0 mth "
"Altit, Gabriel",McGill University,Master's Award: Canada Graduate Scholarships,201712GSM,Special Cases - Awards Programs,Neonatal outcomes of extreme premature infants with a conservative approach to patent ductus arteriosus,"                 $17,500","                      $0","1 yr 0 mth "
"Alushaj, Erind",University of Western Ontario,Master's Award: Canada Graduate Scholarships,201712GSM,Special Cases - Awards Programs,Preclinical biomarkers of Parkinson’s disease in patients with REM sleep behaviour disorder,"                 $17,500","                      $0","1 yr 0 mth "
"Amed, Shazhan",University of British Columbia,Catalyst Grant: Personalized Health Catalyst Grants,201706PCG,Personalized Health - novel e-health applications,The Live 5-2-1-0 eHealth App - Supporting health professionals and educators to raise a healthier generation of kids,"                $199,870","                      $0","2 yrs 0 mth "
"Amon, Cristina; Keating, Armand; Waddell, Thomas K",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Advanced Bioreactors for Evaluation and Systematic Optimization of Decellularization and Recellularization of the Lung and Trachea,"                $291,825","                 $52,100","3 yrs 0 mth "
"Amster, Ellen J",McMaster University,Planning and Dissemination Grant - Institute Community Support,201708PCS,IPPH - Global Health Priority Area,The Morocco-Canada Network for Maternal and Infant Health:  Determining Research Priorities and a Framework for Action,"                 $20,000","                      $0","1 yr 0 mth "
"Anand, Sonia S",Direct Payment,Canada Research Chairs - CIHR Funded,201704T1C,Special Cases - Awards Programs,Canada Research Chair - Tier 1,"              $1,400,000","                      $0","7 yrs 0 mth "
"Anaquod, Jaqueline",University of Victoria (British Columbia),Travel Awards - Institute Community Support,201701ISU,National Gathering of Graduate Students and New Investigator Meeting,"Grounding Research in nêhiyaw Epistemology, Ceremony, and Strength: The nêhiyaw Language and its Connections to Health & Wellness.","                    $988","                      $0","1 yr 0 mth "
"Ancuta, Petronela; Routy, Jean-Pierre",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Operating Grant: Innovative Biomedical and Clinical HIV/AIDS Research,201702IBC,Innovative Biomedical and Clinical HIV/AIDS Research,Targeting mTOR to restore mucosal immunity toward remission in HIV-infected individuals,"                $250,000","                      $0","1 yr 6 mths "
"Andany, Nisha; Loutfy, Mona R",Women's College Hospital (Toronto),Planning and Dissemination Grant - Institute Community Support,201702PCS,Planning and Dissemination - IA,Review of New and Priority Research Opportunities Related to Healthy Aging in the Community in Women with HIV Infection Living in Canada,"                 $20,000","                      $0","1 yr 0 mth "
"Andersen, Andrea M",Memorial University of Newfoundland,Travel Awards - Institute Community Support,201707ISU,Institute of Indigenous Peoples' Health,Determinants of healthy aging in Labrador and implications for community-based services,"                  $2,800","                      $0","1 yr 0 mth "
"Anderson, Geoffrey M",University of Toronto,Catalyst Grant: Personalized Health Catalyst Grants,201706PCG,Personalized Health - predictive analytic models,Developing Tools That Predict Use of Breast Cancer Screening and Stage at Breast Cancer Diagnosis,"                $196,718","                      $0","2 yrs 0 mth "
"Anderson, Geoffrey M",University of Toronto,Catalyst Grant: Personalized Health Catalyst Grants,201706PCG,Personalized Health - predictive analytic models,Prediction of Risk of Cardiovascular Disease in Women Diagnosed with Early Stage Breast Cancer,"                $198,345","                      $0","2 yrs 0 mth "
"Anderson, Kim; Baldwin, Rob; Innes, Robert A",University of Guelph,Catalyst Grant: Indigenous Approaches to Wellness Research,201710IAW,Indigenous Approaches to Wellness Research,Building the Fire: Enhancing Indigenous Men's Health through Campus Land Based Activities,"                 $68,500","                      $0","1 yr 0 mth "
"Anderson, Laura N",McMaster University,Op Grant: Sugar and Health - Pop. Approaches to Reduce Free Sugar Consumption,201701SA2,Operating Grant: Sugar and Health,Impact of the Healthy Kids Community Challenge (HKCC) population health intervention on sugar intake and child health,"                      $0","                      $0","2 yrs 0 mth "
"Anderson, T-Jay A",Dalhousie University (Nova Scotia),Master's Award: Canada Graduate Scholarships,201712GSM,Special Cases - Awards Programs,Non-invasive brain stimulation as treatment for auditory hallucinations in schizophrenia: Transcranial Magnetic Stimulation vs Transcranial Direct Current Stimulation,"                 $17,500","                      $0","1 yr 0 mth "
"Andersson, Neil; Brass, Gregory M; Delormier, Treena; Fletcher, Christopher; Kirmayer, Laurence J; McComber, Alex M; Sioui, George",McGill University,Training Grant: Indigenous Mentorship Network Program - Quebec,201701MN7,Indigenous Mentorship Network Program,Quebec Network for Indigenous Health Research Mentorship,"              $1,000,000","                      $0","5 yrs 0 mth "
"Andrade Rivas, Federico",University of British Columbia,Doctoral: Vanier Canada Graduate Scholarships,201711CGV,Vanier Canada Graduate Scholarships CIHR,"Characterizing chemical pollution to support the establishment of healthier alternatives: Addressing pesticide contamination among the Cayambe Indigenous community, Ecuador","                $150,000","                      $0","3 yrs 0 mth "
"Androsoff, Ryan",Direct Payment,Best Brains Exchange Travel Award,201704BBR,Special Cases - Awards Programs,The Health System Transformation: Adopting & Enabling Innovation in the Public Sector Best Brains Exchange.,"                  $1,973","                      $0","1 yr 0 mth "
"Angel, Jonathan B",Ottawa Hospital Research Institute,Planning and Dissemination Grant - Institute Community Support,201708PCS,Planning and Dissemination - HIV/AIDS and/or STBBIs,HIV Vaccines: Where do we go next?,"                 $20,000","                      $0","1 yr 0 mth "
"Anmole, Gursev S","Simon Fraser University (Burnaby, B.C.)",Travel Awards - Institute Community Support,201707ISU,HIV/AIDS and/or other Sexually Transmitted and Blood-borne Infections (STBBIs).,Characterization of T-cell receptor sequence and signaling activity towards  HIV-1 HLA-B*81- and HLA-B*42-restricted Gag TL9 epitope,"                  $1,500","                      $0","1 yr 0 mth "
"Ansermino, John M",University of British Columbia,Planning and Dissemination Grant - Institute Community Support,201708PCS,IPPH - Global Health Priority Area,The Pediatric Sepsis Data Colaboratory (tools for quality improvement),"                 $19,995","                      $0","1 yr 0 mth "
"Anthony, Samantha J",Hospital for Sick Children (Toronto),Operating Grant: ECI grants in MRC&Y Health - Circulatory / Respiratory Health,201705MY3,"Operating Grant: New Investigator Grants in Maternal, Reproductive, Child & Youth Health",Measuring what Matters: Integrating Patient-Reported Outcome Measures into Clinical Practice,"                 $49,948","                      $0","2 yrs 0 mth "
"Antonescu, Costin N",Ryerson University (Toronto),Project Grant,201709PJT,Cell Biology & Mechanisms of Disease,Control of epidermal growth factor receptor signaling by clathrin signalosomes,"                $852,975","                      $0","5 yrs 0 mth "
"Antonescu, Costin N",Ryerson University (Toronto),Planning and Dissemination Grant - Institute Community Support,201702PCS,Planning and Dissemination - Institute of Genetics,Organelle Dynamics and Systems Biology Joint Scientific Sessions,"                 $10,000","                      $0","1 yr 0 mth "
"Aphinyanaphongs, Yin",Direct Payment,Best Brains Exchange Travel Award,201704BBR,Special Cases - Awards Programs,Improving population health and system management through Machine Learning (ML) and Artificial Intelligence (AI).,"                  $1,888","                      $0","1 yr 0 mth "
"Apibunyopas, Yajai",Vancouver Island Health Authority,Travel Awards - Institute Community Support,201707ISU,Institute of Health Services and Policy Research,Ultrasound-Guided Erecter Spinae Plane (ESP) Block: A Novel Emergency Department intervention for Lower Back Pain (LBP) and Thoracic Back Pain Management: A Case Series,"                  $1,000","                      $0","1 yr 0 mth "
"Arbour, Laura T",University of British Columbia,Genomics and Personalized Health -Large-Scale Applied Genomics Res Projects,201710GP1,Special Cases,Silent Genomes: Reducing health care disparities and improving diagnostic success for children with genetic diseases from Indigenous populations.,"              $2,800,000","                      $0","4 yrs 0 mth "
"Arcand, JoAnne",University of Ontario Institute of Technology,Catalyst Grant: Personalized Health Catalyst Grants,201706PCG,Personalized Health - novel e-health applications,Improving heart failure outcomes through apps that support self-management and adherence,"                $146,368","                      $0","2 yrs 0 mth "
"Archambault, Anne-Sophie",Universit&eacute; Laval,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201710GSD,Doctoral Research Awards - A,Inhibition des fonctions leucocytaires par les métabolites du leucotriène B4 : importance dans la défense de l'hôte et la fibrose kystique.,"                $105,000","                      $0","3 yrs 0 mth "
"Ardolino, Michele",Ottawa Hospital Research Institute,Project Grant,201709PJT,Immunology and Transplantation 2,The checkpoint receptor PD-1 inhibits Natural Killer cell responses to cancer.,"                $841,500","                      $0","5 yrs 0 mth "
"Argento, Elena",University of British Columbia,Travel Awards - Institute Community Support,201707ISU,HIV/AIDS and/or other Sexually Transmitted and Blood-borne Infections (STBBIs).,Preventing Sexually Transmitted and Blood Borne Infections (STBBIs) among Sex Workers: A Review of the Evidence on Determinants and Interventions in High-Income Countries,"                  $2,500","                      $0","1 yr 0 mth "
"Arsenault, Benoit",Universit&eacute; Laval,Early Career Investigator Awards - Lipoprotein Metabolism,201709AR5,Early Career Investigator Awards,Elucidating the role of lipoprotein(a) in calcific aortic valve stenosis: a family-based study using novel proteomic and imaging approaches,"                $345,000","                      $0","3 yrs 0 mth "
"Arsenault, Hailey",University of Prince Edward Island (Charlottetown),Travel Awards - Institute Community Support,201707ISU,Institute of Health Services and Policy Research,A retrospective review: Examining the link between a specialized Chronic Obstructive Pulmonary Disease (COPD) clinic and patients' mental health,"                  $1,000","                      $0","1 yr 0 mth "
"Arsenault, Julie; Ravel, André",Universit&eacute; de Montr&eacute;al,Project Grant,201709PJT,"Public, Community & Population Health",Modelling campylobacteriosis risk in Canada through the various environmental and foodborne sources of exposure in a climate change perspective.,"                $248,624","                      $0","4 yrs 0 mth "
"Arsenio, Janilyn",Direct Payment,Canada Research Chairs - CIHR Funded,201710CRC,Special Cases - Awards Programs,Canada Research Chair - Tier 2 - CIHR Funded,"                $500,000","                      $0","5 yrs 0 mth "
"Arts, Eric J",University of Western Ontario,Operating Grant: Innovative Biomedical and Clinical HIV/AIDS Research,201702IBC,Innovative Biomedical and Clinical HIV/AIDS Research,Developing the ACT-VEC as an HIV therapeutic vaccine and cure approach,"                $250,000","                      $0","1 yr 6 mths "
"Asbridge, Mark; MacDougall, Peter C",Dalhousie University (Nova Scotia),Operating Grant: Opioid Crisis Knowledge Synthesis,201712OCK,Operating Grant: Opioid Crisis Knowledge Synthesis,Prescription Monitoring Programs for Regulating Opioid Prescribing: A Systematic Review,"                 $67,846","                      $0","0 yr 6 mths "
"Asfaha, Samuel",University of Western Ontario,CIHR - ICR / Cancer Research Society Partnership - Research Grants,201702CRP,Special Cases,In vivo targeting of cancer stem cells in colon cancer,"                 $60,000","                      $0","3 yrs 0 mth "
"Asghari, Shabnam",Memorial University of Newfoundland,Operating Grant: SPOR iCT Rewarding Success - Travel Awards - NL,201711TA4,SPOR iCT Rewarding Success - Phase 1: Idea Brief,SurgeCon: An Emergency Department Surge Management Platform,"                  $2,500","                      $0","0 yr 6 mths "
"Ashdown-Franks, Garcia Lorraine",University of Toronto,Canada Graduate Scholarships - Michael Smith Foreign Study Supplements,201706FSS,Special Cases - Awards Programs,From Feasibility to Randomized Controlled Trials: Physical Activity and Mental Health Among Individuals with Serious Mental Illness,"                  $6,000","                      $0","0 yr 6 mths "
"Ashkar, Ali A",McMaster University,Project Grant,201709PJT,Virology & Viral Pathogenesis,Investigating the regulatory functions of type I IFNs and NK cells during mucosal viral infections,"                $817,595","                      $0","5 yrs 0 mth "
"Astell, Arlene J","Ontario Shores Centre for Mental Health Sciences (Whitby, Ontario)",Team Grant: More Years / Better Lives,201704MYB,Special Cases,Dementia or mild cognitive impairment: @work in progress,"                $333,200","                      $0","3 yrs 0 mth "
"Atkinson, Katherine",Ottawa Hospital Research Institute,Travel Awards - Institute Community Support,201701ISU,Institute of Health Services and Policy Research,"Using mobile apps to facilitate reporting of vaccination status. Preliminary results of a pilot study with BORN, ImmunizeCA and Ottawa Public Health.","                  $1,490","                      $0","1 yr 0 mth "
"Attard, Kaitlin",University of British Columbia,Master's Award: Canada Graduate Scholarships,201712GSM,Special Cases - Awards Programs,Motor Learning in the Subacute Phase of Concussion Recovery,"                 $17,500","                      $0","1 yr 0 mth "
"Attwells, Sophia S",Centre for Addiction and Mental Health (Toronto),Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201710GSD,Doctoral Research Awards - A,Microglial Activation across Major Depressive Disorder and Effect of Minocycline Treatment,"                $105,000","                      $0","3 yrs 0 mth "
"Auais, Mohammad","Queen's University (Kingston, Ontario)",Travel Awards - Institute Community Support,201701ISU,Institute of Health Services and Policy Research,The Impact of Falls and Fear of Falling on Mobility for Community-Dwelling Older Adults: An International Perspective,"                  $1,500","                      $0","1 yr 0 mth "
"Auais, Mohammad; Belanger, Emmanuelle; French, Simon D","Queen's University (Kingston, Ontario)",Planning and Dissemination Grant - Institute Community Support,201702PCS,Planning and Dissemination - IHSPR,Promoting the Health and Well-Being of Community-Dwelling Older Adults: An International Perspective,"                 $10,000","                      $0","1 yr 0 mth "
"Aubrecht, Catherine M",Mount Saint Vincent University (Halifax),Health System Impact Fellowships  - PostDoc Eastern Canada 2 year,201705HI3,Fellowship : Health System Impact Fellowships Post Doctoral Fellows (IHSPR FE),"What Does A Person- And Family-Centred Approach To Challenging Behaviours In Dementia Look Like In Practice, At The Service Delivery Level? A Partnership To Support Research Informed Continuing Care Policy In Nova Scotia","                $108,500","                      $0","2 yrs 0 mth "
"Aubrecht, Catherine M",Direct Payment,Canada Research Chairs - CIHR Funded,201710CRC,Special Cases - Awards Programs,Canada Research Chair - Tier 2 - CIHR Funded,"                $500,000","                      $0","5 yrs 0 mth "
"Aubrey-Bassler, F. Kris",Memorial University of Newfoundland,Operating Grant: SPOR iCT Rewarding Success - Travel Awards - NL,201711TA4,SPOR iCT Rewarding Success - Phase 1: Idea Brief,Building Information Tools to Enhance Health Outcomes and Maximize Efficiency,"                  $2,500","                      $0","0 yr 6 mths "
"Auger, Jean-Philippe",Direct Payment,CIHR Fellowship,201711MFE,Fellowships - Post-PhD,Contribution to neuroinflammation of immunometabolic reprogramming of resident microglia and infiltrating macrophages,"                $150,000","                      $0","3 yrs 0 mth "
"Auger, Louis-Pierre",Universit&eacute; de Montr&eacute;al,Master's Award: Canada Graduate Scholarships,201712GSM,Special Cases - Awards Programs,"Implantation d'un dépistage des difficultés sur le plan sexuel auprès d'une clientèle post-AVC en réadaptation, une étude qualitative.","                 $17,500","                      $0","1 yr 0 mth "
"Auger, Nathalie",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Project Grant,201709PJT,"Psychosocial, Sociocultural & Behavioural Determinants of Health",Substance Use in Women: Pregnancy and Beyond,"                $309,825","                      $0","3 yrs 0 mth "
"Auger, Nathalie",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Operating Grant: Secondary Data Analysis for Cancer Prevention and Control,201711PCC,Secondary Data Analysis - All Other Cancers,Neonatal phototherapy and risk of childhood cancer,"                 $75,000","                      $0","1 yr 0 mth "
"Au, Jason",McMaster University,Travel Awards - Institute Community Support,201701ISU,Institute of Circulatory and Respiratory Health,Diastolic carotid artery longitudinal wall motion is sensitive to both aging and coronary artery disease status independent of arterial stiffness,"                  $1,000","                      $0","1 yr 0 mth "
"Auld, Vanessa J",University of British Columbia,Project Grant,201709PJT,Cell Biology & Mechanisms of Disease,Mechanisms of tricellular junction formation and regulation,"                $719,100","                      $0","5 yrs 0 mth "
"Avivi-Arber, Limor",University of Toronto,Catalyst Grant: Sex as a Variable in Biomedical Research,201711SVB,Catalyst Grant: Sex as a Variable in Biomedical or Translational Research,Orofacial sensorimotor cortex neuro-glial plasticity induced by intraoral injury: Effects of sex and genetic factors,"                $149,967","                      $0","2 yrs 0 mth "
