Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Adachi, Jonathan D",McMaster University,Operating Grant,201103MOP,Medical Physics & Imaging,On the development of bone quality parameters for assessing osteoporosis using peripheral quantitative computed tomography,"                $657,828","                      $0","5 yrs 0 mth "
"Adamantidis, Antoine",CIUSSS de l'Ouest-de-l'Ile-de-Montr&eacute;al-Douglas Hospital,Operating Grant,201103MOP,Behavioural Sciences - A: Neurobiological Basis of Behavioural Processes,Optogenetic dissection of hypothalamic regulation of sleep states.,"                $772,526","                      $0","5 yrs 0 mth "
"Adam, Barry D; Marshall, Zack; Scheim, Ayden; Ware, Syrus M; Travers, Robb",University of Windsor (Ontario),Operating Grant - HIV/AIDS CBR Program - General,201110CBR,HIV/AIDS Community-Based Research - General Stream (Merged),The Trans MSM Sexual Health Study,"                 $99,552","                      $0","2 yrs 0 mth "
"Adamo, Kristi B; Senikas, Vyta; Dodd, Jodie M",Children's Hospital of Eastern Ontario Research Institute Inc,"Planning Grants - Priority Announcement: Nutrition, Metabolism & Diabetes",201110KTM,Planning Grants,Obesity Prevention from Conception: a workshop to guide the development of a pan Canadian trial targeting the gestational period,"                 $21,614","                      $0","1 yr 0 mth "
"Adamo, Kristi B",Children's Hospital of Eastern Ontario Research Institute Inc,CIHR New Investigator,201109MSH,Health Research Salary A,Activity Begins in Childhood (ABC)- a randomized controlled trial to inspire healthy active behaviour in preschoolers,"                $300,000","                      $0","5 yrs 0 mth "
"Adamo, Kristi B",Children's Hospital of Eastern Ontario Research Institute Inc,"Operating Grant - PA: Inst of Nutrition, Metabolism and Diabetes -Bridge Funding",201109NMD,Movement & Exercise,Activity Begins in Childhood (ABC)- a radomized controlled trial to inspire healthy active behaviour in preschoolers,"                $100,000","                      $0","1 yr 0 mth "
"Adams, Erika",Direct Payment,Science Policy Fellowships,201112SPF,Science Policy Fellowships,"Health Canada Fellowship Programs Emergency Management Policy Review Supervisor: Peter Brander Executive Director Emergency Health Planning, Preparedness and Response Bureau Emergency Preparedness and Occupational Health Directorate","                 $17,500","                      $0","0 yr 6 mths "
"Adamson, Robert B",Dalhousie University (Nova Scotia),Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,A high-efficiency ultrasonic power link for implantable medical devices,"                $216,881","                      $0","3 yrs 0 mth "
"Addicks, Gregory C",Ottawa Hospital Research Institute,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201110GSD,Doctoral Research Awards - A,Epigenetic regulation of myogenic stem cell function,"                $105,000","                      $0","3 yrs 0 mth "
"Adeli, Khosrow",Hospital for Sick Children (Toronto),Operating Grant: Industry-partnered Collaborative Research - Rx&D partner,201103IRO,Industry Partnered Collaborative Research,CALIPER: A Canadian Initiative to Close the Critical Gaps in Pediatric Reference Intervals,"                 $66,667","                      $0","1 yr 0 mth "
"Adeli, Khosrow",Hospital for Sick Children (Toronto),Operating Grant,201103MOP,Social & Developmental Aspects of Children's & Youth's Health,CALIPER: A Canada-Wide Initiative to Close the Critical Gaps in Pediatric Reference Intervals,"                $789,727","                      $0","4 yrs 0 mth "
"Adeli, Khosrow; Lu, Jianxin",Hospital for Sick Children (Toronto),China-Canada Joint Health Research Initiative,201103CCI,China-Canada Joint Health Research Initiative - Grants Program,Molecular Mechanisms of Hepatic and Intestinal Insulin Resistance: Role of Mesenteric Fat and Ceramides,"                $225,000","                      $0","3 yrs 0 mth "
"Affar, El Bachir",CIUSSS Est-de-l'Ile-de- Montr&eacute;al-Maisonneuve Rosemont,"Catalyst Grant - CEEHRC Epigenetics, Environment & Health",201111CAP,"Catalyst Grant: CEEHRC Epigenetics, Environment and Health",Characterization of novel epigenetic marks,"                $100,000","                      $0","1 yr 0 mth "
"Affar, El Bachir",McGill University,Maud Menten New Principal Investigator Prize - Biomedical,201103MMB,Biochemistry & Molecular Biology - B,Transcriptional regulation by a novel deubiquitinase multi-protein complex,"                  $1,000","                      $0","1 yr 0 mth "
"Affar, El Bachir",CIUSSS Est-de-l'Ile-de- Montr&eacute;al-Maisonneuve Rosemont,Operating Grant,201103MOP,Biochemistry & Molecular Biology - B,Transcriptional regulation by a novel deubiquitinase multi-protein complex,"                $637,463","                      $0","5 yrs 0 mth "
"Afifi, Tracie O; Van Til, Linda D",University of Manitoba,Catalyst Grant: Cannabis and Mental Health - Veterans,202011CB3,Catalyst Grant: Cannabis and Mental Health,Cannabis and Mental Health among Veterans in Canada: Understanding the Role of Trauma and Impact on Help-Seeking.,"                      $0","                      $0","1 yr 0 mth "
"Ahern, Christopher A",University of British Columbia,Operating Grant,201109MOP,Cardiovascular System - A: Cells and Tissues,Basis for Calcium Regulation of Cardiac Sodium Channels,"                $649,994","                      $0","5 yrs 0 mth "
"Ahluwalia, Amrita; Aguinaldo, Jeffrey P",Ontario HIV Treatment Network,Catalyst Grant: HIV/AIDS CBR Program - General Stream,201104CDE,HIV/AIDS Community-Based Research - General Stream (Merged),Transitional Housing:  A pilot study of its impact on housing sustainability and health outcomes of people living with HIV/AIDS in Ontario,"                 $33,000","                      $0","1 yr 0 mth "
"Ahmed, Mijhgan",University of Toronto,"Undergraduate: Mobility, musculoskeletal health and arthritis - ICS",201101SMA,"Undergraduate: Mobility, musculoskeletal health & arthritis - IMHA",Investigation of the relationship between systemic inflammation and infection with the Lyme disease pathogen Borrelia burgdorferi,"                  $4,950","                      $0","0 yr 3 mths "
"Ahmed, Sara; Bourbeau, Jean",McGill University,Operating Grant,201103MOP,Knowledge Translation Research,Maximizing the effects of self-management interventions on chronic disease outcomes: The development of a Chronic Obstructive Pulmonary Disease (COPD) web-based patient portal,"                $336,075","                      $0","3 yrs 0 mth "
"Aimone, Ashley M",Hospital for Sick Children (Toronto),Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201110GSD,Doctoral Research Awards - B,"Home fortification with micronutrient powders in malaria endemic areas: Spatial patterns of morbidity and associated risks among Ghanaian children and implications for knowledge translation, implementation and scale-up","                $105,000","                      $0","3 yrs 0 mth "
"Ajami, Bahareh",Direct Payment,CIHR Fellowship,201102MFE,Fellowships - Post-PhD,Predictive serum biomarkers for response to Interferon-ß(IFN-ß) in relapsing Multiple Sclerosis (MS),"                $150,000","                      $0","3 yrs 0 mth "
"Akoum, Ali",Universit&eacute; Laval,Operating Grant,201110MOP,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Defective prostaglandin biosynthesis pathways and abnormal crosstalk at the endometrial/peritoneal interface: role in the pathophysiology of endometriosis.,"                $100,000","                      $0","1 yr 0 mth "
"Alaoui-Jamali, Moulay A",McGill University,Proof of Principle Program - Phase I,201102PPP,Proof of Principle,Triple Targeted Kinase Inhibitors Capable of Inhibiting Breast Cancer Metastases,"                $160,000","                      $0","1 yr 0 mth "
"Alary, Michel; Akinocho, Evelyne; Kpatchavi, Adolphe C",Universit&eacute; Laval,Operating Grant: Programmatic Grants to tackle health and health equity,201103ROH,Programmatic Grant in Health and Health Equity,"Travail du sexe, marginalisation et santé : approches de recherche visant l'équité en santé en contexte prostitutionnel béninois","              $1,970,271","                      $0","5 yrs 0 mth "
"Albagli, Andrea",University of Toronto,CIHR Caf&eacute; Scientifique Program,201106SCI,CIHR Caf&eacute; Scientifique Program,Facilitating Public Conversations on Public Health: Cafe Scientifique Discussion Series at Thorncliffe Park,"                  $3,000","                      $0","1 yr 0 mth "
"Albert, Paul R",University of Ottawa,Operating Grant,201103MOP,Pharmacology & Toxicology,Transcriptional regulators of the 5-HT1A receptor gene,"                $769,398","                      $0","5 yrs 0 mth "
"Alberts, Nicole M",Direct Payment,Canada Research Chairs - CIHR Funded,202011CRC,Special Cases - Awards Programs,Canada Research Chair - Tier 2,"                $600,000","                      $0","5 yrs 0 mth "
"Albert, Valérie",Universit&eacute; du Qu&eacute;bec &agrave; Montr&eacute;al,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201110GSD,Doctoral Research Awards - B,Évaluation systématique d'interventions ergonomiques visant la prévention durable des troubles musculosquelettiques en milieu de travail: identification des stratégies d'intervention performantes,"                $105,000","                      $0","3 yrs 0 mth "
"Al-Dujaili, Saja",Direct Payment,Travel Awards - Institute Community Support,201109ISU,Institute of Musculoskeletal Health and Arthritis,Osteocytes exhibit multiple calcium oscillations in response to mechanical loading,"                  $1,000","                      $0","0 yr 1 mth "
"Alexander, Robert T",University of Alberta,CIHR Clinician Scientist - Phase 2,201110MC2,Clinician Scientist,Molecules & Mechanisms Mediating Proximal Tubular Calcium Flux,"                $180,000","                      $0","3 yrs 0 mth "
"Alexander, Robert T",Direct Payment,Canada Research Chairs - CIHR Funded,202011CRC,Special Cases - Awards Programs,Canada Research Chair - Tier 2,"                $500,000","                      $0","5 yrs 0 mth "
"Al-Haque, Mohd. Shahed",University of Toronto,Master's Award: Canada Graduate Scholarships,201102GSM,Canada Graduate Scholarships Master's Awards A,Directed 3D alignment of cardiomyocytes in hydrogels of optimal mechanical properties,"                 $17,500","                      $0","1 yr 0 mth "
"Ali, Samina",University of Alberta,Catalyst Grant: Post Market Drug Safety and Effectiveness,201110DSA,Catalyst Grant: Post Market Drug Safety and Effectiveness,The Changing Face of Children's Pain Management: Using Genomics to Inform Safe and Effective Prescription Practices.,"                $100,000","                      $0","1 yr 0 mth "
"Ali, Suhad",McGill University,Operating Grant,201103MOP,Endocrinology,Role of SHP-2 in Prolactin Hormone Signaling in Mammary Epithelial Cell Differentiation and Morphogenesis,"                $669,458","                      $0","5 yrs 0 mth "
"Ali, Suhad",McGill University,Operating Grant,201103MOP,"Gender, Sex & Health",A Molecular and Mechanistic Investigation into the Benefits of  Breastfeeding in Women's Health,"                $647,669","                      $0","5 yrs 0 mth "
"Allan, Billie",Direct Payment,"Planning Grants - PA: First Nations, Inuit or M&eacute;tis Planning Activities",201110PME,Planning Grants,"For Our Grandmothers, Aunties, Sisters and Daughters: Identifying Research Priorities in Aboriginal Women's Health","                 $24,600","                      $0","1 yr 0 mth "
"Allan, Kristina J",University of Ottawa,Master's Award: Canada Graduate Scholarships,201102GSM,Canada Graduate Scholarships Master's Awards A,Potentiation of the Therapeutic Efficacy of Oncolytic Vaccinia using High-throughput RNAi Technology,"                 $17,500","                      $0","1 yr 0 mth "
"Allard, Nicole C",Universit&eacute; du Qu&eacute;bec &agrave; Rimouski,Planning Grants-Priority Announcement:Partnerships for Health System Improvement,201106MHS,Planning Grants,1er symposium de Chaudières Appalaches sur les services de santé pour survivants du cancer (PASS),"                 $16,595","                      $0","1 yr 0 mth "
"Allingham, John S",Direct Payment,Canada Research Chairs - CIHR Funded,201104CRC,Special Cases - Awards Programs,CANADA RESEARCH CHAIRHOLDER / TITULAIRE DE CHAIRE DE RECHERCHE DU CANADA,"                $500,000","                      $0","5 yrs 0 mth "
"Alman, Benjamin A",Hospital for Sick Children (Toronto),Team Grant: Bone Health - LOI,201104TBL,Team Grant: Bone Health - LOI,"Glucocorticoid Induced Osteoporosis (GIO) in the Paediatric Patient with Chronic Disease:  Pathophysiology, Prediction and Management.","                 $10,000","                      $0","1 yr 0 mth "
"Alquier, Thierry",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Operating Grant,201103MOP,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Role of the hypothalamo-pancreatic axis in the pathogenesis of type 2 diabetes,"                $441,832","                      $0","4 yrs 0 mth "
"Alter, David A",University Health Network (Toronto),Operating Grant,201109MOP,Health Services Evaluation & Interventions Research 2,"Socioeconomic status, quality of primary care, and survival following acute myocardial infarction: A ten-year follow-up of the Socio-economic status acute myocardial infarction study","                $120,000","                      $0","2 yrs 0 mth "
"Altier, Christophe",Direct Payment,Canada Research Chairs - CIHR Funded,201110CRC,Special Cases - Awards Programs,CRC Tier 2,"                $500,000","                      $0","5 yrs 0 mth "
"Alushaj, Erind",University of Western Ontario,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - A,Uncovering preclinical biomarkers of Parkinson's disease using iron imaging,"                $105,000","                      $0","3 yrs 0 mth "
"Alvarado, Beatriz E","Queen's University (Kingston, Ontario)","Dissemination Events - PA: Gender, Sex and Health Research",201106DGE,Dissemination Events Grants,"Strengthening Canadian and International collaborations to study gender, mobility and aging","                 $23,880","                      $0","1 yr 0 mth "
"Alvarez, Gonzalo G",Ottawa Hospital Research Institute,Knowledge Translation Supplement - PA: First Nations Inuit or M&eacute;tis,201110KTI,"Meetings, Planning and Dissemination Grant: End of Grant Knowledge Supplement",TAIMA TB (STOP TB) in Nunavut Knowledge Translation Project,"                $100,000","                      $0","1 yr 0 mth "
"Amsden, Brian G","Queen's University (Kingston, Ontario)",Operating Grant,201109MOP,Pharmaceutical Sciences,Injectable Formulations For Growth Factor Delivery,"                $449,496","                      $0","4 yrs 0 mth "
"Amsden, Brian G","Queen's University (Kingston, Ontario)","Operating Grant - PA: Musculoskeletal Health, Arthritis, Skin and Oral Health",201109IMH,Biomedical Engineering,Biomimetic Scaffold for Ligament Tissue Engineering,"                $100,000","                      $0","1 yr 0 mth "
"Anagnostou, Evdokia",Holland Bloorview Kids Rehabilitation Hospital (Toronto),Operating Grant,201109MOP,Randomized Controlled Trials,Intranasal oxytocin for social cognition/function in adults with autism,"              $1,073,417","                      $0","4 yrs 0 mth "
"Anand, Sonia S",McMaster University,"Operating Grant - PA: First Nations, Inuit and Metis Health",201109IPH,Aboriginal Peoples' Health,Aboriginal Birth Cohort (ABC) Project,"                $100,000","                      $0","1 yr 0 mth "
"Anand-Srivastava, Madhu B",Universit&eacute; de Montr&eacute;al,Operating Grant,201109MOP,Cardiovascular System - A: Cells and Tissues,G proteins and membrane signalling in cardiovascular system in health and disease,"                $741,614","                      $0","5 yrs 0 mth "
"An, Andy Y",University of British Columbia,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - A,Temporal transcriptomic and epigenetic analysis of leukocytes in sepsis and COVID-19 patients,"                $105,000","                      $0","3 yrs 0 mth "
"Anazodo, Udunna C",Direct Payment,Travel Awards - Institute Community Support,201109ISU,Institute of Aging,The neuroplastic effect of cardiac rehabilitation.,"                  $1,000","                      $0","0 yr 1 mth "
"Ancuta, Petronela",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Operating Grant - PA: HIV/AIDS Research Initiative - Biomedical/Clinical Stream,201109HOP,Virology & Viral Pathogenesis,Characterization of Myeloid Dendritic Cell Subsets Contributing to HIV-1 Immunity versus Cell-to-Cell Dissemination: A Translational Study in Subjects with Slow and Rapid Disease Progression,"                $307,512","                      $0","3 yrs 0 mth "
"Ancuta, Petronela",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Operating Grant,201103MOP,Virology & Viral Pathogenesis,Chemokine Network and HIV-1 Pathogenesis: Phenotypic and Functional Characterization of New Th17 Subsets Permissive versus Resistant to Viral Infection,"                $728,930","                      $0","5 yrs 0 mth "
"Andermann, Anne; Gunn, Susan; Nasrullah, Muazzam",McGill University,Planning Grants - PA: Community-based Primary Healthcare,201106MCO,Planning Grants,Meeting to finalize research protocol for testing a CBPHC intervention to tackle child labour,"                 $25,000","                      $0","1 yr 0 mth "
"Andersen, Ross E",McGill University,CIHR Caf&eacute; Scientifique Program,201106SCI,CIHR Caf&eacute; Scientifique Program,Is it possible to manage your weight over the holiday season?,"                  $3,000","                      $0","1 yr 0 mth "
"Anderson, Adam K",University of Toronto,Operating Grant,201103MOP,Behavioural Sciences - B: Clinical Behavioural Sciences,Neural markers of Depressive Relapse Vulnerability and their Modification,"                $501,247","                      $0","5 yrs 0 mth "
"Anderson, Adam K",University of Toronto,Operating Grant,201103MOP,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",The influence of targeted genetic polymorphisms on emotionally enhanced attention and episodic memory: an Endophenotopic approach,"                $539,047","                      $0","5 yrs 0 mth "
"Anderson, Hope D",University of Manitoba,Operating Grant,201103MOP,Cardiovascular System - B: Heart and Circulation,Protective signaling by PPARs in cardiac hypertrophy,"                $357,491","                      $0","3 yrs 0 mth "
"Anderson, Kelly K; Bromley, Sarah J",University of Western Ontario,Catalyst Grant : Cannabis/MH - Cannabis use and psychosis in adult populations,202011CB4,Catalyst Grant: Cannabis and Mental Health,"The Impact of Cannabis Legalization and Availability on Incidence, Prevalence, and Health Services Utilization for Psychotic Disorders: Population-Based Evidence to Inform Policy Initiatives","                      $0","                      $0","1 yr 0 mth "
"Anderson, Laura N",Sinai Health System (Toronto),CIHR Fellowship,201110MFE,Health Research Training A - Post-PhD (HTA),Early life gene-environment interactions and hypothalamic-pituitary-adrenal (HPA) axis function,"                $135,000","                      $0","3 yrs 0 mth "
"Anderson, Michele K","Sunnybrook Research Institute (Toronto, Ontario)",Operating Grant,201109MOP,Immunology & Transplantation,Roles of the transcription factors HEBAlt and HEBCan in T cell development,"                $791,037","                      $0","5 yrs 0 mth "
"Andreazza, Ana C",Direct Payment,Canada Research Chairs - CIHR Funded,202011CRC,Special Cases - Awards Programs,Canada Research Chair - Tier 2,"                $500,000","                      $0","5 yrs 0 mth "
"Andrews, Brenda J",University of Toronto,Operating Grant,201103MOP,Genomics: Systems and computational biology,Functional Analysis of a Eukaryotic Kinome,"                $936,791","                      $0","5 yrs 0 mth "
"Andrews, Daniel",McGill University,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - A,Personalized prediction of Alzheimer's dementia development in at-risk individuals with mild cognitive impairment,"                $105,000","                      $0","3 yrs 0 mth "
"Andrews, Richard J",McMaster University,"Undergraduate: Mobility, musculoskeletal health and arthritis - ICS",201101SMA,"Undergraduate: Mobility, musculoskeletal health & arthritis - IMHA",Effect of PPAR gamma agonists on anabolic responses to feeding in older humans.,"                  $4,950","                      $0","0 yr 3 mths "
"Andrews, Richard J",McMaster University,Master's Award: Canada Graduate Scholarships,201102GSM,Canada Graduate Scholarships Master's Awards A,Effect of PPAR gamma agonists on anabolic responses to feeding in older humans.,"                 $17,500","                      $0","1 yr 0 mth "
"Angel, Jonathan B",Ottawa Hospital Research Institute,Operating Grant - PA: HIV/AIDS Bridge Funding - Biomedical/Clinical Stream,201103HBF,Virology & Viral Pathogenesis,Regulation and Function of Soluble IL-7 Receptor Alpha (CD127) in HIV Infection,"                $100,000","                      $0","1 yr 0 mth "
"Angel, Jonathan B",Ottawa Hospital Research Institute,Operating Grant - PA: HIV/AIDS Bridge Funding - Biomedical/Clinical Stream,201109HBF,Virology & Viral Pathogenesis,Regulation and Function of Soluble IL-7 Receptor Alpha (CD127) in HIV Infection,"                $100,000","                      $0","1 yr 0 mth "
"Angers, Stephane",Direct Payment,Canada Research Chairs - CIHR Funded,201110CRC,Special Cases - Awards Programs,CANADA RESEARCH CHAIRHOLDER/TITULAIRE DE CHAIRES DE RECHERCHE DU CANADA,"                $500,000","                      $0","5 yrs 0 mth "
"Angers, Véronique",Universit&eacute; Laval,Master's Award: Canada Graduate Scholarships,201102GSM,Canada Graduate Scholarships Master's Awards B,Facteurs médiateurs intervenant dans la réponse au stress chez les préposées aux bénéficiaires travaillant auprès de la clientèle Alzheimer en centre d'hébergement,"                 $17,500","                      $0","1 yr 0 mth "
"Anis, Aslam H; Marra, Carlo A",University of British Columbia,Operating Grant,201109MOP,Health Policy & Systems Management Research,The impact of price-caps on the generic pharmaceutical industry and provincial drug plan costs in Canada,"                $115,284","                      $0","2 yrs 0 mth "
"Anis, Aslam H",University of British Columbia,Planning Grants - Priority Announcement: Infection and Immunity,201106MPI,Planning Grants,CTN-Russian Collaboration Final Planning,"                 $15,820","                      $0","1 yr 0 mth "
"Anisman, Hymie",Carleton University (Ottawa),Operating Grant - Secondary Analysis of Databases,201104SEC,Secondary Analysis of Databases,Intergenerational impacts of Indian Residential Schools: Results from the 2007/08 First Nations Regional Longitudinal Health Survey,"                 $99,679","                      $0","2 yrs 0 mth "
"Anker, Katie D",University of Calgary,"Undergraduate: Mobility, musculoskeletal health and arthritis - ICS",201101SMA,"Undergraduate: Mobility, musculoskeletal health & arthritis - IMHA",Understanding the role of dermal stem cells in skin wound healing and tissue regeneration.,"                  $4,950","                      $0","0 yr 3 mths "
"Antoniou, Tony",Unity Health Toronto,Planning Grants - PA: HIV/AIDS-CBR (General and Aboriginal streams),201110MPB,Planning Grants,Involving heterosexual men living with the human immunodeficiency virus in developing a research and policy agenda for their community,"                 $24,450","                      $0","1 yr 0 mth "
"Aparicio, Samuel J",University of British Columbia,Operating Grant,201109MOP,Cancer Progression & Therapeutics,PP2a protein serine/threonine phosphatase mutations in cancer: functional consequences and clinical relevance,"                $588,895","                      $0","4 yrs 0 mth "
"Apel, Dmitry",University of British Columbia,Canada Graduate Scholarships - Michael Smith Foreign Study Supplements,201101FSS,Special Cases - Awards Programs,The development of a luciferase expression system to investigate Campylobacter jejuni colonization of a natural host,"                  $5,500","                      $0","0 yr 3 mths "
"Arbour, Laura T; Osborne, Geraldine",University of British Columbia,Partnerships for Health System Improvement (PHSI),201111PHE,Partnerships for Health System Improvement,Nutaqqavut (Our Children) Health Information System: A partnership approach to informing the prevention of infant mortality and childhood respiratory illness in Nunavut.,"                $349,497","                      $0","3 yrs 0 mth "
"Archambault, Patrick; Gold, Irving; Grajales Iii, Francisco J",Universit&eacute; Laval,Knowledge Synthesis Grant - Priority Announcement: Knowledge Translation,201104KST,Knowledge Synthesis Grant,Wikis and collaborative writing applications in health care: a scoping review,"                 $46,591","                  $3,400","1 yr 0 mth "
"Archibald, John M",Dalhousie University (Nova Scotia),Operating Grant,201103MOP,Genomics: Systems and computational biology,"Endosymbiosis, parasitism, and genome evolution","                $569,780","                      $0","5 yrs 0 mth "
"Archie, Suzanne; Langill, Gordon",McMaster University,Catalyst Grant: Cannabis/Mental Health - Cannabis use and early phase psychosis,202011CB5,Catalyst Grant: Cannabis and Mental Health,"Insights about Cannabis and Psychosis: How do young people with early psychosis conceptualize the link between cannabis and psychosis, particularly those from Black racialized backgrounds?","                      $0","                      $0","1 yr 0 mth "
"Ariyarajah, Archchun",University of Toronto,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - B,Waning Measles Immunity in Ontario: A Population-Based Cohort Study,"                $105,000","                      $0","3 yrs 0 mth "
"Armstrong, Pat","York University (Toronto, Ontario)",CIHR Caf&eacute; Scientifique Program,201106SCI,CIHR Caf&eacute; Scientifique Program,How Does Gender Matter in Long-term Residential Care?,"                  $3,000","                      $0","1 yr 0 mth "
"Aronoff, Laura",University Health Network (Toronto),Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - A,Sex and age difference in the immune response to viral myocarditis,"                $105,000","                      $0","3 yrs 0 mth "
"Aroonassala Patten, Shunmoogum",Universit&eacute; de Montr&eacute;al,CIHR Fellowship,201102MFE,Fellowships - Post-PhD,Role of progranulin in the TDP-43/FUS pathway in Amyotrophic Lateral Sclerosis (ALS) pathogenesis,"                 $90,000","                      $0","2 yrs 0 mth "
"Arora, Anish",McGill University,Doctoral: Vanier Canada Graduate Scholarships,202011CGV,Vanier Canada Graduate Scholarships CIHR,Co-Developing & Piloting a New Model of Care Delivery for Migrant People Living with HIV in Montréal,"                $150,000","                      $0","3 yrs 0 mth "
"Arredondo Sanchez Lira, Jaime",Direct Payment,Canada Research Chairs - CIHR Funded,202011CRC,Special Cases - Awards Programs,Canada Research Chair - Tier 2,"                $600,000","                      $0","5 yrs 0 mth "
"Arrowsmith, Cheryl H",University of Toronto,Dissemination Events - Priority Announcement: Cancer Research,201110DCA,Dissemination Events Grants,"Symposium ""Epigenetics of Cancer and Stem Cells""","                  $7,500","                      $0","1 yr 0 mth "
"Arsenault, Benoit",Montreal Heart Institute,CIHR Fellowship,201102MFE,Fellowships - Post-PhD,High-density lipoprotein genetics and metabolism and aortic valvular stenosis in humans,"                 $90,000","                      $0","2 yrs 0 mth "
"Asa, Sylvia L",University Health Network (Toronto),Operating Grant,201103MOP,Endocrinology,The Hematopoietic Transcription Factor Ikaros As a Metabolic Sensor in Neuroendocrine Cells,"                $616,026","                      $0","5 yrs 0 mth "
"Asfaha, Samuel",Direct Payment,CIHR Clinician Scientist - Phase 1,201110MC1,Clinician Scientist,Identification and characterization of intestinal and colonic stem cells,"                $187,500","                      $0","3 yrs 0 mth "
