Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Aberback, Ryan",University of Ottawa,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Oxytocin Promotes Interpersonal Behaviours During Cognitive Behavioural Therapy,"                 $17,500","                      $0","1 yr 0 mth "
"Abidi, Samina R; MacDonald, Lisa G; Vallis, Micheal T",Dalhousie University (Nova Scotia),Catalyst Grant: eHealth Innovations,201210CEH,e-Health Innovation Partnership Program (eHIPP),D-WISE - A Diabetes Web-Centric Information and Support Environment: An E-health Solution Operationalizing Behaviour Change Models and Clinical Guidelines for Patient-centered Diabetes Self-management,"                 $99,905","                      $0","1 yr 0 mth "
"Aboodi, Guy M",Direct Payment,Travel Awards - Institute Community Support,201209ISU,Institute of Musculoskeletal Health and Arthritis,Oral neutrophil intracellular antioxidant deficiency associated with chronic periodontitis,"                  $1,000","                      $0","0 yr 3 mths "
"Abou Elela, Sherif",Universit&eacute; de Sherbrooke,Operating Grant,201203MOP,Biochemistry & Molecular Biology - B,Mechanisms of RNase III-dependent regulation of gene expression,"                $768,956","                      $0","5 yrs 0 mth "
"Abou Elela, Sherif",Direct Payment,Canada Research Chairs - CIHR Funded,201204T1C,Special Cases - Awards Programs,CRC Tier 1,"              $1,400,000","                      $0","7 yrs 0 mth "
"Abraham, Ninan",University of British Columbia,Operating Grant,201209MOP,Immunology & Transplantation,IL-7 in Lymphocyte Development and Immunity.,"                $708,740","                      $0","5 yrs 0 mth "
"Abraham, Ninan",University of British Columbia,Operating Grant - Priority Announcement: Infection and Immunity (Bridge Funding),201203III,Immunology & Transplantation,IL-7 in Lymphocyte Development and Immunity.,"                $100,000","                      $0","1 yr 0 mth "
"Abraham, Rachy",University of Alberta,CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Leveraging host peroxisome biogenesis and activity to dampen replication of emerging RNA viruses - an approach towards host directed antiviral development.,"                $135,000","                      $0","3 yrs 0 mth "
"Abuloghod, Lama",McGill University,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,The (pro)renin receptor: an emerging player in tumorigenesis,"                 $17,500","                      $0","1 yr 0 mth "
"Abu-Shiraz, Yekeen",University of Saskatchewan,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,The Effect of a Physical Activity Intervention on the Physical Activity Levels and Body Composition of Children with Congenital Heart Disease,"                 $17,500","                      $0","1 yr 0 mth "
"Acai, Anita",University of Guelph,"Undergraduate: Mobility, musculoskeletal health and arthritis - ICS",201201SMA,"Undergraduate: Mobility, musculoskeletal health & arthritis - IMHA","Signalling mechanisms of the skeletal muscle adaptor protein, ShcD","                  $4,950","                      $0","0 yr 3 mths "
"Acton, Leah",University of Alberta,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Investigating mechanisms responsible for the pro-regenerative effects of conditioning electrical stimulation,"                 $17,500","                      $0","1 yr 0 mth "
"Adamo, Kristi B",Children's Hospital of Eastern Ontario Research Institute Inc,Operating Grant,201203MOP,Movement & Exercise,Activity Begins in Childhood (ABC)- a randomized controlled trial to inspire healthy active behaviour in preschoolers,"                $307,482","                      $0","2 yrs 0 mth "
"Adams, Scott J",Direct Payment,CIHR Fellowship,202012MFE,Health Research Training B - HP,Assessing the effectiveness and cost-effectiveness of artificial intelligence in lung cancer screening,"                $180,000","                      $0","3 yrs 0 mth "
"Adams, Tyler",University of New Brunswick (Fredericton),Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,The Role of Preoperative Therapies in Recovery from Anterior Cervical Discectomy and Fusion Surgery for Cervical Radiculopathy,"                 $17,500","                      $0","1 yr 0 mth "
"Adedipe, Ifeoluwa I",Universit&eacute; de Montr&eacute;al,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,The role of astrocytes in stress-induced behavioural dysfunction,"                 $17,500","                      $0","1 yr 0 mth "
"Adel, Seyed Amir Ali",University of Alberta,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,A Longitudinal Evaluation of High-resolution Diffusion Magnetic Resonance Imaging of the Hippocampus in Temporal Lobe Epilepsy,"                 $17,500","                      $0","1 yr 0 mth "
"Adesida, Adetola B",University of Alberta,Operating Grant,201209MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Knee Meniscus Reconstruction Using Mesenchymal Stem Cells,"                $696,183","                      $0","5 yrs 0 mth "
"Adhami, Nassim",University of British Columbia,Doctoral Research Award - PA - Nursing Intervention Research,201210DNU,Doctoral Research Awards - B,Improving the Cardiovascular Health of Older Adults: is Cardiac Rehabilitation the Answer?,"                 $70,000","                      $0","3 yrs 0 mth "
"Adil, Aisha",University of Toronto,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Perfusion Recellularization of Rat Hindlimb for Vascular Composite Allotransplantation,"                 $17,500","                      $0","1 yr 0 mth "
"Adnan, Areeba",University of Toronto,Master's Award: Canada Graduate Scholarships,201202GSM,Canada Graduate Scholarships Master's Awards A,Cognitive Impairments and Structural Decline in Traumatic Brain Injury Patients,"                 $17,500","                      $0","1 yr 0 mth "
"Afifi, Tracie O",University of Manitoba,CIHR New Investigator,201209MSH,Health Research Salary A,The Epidemiology of Resilience Following Child Maltreatment Exposure: An Examination of Protective Factors Across the Lifespan,"                $300,000","                      $0","5 yrs 0 mth "
"Afifi, Tracie O",University of Manitoba,Operating Grant - PA: Regional Partnership Program : Manitoba,201203RPA,Social & Developmental Aspects of Children's & Youth's Health,The epidemiology of resilience following child maltreatment: An examination of protective factors across the lifespan.,"                 $46,354","                      $0","2 yrs 0 mth "
"Afilalo, Jonathan",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Operating Grant,201203MOP,Clinical Investigation - D: Cardiovascular Systems,Measurement of Frailty to Identify High-Risk Elderly Patients Referred for Surgical and Transcatheter Aortic Valve Replacement,"                $360,219","                      $0","4 yrs 0 mth "
"Afilalo, Jonathan",McGill University,Proof of Principle Program - Phase I,201209PPP,Proof of Principle,Buccal Lamin A as a Novel Biomarker for Frailty,"                $160,000","                      $0","1 yr 0 mth "
"Aghanoori, Mohamadreza",University of Calgary,CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Targeting the Mislocalized Protein to Fight a Rare Neurodevelopmental Disorder,"                $135,000","                      $0","3 yrs 0 mth "
"Agnihotri, Sameer",Ottawa Hospital Research Institute,CIHR Fellowship,201202MFE,Fellowships - Post-PhD,A Systems Genetics Approach using induced pluripotent stem cells to elucidate novel therapeutic treatments and causes of Lymphangioleiomyomatosis (LAM) disease,"                $135,000","                      $0","3 yrs 0 mth "
"Agrawal, Babita",University of Alberta,Proof of Principle Program - Phase I,201202PPP,Proof of Principle,Novel cross-protective (universal) vaccine for influenza infections,"                $159,990","                      $0","1 yr 0 mth "
"Ahmad, Farah; Ledwos, Cliff","York University (Toronto, Ontario)",Catalyst Grant: eHealth Innovations,201210CEH,e-Health Innovation Partnership Program (eHIPP),Interactive Computer-assisted Screening (iCAS) for Depression in Primary Care,"                 $89,933","                      $0","1 yr 0 mth "
"Ahmed, Abeer",Memorial University of Newfoundland,Fellowship - PA: Regional Partnership Program - Newfoundland & Labrador,201202RNE,Fellowships - Post-PhD,Omega-3 polyunsaturated fatty acids as regulators of metabolic pathways: A mechanistic study,"                 $45,000","                      $0","2 yrs 0 mth "
"Ahmed, Amna",University of Toronto,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Relation of honey and its constituent rare sugars on cardiometabolic health - epidemiological and compositional analysis,"                 $17,500","                      $0","1 yr 0 mth "
"Ahmed, Rashik",Direct Payment,CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Elucidating the Determinants and Mechanisms of Tau Liquid - Liquid Phase Separation In Situ at Multiple Length Scales from µm to Å: Exploring the Role of Membraneless Compartments in Alzheimer's Disease,"                $150,000","                      $0","3 yrs 0 mth "
"Ahmed, Sara; Bartlett, Susan J",Research Institute of the McGill University Health Centre,Planning Grants,201210KPE,Planning Grants,Developing and Implementing a Patient Reported Outcome Evaluation Platform in Canada: Potential Benefits and Challenges,"                 $23,620","                      $0","1 yr 0 mth "
"Ahn, Jennifer S",University of Toronto,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Investigation of Sphingolipid Synthesis Pathway in Leukemic Stem Cells,"                 $17,500","                      $0","1 yr 0 mth "
"Ahn, Sae Hyun",McGill University,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Quantitative Analysis of the Evolution of Radiomic Feature Values in Simulated Positron Emission Tomography Images,"                 $17,500","                      $0","1 yr 0 mth "
"Ahuet, Christian",Direct Payment,CIHR Caf&eacute; Scientifique Program,201205SCI,CIHR Caf&eacute; Scientifique Program,Café Scientifique de l'Association pulmonaire du Québec,"                  $3,000","                      $0","1 yr 0 mth "
"Ailles, Laurie E",University Health Network (Toronto),Operating Grant,201209MOP,Cancer Progression & Therapeutics 2,Tumour-Initiating Cells in Oral Cancer Patients: Predictors of Outcome and Identification of Candidate Therapeutic Targets,"                $523,091","                      $0","4 yrs 0 mth "
"Akhabir, Loubna",Direct Payment,Travel Awards - Institute Community Support,201201ISU,Institute of Circulatory and Respiratory Health,Identification of putative functional Single Nucleotide Polymorphisms using eQTL and GWAS data in the asthma-associated gene IL1RL1,"                  $1,400","                      $0","0 yr 1 mth "
"Akoum, Ali",Universit&eacute; Laval,Operating Grant,201203MOP,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Defective prostaglandin biosynthesis pathways and abnormal crosstalk at the endometrial/peritoneal interface: role in the pathophysiology of endometriosis.,"                $715,060","                      $0","5 yrs 0 mth "
"Alam, Faiyza S",University of Toronto,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Measuring ventilation in lungs using a novel inert fluorinated (19F) gas multiple breath wash-out MRI technique to quantify treatment response in preschoolers with cystic fibrosis,"                 $17,500","                      $0","1 yr 0 mth "
"Alani, Taslim","Lakehead University (Thunder Bay, Ontario)",Doctoral Research Award - PA: IAPH Quantitative Research,201210DQU,Doctoral Research Awards - B,Healing the Whole Self: Developing a Holistic Group Psychotherapy for First Nations Women with Experiences of Intimate Partner Violence,"                $108,000","                      $0","3 yrs 0 mth "
"Al-Baldawi, Zobaida",University of Ottawa,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Health care networks for children with inherited metabolic diseases: a mixed methods study of family perceptions of relational continuity and care coordination,"                 $17,500","                      $0","1 yr 0 mth "
"Albert, Paul R",University of Ottawa,Operating Grant,201203MOP,Pharmacology & Toxicology,Coupling domains of the 5-HT1A receptor,"                $517,660","                      $0","5 yrs 0 mth "
"Alchini, Ricardo",McGill University,Doctoral: Vanier Canada Graduate Scholarships,201211CGV,Vanier Canada Graduate Scholarships CIHR,The Manipulation of 14-3-3 Proteins to Promote Axonal Regeneration after Injury,"                $150,000","                      $0","3 yrs 0 mth "
"Alderson, Thomas R",University of Toronto,CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Cellular destruction at the atomic level: understanding the dynamic activation and regulation of caspase proteases,"                 $45,000","                      $0","1 yr 0 mth "
"Al-Dujaili, Hashem",University of Toronto,"Undergraduate: Mobility, musculoskeletal health and arthritis - ICS",201201SMA,"Undergraduate: Mobility, musculoskeletal health & arthritis - IMHA",Apoptotic Osteocytes Promote Chondrocyte Apoptosis via Soluble Factors,"                  $4,950","                      $0","0 yr 3 mths "
"Al-Ghabkari, Abdulhameed",McGill University,CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Defining mechanisms of action and intervention of Met oncogenic variants in human cancers,"                $135,000","                      $0","3 yrs 0 mth "
"Al Hakeem, Hiba",University of Windsor (Ontario),Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Move&Connect-Caregivers: A feasibility study of a group-based online intervention for caregivers of youth with prolonged concussion symptoms,"                 $17,500","                      $0","1 yr 0 mth "
"Alimohamed, Nimira S",University Health Network (Toronto),Fellowship - PA: CIHR/Rx&D - CAMO Research Program,201210XCA,Health Research Training B - HP,Bone Targeted Therapy for Prostate Cancer in Canada: Practice Patterns and Impact on Outcomes,"                 $27,500","                      $0","1 yr 0 mth "
"Alipour, Misagh",University of Alberta,Fellowship - Priority Announcement - Inflammatory Bowel Disease,201210IBD,Fellowships - Post-PhD,The Interaction of Microbial Pathogens and the Intestinal Epithelial Lining: Contributions of Inflammatory Cell Death and Barrier Disruption to Inflammatory Bowel Diseases,"                 $45,000","                      $0","2 yrs 0 mth "
"Ali, Tahir",University of Calgary,CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Brain-specific enzyme cholesterol 24-hydroxylase (Cyp46A1) as a novel therapeutic target in human prion diseases,"                $135,000","                      $0","3 yrs 0 mth "
"Al-Jaishi, Ahmed",Ottawa Hospital Research Institute,CIHR Fellowship,202012MFE,Health Research Training A - Post-PhD (HTA),Methodological issues in the design and analysis of cluster randomized controlled trials in hemodialysis,"                $135,000","                      $0","3 yrs 0 mth "
"Allan, Katherine S",Direct Payment,Travel Awards - Institute Community Support,201201ISU,Institute of Circulatory and Respiratory Health,Cardiotoxic Neighbourhoods: Does where you live affect your risk for out-of-hospital cardiac arrest?,"                    $800","                      $0","0 yr 1 mth "
"Allan, Kristina J",Children's Hospital of Eastern Ontario Research Institute Inc,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201210GSD,Doctoral Research Awards - A,Enhancing the therapeutic efficacy of oncolytic vaccinia virus using functional genomics,"                $105,000","                      $0","3 yrs 0 mth "
"Allan, Kristina J",University of Ottawa,Doctoral: Vanier Canada Graduate Scholarships,201211CGV,Vanier Canada Graduate Scholarships CIHR,Enhancing the therapeutic efficacy of oncolytic vaccinia virus using functional genomics,"                $150,000","                      $0","3 yrs 0 mth "
"Allard Brown, Aysha",University of British Columbia,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Assessing the Effect of Hemodynamic Management and Thromboembolic Prophylaxis on Spinal Cord Hemorrhage After Traumatic Injury in a Porcine Model,"                 $17,500","                      $0","1 yr 0 mth "
"Allard, Johane P",University of Toronto,Operating Grant,201203MOP,"Nutrition, Food & Health",Non-Alcoholic Fatty Liver Disease: Role of Intestinal Microbiota and n-3 Polyunsaturated Fatty Acid Supplementation,"                $363,053","                      $0","3 yrs 6 mths "
"Allard, Johane P",University Health Network (Toronto),Operating Grant,201209MOP,"Nutrition, Food & Health",Role of intestinal microbiota in non-alcoholic fatty liver disease pre and post bariatric surgery,"                $522,167","                      $0","3 yrs 6 mths "
"Allen, Bruce G",Montreal Heart Institute,Operating Grant,201209MOP,Pharmacology & Toxicology,Intracrine endothelin signalling in the cardiac ventricular myocyte,"                $649,329","                      $0","5 yrs 0 mth "
"Allen, Prudence",University of Western Ontario,Planning Grants: Priority Announcement - Reproductive and Child Health,201206MRP,Planning Grants,Exploring factors that influence the implementation of an evidence-based auditory processing abilities protocol to improve audiologic assessment & treatment for Canadian children,"                 $19,000","                      $0","1 yr 0 mth "
"Allen, Ryan","Simon Fraser University (Burnaby, B.C.)",Operating Grant,201203MOP,"Public, Community & Population Health 2",A Randomized Air Filter Intervention Study of Air Pollution and Fetal Growth in a Highly Polluted Community,"                $276,267","                      $0","3 yrs 0 mth "
"Allen-Scott, Lisa K",University of Calgary,Canada Graduate Scholarships - Michael Smith Foreign Study Supplements,201202FSS,Special Cases - Awards Programs,Understanding the role of community capacity for mitigation of unintended harms associated with an insecticide-treated net public health intervention in rural Tanzania.,"                  $5,800","                      $0","0 yr 3 mths "
"Allison, Kenneth R","Ontario Agency for Health Protection and Promotion (Toronto, Ontario)",Planning Grants: Priority Announcement - Reproductive and Child Health,201210MRP,Planning Grants,Sparking Life Physical Activity Intervention: Evaluation Team Development,"                 $22,210","                      $0","1 yr 0 mth "
"Allison, Paul J; Taylor, James; Dawson, Aimée; Mcnally, Mary E; Pani, Sharat C; Quiñonez, Carlos R; Schroth, Robert J; Siqueira, Walter L",McGill University,Oral Health and Oral Health Care of Canadians,202012OHO,Oral Health and Oral Health Care of Canadians,"The oral health of Canadians: an investigation of status and disease burden, access to care, risk determinants, and associations with systemic health and well-being","              $3,300,000","                      $0","3 yrs 0 mth "
"Allott, Jennifer S",University of Toronto,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Modelling the interactome of Diphtheria Toxin with the promiscuous biotinylating enzyme TurboID,"                 $17,500","                      $0","1 yr 0 mth "
"Alman, Benjamin A",Hospital for Sick Children (Toronto),Operating Grant,201209MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Molecular mechanisms in Fracture and Wound healing.,"                $930,804","                      $0","5 yrs 0 mth "
"Alman, Benjamin A",Hospital for Sick Children (Toronto),Operating Grant,201203MOP,Cancer Progression & Therapeutics,Characterizing the Sarcoma Tumor Initiating Cell: Implications for the Development of Novel Treatments for Undifferentiated Pleomorphic Sarcoma,"                $732,722","                      $0","5 yrs 0 mth "
"Almost, Joan; Wolff, Angela C","Queen's University (Kingston, Ontario)",Knowledge Synthesis Grant,201210KRS,Knowledge Synthesis Grant,Positive and Negative Behaviours in Workplace Relationships:  A Scoping Review,"                 $50,000","                      $0","1 yr 0 mth "
"Altaany, Zaid",Direct Payment,Travel Awards - Institute Community Support,201201ISU,Institute of Circulatory and Respiratory Health,Gasotransmitters Role in Vascular Function,"                    $800","                      $0","0 yr 1 mth "
"Altier, Christophe",University of Calgary,Operating Grant,201203MOP,Molecular & Cellular Neurosciences - B,REGULATION OF NOCICEPTIVE TRANSIENT RECEPTOR POTENTIAL (trps) CHANNELS BY PRO-INFLAMMATORY MEDIATORS,"                $560,890","                      $0","5 yrs 0 mth "
"Alvarado, Beatriz E; Cubillos, Miguel; Adam, Barry D; Betancourt, Gerardo","Queen's University (Kingston, Ontario)",Catalyst Grant: HIV/AIDS CBR Program - General Stream,201204CDE,HIV/AIDS Community-Based Research - General Stream (Merged),Pilot implementation of Mano en Mano: a community based HIV prevention intervention in Gay and other MSM Latino Populations in Canada and Colombia,"                 $32,490","                      $0","1 yr 0 mth "
"Alvarado, Beatriz E; Jolly, Ann M","Queen's University (Kingston, Ontario)",Operating Grant - PA: HIV/AIDS Bridge Funding - Health Services/Pop Hlth Stream,201203HIB,"Public, Community & Population Health","Social dynamics of HIV, Syphilis, Chlamydia and Gonorrhea risk in vulnerable populations from Columbia and Canada.","                $100,000","                      $0","1 yr 0 mth "
"Alvarez, Elizabeth",McMaster University,Doctoral: Vanier Canada Graduate Scholarships,201211CGV,Vanier Canada Graduate Scholarships CIHR,"The development, implementation and evaluation of a health systems guidance workbook: Supporting the contextualization of the World Health Organization's 'Optimizing the delivery of key interventions to attain Millennium Development Goals 4 and 5' (Optimize4MNH) guidance at the national level","                $150,000","                      $0","3 yrs 0 mth "
"Alvaro, Celeste; Harvey, Clifford; Atkinson, Cheryl A",Ryerson University (Toronto),Partnerships for Health System Improvement (PHSI),201211PHE,Partnerships for Health System Improvement,Assessing the impact of healthcare facility design on health outcomes: Implications for strategic investments in design,"                $252,009","                      $0","3 yrs 0 mth "
"Amatullah, Hajera",Direct Payment,Travel Awards - Institute Community Support,201201ISU,Institute of Circulatory and Respiratory Health,The role of DJ-1 in sepsis-induced multi-organ failure,"                    $800","                      $0","0 yr 1 mth "
"Ambacher, Kristin K",University of Western Ontario,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201210GSD,Doctoral Research Awards - A,Kinase control of Bax-mediated neuronal apoptosis,"                 $70,000","                      $0","2 yrs 0 mth "
"Amed, Shazhan; Dixson, Donna E; Vugteveen, Christina",University of British Columbia,Operating Grant: Knowledge to Action,201210KAL,Operating Grant: Knowledge to Action,"Tele-SCOPE - Translation, Evaluation and Learnings Exchanged for Sustainable Childhood Obesity Prevention Through Community Engagement","                $198,790","                  $1,200","2 yrs 0 mth "
"Amelard, Robert",University Health Network (Toronto),CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Non-intrusive monitoring of fluid congestion and exercise capacity for predicting heart failure outcomes,"                 $45,000","                      $0","1 yr 0 mth "
"Amirault, Marni D","Communities, Alliances & Networks (Vancouver)",Dissemination Events - Priority Announcement: HIV/AIDS,201210MHI,Dissemination Events Grants,Wise Practices VI: Creating opportunities for Knowledge Dissemination in the Aboriginal HIV & AIDS CBR Community,"                 $22,500","                      $0","1 yr 0 mth "
"Amos, Sally",Direct Payment,Travel Awards - Institute Community Support,201209ISU,Institute of Cancer Research,Identification of factors modulating sensitivity to T-cell infiltration in the breast cancer setting via next-generation sequencing,"                  $1,000","                      $0","0 yr 3 mths "
"Amram, Ofer","Simon Fraser University (Burnaby, B.C.)",Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201210GSD,Doctoral Research Awards - B,Spatial epidemiology of child and youth injury in Canada,"                $105,000","                      $0","3 yrs 0 mth "
"Amrani, Abdelaziz",Universit&eacute; de Sherbrooke,Operating Grant - Priority Announcement: Infection and Immunity (Bridge Funding),201209III,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Role of STAT5b in the protection against diabetes,"                $100,000","                      $0","1 yr 0 mth "
"Anand, Sonia S",McMaster University,Operating Grant,201203MOP,Clinical Investigation - D: Cardiovascular Systems,South Asian HeArt Risk Assessment (SAHARA) Project,"                $407,253","                      $0","3 yrs 0 mth "
"Anand, Sonia S",McMaster University,Operating Grant: Programmatic Grants in Food and Health - LOI,201205FHL,Operating Grant: Programmatic Grants in Food and Health - LOI,Understanding the impact of maternal and infant nutrition on infant/child health in the first 5 years of life,"                      $0","                      $0","1 yr 0 mth "
"Ancuta, Petronela",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Catalyst Grant: Innovation in HIV Vaccine and HIV Cure Research,201211CHR,HIV Vaccine and Cure Research,Establishment of Long-Lived HIV-1 Reservoirs in Naive Th17 Precursors: Implications for the Cure,"                $100,000","                      $0","1 yr 0 mth "
"Andersen, Elizabeth A",University of British Columbia,Planning Grants,201210KPE,Planning Grants,An Environmental Scan of Provincial Long-Term Care Staffing Models,"                 $23,785","                      $0","1 yr 0 mth "
"Anderson, David R",Nova Scotia Health Authority (Halifax),Operating Grant,201203MOP,Randomized Controlled Trials,Extended Venous Thromboembolism Prophylaxis Comparing Rivaroxaban to Aspirin Following Total Hip and Knee Arthroplasty (EPCAT II),"              $3,044,877","                      $0","4 yrs 0 mth "
"Anderson, Deborah H",University of Saskatchewan,Operating Grant - PA: Regional Partnership Program - Saskatchewan,201203RSN,Molecular & Cellular Biology of Cancer,Regulation of PTEN,"                $140,159","                      $0","2 yrs 0 mth "
"Anderson, Geoffrey M; Sinha, Samir K",University of Toronto,Healthcare Renewal Policy Analysis-Institute of Aging,201209HIA,Healthcare Renewal Policy Analysis,Creating a Sustainable System of Care for Older People with Complex Needs: Learning from International Experience,"                $132,425","                      $0","1 yr 0 mth "
"Anderson, Kelly K",Direct Payment,CIHR Fellowship,201202MFE,Health Research Training A - Post-PhD (HTA),Stigma Associated with a High-Risk State for Psychosis among Adolescents and Young Adults,"                $100,000","                      $0","2 yrs 0 mth "
"Anderson, Nicole D",Baycrest Centre for Geriatric Care (Toronto),Operating Grant,201203MOP,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",Effects of errors on memory performance and brain activity in healthy younger and older adults,"                $280,070","                      $0","3 yrs 0 mth "
"Anderson, Nicole M",University of Alberta,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Singe Centre Experience with Total Body Cooling for Neonatal Hypoxic Ischemic Encephalopathy: Neurodevelopmental Risk Factors and Prognostication,"                 $17,500","                      $0","1 yr 0 mth "
"Andersson, Neil; Sioui, George",CIET Canada (Ottawa),Operating Grant: Programmatic Grants in Food and Health - LOI,201205FHL,Operating Grant: Programmatic Grants in Food and Health - LOI,Revitalising traditional foodways and diabetes prevention: a research program with First Nations communities,"                      $0","                      $0","1 yr 0 mth "
"Andrews, Brenda J; Boone, Charles M",University of Toronto,Operating Grant,201203MOP,Genomics: Systems and computational biology,From phenotypes to pathways: global exploration of cellular networks using yeast phenomics,"                $942,459","                      $0","5 yrs 0 mth "
"Anema, Aranka",Direct Payment,Banting Postdoctoral Fellowship Program,201211BPF,Banting Postdoctoral Fellowships Program,Assessing the relationship between climate change and food-borne diseases: Leveraging technology and scientific evidence to predict global food-borne disease outbreaks,"                $140,000","                      $0","2 yrs 0 mth "
