Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Ainsley, Emily N",University of Alberta,Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,Assessing the central and peripheral contributions to electrically-evoked contractions,"                 $17,500","                      $0","1 yr 0 mth "
"Airo, Adriana M",University of Alberta,Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,Role of the West Nile virus-encoded membrane protein NS4A in modulating the barrier function of tight junctions: Implications for neuroinvasive disease,"                 $17,500","                      $0","1 yr 0 mth "
"Ako-Arrey, Denis E",Direct Payment,Travel Awards - Institute Community Support,201405ISU,Institute of Health Services and Policy Research,Health Systems Guidelines Appraisal Tool: Better Guidelines for Better Health Systems,"                  $1,500","                      $0","0 yr 3 mths "
"Alary, Michel",Universit&eacute; Laval,Foundation Grant,201409FDN,Foundation Grant,Vers des approches plus efficientes en prévention du VIH et en santé reproductive au travers une approche d'équité en santé: programme de recherche  interventionnelle chez les femmes travailleuses du sexe en Afrique de l'Ouest.,"              $4,641,090","                      $0","7 yrs 0 mth "
"Alberga, Angela S",University of Calgary,Banting Postdoctoral Fellowship Program,201409BPF,Banting Postdoctoral Fellowships Program,Weight bias in the health and education sectors: Implications for population and public health,"                $140,000","                      $0","2 yrs 0 mth "
"Albert, Alexandra",Laurentian University of Sudbury,Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,Implication of Cognition on the Navigation of an AAC Device with Children who have Complex Communication Needs,"                 $17,500","                      $0","1 yr 0 mth "
"Alexander, Robert T",University of Alberta,Operating Grant,201403MOP,"Hematology, Digestive Disease & Kidney","Sodium, Claudin-14 and the (Patho)Physiology of (Hyper)Calciuria and Kidney Stone Formation","                $713,608","                      $0","5 yrs 0 mth "
"Alfieri, Carolina","Centre hospitalier universitaire Sainte-Justine (Montr&eacute;al, Qu&eacute;bec)",Proof of Principle Program - Phase I,201402PPP,Proof of Principle,Development of a peptide mimetic vaccine for prevention of Epstein-Barr virus infectious mononucleosis and related cancers.,"                $159,612","                      $0","1 yr 0 mth "
"Al-Ghabkari, Abdulhameed",Direct Payment,Travel Awards - Institute Community Support,201401ISU,Institute of Circulatory and Respiratory Health,Examining the Role of Zipper-Interacting Protein Kinase (ZIPK) in Smooth Muscles Contraction.,"                    $500","                      $0","0 yr 3 mths "
"Al-Harbi, Samah",Direct Payment,Travel Awards - Institute Community Support,201401ISU,"Institute of Human Development, Child and Youth Health","Functional Recovery in critically ill children. The""Wee-Cover"" Pilot Study","                  $1,000","                      $0","0 yr 3 mths "
"Allanach, Jessica R",University of British Columbia,Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,Evaluation of the role of latent gammaherpesvirus infection in B cells in the development of EAE,"                 $17,500","                      $0","1 yr 0 mth "
"Allan, Beverly","Simon Fraser University (Burnaby, B.C.)",Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,Transplacental mutagenesis of benzo(a)pyrene in mouse,"                 $17,500","                      $0","1 yr 0 mth "
"Allan, Billie",Unity Health Toronto,Planning and Dissemination Grant - Institute Community Support,201402PCS,Planning and Dissemination - IIPH,"First Peoples, second class treatment: Examining the role of racism in the health and well-being of Indigenous peoples","                 $10,000","                      $0","1 yr 0 mth "
"Allard, Johane P; Gaisano, Herbert Y",University of Toronto,Team Grant: Bariatric Care - Mechanisms underlying bariatric procedures,201407TB2,Bariatric Care,Exploiting the therapeutic effects of the fecal microbiome in bariatric care,"              $1,375,000","                      $0","5 yrs 0 mth "
"Allen, Christine J; Reilly, Raymond M; Sridhar, Srikala S",University of Toronto,Operating Grant,201403MOP,Cancer Progression & Therapeutics,Targeted Polymeric Nanotechnology for Multi-Modality Treatment of HER2 Positive Breast Cancer,"                $492,845","                      $0","4 yrs 0 mth "
"Allman, Brian",University of Western Ontario,Operating Grant,201403MOP,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition","Tinnitus, Chronic Stress and Auditory Cortex Plasticity","                $538,166","                      $0","5 yrs 0 mth "
"Almeida, Fernanda R; Huynh, Nelly",University of British Columbia,Operating Grant,201403MOP,Respiratory System,Adherence and preference of Continuous Positive Airway Pressure versus Mandibular Advancement Splints in Obstructive Sleep Apnea patients: a randomized trial.,"                $364,966","                      $0","3 yrs 0 mth "
"Alvarez, Elizabeth",McMaster University,Canada Graduate Scholarships - Michael Smith Foreign Study Supplements,201406FSS,Special Cases - Awards Programs,Examining the process of using a knowledge translation workbook to contextualize global health systems guidance in policy development at the national or subnational level,"                  $6,000","                      $0","0 yr 4 mths "
"Al-Yawer, Faisal","Concordia University (Montreal, Quebec)",Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,The impact of Cognitive Training on EEG Coherence and Divided Attention in Healthy Older Adults,"                 $17,500","                      $0","1 yr 0 mth "
"Amsden, Brian G","Queen's University (Kingston, Ontario)",Operating Grant,201403MOP,Biomedical Engineering,Biomimetic Scaffold for Ligament Tissue Engineering,"                $409,478","                      $0","4 yrs 0 mth "
"Anandakumaran, Priya N",University of Toronto,Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,Co-Delivery of Neuronal Precursor Cells and Enzymes to Promote Regeneration of the Injured Spinal Cord,"                 $17,500","                      $0","1 yr 0 mth "
"Anand, Sonia S",McMaster University,Foundation Grant,201409FDN,Foundation Grant,"Deciphering the causes of, and developing interventions to reduce, cardio-metabolic risk factors among ethnic groups in Canada","              $2,322,187","                      $0","7 yrs 0 mth "
"Anand, Sonia S; Toth, Ellen L; Wahi, Gita",McMaster University,Operating Grant - PA: Aboriginal Ways of Knowing and Two-eyed Seeing (Bridge),201403AWT,Aboriginal Peoples' Health,Aboriginal Birth Cohort (ABC) Project,"                $100,000","                      $0","1 yr 0 mth "
"Anand, Sonia S",McMaster University,Operating Grant - Randomized Controlled Trials Mentoring Program,201410MTO,Special Cases,Randomized Controlled Trial Mentorship Plan,"                 $20,000","                      $0","2 yrs 0 mth "
"Ancuta, Petronela",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Planning and Dissemination Grant - Institute Community Support,201408PCS,Planning and Dissemination - HIV/AIDS and/or STBBIs,The CRCHUM Symposia on Research Priorities Toward a Cure in Chronic Viral Infectious Diseases: From Pathogen Sensing to Eradication,"                 $10,000","                      $0","1 yr 0 mth "
"Anderson, Deborah H",University of Saskatchewan,Operating Grant,201405MOP,Cancer Progression & Therapeutics,Targeting Metastatic Breast Cancer,"                $100,000","                      $0","1 yr 0 mth "
"Anderson, Geoffrey M; Kennedy, Nancy; Bhattacharyya, Onil",University of Toronto,SPOR PIHCI Network: Management & Operations Grant,201411SPN,SPOR Network in Primary & Integrated Health Care Innovations,Better Access and Care for Complex Needs (BeACCON),"                $500,000","                      $0","5 yrs 0 mth "
"Anderson, Geoffrey M; Kennedy, Nancy; Bhattacharyya, Onil",University of Toronto,SPOR Network in Primary and Integrated Health Care Innovations - Ontario,201401SN6,SPOR Network in Primary & Integrated Health Care Innovations,Better Access and Care for Complex Needs (BEACCON),"                 $75,000","                      $0","1 yr 0 mth "
"Anderson, Kirsten",Universit&eacute; de Montr&eacute;al,Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,The Effects of Music on Agitation in Patients During Recovery from Moderate and Severe Traumatic Brain Injury,"                 $17,500","                      $0","1 yr 0 mth "
"Andrews, Brenda J",University of Toronto,Foundation Grant,201409FDN,Foundation Grant,Systems Genetics & Cell Biology: Mapping Biological Pathways in the Eukaryotic Cell,"              $6,059,699","                      $0","7 yrs 0 mth "
"Andrews, David W","Sunnybrook Research Institute (Toronto, Ontario)",Foundation Grant,201409FDN,Foundation Grant,Assembly of apoptotic as well as additional protein complexes on sub-cellular membranes,"              $2,680,207","                      $0","7 yrs 0 mth "
"Andrews, June",Direct Payment,Best Brains Exchange Travel Award,201404BBR,Special Cases - Awards Programs,"Best Brains Exchange: 'Building a Dementia Strategy for Nova Scotia', October 14, 2014, Halifax.","                  $3,918","                      $0","1 yr 0 mth "
"Anis, Aslam H",University of British Columbia,Planning and Dissemination Grant - Institute Community Support,201408PCS,Planning and Dissemination - HIV/AIDS and/or STBBIs,Engaging Bangladeshi Partners in Clinical Trials,"                  $9,945","                      $0","1 yr 0 mth "
"Anis, Aslam H",University of British Columbia,Planning and Dissemination Grant - Institute Community Support,201408PCS,Planning and Dissemination - III,Engaging Bangladeshi Partners in Cohort Development,"                  $9,965","                      $0","1 yr 0 mth "
"Anmole, Gursev S","Simon Fraser University (Burnaby, B.C.)",Travel Awards - Institute Community Support,201409ISU,HIV/AIDS and/or other Sexually Transmitted and Blood-borne Infections (STBBIs).,Construction of a Novel Chimeric T Cell Antigen Receptor That Targets HIV gp120 on Reactivating Cells,"                  $1,500","                      $0","1 yr 0 mth "
"Ansaldo, Ana Ines","CIUSSS du Centre-Sud-de-l'&Icirc;le-de-Montr&eacute;al (Montr&eacute;al, Qu&eacute;bec)",Operating Grant,201403MOP,Behavioural Sciences - B: Clinical Behavioural Sciences,Triggering Neuroplasticity in Chronic Aphasia: Identifying  the brain signs that predict good response to two language therapies,"                $370,741","                      $0","4 yrs 0 mth "
"Anstett, Kaitlin",Direct Payment,Travel Awards - Institute Community Support,201405ISU,HIV/AIDS and/or other Sexually Transmitted and Blood-borne Infections (STBBIs).,Characterization of Dolutegravir Resistance Mutation R263K by Combination with Primary INSTI Resistance Mutations,"                  $1,500","                      $0","0 yr 3 mths "
"Anthony, Samantha J",Direct Payment,Travel Awards - Institute Community Support,201401ISU,Institute of Circulatory and Respiratory Health,"Symbolism of the Heart as a Transplanted Organ: ""You realize you have someone else's heart and it's kind of weird""","                    $900","                      $0","0 yr 3 mths "
"Antoniou, Tony; Dicenso, Anne Marie; Strike, Carol J",Unity Health Toronto,Catalyst Grant: HIV/AIDS CBR Program - General Stream,201404CDE,HIV/AIDS Community-Based Research (merged),From prison to community: removing barriers to care for formerly incarcerated persons with HIV,"                 $32,850","                      $0","1 yr 0 mth "
"Aoudjit, Fawzi",Universit&eacute; Laval,Operating Grant,201403MOP,Cancer Biology & Therapeutics,Elucidating the role of alpha2beta1 integrin in the chemoresistance of acute lymphoblastic leukemia.,"                $567,520","                      $0","5 yrs 0 mth "
"Aoyama, Kazuyoshi",Direct Payment,Travel Awards - Institute Community Support,201401ISU,Institute of Circulatory and Respiratory Health,Incidence of Peripartum Cardiomyopathy in Canada -First Canadian Population based Study-,"                    $900","                      $0","0 yr 3 mths "
"Aparicio, Samuel J",Direct Payment,Canada Research Chairs - CIHR Funded,201410T1C,Special Cases - Awards Programs,Canada Research Chair Tier 1,"              $1,400,000","                      $0","7 yrs 0 mth "
"Arbour, Nathalie",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Operating Grant,201403MOP,Immunology & Transplantation,Role of IL-15 in multiple sclerosis,"                $693,204","                      $0","5 yrs 0 mth "
"Archer, Stephen L","Queen's University (Kingston, Ontario)",Foundation Grant,201409FDN,Foundation Grant,Mitochondrial Dynamics and Metabolism in Pulmonary Arterial Hypertension,"              $3,962,472","                      $0","7 yrs 0 mth "
"Arif, Arif A",University of British Columbia,Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,Mechanism of inflammation induced metastasis.,"                 $17,500","                      $0","1 yr 0 mth "
"Armstrong, Marcia",Direct Payment,Planning and Dissemination Grant - Institute Community Support,201408PCS,Planning and Dissemination - ICR,Development and publication of a scientific framework on Canadian priorities for pancreatic cancer research.,"                  $8,520","                      $0","1 yr 0 mth "
"Armstrong, Ryden",University of Calgary,Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,The Effects of General Anesthetics on Synaptogenesis,"                 $17,500","                      $0","1 yr 0 mth "
"Arora, Rakesh C; Duhamel, Todd A; Giacomantonio, Nicholas B; Hassan, Ansar",University of Manitoba,Operating Grant,201403MOP,Clinical Investigation - D: Cardiovascular Systems,The PREHAB Study - Pre-operative REhabilitation for reduction of Hospitalization After coronary Bypass and valvular surgery,"                $619,784","                      $0","4 yrs 0 mth "
"Arpin, Emmanuelle",Universit&eacute; de Montr&eacute;al,Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,La vulnérabilité sexuelle chez les jeunes: une étude des déterminants sociaux et des stratégies de ciblage en milieu clinique,"                 $17,500","                      $0","1 yr 0 mth "
"Asbridge, Mark; Newton, Sandra M",Dalhousie University (Nova Scotia),Knowledge Synthesis Grant,201404KRS,Knowledge Synthesis Grant,Effectiveness of booster seats in reducing injury and mortality in children 6 to 10 years of age: a systematic review of observational studies.,"                 $60,000","                      $0","1 yr 0 mth "
"Ashcroft, Rachelle R",Direct Payment,Travel Awards - Institute Community Support,201405ISU,Institute of Health Services and Policy Research,An exploratory study of the incentives and disincentives influencing quality of care for depression and anxiety in Ontario Family Health Teams - physicians' perspectives,"                  $1,500","                      $0","0 yr 3 mths "
"Ashe, Maureen C; Waddell, James; Mckay, Heather A",University of British Columbia,Team Grant: Boys' and Men's Health  - LOI,201402TEI,Team Grant: Boy's and Men's Health,Break Free - Building Bone Strength Across the Lifespan,"                 $10,000","                      $0","1 yr 0 mth "
"Ashley-Martin, Jillian",Direct Payment,Travel Awards - Institute Community Support,201401ISU,"Institute of Human Development, Child and Youth Health",Prenatal exposure to heavy metals and perfluoroalkyl acids and umbilical cord blood levels of immune system biomarkers in a Canadian birth cohort,"                  $1,000","                      $0","0 yr 3 mths "
"Astell, Arlene J",Direct Payment,Planning and Dissemination Grant - Institute Community Support,201408PCS,Planning and Dissemination - IA,Planning a new integrated approach to dementia care,"                 $20,000","                      $0","1 yr 0 mth "
"Atkinson, Stephanie A",Direct Payment,Best Brains Exchange Travel Award,201404BBR,Special Cases - Awards Programs,"Best Brains Exchange: ''Vitamin D fortification of the food supply: Are changes to the existing vitamin D policy warranted?'' March 6, 2015, Ottawa.","                  $2,015","                      $0","1 yr 0 mth "
"Atzema, Clare L","Sunnybrook Research Institute (Toronto, Ontario)",Planning and Dissemination Grant - Institute Community Support,201408PCS,Planning and Dissemination - IA,Addressing the Frequency and Timeliness of Follow-up Care After a Visit to the Emergency Department in Patients with Chronic Disease,"                 $20,000","                      $0","1 yr 0 mth "
"Aubert, Isabelle","Sunnybrook Research Institute (Toronto, Ontario)",Operating Grant,201403MOP,Biological and Clinical Aspects of Aging,Brain degeneration and regeneration in preclinical models of Alzheimer's disease,"                $981,308","                      $0","5 yrs 0 mth "
"Aubrecht, Catherine M",Direct Payment,Travel Awards - Institute Community Support,201401ISU,Institute of Health Services and Policy Research,Governing through 'Impairment': A Critical Disability Studies Analysis of Dementia Care,"                  $1,130","                      $0","0 yr 3 mths "
"Auriat, Angela M",Direct Payment,Travel Awards - Institute Community Support,201401ISU,Institute of Circulatory and Respiratory Health,Constrained spherical deconvolution tractography improves sensitivity to white matter abnormalities in chronic stroke.,"                    $800","                      $0","0 yr 3 mths "
"Austin, Stephanie E",McGill University,Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,Public Health Adaptation to Climate Change Across Jurisdictions in OECD Countries,"                 $17,500","                      $0","1 yr 0 mth "
"Avis, Jillian L",Direct Payment,Travel Awards - Institute Community Support,201405ISU,"Institute of Nutrition, Metabolism and Diabetes",Attrition and the Management of Pediatric Obesity: An Integrative Review,"                  $1,470","                      $0","0 yr 3 mths "
"Awadalla, Philip","Centre hospitalier universitaire Sainte-Justine (Montr&eacute;al, Qu&eacute;bec)",Planning and Dissemination Grant - Institute Community Support,201402PCS,Planning and Dissemination - CSO,"Population Biobanks, Big Data and Next-Generation Technologies in the Era of Personalized Medicine","                 $25,000","                      $0","1 yr 0 mth "
"Ayaub, Ehab",McMaster University,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201410GSD,Doctoral Research Awards - A,Selective inhibition of Unfolded Protein Response-mediated XBP-1 splicing to prevent progression of inflammatory and fibrotic chronic lung disease,"                $105,000","                      $0","3 yrs 0 mth "
"Ayeni, Olufemi; Bhandari, Mohit",McMaster University,Operating Grant,201403MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Femoroacetabular Impingement Randomized Controlled Trial (FIRST),"                $345,314","                      $0","3 yrs 0 mth "
"Azad, Meghan",Direct Payment,Travel Awards - Institute Community Support,201401ISU,"Institute of Nutrition, Metabolism and Diabetes","Breastfeeding, infant gut microbiota, and early childhood overweight","                  $1,500","                      $0","0 yr 3 mths "
"Azar, Marleine",McGill University,Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,Structural Neural Correlates of Cognitive Insight in Schizophrenia,"                 $17,500","                      $0","1 yr 0 mth "
"Azimi, Ashkan",University of Toronto,Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,Assessing the pluripotential capacity of adult-derived primitive neural stem cells in the murine brain,"                 $17,500","                      $0","1 yr 0 mth "
"Azimi, Farshad",University of Toronto,Doctoral Research Award - Priority Announcement: HIV/AIDS - Basic Science,201410HBA,Doctoral Research Awards - A,Structural and functional studies at the HIV-1 viral infectivity factor-APOBEC3 axis,"                $105,000","                      $0","3 yrs 0 mth "
"Azoulay, Laurent",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Foundation Grant,201409FDN,Foundation Grant,Cancer pharmacoepidemiology: a population-based assessment of the risks of prescription drugs in vulnerable populations,"                $852,701","                      $0","5 yrs 0 mth "
"Babaeijandaghi, Farshad",University of British Columbia,Doctoral: Vanier Canada Graduate Scholarships,201411CGV,Vanier Canada Graduate Scholarships CIHR,Role and Phenotype of Different Macrophage Subsets and Their Interaction With Fibro/Adipogenic Progenitors in Tissue Regeneration and Fibrosis,"                $150,000","                      $0","3 yrs 0 mth "
"Babchishin, Kelly M",University of Ottawa,CIHR Fellowship,201411MFE,Health Research Training A - Post-PhD (HTA),CAUSAL CORRELATES FOR SEXUAL OFFENDING: EVIDENCE FROM A LONGITUDINAL STUDY,"                 $90,000","                      $0","2 yrs 0 mth "
"Babchishin, Kelly M",University of Ottawa,Banting Postdoctoral Fellowship Program,201409BPF,Banting Postdoctoral Fellowships Program,Causal risk factors for sexual offending: Evidence from a longitudinal study,"                $140,000","                      $0","2 yrs 0 mth "
"Babineau, Vanessa",McGill University,Doctoral: Vanier Canada Graduate Scholarships,201411CGV,Vanier Canada Graduate Scholarships CIHR,"The development of dysregulation from 3 months to 6 years of age:  The interplay of plasticity genes, pre- and postnatal exposure, and early mother-child interaction","                $150,000","                      $0","3 yrs 0 mth "
"Babineau, Vanessa",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Travel Awards - Institute Community Support,201409ISU,"Institute of Human Development, Child and Youth Health","The interplay of maternal mood, exposure to psychotropic medication and 5-HTTLPR in the development dysregulation","                  $1,000","                      $0","1 yr 0 mth "
"Babineau, Vanessa",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201410GSD,Doctoral Research Awards - B,"The development of dysregulation from 3 months to 6 years of age:  The interplay of plasticity genes, pre- and postnatal exposure, and early mother-child interaction","                $105,000","                      $0","3 yrs 0 mth "
"Babineau, Vanessa",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Doctoral Research Award: CGS-D to Honour Nelson Mandela,201410HMD,Special Cases - Awards Programs,"The development of dysregulation from 3 months to 6 years of age:  The interplay of plasticity genes, pre- and postnatal exposure, and early mother-child interaction","                $105,000","                      $0","3 yrs 0 mth "
"Babiuk, Lorne A",University of Alberta,CIHR Health Professional Student Research Award,201402CHP,Special Cases - Awards Programs,Nine (9) CIHR Health Professional Student Research Award vouchers.,"                 $38,259","                      $0","1 yr 0 mth "
"Bach, Horacio; Hafeli, Urs O",University of British Columbia,Operating Grant:Joint Programming Initiative on Antimicrobial Resistance(JPIAMR),201407JPG,Special Cases,"Investigating the Mechanism of Eradication of Multi Drug Resistant Bacteria by Inorganic (mixed metal oxides), Organic (antibiotic), and Protein-based Nanoparticles","                $297,723","                      $0","3 yrs 0 mth "
"Bader, Gary D",University of Toronto,Foundation Grant,201409FDN,Foundation Grant,From correlation to causation in genomics: identifying mechanisms underlying disease,"              $1,399,299","                      $0","7 yrs 0 mth "
"Badrov, Mark",University of Western Ontario,Canada Graduate Scholarships - Michael Smith Foreign Study Supplements,201410FSS,Special Cases - Awards Programs,"Chemoreflex, baroreflex, lung-stretch receptors, and drive-to-breathe: Interactions in autonomic responses to voluntary apnea","                  $6,000","                      $0","0 yr 3 mths "
"Baello, Stephanie",University of Toronto,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201410GSD,Doctoral Research Awards - A,The Role of Astrocytes in the Regulation of Multidrug Resistance at the Developing Blood-Brain Barrier,"                $105,000","                      $0","3 yrs 0 mth "
"Bah, Thierno M",Direct Payment,Travel Awards - Institute Community Support,201401ISU,Institute of Circulatory and Respiratory Health,Effects of Chronic Sleep Restriction on Cardiac Measures and Body Temperature in Rats,"                    $500","                      $0","0 yr 3 mths "
"Bailey, Janice L; MacFarlane, Amanda; Droit, Arnaud; Jacques, Hélène; Kimmins, Sarah; Trasler, Jacquetta M",Universit&eacute; Laval,Team Grant: Boys' and Men's Health  - General,201408TE1,Team Grant: Boy's and Men's Health,Father's lasting influence: Molecular foundations of intergenerational transmission of the paternal environment.,"              $1,494,000","                      $0","5 yrs 0 mth "
"Bailey, Janice L; MacFarlane, Amanda; Dewailly, Éric; Kimmins, Sarah; Trasler, Jacquetta M",Universit&eacute; Laval,Team Grant: Boys' and Men's Health  - LOI,201402TEI,Team Grant: Boy's and Men's Health,Father's lasting influence: Molecular foundations of transgenerational transmission of the paternal environment,"                 $10,000","                      $0","1 yr 0 mth "
"Bailey, Kristen M",Direct Payment,Travel Awards - Institute Community Support,201405ISU,"Institute of Human Development, Child and Youth Health",Services for Pediatric Chronic Pain in Canada: Results of a National Survey,"                  $1,000","                      $0","0 yr 3 mths "
"Bajic, Andrea",McGill University,Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,The effects of DNMT3B silencing on DNA methylation and tumorigenesis in a human embryonal tumor cell line,"                 $17,500","                      $0","1 yr 0 mth "
"Baker, Lindsay",Direct Payment,CIHR Fellowship,201411MFE,Fellowships - Post-PhD,A high-resolution view of death in bacteria: Providing new insight into antimicrobial efficacy and bacterial programmed cell death using cryogenic electron tomography,"                $100,000","                      $0","2 yrs 0 mth "
"Baker, Matthew D",Dalhousie University (Nova Scotia),Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,Using gait perturbations to understand knee function in individuals with osteoarthritis.,"                 $17,500","                      $0","1 yr 0 mth "
"Baker, Meaghan",University of Saskatchewan,Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,The experience of artists who use self-directed practice to cope with mental illness,"                 $17,500","                      $0","1 yr 0 mth "
"Bakker, Anna Myfanwy",University of British Columbia,Master's Award: Canada Graduate Scholarships,201412GSM,Special Cases - Awards Programs,Group Medical Visits: An Innovative Approach to Caring for Patients with Depression,"                 $17,500","                      $0","1 yr 0 mth "
"Ball, Geoff D; Birken, Catherine S; Hamilton, Jill K; Holt, Nicholas L; Masse, Louise C; Morrison, Katherine Mary",University of Alberta,Team Grant: Bariatric Care - Comparative hlth svs res to improve mgt of obesity,201407TB1,Bariatric Care,Team to Address Bariatric Care in Canadian Children (Team ABC3),"                $230,952","                      $0","5 yrs 0 mth "
