Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Ahmed, Sofia B",University of Calgary,CIHR Caf&eacute; Scientifique Program,201305SCI,CIHR Caf&eacute; Scientifique Program,Nutrition and Kidney Health,"                  $1,447","                      $0","1 yr 0 mth "
"Ahola Kohut, Sara H",Direct Payment,Travel Awards - Institute Community Support,201301ISU,"Institute of Human Development, Child and Youth Health",Virtual Peer-to-Peer Support for Youth with Chronic Pain,"                  $1,000","                      $0","0 yr 3 mths "
"Aita, Marilyn",Universit&eacute; de Montr&eacute;al,Randomized Controlled Trials: Mentoring,201303MTP,Randomized Controlled Trials: Mentoring,A Program of RCT Research on Developmental Care Interventions to Enhance Preterm Infants and Mothers Health Outcomes,"                $140,000","                      $0","2 yrs 0 mth "
"Aita, Marilyn",Direct Payment,Travel Awards - Institute Community Support,201301ISU,"Institute of Human Development, Child and Youth Health","Feasibility, acceptability and estimated effets of reducing NICU light and noise during kangaroo mother care on preterm infants' and mothers' outcomes","                  $1,000","                      $0","0 yr 3 mths "
"Akhabir, Loubna",Direct Payment,Travel Awards - Institute Community Support,201301ISU,Institute of Circulatory and Respiratory Health,Functional analysis of an asthma-associated single nucleotide polymorphism in TSLP,"                  $1,280","                      $0","0 yr 3 mths "
"Akimenko, Marie-Andrée",University of Ottawa,Operating Grant,201309MOP,Developmental Biology,Zebrafish fin regeneration: Cellular mechanisms.,"                $622,330","                      $0","5 yrs 0 mth "
"Ako-Arrey, Denis E",McMaster University,Dissemination Events,201310KDE,Dissemination Events Grants,Health Systems Guidance Appraisal Tool - Better Guidance For Better Health Systems,"                 $24,370","                      $0","1 yr 0 mth "
"Al-Abdul-Wahid, Mohamed Sameer",McGill University,Banting Postdoctoral Fellowship Program,201310BPF,Banting Postdoctoral Fellowships Program,"Structural and functional studies of Parkin, a protein implicated in Parkinson's disease","                $140,000","                      $0","2 yrs 0 mth "
"Alberga, Angela S",University of Ottawa,CIHR Synapse Mentorship Award,201301MEN,CIHR Synapse Mentorship Awards,"2013 Synapse Mentorship Award (Master's, doctoral student/postdoctoral fellow)","                  $5,000","                      $0","1 yr 0 mth "
"Alberta Innovates, .; Frank, Cyril B",Direct Payment,SPOR SUPPORT Units,201305SU1,SUPPORT Unit Adjudication Panel,The Alberta SPOR SUPPORT Unit,"             $24,250,372","                      $0","5 yrs 0 mth "
"Alexander, Robert T",University of Alberta,Operating Grant-PA: INMD Start Up Funds (bridge funding) - Clinician Scientists,201303PCL,"Hematology, Digestive Disease & Kidney","Sodium, Claudin-14 and the (Patho)Physiology of (Hyper)Calciuria and Kidney Stone Formation","                $100,000","                      $0","1 yr 0 mth "
"Alexander, Stephanie A",Direct Payment,Travel Awards - Institute Community Support,201305ISU,Institute of Population and Public Health - Travel Awards,"To be, or not to be reflexive...is this the question? Exploring reflexivity in health promotion","                  $2,479","                      $0","0 yr 3 mths "
"Al-Ghabkari, Abdulhameed",Direct Payment,Travel Awards - Institute Community Support,201301ISU,Institute of Circulatory and Respiratory Health,Examining the Role of Zipper-Interacting Protein Kinase (ZIPK) in Smooth Muscles Contraction.,"                  $1,200","                      $0","0 yr 3 mths "
"Alibhai, Shabbir M",University Health Network (Toronto),Operating Grant,201303MOP,"Psychosocial, Sociocultural & Behavioural Determinants of Health 2",An RCT and economic analysis of three exercise delivery methods in men with prostate cancer on ADT,"                $781,091","                      $0","5 yrs 0 mth "
"Allan, Douglas W",University of British Columbia,Operating Grant,201303MOP,Genetics,Maintenance of transcriptional networks in mature and aging neurons,"                $746,824","                      $0","5 yrs 0 mth "
"Allard, Catherine",Universit&eacute; de Sherbrooke,Master's Award: Canada Graduate Scholarships,201302GSM,Canada Graduate Scholarships Master's Awards A,Évaluation du rôle des modulations épigénétiques dans le promoteur de la leptine pour expliquer l'association entre l'exposition in utero à l'hyperglycémie maternelle et le risque d'obésité chez les enfants,"                 $17,500","                      $0","1 yr 0 mth "
"Allen, Christine J; Reilly, Raymond M; Sridhar, Srikala S",University of Toronto,Operating Grant - Priority Announcement: Breast Cancer,201309COP,Cancer Progression & Therapeutics,Targeted Polymeric Nanotechnology for Multi-Modality Treatment of HER2 Positive Breast Cancer,"                      $0","                      $0","1 yr 0 mth "
"Allen, Danielle E",University of Victoria (British Columbia),Master's Award: Canada Graduate Scholarships,201312GSM,Special Cases - Awards Programs,Filling the Gaps in Canadian Workplace Health and Safety Laws: A Case Study of Migrant Hospitality Workers in British Columbia,"                 $17,500","                      $0","1 yr 0 mth "
"Allen-Martin, Marc",Universit&eacute; Laval,"Undergraduate: Mobility, musculoskeletal health and arthritis - ICS",201301SMA,"Undergraduate: Mobility, musculoskeletal health & arthritis - IMHA",Production de pansements biologiques humains en milieux définis pour la guérison de plaies cutanées,"                  $4,950","                      $0","0 yr 3 mths "
"Alliance of Canada, Arthritis",Direct Payment,"Planning Grants - PA:  Musculoskeletal Health, Arthritis, Skin and Oral Health",201310PMH,Planning Grants,Developing System-Level Arthritis Performance Measures For AAC Framework,"                 $21,684","                      $0","1 yr 0 mth "
"Alliance of Canada, Arthritis",Direct Payment,"Dissemination Events - PA: Musculoskeletal Hlth, Arthritis, Skin & Oral Health",201310DMH,Dissemination Events Grants,Dissemination of the Pan-Canadian Standardized Inflammatory Arthritis Model of Care,"                 $25,000","                      $0","1 yr 0 mth "
"Allingham, John S; Evans, P A","Queen's University (Kingston, Ontario)",Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Preclinical Development of Natural Product-Based Agents as Anti-Cancer Drugs,"                $206,646","                      $0","3 yrs 0 mth "
"Allman, Dan B; Calzavara, Liviana; Godbout, Caroline",University of Toronto,Dissemination Events - Priority Announcement: HIV/AIDS,201302MHI,Dissemination Events Grants,Visualizing Survey Data: Disseminating Results from a Population Health Survey on HIV and AIDS in Canada,"                 $25,000","                      $0","1 yr 0 mth "
"Alpaugh, Melanie",University of Alberta,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201310GSD,Doctoral Research Awards - A,Neuroprotective and disease modifying effects of GM1 and related compounds in Huntington Disease,"                $105,000","                      $0","3 yrs 0 mth "
"Alshafie, Walaa A",Direct Payment,Travel Awards - Institute Community Support,201301ISU,Institute of Circulatory and Respiratory Health,Regulation of CFTR membrane stability by VIP: role of PKC.,"                    $700","                      $0","0 yr 3 mths "
"Altaany, Zaid",Direct Payment,Travel Awards - Institute Community Support,201301ISU,Institute of Circulatory and Respiratory Health,S-sulfhydration regulation of endothelial nitric oxide synthase,"                    $550","                      $0","0 yr 3 mths "
"Amrani, Abdelaziz",Universit&eacute; de Sherbrooke,Operating Grant,201303MOP,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Role of STAT5b in the protection against diabetes,"                $586,425","                      $0","5 yrs 0 mth "
"Amsden, Brian G; Hurtig, Mark B","Queen's University (Kingston, Ontario)",Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Articular Cartilage Reconstruction,"                $168,002","                      $0","3 yrs 0 mth "
"Anaby, Dana",McGill University,Operating Grant,201303MOP,Social & Developmental Aspects of Children's & Youth's Health,Opening Doors to Participation of Youth with Physical Disabilities in Community Activities: An Intervention Study,"                $153,519","                      $0","3 yrs 0 mth "
"Anagnostou, Evdokia",Direct Payment,Canada Research Chairs - CIHR Funded,201310CRC,Special Cases - Awards Programs,CRC Tier 2,"                $500,000","                      $0","5 yrs 0 mth "
"Anand, Sonia S",McMaster University,Operating Grant: Program. Grants in Food & Hlth -Pop Hlth research...,201301FH6,Operating Grant: Programmatic Grants in Food and Health,Understanding the impact of maternal and infant nutrition on infant/child health.,"              $1,946,614","                      $0","5 yrs 0 mth "
"Anantha, Ram V",University of Western Ontario,Master's Award: Canada Graduate Scholarships,201302GSM,Canada Graduate Scholarships Master's Awards A,The Immunology of the Omentum: Analysis of Omental invariant Natural Killer T (iNKT) Cells in Intra-Abdominal Sepsis,"                 $17,500","                      $0","1 yr 0 mth "
"Andelfinger, Gregor U","Centre hospitalier universitaire Sainte-Justine (Montr&eacute;al, Qu&eacute;bec)",Operating Grant,201309MOP,Cardiovascular System - A: Cells and Tissues,Genetic and functional dissection of a novel pacemaking syndrome: a model for SGOL1 mutations,"                $659,804","                      $0","5 yrs 0 mth "
"Anderson, Gerald H",University of Toronto,Operating Grant,201303MOP,"Nutrition, Food & Health",Role of Prenatal Excess Vitamins in the Programming of Energy Balance Regulatory Pathways in Wistar Rat Dams and Offspring,"                $676,593","                      $0","5 yrs 0 mth "
"Anderson, Hope D",University of Manitoba,Operating Grant,201303MOP,Cardiovascular System - B: Heart and Circulation,Protective mechanisms of endocannabinoids in cardiac hypertrophy,"                $611,905","                      $0","5 yrs 0 mth "
"Anderson, Todd J",University of Calgary,CIHR Caf&eacute; Scientifique Program,201305SCI,CIHR Caf&eacute; Scientifique Program,"Tools in the Prevention of Sudden Cardiac Death: Designer Drugs, Genomics and Fancy Devices","                  $3,000","                      $0","1 yr 0 mth "
"Andreazza, Ana C",Centre for Addiction and Mental Health (Toronto),Operating Grant,201309MOP,Behavioural Sciences - B: Clinical Behavioural Sciences,Identifying peripheral markers of lipid oxidation in mood disorders,"                $302,853","                      $0","4 yrs 0 mth "
"Andrews, Brenda J",University of Toronto,Operating Grant,201309MOP,Genomics: Systems and computational biology,Gene duplication and functional divergence: using systematic genetics to link genotype to phenotype,"              $1,220,864","                      $0","5 yrs 0 mth "
"Angel, Jonathan B",Ottawa Hospital Research Institute,"Dissemination Events - PA: First Nations, Inuit and M&eacute;tis Health",201302DFN,Dissemination Events Grants,"Ensuring the inclusion and participation of First Nations, Inuit and Métis peoples in Canada at the Canadian Association for HIV Research (CAHR) New Researcher Workshop","                 $13,750","                      $0","1 yr 0 mth "
"Angel, Jonathan B; Grant, Michael D",Ottawa Hospital Research Institute,Dissemination Events - Priority Announcement: HIV/AIDS,201306MHI,Dissemination Events Grants,Getting the Word Out: HIV Research Journal Supplement,"                 $25,000","                      $0","1 yr 0 mth "
"Anglin, Carolyn; Amiri, Shahram; Guy, Pierre; Hodgson, Antony J",University of Calgary,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Development and Clinical Efficacies of an Innovative Quantitative Intraoperative C-arm System,"                $234,775","                      $0","3 yrs 0 mth "
"Anis, Aslam H; Klein, Marina B; Walmsley, Sharon L",University of British Columbia,CIHR Clinical Trials Network in HIV/AIDS,201310HCN,Clinical Trials Network in HIV/AIDS,CIHR Clinical Trials Network in HIV/AIDS,"             $22,750,000","                      $0","5 yrs 0 mth "
"Anmole, Gursev S",Direct Payment,Travel Awards - Institute Community Support,201309ISU,HIV/AIDS and/or other Sexually Transmitted and Blood-borne Infections (STBBIs).,Identification of HIV-1 peptide mimotopes using a T cell receptor reporter assay,"                  $1,500","                      $0","0 yr 3 mths "
"Ansari, Daniel",University of Western Ontario,Operating Grant,201309MOP,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",Investigating the typical and atypical development of the numerate brain,"                $532,530","                      $0","5 yrs 0 mth "
"Ansari, Yekta",McGill University,Master's Award: Canada Graduate Scholarships,201312GSM,Special Cases - Awards Programs,The role of salivary trace elements in tooth homeostasis,"                 $17,500","                      $0","1 yr 0 mth "
"Anstett, Kaitlin",McGill University,Master's Award: Canada Graduate Scholarships,201312GSM,Special Cases - Awards Programs,Further Characterization of the Dolutegravir Resistance Mutation R263K: Combinations with Primary INSTI Resistance Mutations and Possible Compensatory Mechanisms,"                 $17,500","                      $0","1 yr 0 mth "
"Antoniou, Tony",Unity Health Toronto,Dissemination Events - Priority Announcement: HIV/AIDS,201310MHI,Dissemination Events Grants,Closing the knowledge translation and exchange circle: translating evidence from a peer-led summit for heterosexual men with HIV into action.,"                 $24,850","                      $0","1 yr 0 mth "
"Anwar-Mohamed, Anwar",University of Alberta,CIHR Fellowship,201311MFE,Fellowships - Post-PhD,Alteration of drug metabolizing enzymes and efflux transporters in host liver cells following HCV infection,"                $135,000","                      $0","3 yrs 0 mth "
"Araya, Roberto",Universit&eacute; de Montr&eacute;al,Operating Grant,201309MOP,Molecular & Cellular Neurosciences - B,"Role of dendritic spines in the processing, storage and integration of excitatory synaptic inputs in neocortical pyramidal neurons","                $883,876","                      $0","5 yrs 0 mth "
"Arbour, Caroline",CIUSSS du Nord-de-l'Ile-de Montr&eacute;al - H&ocirc;pital Sacr&eacute; Coeur,CIHR Fellowship,201302MFE,Allied Health Professionals - Fellowships,"Troubles du sommeil, changements neuro-anatomiques et perception de douleur un an après un traumatisme craniocérébral (TCC) modéré/sévère.","                $110,000","                      $0","2 yrs 0 mth "
"Archambault, Denis; Bourgault, Steve; Gottschalk, Marcelo G; Segura, Mariela A",Universit&eacute; du Qu&eacute;bec &agrave; Montr&eacute;al,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,La portion C-terminale de la protéine P97 de Mycoplasma hyopneumoniae: une nouvelle molécule adjuvante à des fins vaccinales,"                $364,959","                      $0","3 yrs 0 mth "
"Archambault, Patrick; Lapointe, Jean",Universit&eacute; Laval,Planning Grants - Priority Announcement: Health Services and Policy Research,201306PLH,Planning Grants,Development and planning of a theory-based implementation of a national wiki-based reminder system promoting best practices in trauma care,"                 $24,956","                      $0","1 yr 0 mth "
"Archambault, Vincent",Universit&eacute; de Montr&eacute;al,Operating Grant,201309MOP,Cell Physiology,Cell Cycle Control by the PP2A-B55 Module,"                $662,018","                      $0","5 yrs 0 mth "
"Archer, Stephen L",Direct Payment,Canada Research Chairs - CIHR Funded,201304T1C,Special Cases - Awards Programs,CANADA RESEARCH CHAIRHOLDER - Tier 1 / TITULAIRE DE CHAIRE DE RECHERCHE DU CANADA - Niveau 1,"              $1,400,000","                      $0","7 yrs 0 mth "
"Archie, Suzanne",McMaster University,"Dissemination Events - PA: Neurosciences, Mental Health and Addiction",201306NIN,Dissemination Events Grants,"Translating research into a videogame to disseminate knowledge about cannabis, psychosis, and early intervention","                 $25,000","                      $0","1 yr 0 mth "
"Armanious, Gareth P",University of Alberta,Master's Award: Canada Graduate Scholarships,201312GSM,Special Cases - Awards Programs,Biochemistry Underlying the Cardiac Calcium Cycle; Regulation of SERCA by Phsospholamban,"                 $17,500","                      $0","1 yr 0 mth "
"Armony, Jorge; Ladbon Bernasconi, Neda",CIUSSS de l'Ouest-de-l'Ile-de-Montr&eacute;al-Douglas Hospital,Operating Grant,201303MOP,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",Effects of Amygdala Lesions on Human Emotional Processing,"                $461,608","                      $0","4 yrs 0 mth "
"Armstrong, Joshua J",Direct Payment,Travel Awards - Institute Community Support,201305ISU,Institute of Aging,(1)Frailty in relation to late-life cognition:  Poisson regression models in data from the Honolulu-Asian Aging Study  (2)Developing Contextual Understanding of Rehabilitation Therapy Services for Older Adults in the Ontario Home Care System:   Semi-structured Interviews within a Knowledge Discovery in Databases (KDD) Project,"                  $2,500","                      $0","0 yr 3 mths "
"Arnold, Douglas L",McGill University,Operating Grant,201303MOP,Medical Physics & Imaging,Magnetic Resonance Imaging of Multiple Sclerosis,"                $698,337","                      $0","5 yrs 0 mth "
"Arnold, Paul D",Hospital for Sick Children (Toronto),Team Grant: Mental Disorders,201306TMD,Special Cases,"Discovering genetic risk variants for neuropsychiatric disorders and their consequences using dogs, humans and mice","                $223,341","                      $0","3 yrs 0 mth "
"Arrandale, Victoria H",Direct Payment,Travel Awards - Institute Community Support,201301ISU,Institute of Gender and Health,The WHAT-ME Study: Relationships between work practices and urinary metal concentrations among women working in non-traditional trades.,"                  $2,353","                      $0","0 yr 3 mths "
"Artenie, Andreea A",Direct Payment,Travel Awards - Institute Community Support,201309ISU,HIV/AIDS and/or other Sexually Transmitted and Blood-borne Infections (STBBIs).,Applying the Gelberg-Andersen Behavioral Health Model to assess correlates of primary care access among HIV- and HCV-seronegative persons who inject drugs,"                  $2,111","                      $0","0 yr 3 mths "
"Asghar, Muhammad W",Direct Payment,Travel Awards - Institute Community Support,201301ISU,Institute of Circulatory and Respiratory Health,Potential Role of RAS Enzymes in NSAID-Induced Cardiovascular Changes,"                  $1,200","                      $0","0 yr 3 mths "
"Ashe, Maureen C; Mckay, Heather A",University of British Columbia,"Operating Grant - PA: Gender, Sex & Health Research Integration and Innovation",201309OGI,"Psychosocial, Sociocultural & Behavioural Determinants of Health 2",The Walk of Life - The Health Benefits of Everyday Activity,"                $100,000","                      $0","1 yr 0 mth "
"Ashkar, Ali A",Direct Payment,Canada Research Chairs - CIHR Funded,201310T1C,Special Cases - Awards Programs,CRC Tier 1,"              $1,400,000","                      $0","7 yrs 0 mth "
"Asmundson, Gordon J",University of Regina (Saskatchewan),Operating Grant,201303MOP,"Psychosocial, Sociocultural & Behavioural Determinants of Health 2",Efficacy of regular aerobic exercise as an adjuvant or stand alone treatment for PTSD: A randomized controlled trail,"                $451,027","                      $0","4 yrs 0 mth "
"Aspler, John",McGill University,Master's Award: Canada Graduate Scholarships,201312GSM,Special Cases - Awards Programs,Public understanding of cerebral palsy: The impact of media portrayals on members of the healthcare community,"                 $17,500","                      $0","1 yr 0 mth "
"Astephen Wilson, Janie L; Dunbar, Michael J; Kozey, Cheryl L",Dalhousie University (Nova Scotia),Operating Grant - PA: Regional Partnership Program - Nova Scotia,201303RNS,Movement & Exercise,An Objective Model of Joint and Muscle Function Outcome after Total Knee Arthroplasty Surgery,"                $144,313","                      $0","3 yrs 0 mth "
"Astrakianakis, George",University of British Columbia,Operating Grant,201309MOP,Health Policy & Systems Management Research,Safety and conventional sharp devices: A survey of nurses and physicians in BC,"                $215,808","                      $0","2 yrs 6 mths "
"Astrakianakis, George",University of British Columbia,Applied Public Health Chair - LOI,201310LCP,IPPH / PHAC Applied Public Health Chair - Letter of Intent,Maintaining the health of healthcare workers through the evaluation and control of hazardous exposures,"                      $0","                      $0","0 yr 1 mth "
"Attisano, Liliana",University of Toronto,Operating Grant,201309MOP,Cell Physiology,Signalling pathway mediated control of cytoskeletal remodelling in neurons,"                $812,660","                      $0","5 yrs 0 mth "
"Attisano, Liliana",University of Toronto,Operating Grant,201309MOP,Molecular & Cellular Biology of Cancer,Identifying novel regulators of oncogenic TAZ and YAP in breast cancer,"                $750,595","                      $0","5 yrs 0 mth "
"Aubert, Isabelle","Sunnybrook Research Institute (Toronto, Ontario)",Operating Grant - Priority Announcement: Aging (Bridge Funding),201309IAO,Biological and Clinical Aspects of Aging,Brain degeneration and regeneration in preclinical models of Alzheimer's disease,"                $100,000","                      $0","1 yr 0 mth "
