Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Allen, Ryan","Simon Fraser University (Burnaby, B.C.)",Operating Grant,201009MOP,"Public, Community & Population Health 2",Subclinical cardiovascular health benefits of interventions to reduce exposure to combustion-derived particulate air pollution,"                $319,686","                      $0","3 yrs 0 mth "
"Allen-Scott, Lisa K",University of Calgary,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201010GSD,Doctoral Research Awards - B,Public Health Interventions and Unintended Harm:  A Theoretical Framework for Intervention Evaluation and Knowledge Translation.,"                $105,000","                      $0","3 yrs 0 mth "
"Allen-Scott, Lisa K",University of Calgary,Doctoral: Vanier Canada Graduate Scholarships,201010CGV,Vanier Canada Graduate Scholarships CIHR,Public Health Interventions and Unintended Harm:  A Theoretical Framework for Intervention Evaluation and Knowledge Translation.,"                $150,000","                      $0","3 yrs 0 mth "
"Allison, Sarah E",McMaster University,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201010GSD,Doctoral Research Awards - A,Biochemical and Phenotypic Studies of Wall Teichoic Acid Glycosyltransferases,"                $105,000","                      $0","3 yrs 0 mth "
"Alman, Benjamin A",Hospital for Sick Children (Toronto),Operating Grant,201003MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Articular chondrocyte differentiation and Osteoarthritis,"                $721,855","                      $0","5 yrs 0 mth "
"Alman, Benjamin A",Hospital for Sick Children (Toronto),Proof of Principle Program - Phase I,201003PPP,Proof of Principle,Nefopam as an agent to prevent and treat hyperplastic scars,"                $159,975","                      $0","1 yr 0 mth "
"Almekhlafi, Mohammed A; Menon, Bijoy K; Swartz, Richard",University of Calgary,Project Grant,202010PJT,Clinical Investigation - D: Cardiovascular Systems,INTERRAcT: Thrombus characteristics for predicting Reperfusion with Alteplase compared to Tenecteplase,"                $527,850","                      $0","3 yrs 0 mth "
"Aloyz, Raquel S",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Operating Grant,201003MOP,Pharmaceutical Sciences,Mechanisms of dasatinib cytotoxicity and sensitization to standard therapy in chronic lymphocytic leukemia,"                $276,582","                      $0","3 yrs 0 mth "
"Alquier, Thierry",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Operating Grant,201010MOP,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Role of the hypothalamo-pancreatic axis in the pathogenesis of type 2 diabetes,"                 $99,638","                      $0","1 yr 0 mth "
"Alqurashi, Waleed; Plint, Amy C; Shaker, Marcus S",Children's Hospital of Eastern Ontario Research Institute Inc,Project Grant,202010PJT,Health Services Evaluation & Interventions Research,Canadian Anaphylaxis Network-Predicting Recurrence after Emergency Presentation for Allergic REactions (CAN-PREPARE),"                $726,749","                      $0","3 yrs 0 mth "
"Alter, Andrea","Centre hospitalier universitaire Sainte-Justine (Montr&eacute;al, Qu&eacute;bec)",Banting Postdoctoral Fellowship Program,201011BPF,Banting Postdoctoral Fellowships Program,Role of rare genomic variants in childhood leukemia,"                $140,000","                      $0","2 yrs 0 mth "
"Alvarado, Beatriz E","Queen's University (Kingston, Ontario)",Planning Grants - Priority Announcement:  HIV/AIDS,201010MPL,Planning Grants,Community based prevention strategy to reduce vulnerability to HIV in LGTB communities,"                 $21,610","                      $0","1 yr 0 mth "
"Alvarez, Gonzalo G",Ottawa Hospital Research Institute,Operating Grant: Programmatic Grants to tackle health and health equity - LOI,201007ROG,Programmatic Grant in Health & Health Equity (LOI),"Smoking, Tuberculosis and Obstructive Lung Disease in Nunavut Evaluation, The STONE lung health program","                 $14,990","                      $0","0 yr 5 mths "
"Alvarez Jaramillo, Liliana",University of Western Ontario,Project Grant,202010PJT,Social & Developmental Aspects of Children's & Youth's Health,"#dontdrivehigh: Establishing Youth's Risk Profiles for Driving Under the Influence of Cannabis","                $195,075","                      $0","3 yrs 0 mth "
"Ambasta, Anshula; Holroyd-Leduc, Jayna M; Ma, Irene; Shih, Andrew W; Stelfox, Henry T",University of Calgary,Project Grant - Priority Announcement: Patient-Oriented Research,202010PJK,Knowledge Translation Research,Re-Purposing the Ordering of 'Routine' laboratory Tests on clinical teaching units (RePORT study),"                $100,000","                      $0","1 yr 0 mth "
"Ameis, Stephanie H",Centre for Addiction and Mental Health (Toronto),Project Grant,202010PJT,Randomized Controlled Trials 2,A Double-Blind Randomized Controlled Trial Evaluating the Efficacy of Repetitive Transcranial Magnetic Stimulation as Treatment for Major Depressive Disorder in Transition-Age Youth with Autism Spectrum Disorder,"                $638,778","                      $0","5 yrs 0 mth "
"Anand, Sonia S",McMaster University,Team Grant - India-Canada Collaborative Teams in Childhood Obesity Research,201006INC,India-Canada Collaborative Teams in Childhood Obesity Research,Understanding the determinants of adiposity among newborns of Indian ancestry in Canada and India.,"                $486,296","                      $0","5 yrs 0 mth "
"Anand, Sonia S",Direct Payment,Canada Research Chairs - CIHR Funded,201010T1C,Special Cases - Awards Programs,CRC tier 1,"              $1,400,000","                      $0","7 yrs 0 mth "
"Ancuta, Petronela",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Project Grant - Priority Announcement: HIV/AIDS and STBBI,202010PJH,Virology & Viral Pathogenesis 2,The Th17 Master Regulator RORC2 as a New Target for HIV Immune Therapy and Cure Strategy,"                $100,000","                      $0","1 yr 0 mth "
"And Discovery Society, Vernon Science",Direct Payment,CIHR Caf&eacute; Scientifique Program,201006SCI,Special Cases,Okanagan Science Centre application for Cafe Scientifique,"                  $3,000","                      $0","1 yr 0 mth "
"Andelfinger, Gregor U","Centre hospitalier universitaire Sainte-Justine (Montr&eacute;al, Qu&eacute;bec)",Project Grant,202010PJT,Developmental Biology,Investigating the Adamts19-dependent mechanisms that regulate valve maturation,"              $1,086,300","                      $0","5 yrs 0 mth "
"Andermann, Anne; Gunn, Susan; Nasrullah, Muazzam",McGill University,Planning Grants - Priority Announcement: Improve Health and Health Equity,201010PHH,Planning Grants,Meeting to prepare research protocols for international research on child labour and health equity,"                 $24,782","                      $0","1 yr 0 mth "
"Andermann, Anne; Awan, Saeed; Gunn, Susan; Nasrullah, Muazzam",McGill University,Operating Grant: Programmatic Grants to tackle health and health equity - LOI,201007ROG,Programmatic Grant in Health & Health Equity (LOI),Breaking the cycle of entrenched multi-generational health inequities by developing interventions to tackle child labour and promote childhood development,"                 $14,949","                      $0","0 yr 5 mths "
"Andersen, Raymond J",University of British Columbia,Proof of Principle Program - Phase I,201003PPP,Proof of Principle,"Latonduine A, A Potent delF508-CFTR Trafficking Defect Corrector With Potential for Treating Cystic Fibrosis","                $159,750","                      $0","1 yr 0 mth "
"Anderson, Adam K",University of Toronto,Operating Grant,201009MOP,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",Behavioural and neural examinations of disgust in healthy individuals and obsessive compulsive disorder,"                $614,117","                      $0","5 yrs 0 mth "
"Anderson, Alan",Universit&eacute; Laval,Operating Grant,201009MOP,Pharmacology & Toxicology,Inducible metabolism of xenochemicals and endogenous toxic compounds: nuclear receptors and the CYP2B paradigm,"                $475,324","                      $0","4 yrs 0 mth "
"Anderson, Christopher M",University of Manitoba,"Meetings, Planning and Dissemination Grant: INMHA",201010MNM,"Meetings, Planning and Dissemination Grant: Neurosciences, Mental Health and Addiction",Manitoba Neuroscience Network - 2nd Annual Scientific Meeting,"                  $6,000","                      $0","1 yr 0 mth "
"Anderson, Gerald H",University of Toronto,Operating Grant,201009MOP,"Nutrition, Food & Health",Food intake control in children,"                $661,480","                      $0","5 yrs 0 mth "
"Andrew, Caroline P",University of Ottawa,"Meetings, Planning and Dissemination Grant: Gender, Sex and Health",201006MHG,"Meetings, Planning and Dissemination Grant: Gender, Sex and Health","Combining forces to improve systematic reviews: Gender, Equity and Bias","                 $20,195","                      $0","1 yr 0 mth "
"Andrews, David W",McMaster University,Operating Grant,201003MOP,Cell Physiology,Protein transport into and across cellular membranes,"                $860,650","                      $0","5 yrs 0 mth "
"Andrews, Natalie M",Ottawa Hospital Research Institute,CIHR Synapse Mentorship Award,201003MEN,CIHR Synapse Mentorship Awards,2010 Synapse Mentorship Award (Graduate student/postdoctoral fellow),"                  $5,000","                      $0","1 yr 0 mth "
"Andrews, Richard J",McMaster University,"Undergraduate: Mobility, musculoskeletal health and arthritis - ICS",201003SMA,"Undergraduate: Mobility, musculoskeletal health & arthritis - IMHA",Role of leucine concentration in stimulating muscle protein synthesis at rest and after exercise in young men and women.,"                  $4,950","                      $0","0 yr 3 mths "
"Angel, Jonathan B",Ottawa Hospital Research Institute,Operating Grant - PA: HIV/AIDS Bridge Funding - Biomedical/Clinical Stream,201009HBF,Virology & Viral Pathogenesis,Regulation and Function of Soluble IL-7 Receptor Alpha (CD127) in HIV Infection,"                $100,000","                      $0","1 yr 0 mth "
"Angers, Stephane; Hampson, David R; Heximer, Scott P; Wells, James W",University of Toronto,Dissemination Events,201006KDE,Dissemination Events Grants,11th Annual Joint Meeting of the Great Lakes GPCR Retreat and le Club des Récepteurs à 7 TM,"                 $10,000","                      $0","1 yr 0 mth "
"Angers, Stephane",University of Toronto,Project Grant,202010PJT,Pharmacology & Toxicology,Assessing the efficacy of novel synthetic Wnt ligands to promote endothelial cell barrier function in diseases.,"                $841,500","                      $0","5 yrs 0 mth "
"Anis, Aslam H",University of British Columbia,Planning Grants - Priority Announcement:  HIV/AIDS,201010MPL,Planning Grants,Engaging Russian Partners in clinical trials and training,"                 $22,500","                      $0","1 yr 0 mth "
"Anis, Aslam H",University of British Columbia,Operating Grant,201009MOP,"Public, Community & Population Health",The impact of poor health and absenteeism on work productivity in Canada: Evidence from linked employer-employee data,"                 $63,580","                      $0","2 yrs 0 mth "
"Anisman, Hymie",Carleton University (Ottawa),Operating Grant,201003MOP,Behavioural Sciences - A: Neurobiological Basis of Behavioural Processes,"Behavioural and neurochemical responses to acute, subchronic, and chronic intermittent stressors in relation to depression: Contribution of 5-HT, CRH and BDNF to the depressive phenotype","                $815,514","                      $0","5 yrs 0 mth "
"Anokye, Emmanuel A",University of Calgary,Master's Award: Canada Graduate Scholarships,201002GSM,Canada Graduate Scholarships Master's Awards B,Increasing Health Care Access Among Immigrant Populations through the use of online health tools in Calgary,"                 $17,500","                      $0","1 yr 0 mth "
"Anonuevo, Adam M",University of British Columbia,Master's Award: Canada Graduate Scholarships,201002GSM,Canada Graduate Scholarships Master's Awards A,The effect of Arginine Vasopressin transmission antagonism on defensive burying behavior respones in Long Evans and Sprague Dawley adult male rats.,"                 $17,500","                      $0","1 yr 0 mth "
"Ansermino, John M; Dumont, Guy A",University of British Columbia,"Meetings, Planning and Dissemination Grant: Circulatory and Respiratory Health",201006MCR,"Meetings, Planning and Dissemination Grant:  Circulatory and Respiratory Health",Cell phone oximetry workshop: Canadians working towards improved anesthesia safety around the world,"                  $9,175","                      $0","1 yr 0 mth "
"Antel, Jack P",McGill University,Operating Grant: Industry-partnered Collaborative Research - Rx&D partner,201009IRO,Industry Partnered Collaborative Research,Effects of S1P receptor directed pharmaceutical agents on central nervous system myelination,"                $178,125","                      $0","3 yrs 0 mth "
"Antignano, Frann",University of British Columbia,Fellowship - Priority Announcement - Inflammatory Bowel Disease,201010IBD,Fellowships - Post-PhD,Epigenetic regulation of CD4+ T cell dependent immunity and inflammation,"                 $45,000","                      $0","2 yrs 0 mth "
"Antoniou, John",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Operating Grant,201009MOP,Biomedical Engineering,Tissue Engineering of Intervertebral Discs,"                $328,001","                      $0","3 yrs 0 mth "
"Apel, Sabrina",University of Calgary,Master's Award: Canada Graduate Scholarships,201002GSM,Canada Graduate Scholarships Master's Awards A,BK virus-induced fibrosis of kidney tranplants through epithelial-to-mesenchymal transition.,"                 $17,500","                      $0","1 yr 0 mth "
"Araki, Toshiyuki",University Health Network (Toronto),Operating Grant,201003MOP,Cardiovascular System - A: Cells and Tissues,Molecular and cellular basis of cardiac hypertrophy caused by Noonan syndrome-associated RAF1 mutations,"                $670,290","                      $0","5 yrs 0 mth "
"Arbour, Laura T; Tang, Anthony S",University of British Columbia,Operating Grant,201003MOP,Aboriginal Peoples' Health,Long QT Syndrome in Northern British Columbia:Understanding the impact,"                $645,866","                      $0","5 yrs 0 mth "
"Arbour, Nathalie",Universit&eacute; de Montr&eacute;al,CIHR New Investigator,201009MSH,New Investigators C,Detrimental dialogue between the immune system and the central nervous system: roles of CD8 T lymphocytes,"                $300,000","                      $0","5 yrs 0 mth "
"Arbuthnott, Alexis E",University of Guelph,Master's Award: Canada Graduate Scholarships,201002GSM,Canada Graduate Scholarships Master's Awards A,Shared Affect Regulation Function in Eating Disorder Behaviours and Self-injury,"                 $17,500","                      $0","1 yr 0 mth "
"Archambault, Vincent",Universit&eacute; de Montr&eacute;al,Project Grant,202010PJT,Cell and Developmental Physiology,Understanding Nuclear Envelope Reformation after Mitosis using Drosophila,"                $761,175","                      $0","5 yrs 0 mth "
"Archibald, John M",Dalhousie University (Nova Scotia),Operating Grant - PA: Regional Partnership Program - Nova Scotia,201009RNS,Genomics: Systems and computational biology,"Endosymbiosis, parasitism, and genome evolution","                 $18,912","                      $0","0 yr 3 mths "
"Aref, Donya",University of Toronto,Master's Award: Canada Graduate Scholarships,201002GSM,Canada Graduate Scholarships Master's Awards A,The IGF1R/N-Cadherin/NCAM Signalling Complex: Delineation and Contribution to Medulloblastoma Invasion and Metastasis,"                 $17,500","                      $0","1 yr 0 mth "
"Armijo-Olivo, Susan L",University of Alberta,Banting Postdoctoral Fellowship Program,201011BPF,Banting Postdoctoral Fellowships Program,Informed Decision Making in Health Care: the Impact of Research Methods on Treatment Recommendations,"                $140,000","                      $0","2 yrs 0 mth "
"Armstrong, Catherine L",Universit&eacute; de Montr&eacute;al,Master's Award: Canada Graduate Scholarships,201002GSM,Canada Graduate Scholarships Master's Awards A,Characterizing the Roles of Cytochrome P450 Isozymes in Breast Cancer,"                 $17,500","                      $0","1 yr 0 mth "
"Armstrong, Glen D",University of Calgary,Operating Grant: Industry-partnered Collaborative Research - Other Partner,201003ISO,Industry Partnered Collaborative Research,Potential of pathogen-specific egg yolk antibodies (IgY) for treating Clostridium difficile infections.,"                $162,672","                      $0","3 yrs 0 mth "
"Armstrong, Kimberly","Simon Fraser University (Burnaby, B.C.)",Master's Award: Canada Graduate Scholarships,201002GSM,Canada Graduate Scholarships Master's Awards B,Colour Perception in Children with Autism,"                 $17,500","                      $0","1 yr 0 mth "
