Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Abu-Shiraz, Yekeen",University of Saskatchewan,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,The Effect of a Physical Activity Intervention on the Physical Activity Levels and Body Composition of Children with Congenital Heart Disease,"                 $17,500","                      $0","1 yr 0 mth "
"Acker, Jason P",University of Alberta,Project Grant,202010PJT,Biomedical Engineering,Enabling liver cryopreservation by controlling ice recrystallization with small molecule inhibitors,"                $600,524","                      $0","4 yrs 0 mth "
"Acton, Leah",University of Alberta,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Investigating mechanisms responsible for the pro-regenerative effects of conditioning electrical stimulation,"                 $17,500","                      $0","1 yr 0 mth "
"Adams, Scott J",Direct Payment,CIHR Fellowship,202012MFE,Health Research Training B - HP,Assessing the effectiveness and cost-effectiveness of artificial intelligence in lung cancer screening,"                $180,000","                      $0","3 yrs 0 mth "
"Adams, Tyler",University of New Brunswick (Fredericton),Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,The Role of Preoperative Therapies in Recovery from Anterior Cervical Discectomy and Fusion Surgery for Cervical Radiculopathy,"                 $17,500","                      $0","1 yr 0 mth "
"Adedipe, Ifeoluwa I",Universit&eacute; de Montr&eacute;al,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,The role of astrocytes in stress-induced behavioural dysfunction,"                 $17,500","                      $0","1 yr 0 mth "
"Adel, Seyed Amir Ali",University of Alberta,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,A Longitudinal Evaluation of High-resolution Diffusion Magnetic Resonance Imaging of the Hippocampus in Temporal Lobe Epilepsy,"                 $17,500","                      $0","1 yr 0 mth "
"Adeyinka, Daniel A",University of Saskatchewan,IPPH Travel Awards - CPHA Annual Conference,202001IPT,IPPH Travel Awards - CPHA Annual Conference,Evidence of health inequity in child survival: spatial and Bayesian network analyses of stillbirth rates in 194 countries,"                  $1,265","                      $0","1 yr 0 mth "
"Adil, Aisha",University of Toronto,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Perfusion Recellularization of Rat Hindlimb for Vascular Composite Allotransplantation,"                 $17,500","                      $0","1 yr 0 mth "
"Aenishaenslin, Cecile",Universit&eacute; de Montr&eacute;al,JPIAMR Network Plus,202005JNP,Special Cases,"Convergence in evaluation frameworks for integrated surveillance of AMR, CoEval-AMR PHASE 2","                $225,418","                      $0","2 yrs 0 mth "
"Afifi, Tracie O",University of Manitoba,Catalyst Grant: Health Effects of Vaping,202006HEV,Catalyst Grant : Health Effects of Vaping,"Vaping and health outcomes, and use of the health care system among parents and adolescents in Manitoba","                 $99,421","                      $0","1 yr 0 mth "
"Afifi, Tracie O; Van Til, Linda D",University of Manitoba,Catalyst Grant: Cannabis and Mental Health - Veterans,202011CB3,Catalyst Grant: Cannabis and Mental Health,Cannabis and Mental Health among Veterans in Canada: Understanding the Role of Trauma and Impact on Help-Seeking.,"                      $0","                      $0","1 yr 0 mth "
"Agarwal, Gina (Ragini)",McMaster University,Team Grant: GACD Primary and Secondary Prevention of Cancer - General,202002PV1,Special Cases,Evaluating the enhanced Community-based Health Education and Communication (eCHEC) model in improving the knowledge and behaviours of community residents on known risk factors and protective factors for preventing Cholangiocarcinoma (CCA) in Khon Kaen Thailand,"              $1,131,740","                      $0","5 yrs 0 mth "
"Agarwal, Gina (Ragini)",McMaster University,Project Grant PA: Healthy Cities Research Initiative (HCRI) Data Analysis Grants,202010PJW,Social Dimensions in Aging,A retrospective cohort using multilevel modelling of administrative data to predict and prevent movement of low-income older adults from social housing into Long Term Care facilities: Development of the Keeping Low-income Older adults in Social housing hEalthy at home ('KLOSE') Tool,"                 $75,000","                      $0","1 yr 0 mth "
"Aghanoori, Mohamadreza",University of Calgary,CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Targeting the Mislocalized Protein to Fight a Rare Neurodevelopmental Disorder,"                $135,000","                      $0","3 yrs 0 mth "
"Agrawal, Babita",University of Alberta,Project Grant,202003PJT,Pharmaceutical Sciences,Investigation of novel host-based approaches for the treatment of tuberculosis,"                $787,950","                      $0","5 yrs 0 mth "
"Ahmed, Amna",University of Toronto,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Relation of honey and its constituent rare sugars on cardiometabolic health - epidemiological and compositional analysis,"                 $17,500","                      $0","1 yr 0 mth "
"Ahmed, Rashik",Direct Payment,CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Elucidating the Determinants and Mechanisms of Tau Liquid - Liquid Phase Separation In Situ at Multiple Length Scales from µm to Å: Exploring the Role of Membraneless Compartments in Alzheimer's Disease,"                $150,000","                      $0","3 yrs 0 mth "
"Ahn, Jennifer S",University of Toronto,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Investigation of Sphingolipid Synthesis Pathway in Leukemic Stem Cells,"                 $17,500","                      $0","1 yr 0 mth "
"Ahn, Sae Hyun",McGill University,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Quantitative Analysis of the Evolution of Radiomic Feature Values in Simulated Positron Emission Tomography Images,"                 $17,500","                      $0","1 yr 0 mth "
"Aiken, Alice B",Direct Payment,Chair: Equity Diversity and Inclusion Stipend,202005EDI,Special Cases - Awards Programs,EDI Stipend,"                 $19,500","                      $0","1 yr 0 mth "
"Alam, Faiyza S",University of Toronto,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Measuring ventilation in lungs using a novel inert fluorinated (19F) gas multiple breath wash-out MRI technique to quantify treatment response in preschoolers with cystic fibrosis,"                 $17,500","                      $0","1 yr 0 mth "
"Al-Awar, Rima S","Ontario Institute for Cancer Research (Toronto, Ontario)",Team Grant: E-Rare-3 Joint Transnational Call,202006ERT,Special Cases,Safety and efficacy of a possible epigenetic therapy for FSHD muscular dystrophy,"                 $90,254","                      $0","3 yrs 0 mth "
"Al-Awar, Rima S","Ontario Institute for Cancer Research (Toronto, Ontario)",Project Grant,202010PJT,Pharmaceutical Sciences,The Discovery and Optimization of NUAK Inhibitors: A Novel Approach to Target Hippo Pathway Driven Cancers,"                $520,199","                      $0","3 yrs 0 mth "
"Al-Baldawi, Zobaida",University of Ottawa,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Health care networks for children with inherited metabolic diseases: a mixed methods study of family perceptions of relational continuity and care coordination,"                 $17,500","                      $0","1 yr 0 mth "
"Alberts, Nicole M",Direct Payment,Canada Research Chairs - CIHR Funded,202011CRC,Special Cases - Awards Programs,Canada Research Chair - Tier 2,"                $600,000","                      $0","5 yrs 0 mth "
"Alderson, Thomas R",University of Toronto,CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Cellular destruction at the atomic level: understanding the dynamic activation and regulation of caspase proteases,"                 $45,000","                      $0","1 yr 0 mth "
"Alexander, Robert T",Direct Payment,Canada Research Chairs - CIHR Funded,202011CRC,Special Cases - Awards Programs,Canada Research Chair - Tier 2,"                $500,000","                      $0","5 yrs 0 mth "
"Algar, Walter R; Williams, Karla",University of British Columbia,Project Grant,202010PJT,Biomedical Engineering,Materials and Technologies for Highly Sensitive Biomarker Analysis of Extracellular Vesicles Toward Cancer Diagnostics,"                $367,200","                      $0","3 yrs 0 mth "
"Al-Ghabkari, Abdulhameed",McGill University,CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Defining mechanisms of action and intervention of Met oncogenic variants in human cancers,"                $135,000","                      $0","3 yrs 0 mth "
"Al Hakeem, Hiba",University of Windsor (Ontario),Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Move&Connect-Caregivers: A feasibility study of a group-based online intervention for caregivers of youth with prolonged concussion symptoms,"                 $17,500","                      $0","1 yr 0 mth "
"Alhazzani, Waleed; Cook, Deborah J; Parhar, Ken Kuljit S; Stelfox, Henry T; Weatherald, Jason",McMaster University,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Therapeutics,202005VR3,COVID-19 Rapid Research - Therapeutics,Awake Prone Position in Hypoxemic Patients with Coronavirus Disease 19,"              $1,089,205","                      $0","0 yr 6 mths "
"Ali, Suhad",Research Institute of the McGill University Health Centre,Project Grant,202003PJT,"Gender, Sex & Health",Molecular and Mechanistic Investigations of the Role of Prolactin in Women's Health: A Focus on Breast Morphogenesis and Suppression of Tumorigenesis,"                $940,950","                      $0","5 yrs 0 mth "
"Ali, Syed H; Kurasawa, Fuyuki","York University (Toronto, Ontario)","Operating Grant: COVID-19 - Social dynamics, communication and trust",202002OV6,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,COVID-19's Informational Virus: Analyzing the Viral Character and Effects of Social Media Misinformation,"                $308,183","                      $0","2 yrs 0 mth "
"Ali, Tahir",University of Calgary,Banting Postdoctoral Fellowship Program,202010BPF,Banting Postdoctoral Fellowships Program,Cyp46A1 as a novel therapeutic target in prion diseases,"                $140,000","                      $0","2 yrs 0 mth "
"Ali, Tahir",University of Calgary,CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Brain-specific enzyme cholesterol 24-hydroxylase (Cyp46A1) as a novel therapeutic target in human prion diseases,"                $135,000","                      $0","3 yrs 0 mth "
"Al-Jaishi, Ahmed",Ottawa Hospital Research Institute,CIHR Fellowship,202012MFE,Health Research Training A - Post-PhD (HTA),Methodological issues in the design and analysis of cluster randomized controlled trials in hemodialysis,"                $135,000","                      $0","3 yrs 0 mth "
"Allan, Alison L",University of Western Ontario,Project Grant,202010PJT,Cancer Progression & Therapeutics 2,Influence of breast cancer-derived extracellular vesicles (BCEVs) on lung metastasis of triple negative breast cancer,"                $872,100","                      $0","5 yrs 0 mth "
"Allan, Douglas W",University of British Columbia,Project Grant,202010PJT,Molecular & Cellular Neurosciences - B,Transcriptional programs of synapse maturation,"                $856,800","                      $0","5 yrs 0 mth "
"Allard Brown, Aysha",University of British Columbia,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Assessing the Effect of Hemodynamic Management and Thromboembolic Prophylaxis on Spinal Cord Hemorrhage After Traumatic Injury in a Porcine Model,"                 $17,500","                      $0","1 yr 0 mth "
"Allard-Chamard, Hugues",Universit&eacute; de Sherbrooke,Project Grant - PA: Musculoskeletal Health and Arthritis - Pain,202010PYY,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Understanding the contribution of DICER and microRNAs to inflammatory arthritis,"                $100,000","                      $0","1 yr 0 mth "
"Allen, Bruce G",Montreal Heart Institute,Project Grant,202003PJT,Cardiovascular System - B: Heart and Circulation,Identifying the roles of atypical MAP kinases ERK3 and ERK4 in cardiac remodelling,"                $986,850","                      $0","5 yrs 0 mth "
"Allin, Sara; Pinto, Andrew D; Rosella, Laura C",University of Toronto,Catalyst Gr: Impacts of financial/organizational restructuring of public health,202001RPH,Catalyst Grant : Impacts of financial and organizational restructuring of public health,Establishing a platform to monitor the performance of public health systems across Canada,"                $199,844","                      $0","1 yr 0 mth "
"Allison, Paul J; Taylor, James; Dawson, Aimée; Mcnally, Mary E; Pani, Sharat C; Quiñonez, Carlos R; Schroth, Robert J; Siqueira, Walter L",McGill University,Oral Health and Oral Health Care of Canadians,202012OHO,Oral Health and Oral Health Care of Canadians,"The oral health of Canadians: an investigation of status and disease burden, access to care, risk determinants, and associations with systemic health and well-being","              $3,300,000","                      $0","3 yrs 0 mth "
"Allott, Jennifer S",University of Toronto,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Modelling the interactome of Diphtheria Toxin with the promiscuous biotinylating enzyme TurboID,"                 $17,500","                      $0","1 yr 0 mth "
"Almekhlafi, Mohammed A; Menon, Bijoy K; Swartz, Richard",University of Calgary,Project Grant,202010PJT,Clinical Investigation - D: Cardiovascular Systems,INTERRAcT: Thrombus characteristics for predicting Reperfusion with Alteplase compared to Tenecteplase,"                $527,850","                      $0","3 yrs 0 mth "
"Alqurashi, Waleed; Plint, Amy C; Shaker, Marcus S",Children's Hospital of Eastern Ontario Research Institute Inc,Project Grant,202010PJT,Health Services Evaluation & Interventions Research,Canadian Anaphylaxis Network-Predicting Recurrence after Emergency Presentation for Allergic REactions (CAN-PREPARE),"                $726,749","                      $0","3 yrs 0 mth "
"al Shaibah, Arig",Direct Payment,Chair: Equity Diversity and Inclusion Stipend,202005EDI,Special Cases - Awards Programs,EDI Stipend,"                 $19,500","                      $0","1 yr 0 mth "
"Alushaj, Erind",University of Western Ontario,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - A,Uncovering preclinical biomarkers of Parkinson's disease using iron imaging,"                $105,000","                      $0","3 yrs 0 mth "
"Alvarez Jaramillo, Liliana",University of Western Ontario,Project Grant,202010PJT,Social & Developmental Aspects of Children's & Youth's Health,"#dontdrivehigh: Establishing Youth's Risk Profiles for Driving Under the Influence of Cannabis","                $195,075","                      $0","3 yrs 0 mth "
"Ambasta, Anshula; Holroyd-Leduc, Jayna M; Ma, Irene; Shih, Andrew W; Stelfox, Henry T",University of Calgary,Project Grant - Priority Announcement: Patient-Oriented Research,202010PJK,Knowledge Translation Research,Re-Purposing the Ordering of 'Routine' laboratory Tests on clinical teaching units (RePORT study),"                $100,000","                      $0","1 yr 0 mth "
"Ameis, Stephanie H",Centre for Addiction and Mental Health (Toronto),Project Grant,202010PJT,Randomized Controlled Trials 2,A Double-Blind Randomized Controlled Trial Evaluating the Efficacy of Repetitive Transcranial Magnetic Stimulation as Treatment for Major Depressive Disorder in Transition-Age Youth with Autism Spectrum Disorder,"                $638,778","                      $0","5 yrs 0 mth "
"Amelard, Robert",University Health Network (Toronto),CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Non-intrusive monitoring of fluid congestion and exercise capacity for predicting heart failure outcomes,"                 $45,000","                      $0","1 yr 0 mth "
"Amilhon, Bénédicte","Centre hospitalier universitaire Sainte-Justine (Montr&eacute;al, Qu&eacute;bec)",Project Grant,202003PJT,Behavioural Sciences - A: Neurobiological Basis of Behavioural Processes,Isolating the role of the raphe-ventral hippocampus serotonergic pathway in anxiety,"                $956,250","                      $0","5 yrs 0 mth "
"Ammi, Mehdi",Carleton University (Ottawa),Catalyst Gr: Impacts of financial/organizational restructuring of public health,202001RPH,Catalyst Grant : Impacts of financial and organizational restructuring of public health,Public health financing and structural transformation: evaluating the impacts of past changes and understanding policymakers' preferences for the future,"                $200,000","                      $0","1 yr 0 mth "
"An, Andy Y",University of British Columbia,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - A,Temporal transcriptomic and epigenetic analysis of leukocytes in sepsis and COVID-19 patients,"                $105,000","                      $0","3 yrs 0 mth "
"Anazodo, Udunna C",London Health Sciences Centre Res. Inc. (Ont.),Operating Grant: Joint Programme on Neurodegenerative Disease Research (JPND),202007ENG,Special Cases,Developing BBB-ASL as non-invasive early biomarker of Alzheimer's disease (DEBBIE),"                $326,847","                      $0","3 yrs 0 mth "
"Ancuta, Petronela",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Project Grant - Priority Announcement: HIV/AIDS and STBBI,202010PJH,Virology & Viral Pathogenesis 2,The Th17 Master Regulator RORC2 as a New Target for HIV Immune Therapy and Cure Strategy,"                $100,000","                      $0","1 yr 0 mth "
"Andelfinger, Gregor U","Centre hospitalier universitaire Sainte-Justine (Montr&eacute;al, Qu&eacute;bec)",Project Grant,202010PJT,Developmental Biology,Investigating the Adamts19-dependent mechanisms that regulate valve maturation,"              $1,086,300","                      $0","5 yrs 0 mth "
"Anderson, Kelly K; Bromley, Sarah J",University of Western Ontario,Catalyst Grant : Cannabis/MH - Cannabis use and psychosis in adult populations,202011CB4,Catalyst Grant: Cannabis and Mental Health,"The Impact of Cannabis Legalization and Availability on Incidence, Prevalence, and Health Services Utilization for Psychotic Disorders: Population-Based Evidence to Inform Policy Initiatives","                      $0","                      $0","1 yr 0 mth "
"Anderson, Nicole M",University of Alberta,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Singe Centre Experience with Total Body Cooling for Neonatal Hypoxic Ischemic Encephalopathy: Neurodevelopmental Risk Factors and Prognostication,"                 $17,500","                      $0","1 yr 0 mth "
"Andreazza, Ana C",Direct Payment,Canada Research Chairs - CIHR Funded,202011CRC,Special Cases - Awards Programs,Canada Research Chair - Tier 2,"                $500,000","                      $0","5 yrs 0 mth "
"Andrews, Brenda J",Direct Payment,Canada Research Chairs - CIHR Funded,202004T1C,Special Cases - Awards Programs,Canada Reserch Chair - Tier 1,"              $1,400,000","                      $0","7 yrs 0 mth "
"Andrews, Daniel",McGill University,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - A,Personalized prediction of Alzheimer's dementia development in at-risk individuals with mild cognitive impairment,"                $105,000","                      $0","3 yrs 0 mth "
"Angers, Stephane",University of Toronto,Project Grant,202010PJT,Pharmacology & Toxicology,Assessing the efficacy of novel synthetic Wnt ligands to promote endothelial cell barrier function in diseases.,"                $841,500","                      $0","5 yrs 0 mth "
"Aprosoff, Camila",University of Toronto,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Analyzing the SLX4-ATRX-DAXX complex and its roles in genome stability,"                 $17,500","                      $0","1 yr 0 mth "
"Araba, Teniayo",Direct Payment,Chair: Equity Diversity and Inclusion Stipend,202005EDI,Special Cases - Awards Programs,EDI Stipend,"                 $19,500","                      $0","1 yr 0 mth "
"Arcand, Jaylynn",University of Calgary,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Functional Somatic Disorders: Understanding the patients experience of patient-physician communication,"                 $17,500","                      $0","1 yr 0 mth "
"Archambault, Denis",Universit&eacute; du Qu&eacute;bec &agrave; Montr&eacute;al,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Vaccines,202005VR1,COVID-19 Rapid Research - Vaccines,SARS-CoV-2 immunization strategies to enhance protective immunity with reduced risk of antibody-dependent enhancement (ADE),"                $622,782","                      $0","1 yr 0 mth "
"Archambault, Vincent",Universit&eacute; de Montr&eacute;al,Project Grant,202010PJT,Cell and Developmental Physiology,Understanding Nuclear Envelope Reformation after Mitosis using Drosophila,"                $761,175","                      $0","5 yrs 0 mth "
"Archie, Suzanne; Langill, Gordon",McMaster University,Catalyst Grant: Cannabis/Mental Health - Cannabis use and early phase psychosis,202011CB5,Catalyst Grant: Cannabis and Mental Health,"Insights about Cannabis and Psychosis: How do young people with early psychosis conceptualize the link between cannabis and psychosis, particularly those from Black racialized backgrounds?","                      $0","                      $0","1 yr 0 mth "
"Arciniegas, Santiago E",University of Toronto,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Quantifying the impact of childhood-onset lupus on the developing brain,"                 $17,500","                      $0","1 yr 0 mth "
"Ariyarajah, Archchun",University of Toronto,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - B,Waning Measles Immunity in Ontario: A Population-Based Cohort Study,"                $105,000","                      $0","3 yrs 0 mth "
"Arnold, Donald M; Bégin, Philippe; Callum, Jeannie L",McMaster University,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Therapeutics,202005VR3,COVID-19 Rapid Research - Therapeutics,A Randomized Open-Label Trial of CONvalescent Plasma for Hospitalized Adults With Acute COVID-19 Respiratory Illness (CONCOR-1),"              $2,972,273","                      $0","1 yr 0 mth "
"Aronoff, Laura",University Health Network (Toronto),Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - A,Sex and age difference in the immune response to viral myocarditis,"                $105,000","                      $0","3 yrs 0 mth "
"Arora, Anish",McGill University,Doctoral: Vanier Canada Graduate Scholarships,202011CGV,Vanier Canada Graduate Scholarships CIHR,Co-Developing & Piloting a New Model of Care Delivery for Migrant People Living with HIV in Montréal,"                $150,000","                      $0","3 yrs 0 mth "
"Arrandale, Victoria H",University of Toronto,Op Gr: Spark Grants in Novel Technologies in Cancer Prevention & Early Detection,202010SGN,Special Cases,"Combining contact lens sensors, metabolomics and artificial intelligence to characterize exposure and breast cancer biomarkers","                $149,720","                      $0","1 yr 0 mth "
"Arredondo Sanchez Lira, Jaime",Direct Payment,Canada Research Chairs - CIHR Funded,202011CRC,Special Cases - Awards Programs,Canada Research Chair - Tier 2,"                $600,000","                      $0","5 yrs 0 mth "
"Arsenault, Andre M",Universit&eacute; de Moncton (New Brunswick),Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,"L'effet d'une psychoéducation post-commotion sur le niveau de connaissances liées aux commotions chez les enfants, adolescents et parents","                 $17,500","                      $0","1 yr 0 mth "
"Ashe, Maureen C",Direct Payment,Canada Research Chairs - CIHR Funded,202004CRC,Special Cases - Awards Programs,Canada Research Chairs - Tier 2,"                $500,000","                      $0","5 yrs 0 mth "
"Ashkar, Ali A",Direct Payment,Canada Research Chairs - CIHR Funded,202011T1C,Special Cases - Awards Programs,Canada Research Chair - Tier 1,"              $1,400,000","                      $0","7 yrs 0 mth "
"Ashraf, Ahmed",University of Manitoba,Team Grant: Canada-Japan CEEHRC Teams in Advancing Epigenetic Technologies,202010CJP,Special Cases,Artificial Intelligence based adaptive and interpretable models for analyzing multi-track epigenomic sequential data,"                $298,500","                      $0","3 yrs 0 mth "
"Asif, Amir",Direct Payment,Chair: Equity Diversity and Inclusion Stipend,202005EDI,Special Cases - Awards Programs,EDI Stipend,"                 $19,500","                      $0","1 yr 0 mth "
"Asmundson, Gordon J; Taylor, Steven",University of Regina (Saskatchewan),"Operating Grant: COVID-19 - Social dynamics, communication and trust",202002OV6,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,"COVID-19: The Role of Psychological Factors in the Spreading of Disease, Discrimination, and Distress","                $399,700","                      $0","2 yrs 0 mth "
"Assinck, Peggy L",Direct Payment,CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Novel approaches to understand and enhance grey matter remyelination during aging,"                $150,000","                      $0","3 yrs 0 mth "
"Assinck, Peggy L",Direct Payment,Banting Postdoctoral Fellowship Program,202010BPF,Banting Postdoctoral Fellowships Program,Novel approaches to understand and enhance gray matter remyelination during aging,"                $140,000","                      $0","2 yrs 0 mth "
"Atlas, Maya",Ryerson University (Toronto),Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - B,Surpassing Symptomatology: Exploring Posttraumatic Growth in MDMA-Facilitated Cognitive Behavioral Conjoint Therapy for Posttraumatic Stress Disorder,"                $105,000","                      $0","3 yrs 0 mth "
"Auais, Mohammad","Queen's University (Kingston, Ontario)",Project Grant,202003PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Stronger at Home: A randomized controlled trial to improve functional outcomes for community-dwelling older adults after hip fractures,"                $971,832","                      $0","6 yrs 0 mth "
"Aubin, Anne-Marie",Universit&eacute; de Montr&eacute;al,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,L'immunogénétique et la production d'anticorps de haute affinité,"                 $17,500","                      $0","1 yr 0 mth "
"Aubin, Marie-France",Universit&eacute; de Montr&eacute;al,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Caractérisation des récepteurs T reconnaissant des antigènes tumoraux cryptiques,"                 $17,500","                      $0","1 yr 0 mth "
"Auch, Leah M",University of Alberta,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Personal factors affecting community participation for adults with acquired aphasia.,"                 $17,500","                      $0","1 yr 0 mth "
"Aucoin, Janet F",University of Calgary,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - B,Child Bicyclist Injuries and the Built Environment: A Case-Crossover Study,"                $105,000","                      $0","3 yrs 0 mth "
"Audet, Marion",Universit&eacute; de Montr&eacute;al,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,The APIIC Study: Adapting a Preventive Intervention to the Indigenous Context,"                 $17,500","                      $0","1 yr 0 mth "
"Austin, Richard C",McMaster University,Project Grant,202003PJT,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Retention of PCSK9 in the endoplasmic reticulum acts as a co-chaperone to protect against liver injury/dysfunction,"                $692,326","                      $0","5 yrs 0 mth "
"Aversa, Isabella V",University of Western Ontario,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,A Quantitative Intersectional Approach to Studying Inequalities in Intimate Partner Violence in Canada,"                 $17,500","                      $0","1 yr 0 mth "
