Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Alsbury, Kyla",University of Toronto,Travel Awards - Institute Community Support,201901ISU,Summer Program in Aging,Examining Referral Pathways to Exercise Programs for Older Adults with Mobility and Balance Limitations,"                    $500","                      $0","1 yr 0 mth "
"Altier, Christophe",University of Calgary,Planning and Dissemination Grant - Institute Community Support,201909PCS,Planning and Dissemination - INMD,Kananaskis Inflammation Workshop 2020,"                 $10,000","                      $0","1 yr 0 mth "
"Altin, Natasha",University of Toronto,Travel Awards - Institute Community Support,201901ISU,Institute of Aging,Harnessing the power of assistive technology to enable ageing in place: Future directions for policy development and advocacy efforts.,"                    $766","                      $0","1 yr 0 mth "
"Altshuler, Douglas",University of British Columbia,Project Grant,201909PJT,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",Optic flow processing in midbrain-cerebellar circuits for the control of locomotion,"                $631,125","                      $0","5 yrs 0 mth "
"Alunni-Menichini, Kristelle",McGill University,Fellowship: POR Awards - Transition to Leadership Stream - Phase 1,201911TLS,POR Awards- Transition to Leadership Stream- Phase 1- Fellowship,Soutenir l'évaluation et l'intégration des services fragmentés pour les problèmes complexes de santé sur la base du savoir expérientiel des pairs usagers et des patients partenaires,"                $232,500","                      $0","3 yrs 0 mth "
"Alvares, Danielle C",Hospital for Sick Children (Toronto),Doctoral Research Award: Canada Graduate Scholarships,201911FBD,Doctoral Research Awards - A,miR-130b Regulation of Hepatic Lipid and Lipoprotein Metabolism,"                $105,000","                      $0","3 yrs 0 mth "
"Alvarez-Quilon, Alejandro",Sinai Health System (Toronto),CIHR Fellowship,201910MFE,Fellowships - Post-PhD,Understanding the interplay between cytosine demethylation and genome integrity,"                $135,000","                      $0","3 yrs 0 mth "
"Amin, Reshma; Buchanan, Francine; Gershon, Andrea S; Paquet, Michel; Pizzuti, Regina; Rose, Louise",Hospital for Sick Children (Toronto),Team Grant: TiC - Stream 2 - eHIPP solutions for transitions in care gaps,201901TC2,Team Grant: Transitions in Care - - Phase 2,A Virtual Transition Intervention For Children and Adults Transitioning To Home Ventilation in Ontario: A Pragmatic Randomized Controlled Trial,"                $884,250","                 $65,563","4 yrs 0 mth "
"Amin, Reshma; Van Clieaf, Judy; Buchanan, Francine; Cohen, Eyal; Orkin, Julia; Sultan, Roxana",Hospital for Sick Children (Toronto),Operating Grant: Transitions in Care - Evaluation Grants,201902TEG,Operating Grant: Transitions in Care - Evaluation Grants,The Evaluation of the Connected Care Program for Children with Medical Complexity: A Prospective Cohort Study with Embedded Health Economic and Qualitative Analysis,"                $199,690","                      $0","2 yrs 0 mth "
"Anaby, Dana; Cormier, Isabelle; Coulter, Janice; Turner, Laura E",McGill University,"Project Grant - PA: MSK, Skin and Oral Health: Clinical Research - MSK Health",201903PJ5,Social & Developmental Aspects of Children's & Youth's Health,The impact of participation on body functions among youth with physical disabilities: A pragmatic individual-based study,"                 $98,333","                      $0","1 yr 0 mth "
"Anaby, Dana; Cormier, Isabelle; Coulter, Janice; Turner, Laura E",McGill University,Project Grant,201909PJT,Social & Developmental Aspects of Children's & Youth's Health,The impact of participation on body functions among youth with physical disabilities: A pragmatic individual-based study,"                $271,576","                      $0","3 yrs 0 mth "
"Anand, Sai Priya",McGill University,Doctoral Research Award: Canada Graduate Scholarships,201911FBD,Doctoral Research Awards - A,Elucidating the mechanism of antibody-induced HIV-1 Env internalization,"                $105,000","                      $0","3 yrs 0 mth "
"Anand, Sonia S",McMaster University,Catalyst Gr: Disease Prev./Risk Factor Modification - Non-communicable diseases,201909UD1,Catalyst Grants: Understanding Disease Prevention and Risk Factor Modification,Understanding the levers and barriers towards improved health among  South Asians Across the Life-Course: Can we empower women as Agents of Change?,"                $100,000","                      $0","1 yr 0 mth "
"Andelfinger, Gregor U","Centre hospitalier universitaire Sainte-Justine (Montr&eacute;al, Qu&eacute;bec)",Planning and Dissemination Grant - Institute Community Support,201903PCS,Planning and Dissemination - Institute of Genetics,Weinstein Cardiovascular Development Conference 2020,"                 $15,000","                      $0","1 yr 0 mth "
"Andersen, Judith",University of Toronto,Team Grant: Mental Wellness in Public Safety Team Grants - LOI,201903MWL,Team Grant: Mental Wellness in Public Safety Team Grants - LOI,An Online Biopsychosocial Intervention (Autonomic Modulation Training) to Relieve Symptoms of Post-Traumatic-Stress Injury and Build Resilience Among Police.,"                 $28,600","                      $0","1 yr 0 mth "
"Andersen, Judith",University of Toronto,Team Grant: Mental Wellness in Public Safety Team Grants - Police,201911MW3,Team Grant: Mental Wellness in Public Safety Team Grants - Full Application,Autonomic Modulation Training: A Biological Approach to Building Resilience and Wellness Capacity Among Police Exposed to Post-Traumatic Stress Injuries (PTSI),"                $986,000","                  $4,000","3 yrs 0 mth "
"Anderson, Alexandrea J",University of Manitoba,Travel Awards - Institute Community Support,201909ISU,Institute of Cancer Research,Identifying potential cancer disparities for individuals living with HIV using population-based data in Manitoba and Ontario,"                  $1,500","                      $0","1 yr 0 mth "
"Anderson, Greg","Justice Institute of British Columbia (New Westminster, BC)",Team Grant: Mental Wellness in Public Safety Team Grants,201911MWP,Team Grant: Mental Wellness in Public Safety Team Grants - Full Application,Building Resilience through Integrated Knowledge Transfer in Police Organizations: A Case Study Series,"                $834,021","                      $0","3 yrs 0 mth "
"Anderson, Greg",Direct Payment,Team Grant: Mental Wellness in Public Safety Team Grants - LOI,201903MWL,Team Grant: Mental Wellness in Public Safety Team Grants - LOI,Three Pillars of Resilience Program for Public Safety Personnel,"                 $30,000","                      $0","1 yr 0 mth "
"Anderson, Greg",Direct Payment,Team Grant: Mental Wellness in Public Safety Team Grants - LOI,201903MWL,Team Grant: Mental Wellness in Public Safety Team Grants - LOI,Validation of a Mental Health Screening Tool for Public Safety Personnel,"                 $30,000","                      $0","1 yr 0 mth "
"Anderson, Kelly K",Direct Payment,Canada Research Chairs - CIHR Funded,201910CRC,Special Cases - Awards Programs,Canada Research Chairs - Tier 2,"                $600,000","                      $0","5 yrs 0 mth "
"Anderson, Laura I","Trent University (Peterborough, Ontario)",Doctoral Research Award: Canada Graduate Scholarships,201911FBD,Doctoral Research Awards - B,Transitional Care of Rural Older Adults: Understanding the Interplay between Older Adult Health Construction and the Influence of Multidimensional Contexts on the Transitional Care of Older Adults in Rural Communities,"                $105,000","                      $0","3 yrs 0 mth "
"Anderson, Laura N",McMaster University,Project Grant,201909PJT,"Public, Community & Population Health",Late preterm birth and cardiometabolic outcomes in children and young adults: Identifying opportunities for early life interventions,"                $302,174","                      $0","3 yrs 0 mth "
"Anderson, Nathaniel",Direct Payment,Banting Postdoctoral Fellowship Program,201909BPF,Banting Postdoctoral Fellowships Program,Deciphering the developmental roots of childhood sarcoma cells - combining single-cell sequencing technologies and machine learning,"                $140,000","                      $0","2 yrs 0 mth "
"Anderson, T-Jay A",Dalhousie University (Nova Scotia),Doctoral Research Award: Canada Graduate Scholarships,201911FBD,Doctoral Research Awards - A,The EEG-Indexed Auditory Mismatch Negativity as a Biomarker to Predict Psychosis Onset,"                $105,000","                      $0","3 yrs 0 mth "
"Andersson, Neil",McGill University,Project Grant,201904PJT,Indigenous Health Research,Decolonizing childbirth with Nunavik Inuit women transferred to high-risk hospitals for childbirth: a co-designed pilot intervention,"                $100,000","                      $0","1 yr 0 mth "
"Andersson, Neil; Budgell, Richard",McGill University,Project Grant,201909PJT,Indigenous Health Research,Decolonizing childbirth with Nunavik Inuit women transferred to high-risk hospitals for childbirth: a co-designed pilot intervention,"              $1,718,955","                      $0","5 yrs 0 mth "
"Andrault, Pierre-Marie",University of British Columbia,Travel Awards - Institute Community Support,201901ISU,Institute of Circulatory and Respiratory Health,"Elastolytic activity of cysteine cathepsins K, S and V promotes vascular calcification","                  $1,000","                      $0","1 yr 0 mth "
"Andrea, Kori A",Memorial University of Newfoundland,Lindau Prize,201910LPR,Special Cases - Awards Programs,70th Lindau Nobel Laureate Meeting Travel Award Recipient,"                      $0","                      $0","1 yr 0 mth "
"Angers, Stephane",University of Toronto,Project Grant,201909PJT,Cancer Biology & Therapeutics 2,Targeting Glioblastoma Heterogeneity through identification of subtype-specific genetic vulnerabilities,"                $818,550","                      $0","5 yrs 0 mth "
"Angriman, Federico","Sunnybrook Research Institute (Toronto, Ontario)",CIHR Fellowship,201910MFE,Health Research Training B - HP,"Long-term outcomes after sepsis-related critical illness in adult patients: time-trends, identification of high-risk subgroups and potential prevention strategies.","                $165,000","                      $0","3 yrs 0 mth "
"Angriman, Federico",University of Toronto,Doctoral: Vanier Canada Graduate Scholarships,201911CGV,Vanier Canada Graduate Scholarships CIHR,"Long-term outcomes after sepsis related critical illness in adult patients: time-trends, identification of high-risk subgroups and potential prevention strategies.","                $150,000","                      $0","3 yrs 0 mth "
"Annabi, Mohamed Salah",Universit&eacute; Laval,Travel Awards - Institute Community Support,201901ISU,Institute of Circulatory and Respiratory Health,Benefit of Aortic Valve Replacement in Aortic Stenosis With Very Low Left Ventricular Ejection Fraction,"                  $1,000","                      $0","1 yr 0 mth "
"Anowai, Anthonia",University of Calgary,Travel Awards - Institute Community Support,201901ISU,Institute of Circulatory and Respiratory Health,N-terminomics identifies protease substrates between heterogeneous macrophage populations in chronic obstructive pulmonary disease,"                  $1,000","                      $0","1 yr 0 mth "
"Ansari, Daniel",Direct Payment,Canada Research Chairs - CIHR Funded,201904T1C,Special Cases - Awards Programs,Canada Research Chair - Tier 1,"              $1,400,000","                      $0","7 yrs 0 mth "
"Antonescu, Costin N",Ryerson University (Toronto),CIHR - ICR / Cancer Research Society Partnership - Research Grants,201902CRP,Special Cases,Metabolic and mitogenic cues regulate glycogen synthase kinase 3ß localization dynamics to impact cancer cell survival and growth,"                 $60,000","                      $0","2 yrs 0 mth "
"Antoniou, Tony; Gomes, Tara",Unity Health Toronto,Project Grant,201903PJT,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health 2",Psychotropic drug use and safety among children and youth,"                $481,952","                      $0","4 yrs 0 mth "
"Anwari, Vahid",University of Toronto,Master's Award: Canada Graduate Scholarships,201912GSM,Special Cases - Awards Programs,Quantitative Measurement of Osteoarthritic Knee Subchondral Bone Perfusion in Postmenopausal Women with Knee-Specific Pain,"                 $17,500","                      $0","1 yr 0 mth "
"Appireddy, Ramana","Queen's University (Kingston, Ontario)",Operating Grant: Spread and Scale of Existing CBPHC and eHealth Innovations,201910SSI,Spread and Scale of Existing CBPHC and eHealth Innovations,"Scaling up eVisits (Home Video Visits) for ambulatory care in Kingston Health Sciences Center, A mixed-methods implementation study","                 $20,000","                      $0","1 yr 0 mth "
"Appleton, Thomas C",University of Western Ontario,Project Grant,201909PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Failing to Heal: Impaired Efferocytosis in Osteoarthritis,"                $738,225","                      $0","5 yrs 0 mth "
