"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"36","All India Council for Technical Education","Analysis of corba/Dcom in software development","S. Thamarai Selvi","Government College of Engineering","Department of E & C",500000,12,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_36"
"37","All India Council for Technical Education","Design and development of novel disperse dyes for discharge printing","Kamaljit Singh","Guru Nanak Dev University","Department of Chemistry",675000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_37"
"38","All India Council for Technical Education","A study of the interaction between solar emissions & the earths atmospheric electric field","Gautam Lohar","Haldia Institute of Technology","Midnapore",175000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_38"
"39","All India Council for Technical Education","Devlopment of validated process for extraction and isolation of fulvic & humic acids from Shilajit & their","S.P. Agarwal","Jamia Hamdard","Department of Pharmacy",1000000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_39"
"40","All India Council for Technical Education","Probabilistic design loads in building","Sunil Kumar","Harcourt Butler Technological Institute","Department of Civil Engineering",1000000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_40"
"41","All India Council for Technical Education","Multi Attribute decision models for design and operation of FMS","G. Parasanthi","J.N.T.U. College of Engineering","Department of Mechanical Engineering",250000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_41"
"42","All India Council for Technical Education","Conservation of energy in large buildings by effective daylight design","Ch. Srinivas","Jawahalal Nehru Technology University","School of Planning & Architecture",540000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_42"
"43","All India Council for Technical Education","Screeing of marine microorganisms from the Bay of Bengal for the production of antibiotics and enzy","Joydeep Mukherjee","Jadavpur University"," ",525000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_43"
"44","All India Council for Technical Education","Analysis & visualisation of kinematics of different mechanicsm & machines","Goutam Pohit","Jadavpur University","Department of Biotechnology, Jadavpur",600000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_44"
"45","All India Council for Technical Education","An integrated method for 3D insulation system optimization using parametric can module","Shivaji Chakravorti","Jadavpur University","Department of Electrical Engineering, Jadavpur",1500000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_45"
"46","All India Council for Technical Education","Analysis of the optimal parametric combination for enhanced deburring characteristic AIN electro CH","Souren Mitra","Jadavpur University","Department of Mechanical Engineering, Jadavpur",750000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_46"
"47","All India Council for Technical Education","Development of Artificial intelligence techniques for water resources systems optimisation","Mohd. Sharif","Jamia Millia Islamia","Department of Civil Engineering, Jamia Nagar",350000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_47"
"48","All India Council for Technical Education","R&D in photonic crystal and holey fibers","Mukesh Pratap Singh","Jamia Millia Islamia","Department of E&C, Jamia Nagar",275000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_48"
"49","All India Council for Technical Education","Evaluation of sorbents and additives for removal of sulphur dioxide in industrial pollution","K. Mukkanti","Jawaharlal Nehru Technological University","Department of Chemical Engineering, Kukatpally,",430000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_49"
"50","All India Council for Technical Education","Polymer solution properties in controlled drug delivery","F.V. Manvi","K.L.E's College of Pharmacy","Department of Pharmacy",990000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_50"
"51","All India Council for Technical Education","Participation of immune factors in systemic fungal infection: Differentiation of the role of interleukin 4 and interferon","Suresh Ramariath Naik","K.M. Kundnani College of Pharmacy","Department of Pharmacy",625000,12,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_51"
"52","All India Council for Technical Education","Studies in drug metabolism","Vandana G. Sapre","K.M. Kundnani College of Pharmacy","Department of Pharmacy",900000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_52"
"53","All India Council for Technical Education","Engineering abiotic stress resistance using HVA 1 Gene cultivated tomato","K. Subhash","Kakatiya University","Department of Biotechnology",630000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_53"
"54","All India Council for Technical Education","Synthesis & evaluation of new Rgd peptidomimetic analogues as antithrombotics","V. Malla Reddy","Kakatiya University","Department of Pharmacy",625000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_54"
"55","All India Council for Technical Education","Evaluation of co-processed filler for direct compression using factorial design","Mukesh C. Gohel","L.M. College of Pharmacy","Department of Pharmacy",1180000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_55"
"56","All India Council for Technical Education","Microencapsulation of digestive enzymes for improvisation of shelflife","R.C. Mishra","M.S. University of Baroda","Department of Pharmacy",600000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_56"
"57","All India Council for Technical Education","Effect of chemically aggressive environment on strength of concrete","V.M. Sahai","Madhav Institute of Technology & Science","Department of Chemical Science",472000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_57"
"58","All India Council for Technical Education","Digital video data processing","R.S. Jadon","Madhav Institute of Technology & Science","Department of Computer Science",500000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_58"
"59","All India Council for Technical Education","Tolerance limits for imperfections in hyperbolic cooling towers subjected to wind loads","Karisiddappa","Malnad College of Engineering","Department of Civil Engineering",850000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_59"
"60","All India Council for Technical Education","3-D Motion planning (Robotics)","M.M.M. Pai","Manipal Institute of Technology","Department of Computer Science",750000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_60"
"61","All India Council for Technical Education","Development of short term stability evaluation methods of pharmaceuticals","V.K. Mourya","NDMVP Samaj's College of Pharmacy","Department of Pharmacy",632000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_61"
"62","All India Council for Technical Education","Development of Anti-HIV agents","S.B. Wagh","NDMVP Samaj's College of Pharmacy","College of Pharmacy",920000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_62"
"63","All India Council for Technical Education","Plant Tissue culture technology for propagation of a few medicinally important plants","V.L. Maheshwari","North Maharashtra University","Department of Biotechnology",410000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_63"
"64","All India Council for Technical Education","Learning grammar using neural networks","S.R. Kolhe","North Maharashtra University","Department of Biotechnology",300000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_64"
"65","All India Council for Technical Education","Investigations on corrosion inhibition of metals/alloys using conducting polymer coatings","P.P. Patil","North Maharashtra University","Department of Material Management",750000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_65"
"66","All India Council for Technical Education","Control on nonlinear processes with input multiplicities","G. Prabhaker Reddy","Osmania University","Department of Chemistry",900000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_66"
"67","All India Council for Technical Education","Sol-Gel synthesis characterization, transport studies and solid battery applications of multicomponne","N. Satyanarayana","Pondicherry University","Department of Material Management",900000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_67"
"68","All India Council for Technical Education","Reclamation of toxic metals lead(PB)and cadmiumed form industrial & effuents S.L.M.","Bipan Bansal","Panjab University","Department of Chemistry",620000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_68"
"69","All India Council for Technical Education","Isolation of pediocin producing lab using molecular biology techniques and study of their biopreservative potential","Praveen P. Balgir","Punjabi University","Department of Biotechnology",500000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_69"
"70","All India Council for Technical Education","Urban design relevant issues and developments in the present scenario case of small and medium towns","Kulbhusan Jain","School of Architecture"," ",400000,12,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_70"
"71","All India Council for Technical Education","Design & implementation of hierarchical genetic algorithm based fuzzy logic controller","B.M. Patre","SGGS College of Engineering & Technology","Department of E&C",450000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_71"
"72","All India Council for Technical Education","Design and evaluation of lipoprotein mimicking system for drug targeting","Kamlinder K Singh","S N D T Women's University","Department of Pharmacy, 1, Nathibai Thackersey Road",800000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_72"
"73","All India Council for Technical Education","Neural network for performance enhancement of digital hearing aid","V. Udayashankara","Sri Jayachamarajendra College of Engineering","Department of Biotechnology, Manasgangothri",400000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_73"
"74","All India Council for Technical Education","Video Indexing","Narayanan Srinivasan","Sri Venkateswara College of Engineering","Department of E&C",550000,12,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_74"
"75","All India Council for Technical Education","Eco friendly technology development laboratory for substitute building materials","N. Ramaswamy","T.K.M. College of Engineering","Department of Architecture",1600000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_75"
"76","All India Council for Technical Education","Debittering and preservation of kinnow mandarin juice with by products recovery","P. Khandelwal","Thapar Institute of Engineering & Technology","Department of Biotechnology",435000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_76"
"77","All India Council for Technical Education","Development of chemical sensors for rare earth metal ions","Susheel Mittal","Thapar Institute of Engineering & Technology","Department of Chemical Engineering",450000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_77"
"78","All India Council for Technical Education","Biphasic catalysis of some hydrogenation reactions in ionic liquids","Satnam Singh","Thapar Institute of Engineering & Technology","Department of Chemical Engineering",800000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_78"
"79","All India Council for Technical Education","Studies on spectrally efficient digital modulation techniques","R Saxena","Thapar Institute of Engineering & Technology","Department of E&C",450000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_79"
"80","All India Council for Technical Education","Investigation of wavelet analysis and associate memory model for efficient and fast shortlisting for content-based image retrieval","Arun K Pujari","Hyderabad University","Central University P.O.",900000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_80"
"81","All India Council for Technical Education","A study of design of distributed algorithms, neural networks and applications","P. Thangavel","Madras University","Chepauk",500000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_81"
"82","All India Council for Technical Education","New materials for the advanced technologies use of conducting polymers for molecular electronics and devices","V.A. Bambole","Bombay University","Department of Material Management,M.G. Road, Fort",850000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_82"
"83","All India Council for Technical Education","Strategies for development along the highways","R.K. Jain","Roorkee University","Department of Architecture",1450000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_83"
"84","All India Council for Technical Education","Synthesis spectral and electrochemical study of semdiconductor nano particle linked molecular systems","Rajendra Prasad","Roorkee University","Department of Chemical Engineering",485000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_84"
"85","All India Council for Technical Education","Usab reactor design & operation","Indu Mehrotra","Roorkee University","Department of Civil Engineering",1000000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_85"
"86","All India Council for Technical Education","Computer controlled power system conditioning through active filters","Hari Om Gupta","Roorkee University","Department of Electrical Engineering",1200000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_86"
"87","All India Council for Technical Education","Developing highly efficient counter flow solar air heater","Akhilesh Gupta","Roorkee University","Department of Mechanical Engineering",500000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_87"
"88","All India Council for Technical Education","Promoting nonconventional ecofriendly sunnhemp fibres in textiles","S.S. Doke","Veermata Jijabai Technological Institute","Department of Chemical Science, H.R. Mahajani Marg, Matunga",920000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_88"
"89","All India Council for Technical Education","Development of a construction management in game as a tool for training students/professionals","Vinay Topkar","Veermata Jijabai Technological Institute","Department of Civil Engineering, H.R.Mahajani Marg, Matunga",450000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_89"
"90","All India Council for Technical Education","Production of gallic acid from raw tannins using bacterial tannase","Bikas Ranjan Pati","Vidyasagar University","Department of Biotechnology",600000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_90"
"91","All India Council for Technical Education","Chemical & Biological investigation of mushrion polysaccharides","Syed Sirajul Islam","Vidyasagar University","Department of Pharmacy",850000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_91"
"92","All India Council for Technical Education","A remote sensing and GIS based evaluation of tectonic and neotectonic parameters in occurrence & MIT","Pramod K. Verma","Vikram University","Department of Material Management",900000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_92"
"93","All India Council for Technical Education","Vulnerability of low cost masonary building to earthquakes","Husain Abbas","Aligarh Muslim University","Department of Civil Engineering",1500000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_93"
"94","All India Council for Technical Education","Studies of Phase Equilibria in TI-Alloys","S. Lele","Banaras Hindu University","Department of Material Management",1200000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_94"
"95","All India Council for Technical Education","Road Safety audit for national highways in Karnataka","Krishnamurthy","Bangalore University","Department of Civil Engineering",1400000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_95"
"96","All India Council for Technical Education","Development of Information Technology based approach for formulation of national human settlement development policy of in..","Aditya Bandyopadhyay","Bengal Engineering College","Shibpur",1475000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_96"
"97","All India Council for Technical Education","A techno-economic study on processing of china clay (Kaolin) of West Bengal","S. Mukhopadhyay","Bengal Engineering College","Shibpur",650000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_97"
"98","All India Council for Technical Education","Study of colossal magnetoresistance materials under pressure for sensor application","S. Arumugam","Bharathidasan University","Palkalai Perur",1400000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_98"
"99","All India Council for Technical Education","Medical Electronics","B.R. Parekh","Birla Vishvakarma Mahavidyalaya","Engineering College",650000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_99"
"100","All India Council for Technical Education","Computer graphics and computer aided designs lab","A.K. Sachan","Bundelkhand Institute of Engineering & Technology","Kanpur Road",1160000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_100"
"101","All India Council for Technical Education","Creation of infrastructure for telmatics application centre","R.C. Saraswat","Bundelkhand Institute of Engineering & Technology","Kanpur Road",350000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_101"
"102","All India Council for Technical Education","Geotechnical studies of marine sediments off Kerala coast","A.C. Narayana","Cochin University of Science & Technology","Department of Civil Engineering",1500000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_102"
"103","All India Council for Technical Education","Establishment of a Centre for Advanced Research and Training in microwave & millimeter wave antenna systems","P. Mohanan","Cochin University of Science & Technology","Department of E & C",250000,12,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_103"
"104","All India Council for Technical Education","Electronics circuits, systems and design","R. Rangarajan","Coimbatore Institute of Technology","Civil Aerodrome Post, Avinashi Road",400000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_104"
"105","All India Council for Technical Education","Colour Metallography of stainless steel welds using computer assisted image processing","P. Koshy Mathews","Coimbatore Institute of Technology","Civil Aerodrome Post, Avinashi Road",600000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_105"
"106","All India Council for Technical Education","Computer aided design acture of footwear & leather garments","Anjan Biswas","College of Leather Technology","Department of Computer",250000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_106"
"107","All India Council for Technical Education","Cryogenic treatment of steel weldments","K. Angamuthu","Cresent Engineering College","Seethakathi Estate, G.S.T. Road, Vamdalur",500000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_107"
"108","All India Council for Technical Education","Development of AS/400 laboratory","V.V. Athlani","Cummins College of Engineering for Women","Department of Computwer",500000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_108"
"109","All India Council for Technical Education","Design automation and computer aids for interactive learning environment VLSI","A.B. Bhattacharyya","Goa University","Department of Computer, Taleigo, Plateau",1400000,30,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_109"
"110","All India Council for Technical Education","Accoustical Lab","T.L. Shaji","Government College of Engineering","Department of Architecture",1500000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_110"
"111","All India Council for Technical Education","Development of advance computing centre for fuzzy technology","S.S. Thakur","Government College of Engineering","Department of Computer",700000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_111"
"112","All India Council for Technical Education","Intelligent building systems","K. Sudhakar","J.N.T.U. School of Planning & Architecture","Department of Architecture",450000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_112"
"113","All India Council for Technical Education","Performance study of digital communication system","P.S. Tiwari","Jai Narain Vyas University","Department of E & C",1100000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_113"
"114","All India Council for Technical Education","VLSI design laboratory","M. Asha Rani","Jawaharlal Nehru Technological University","Kukatpally",650000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_114"
"115","All India Council for Technical Education","Fibre optics & optical communication lab","B.N. Bhandari","Jawaharlal Nehru Technological University","Kukatpally",350000,12,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_115"
"116","All India Council for Technical Education","A method for invitro screening of medicinal plants for anticancer activity by changes in chromosome characteristics","Priscilla M D'mello","K.M. Kundnani College of Pharmacy","Department of Pharmacy",550000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_116"
"117","All India Council for Technical Education","New chemical entities (NCEs) their bioavailability evaluation in healthy humans","J.K. Lalla","K.M. Kundnani College of Pharmacy","Department of Pharmacy",1472000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_117"
"118","All India Council for Technical Education","Region classification in remote sensing and satelite images soft computer approach","Ujjwal Maulik","Kalyani Government Engineering College","Department of Computer",750000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_118"
"119","All India Council for Technical Education","Neuro fuzzy control laboratory","Sunil Kumar Sinha","Kamla Nehru Institute of Technology","Department of Electrical Engineering",800000,12,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_119"
"120","All India Council for Technical Education","Integrated wind/diesal energy conversion system","S.B. Artal","Kles's BVB College of Engineering","Vidya Nagar",400000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_120"
"121","All India Council for Technical Education","Centre for Architectural Information & Data Management","L.K. Jain","Madhav Institute of Technology & Science","Gola Ka Mandir",625000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_121"
"122","All India Council for Technical Education","Biotechnological approach for the production of anihepatotoxic compounds in the In-vitro development biomass of different cultures of medicinally important traditional indian hepatoprotective plants eclipta alba &..","A.N. Kalia","Maharshi Dayanand University","Department of Pharmacy",600000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_122"
"123","All India Council for Technical Education","Production of industrial enzymes by solid state fermentation","M. Bhagwanth Rao","Osmania University","Department of Biotechnology",775000,36,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_123"
"124","All India Council for Technical Education","Modelling & assignment of impact of traffic on air pollution in Bangalore Urban Area","G.P. Shivashankara","P.E.S. College of Engineering","Department of Civil Engineering",600000,24,"2000-01","AICTE","Indian Rupees","Months","AICTE_2000-01_124"
