"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"11","Department of AYUSH","Role of Homoeopathic constitutional treatment in scabies infection in adivasi children attending ashram shalas in Palgarh & Vikramgarh Talukas, Thane Distt.","C. Goda","Dr. M.L. Dhawale Memorial Trust","184, Gitanjali, 15th Road, Chembur",1073000,36,"2004-05","AYUSH","Indian Rupees","Months","AYUSH_2004-05_3"
"12","Department of AYUSH","Evaluation of Homoeopathic medicines in the management of side effects of Chemotheraphy and Radiotherapy","J.B. D'Castro","Institute of Homoeopathic Medical Education & Research"," ",1935000,36,"2004-05","AYUSH","Indian Rupees","Months","AYUSH_2004-05_4"
"13","Department of AYUSH","Homoeopathic management of Carcinoma of breast","N. Shah","Bharati Vidyapeeth's Homoeopathic Medical College","Department of Surgery",1400000,36,"2004-05","AYUSH","Indian Rupees","Months","AYUSH_2004-05_5"
"14","Department of AYUSH","Study of heart and nerve conduction casued by Homoeopathic potentized drugs via-a-vis Allopathic drugs on experimental animals","A. Sharma","Indian Institute of Technology (Kh)","B.C.R.T. Hospital",2008000,36,"2004-05","AYUSH","Indian Rupees","Months","AYUSH_2004-05_6"
"15","Department of AYUSH","Studies on Homoeopathic medicines for the treatment of Parkinson's Disease","F. Islam","Jamia Hamdard","Hamdard Nagar",2389000,36,"2004-05","AYUSH","Indian Rupees","Months","AYUSH_2004-05_7"
"16","Department of AYUSH","Randomised double blind clinical trial of some Homoeopathic medicines in treatment of tropic ulcer & neuropathy in Diabetes-leprosy & combination of the two & with additive factors like HIV infection","D. Chakraborty","Society for Welfare of the Handicapped Persons","27, Tagore Avenue",1746000,36,"2004-05","AYUSH","Indian Rupees","Months","AYUSH_2004-05_8"
"17","Department of AYUSH","Evaluation of Ayurvedic drugs-Jugulans regia (Akharot), Prunus amygdalus (Badam), Ocinum baslicum (Tulsi) & Benincasa hispidia (Koosmanda) for their Medhya Rasayana effects in Learning & Memory on animal models","S. Mengi","C.U. Shah College of Pharmacy","Juhu Campus, Santacruz (W)",1500000,29,"2005-06","AYUSH","Indian Rupees","Months","AYUSH_2005-06_1"
"18","Department of AYUSH","Development of Quality Standards, Formulation & Evaluation of a Novel sustained relased polyherbal formulation for treatment of Psoriasis","S. Baboota","Jamia Hamdard","Department of Pharmaceutics",2100000,36,"2006-07","AYUSH","Indian Rupees","Months","AYUSH_2006-07_1"
"19","Department of AYUSH","Documentation of Varma Medical practices particularly traditional bone setting practices in Kanyakumari, Tiruneveli & Thoothukudi Districts","V. Ganpathy","Vivekananda Kendra"," ",550000,36,"2006-07","AYUSH","Indian Rupees","Months","AYUSH_2006-07_2"
"20","Department of AYUSH","Genetic susceptibility to Rheumatoid Arthritis using a novel combination of prakariti based case control selection & molecular analysis tools","B. Bhatt","Holy Family Hospital","Department of Ayurveda",2490120,36,"2006-07","AYUSH","Indian Rupees","Months","AYUSH_2006-07_3"
"21","Department of AYUSH","Immunomodulatory effects of Tulsi (Ocimum Sanctum Linn.) on Healthy Human Subjects","S.C. Mahapatra","All India Institute of Medical Sciences"," ",1592419,36,"2006-07","AYUSH","Indian Rupees","Months","AYUSH_2006-07_4"
"22","Department of AYUSH","Museum of Ethnomedicinal plants of Western Ghats","S.D. Kholkute","Regional Medical Research Centre"," ",2933484,36,"2006-07","AYUSH","Indian Rupees","Months","AYUSH_2006-07_5"
"23","Department of AYUSH","Role of some Ayurvedic drugs & herbal extracts in the treatment of Cerebral Ischaemia in rats","F. Islam","Jamia Hamdard","Medical Elementology & Toxicology",2386400,36,"2006-07","AYUSH","Indian Rupees","Months","AYUSH_2006-07_6"
"24","Department of AYUSH","Standardisation & clinical evaluation of an Ayurvedic formulation - Keshanjana in Shushkakashipaka (Dry eye Syndrome)","K.S. Dhiman","R.G. Government (P.G.) Ayurveda College","Department of Shalakya Tantra",1141000,36,"2006-07","AYUSH","Indian Rupees","Months","AYUSH_2006-07_7"
"25","Department of AYUSH","Standardization & quality control studies of MML Oil","S.K. Sharma","Guru Jambeshwar University of Science & Technology","Department of Pharmacgnosy",631320,36,"2006-07","AYUSH","Indian Rupees","Months","AYUSH_2006-07_8"
"26","Department of AYUSH","Traditional method & modern method of Bhasma preparation - A comparative study & Role of Mitrapanchak in deciding Apunarbhava of the bhasma","S.S. Vaidya","Late Prin. B.V. Bhide Foundation"," ",2000000,36,"2006-07","AYUSH","Indian Rupees","Months","AYUSH_2006-07_9"
"27","Department of AYUSH","Comprehensive study on standardization, preparation & shelf life study of Guggulu kshar Sutra & patient registration System of fistula in Ano.","M. Sahu","Banaras Hindu University","Institute of Medical Science",2057000,24,"2007-08","AYUSH","Indian Rupees","Months","AYUSH_2007-08_1"
"28","Department of AYUSH","Development of novel therapeutic strategies for diabetic neuropathy & nephropathy","K. Chopra","University Institute of Pharmaceutical Sciences","Department of Pharmacology",760100,24,"2007-08","AYUSH","Indian Rupees","Months","AYUSH_2007-08_2"
"29","Department of AYUSH","Effect of oyster mushroom (pleurotus spp.) on glycemic control, lipid profile & diabetic quality of life in type 2 diabetic patients. Double blind placebo controlled study","R.P. Agrawal","S.P.M. College","Diabetes Care & Research Centre",481320,12,"2007-08","AYUSH","Indian Rupees","Months","AYUSH_2007-08_3"
"30","Department of AYUSH","Evaluation of Ayurvedic drugs - Jugulans regia (Akharot), Prunus Amygdalus (Badam), Ocinum Basalicum (Tulsi) & Benincasa Hispidia (Koosmanda) for their Medhya Rasayana Effects in Learning & Memory on animal models","S. Mengi","C.U. Shah College of Pharmacy"," ",1500000,36,"2007-08","AYUSH","Indian Rupees","Months","AYUSH_2007-08_4"
"31","Department of AYUSH","Evaluation of Indian medicinal plants for anti-atherosclerotic effects & exploration of their possible mechanism of action","N.N. Rege","Seth G.S. Medical College & K.E.M. Municipal Hospital","Department of Pharmacology & Therapeutics",2500000,36,"2007-08","AYUSH","Indian Rupees","Months","AYUSH_2007-08_5"
"32","Department of AYUSH","Evaluation of safety profile of herbs used in Ayurveda with CYP-450 enzymes inhibition method","P.K. Mukherjee","Jadavpur University","School of Natural Product Studies",2216060,36,"2007-08","AYUSH","Indian Rupees","Months","AYUSH_2007-08_6"
"33","Department of AYUSH","In Vitro study of the antioxidant, iron chelating & DNA protective properties of medicinal plants, their formulations & usefulness to combat cancer","N. Mandal","Bose Institute","Immunotechnology Section",2190540,36,"2007-08","AYUSH","Indian Rupees","Months","AYUSH_2007-08_7"
"34","Department of AYUSH","Molecular & immuno-histochemical studies on the cardioprotective mechanism(s)  of Terminalia Arujna (TA), Curcuma longa & Eugenia Jambolana (EJ) in ischemic model of myocardial infraction - An experimental study","S.B. Sharma","College of Medical Sciences","Department of Biochemistry",1411476,24,"2007-08","AYUSH","Indian Rupees","Months","AYUSH_2007-08_8"
"35","Department of AYUSH","Pre-clinical studies of a Polyherbal & a Herbomineral Formulation in the management of Urolithiasis - A Comparative study","A.H.R. Vasanthi","Sri Ramachandra Medical College & Research Institute"," ",2289000,36,"2007-08","AYUSH","Indian Rupees","Months","AYUSH_2007-08_9"
"36","Department of AYUSH","To evaluate the effect, safety & tolerability of Ayurvedic drug Sc3 in Sickle Cell Anemia patient (SCA)","G.H. Yeola","Sumatibhai Shah Ayurved Mahavidyalaya"," ",1717100,36,"2007-08","AYUSH","Indian Rupees","Months","AYUSH_2007-08_10"
"37","Department of AYUSH","Vaginal Formulation from Ayurvedic Medicinal Plants (Panchavalkala) in Treatment of Leucorrhoea","J. Joshi","Kasturba Health Society"," ",720000,24,"2007-08","AYUSH","Indian Rupees","Months","AYUSH_2007-08_11"
"38","Department of AYUSH","Evaluation of Cardiovascular effects of Terminalia Arjuna with special reference to arterial stiffness & endothelial function","P.U. Rani","Nizam's Institute of Medical Sciences","Department of Clinical Pharmacology & Therapeutics, Panjagutta",2250000,36,"2008-09","AYUSH","Indian Rupees","Months","AYUSH_2008-09_1"
"39","Department of AYUSH","Evaluation of pharmacognostical phytochemical & antidiabetic profiles of some indigenous plants","K.A. Wadkar","Appasaheb Birnale College of Pharmacy","South Shivaji Nagar",440640,24,"2008-09","AYUSH","Indian Rupees","Months","AYUSH_2008-09_2"
"40","Department of AYUSH","The evaluation & screening of the Nootrophic (cognition enhancing) effect of Shankhapushpi in slow learners","S.N. Parchure","Tilak Ayurved Mahavidyalaya","Centre for Post Graduate Studies & Research",2236300,24,"2008-09","AYUSH","Indian Rupees","Months","AYUSH_2008-09_3"
"41","Department of AYUSH","Investigation for identification & documentation of indigenous health drunks of Kerala","J.J. Lal","Aditya Kiran College of Applied Studie","Krishnagiri Kuttoor P.O., Mathamangalam",944600,24,"2009-10","AYUSH","Indian Rupees","Months","AYUSH_2009-10_1"
"42","Department of AYUSH","Investigation of selected herbomineral formulation as an anti-sickling agent for Sickle Cell Anemia","M.N. Saraf","Bombay College of Pharmacy","Kalina, Santracruz (E)",2561656,24,"2009-10","AYUSH","Indian Rupees","Months","AYUSH_2009-10_2"
"43","Department of AYUSH","Effect of traditionally lused Ayurvedic Rasa Aushadhis on renal & hepatic functions: Clinical & experimental","Y.K. Gupta","All India Institute of Medical Sciences","Department of Pharmacology, Ansari Nagar",2765842,36,"2009-10","AYUSH","Indian Rupees","Months","AYUSH_2009-10_3"
"44","Department of AYUSH","Evaluation of Trifala as an Anti-Diabetic drug on prevention & management of human type II Diabetes mellitus & Diabetes complications","G.B.K.S. Prasad","Jiwaji University","School of Studies in Biotechnology",2979000,36,"2009-10","AYUSH","Indian Rupees","Months","AYUSH_2009-10_4"
"45","Department of AYUSH","Pharmacological investigations of Embelia Ribes (Vidanga) for Anti-Obesity activity in rats","U. Bhandari","Jamia Hamdard","Hamdard Nagar",1532000,36,"2009-10","AYUSH","Indian Rupees","Months","AYUSH_2009-10_5"
"46","Department of AYUSH","Biochemical & molecular investigations on the role of Thratchathi Choornam & Thamaraga Kudineer in experimental models of Myocardial infraction in rats","J. Venketesh","Sri Ramachandra University","No. 1 Ramachandra Nagar, Porur",2525000,36,"2009-10","AYUSH","Indian Rupees","Months","AYUSH_2009-10_6"
"47","Department of AYUSH","Prevalence of iron deficiency with & without concurrent Anemia in different population groups: A study in Medak, A.P.","S. Bhavthankar","M.N.R. Medical College & Hospital and M.N.R. College of Ayurveda","Department of Biochemistry, MNR Nagar, Naraspur Road",2875000,24,"2009-10","AYUSH","Indian Rupees","Months","AYUSH_2009-10_7"
"48","Department of AYUSH","Studies on purification & detoxification (Sodhana Prakriya) of toxic Ayurvedic medicinal plants","K.S. Laddha","University Institute of Chemical Technology","Pharmaceutical Sciences & Technology Division, Matunga (E)",591000,24,"2009-10","AYUSH","Indian Rupees","Months","AYUSH_2009-10_8"
"49","Department of AYUSH","Exploration of efficacy of Panchakarma treatment in Endosulfan affected population","V.C. Deep","National Research Institute for Panchakarma","Cheruthuruthy",1800000,12,"2010-11","AYUSH","Indian Rupees","Months","AYUSH_2010-11_1"
"50","Department of AYUSH","Development of model for non-alcoholic fatty Liver disease based on Ayurvedia Principles","K.S. Kulkarni","S.V.K.M's Narsee Monjee Institute of Management Studies","School of Pharmacy & Technology Management. Vile Parle (West)",500000,12,"2010-11","AYUSH","Indian Rupees","Months","AYUSH_2010-11_2"
"51","Department of AYUSH","DNA barcoding of medicinal plants appeared in Ayurvedic Pharmacopoeia in India","M. Parani","S.R.M. University","Department of Genetic Engineering",2020100,24,"2010-11","AYUSH","Indian Rupees","Months","AYUSH_2010-11_3"
"52","Department of AYUSH","Study of protective & healing effects of Aegle Marmelos, Terminalia Chebula & Azadirachta Indica on experimental models of Ulcerative Colitis in rats","R.K. Goel","Banaras Hindu University","Department of Pharmacology",2178550,36,"2010-11","AYUSH","Indian Rupees","Months","AYUSH_2010-11_4"
"53","Department of AYUSH","Correlation of Prakriti with polymorphism in P2Y12 gene","U. Thatte","G.S. Medical College & K.E.M.Hospital","Department of Clinical Pharmacology, Ist Floor, M.S. Building, Parel",2918000,36,"2010-11","AYUSH","Indian Rupees","Months","AYUSH_2010-11_5"
"54","Department of AYUSH","Cissus Quadrangularis Linn. (Asthisamharaka) a regulator of bone progenitor cells: Cellular & functional basis for Osteogenic regerative","M.R.K. Bhatt","Kasturba Medical College","Department of Anatomy",600000,12,"2010-11","AYUSH","Indian Rupees","Months","AYUSH_2010-11_6"
"55","Department of AYUSH","Randomized clinical trial to evaluate the efficacy of medicated oil pulling in Plaque induced in Gingivitis, & its effect on metabolic a markers in Gingival","K. Chithresan","Sri Ramakrishna Dental College & Hospital","Department of Periodontics, S.N.R. College Road",997909,36,"2010-11","AYUSH","Indian Rupees","Months","AYUSH_2010-11_7"
"56","Department of AYUSH","Evaluation of Arjuna (Terminalai Arjuna Roxb) & Tulsi (Ocimum Sanctum, Linn) in experimental Pulmonary Artery Hypertension in rats","S.K. Maulik","All India Institute of Medical Sciences","Department of Pharmacology, Ansari Nagar",2874000,36,"2012-13","AYUSH","Indian Rupees","Months","AYUSH_2012-13_1"
"57","Department of AYUSH","Evaluation of Arjuna (Terminalai Arjuna Roxb) & Tulsi (Ocimum Sanctum, Linn) in experimental Pulmonary Artery Hypertension in rats","S.K. Maulik","All India Institute of Medical Sciences","Department of Pharmacology, Ansari Nagar",2874000,36,"2013-14","AYUSH","Indian Rupees","Months","AYUSH_2013-14_1"
"58","Department of AYUSH","Evaluation of Arjuna (Terminalai Arjuna Roxb) & Tulsi (Ocimum Sanctum, Linn) in experimental Pulmonary Artery Hypertension in rats","S.K. Maulik","All India Institute of Medical Sciences","Department of Pharmacology, Ansari Nagar",2874000,36,"2014-15","AYUSH","Indian Rupees","Months","AYUSH_2014-15_1"
"59","Ministry of AYUSH","Evidence based clinical study on the role of Homeopathic medicines in cases of Polycystic Ovarian Syndrome(PCOS)","G. Gupta","Homeopathic Research Foundation","B-1/41, Sector A (Near Rajshri Talkies) Kapoorthala-Aliganj",1796500,24,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_1"
"60","Ministry of AYUSH","To elucidate the mechanisms behind documented Osteogenic activity of Symphytumofficinale in Human bone marrow derived Mesenchymal stem cells in vitro","S. Sen","All India Institute of Medical Sciences","Department of Biochemistry, Ansari Nagar",4763362,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_2"
"61","Ministry of AYUSH","Influence of Naturopathy and Yoga therapy as an adjuvant in the management of Adenocarcinoma of Colon stage II & III with chemo therapy","K.K. Raghunath","Basavatarakam Indo-American Cancer Hospital & Research Institute","Road No.14, First Avenue, Banjara Hills",6935156,24,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_3"
"62","Ministry of AYUSH","Preclinical studies on Triphala for its possible effects in treatment of microvascular complications of Diabetes","Y. Kulkarni","Shobhaben Pratapbhai Patel School of Pharmacy & Technology Management","SVKM's NMIMS, Vile Parle",3664780,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_4"
"63","Ministry of AYUSH","Safety evaluation of two important herbo-mineral formulations used in Ayurvedic practice","R. Munshi","Topiwala National Medical College & B.Y.L. Nair Charitable Hospital","Dr. A.L. Nair Road",6331400,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_5"
"64","Ministry of AYUSH","Validation of safety, efficacy & quality & preparation of drug master file of classical Ayurvedic formulation Vasaguduchyadi Kashayam  & Katakakhadioradikashayam","J.T. Verghese","Confederation for Ayurvedic Renaissance Limited","(CAReKeralam Limited) KINFRA Small Industries Park, Nalukettu Road, KINFRA Park-Post, Koratty",6975200,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_6"
"65","Ministry of AYUSH","Validation of the Pharmalogical efficacy of Nandhi Mezhugu, pre treatment with Kummati Mezhugu in preclinical models of anovulation & its application in veterinary medicine for Ovulatory disorder in cattle","M.R. Srinivasan","Madras Veterinary College","Department of Veterinary Pharmacology & Toxicology, Tamil Nadu Veterinary & Animal Sciences University, Vepery",6342400,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_7"
"66","Ministry of AYUSH","A clinical to evaluate the effect of Yoga on Pulmonary function, cellular and molecular markers & quality of life in patient of Bronichial Asthma","K. Gulati","Vallabhbhai Patel Chest Institute","Department of Pharmacology, Delhi University",5097400,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_8"
"67","Ministry of AYUSH","Evaluation of role of Withaniasomnifera and Celastraspuniculatus in animal models of alcohol addiction","P. Marathe","Seth G.S. Medical College & K.E.M. Municipal Hospital","Department of Pharmacology & Therapeutics, Parel",3625000,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_9"
"68","Ministry of AYUSH","Safety evaluation of two important herbo-mineral formulations used in Ayurvedic practice","R. Mundugaru","Sri Dharmasthala Manjunatheshwar Educationl Society","Department of Pharmacology & Toxicology, Centre for Research in Ayurveda & Allied Sciences, Kuthpady",2733200,30,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_10"
"69","Ministry of AYUSH","Preparation of classified electronic description catalogue of ancient manuscripts and books on Yoga","M.A. Laxmithathachar","Samskriti Foundation","1448/1, 5th Cross. Krishnamurthayam",3726000,24,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_11"
"70","Ministry of AYUSH","Impact of short term meditations based intervention on quality of life of Glaucoma patients","T. Dada","All India Institute of Medical Sciences","Department of Ophthalmic Sciences, Ansari Nagar",5474780,24,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_12"
"71","Ministry of AYUSH","Elucidation of the mechanism of action of a Siddha formulation against Alzheimer's disease","K.U. Maheshwari","SASTRA University","Centre for Nanotechnology & Advance Biomaterials, School of Chemical & Biotechnology",6905000,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_13"
"72","Ministry of AYUSH","Analyzing the effect of potentised Homeopathic medicine Lycopodium clavatum on male reproductive function in aged rat","S. Prakash","Dr. A.L. Mudaliar P.G. Institute of Basic Medical Sciences","Department of Anatomy, Madras University, Taramani Campus",2589000,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_14"
"73","Ministry of AYUSH","Evaluation of Triphala and Trimad for their effects on adipocytes biology and lipid metabolism","S. Bhalerao","Bharati Vidyapeeth University","Obesity Lab., Interactive Research School for Health Affairs, Dhankawadi",2832000,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_15"
"74","Ministry of AYUSH","In vitro & in vivo study of hepatoprotective activity of Nigella sativa extracts in various germination stages","I. Zareen","Integral University","Department of Bioengineering, Kursi Road",6993330,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_16"
"75","Ministry of AYUSH","Acute effect of slow breathing on cardiovascular variability during head up tilt, head down tilt & lower body negaitive pressure in Naïve healthy subject & trained Yoga practitioner","K.K. Deepak","All India Institute of Medical Sciences","Department of Physiology, Ansari Nagar",6675968,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_17"
"76","Ministry of AYUSH","Efficacy of a family based comprehensive Yoga programme for weight reduction among overweight children and adolescents","V. Jain","All India Institute of Medical Sciences","Department of Pediatrics, Ansari Nagar",5163598,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_18"
"77","Ministry of AYUSH","Enumerative and analytical study on certain Siddha drugs against enteric and superficial skin infective microbial pathogens","E. David","Thiruvalluvar University","Department of Biotechnology",3502800,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_19"
"78","Ministry of AYUSH","Experimental studies to assess the efficacy of commonly used Unani formulation for improvement of cognitive functions and neuroprotection","R.S. Ahmed","University College of Medical Sciences & Guru Teg Bahadur Hospital","Depaartment of Biochemistry, Dilshad Garden",4700160,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_20"
"79","Ministry of AYUSH","Oncological care with Siddha concepts in formulation: A novel scientific approach","N. Deepa","Asthagiri Herbal Research Foundation","162A, 2nd Floor, Perungudi Industrial Estate, Perungudi",6989422,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_21"
"80","Ministry of AYUSH","In vitro & in vivo evaluation of therapeutic potential of various drugs upon Chikungunya virus infection","S. Sunil","International Centre for Genetic Engineering & Biotechnology","Vector Bone Disease Group, Aruna Asaf Ali Marg",2428500,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_22"
"81","Ministry of AYUSH","Prospective experimental studies of some herbs used in urinary disorders in Unani medicines","A. Adhikari","R.G. Kar Medical College","Department of Pharmacology",2082170,36,"2015-16","AYUSH","Indian Rupees","Months","AYUSH_2015-16_23"
"82","Ministry of AYUSH","Antimicrobial efficacy & mechanisms of herbal extracts fractions (traditional herbal tooth powder formula) on biofilm forming cariogenic microorganisms","K. Ramalingam","B.S. Abdur Rahman University","School of Life Sciences, Vandalur",3332200,36,"2016-17","AYUSH","Indian Rupees","Months","AYUSH_2016-17_1"
"83","Ministry of AYUSH","Cytotoxic, antitumor & anti-angiogenesis evaluation of cow urine (Go-mutra) based medicinal plant extract against Ehrlich ascites cells bearing mouse","S. Madan","Amity University","Amity Institute of Pharmacy, Sector 125, Block A",1290000,36,"2016-17","AYUSH","Indian Rupees","Months","AYUSH_2016-17_2"
"84","Ministry of AYUSH","Experimental & clinical studies on Nagapheny (Opuntiaelatior mill) an anuktadravya (extra pharmocopial drug with special reference to its haematinic activity","R.N. Acharaya","Gujarat Ayurved University","Department of Dravyagun, Institute for Post Graduate Teaching & Research in Ayurveda",2787800,36,"2016-17","AYUSH","Indian Rupees","Months","AYUSH_2016-17_3"
"85","Ministry of AYUSH","Unani anti-psoriatic topical nano particulate drug delivery systems","K.S. Bhise","M.C.E. Society's Allana College of Pharmacy","2390, B-K-B Hidayatullah Road, Azam Campus",3598440,24,"2016-17","AYUSH","Indian Rupees","Months","AYUSH_2016-17_4"
"86","Ministry of AYUSH","Assessment of selected indigenous herbs of the Himalyan range as modulators of unfolded protein response: A novel strategy towards cancer regression","K.M. Fazili","Kashmir University","Department of Biotechnology, Hazratbal",5389330,36,"2016-17","AYUSH","Indian Rupees","Months","AYUSH_2016-17_5"
"87","Ministry of AYUSH","Validation of the safety & therapeutic efficacy of Pooranachandirodayam in Dimethylhydrazinedihydrochloride induced colon cancer in rats","S.P. Preetha","Madras Veterinary College","Department of Veterinary Pharmacology & Toxicology",6528670,36,"2016-17","AYUSH","Indian Rupees","Months","AYUSH_2016-17_6"
"88","Ministry of AYUSH","Evaluating the anti-cancer activity of homoeopathic potencies of Terminalia chebula in breast cancer cell lines & analyzing the best potency for activity in breast cancer mouse model","R.K. Ghanekar","Bharati Vidyapeeth University","University Medical College, Interactive Research School for Health Affairs, Katraj Campus, Satara Road, Dhankawadi",4298420,36,"2016-17","AYUSH","Indian Rupees","Months","AYUSH_2016-17_7"
"89","Ministry of AYUSH","An experimental approach towards bone marrow & microenvironment in leukemia by using Ashwagandha (withaniasomifera) & Bhringaraj (Eclipta alba): Two candidate inhibitors of Hedgehog & NF-kB pathways","S. Law","Calcutta School of Tropical Medicine","108, Chittaranjan Avenue",2463600,36,"2016-17","AYUSH","Indian Rupees","Months","AYUSH_2016-17_8"
"90","Ministry of AYUSH","A prospective cohort study to measure the effectiveness of NISWANI in achieving regression of Fibroadenoma & Mastalgia","R. Mehrotra","Institute of Cytology & Preventive Oncology","Plot No I-7, Sector 39",6970550,36,"2016-17","AYUSH","Indian Rupees","Months","AYUSH_2016-17_9"
"91","Ministry of AYUSH","Molecular evaluation of anti-cancer & anti-viral properties of Thuja Occidentalis","R. Sureshkumar","National Institute of Cancer Prevention & Research","Division of Molecular Biology, I-7, Sector 39",4592670,36,"2016-17","AYUSH","Indian Rupees","Months","AYUSH_2016-17_10"
"92","Ministry of AYUSH","Studies on the efficacy of a Homeopathic medicine in the treatment of osteomyelitis in neuropathic feet in leprosy","D. Chakraborty","Society for Welfare of the Handicapped Persons","26, Tagore Avenue",6400800,36,"2016-17","AYUSH","Indian Rupees","Months","AYUSH_2016-17_11"
"93","Ministry of AYUSH","Standardization validation, toxicity & efficacy studies on Sangu Parpam & Arathai Chooranam","M. Ramanathan","P.S.G. College of Pharmacy","Peelamedu",6574000,36,"2016-17","AYUSH","Indian Rupees","Months","AYUSH_2016-17_12"
"94","Ministry of AYUSH","An evaluation of Chandamaruta Chenduram & Ayaveera Chenduram through study of Neurotransmitter, protein & enzyme level alterations occuring during their treatment for MCAO Focal Cerebral Ischemia (induced brain stroke) in rats","S.B. Kaimal","Saveetha University","Department of Biochemistry, Saveetha Medical College, Saveetha Nagar, Thandalam",6875000,36,"2016-17","AYUSH","Indian Rupees","Months","AYUSH_2016-17_13"
