"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"19","Defence Research and Development Organisation","Experimental quadratic cascading for their applications in all-optical photonic devices","P.K. Dutta","Indian Institute of Technology (Kh)","Department of Physics",2302000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_19"
"20","Defence Research and Development Organisation","Study on the chromosomal heterochromatin in the human population living on high altitudes of India","P.S.N. Menon","All India Institute of Medical Sciences","Department of Pediatrics, Genetic Unit",1703880,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_20"
"21","Defence Research and Development Organisation","Preparation & characterisation of Ferroelectric thin films for sensors and actuators","T.C. Goel","Indian Institute of Technology (D)","Department of Physics, Haus Khas",1955000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_21"
"22","Defence Research and Development Organisation","A study of the electrical, magnetic and hyper-fine properties of substituted ferrites","Sumitra Phanjoubam","Manipal University","Department of Physics",1530364,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_22"
"23","Defence Research and Development Organisation","Development of novel 3:29 permanent magnet materials based on rare earch & transition metals","G. Markandeyulu","Indian Institute of Technology (M)","Department of Physics",2479000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_23"
"24","Defence Research and Development Organisation","Memorandum of collaboration between DRDO & JNCASR, Bangalore","V. Krishnan","Jawaharlal Nehru Centre for Advanced Scientific Research"," ",24800000,"24","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_24"
"25","Defence Research and Development Organisation","Nanostructured soft magnetic materials for high performance applications","A. Narayanasamy","Madras University","Materials Science Centre, Department of Nuclear Physics",1800000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_25"
"26","Defence Research and Development Organisation","Development of an oxide electrolyte and cathode for solid oxide fuel cells","Prakash Gopalan","Indian Institute of Technology (B)","Department of Metallurgical Engineering & Materials Science, Powai",1497000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_26"
"27","Defence Research and Development Organisation","Poisioning and fading phenomena in the grain refinement of aluminium and its alloys","M. Chakraborty","Indian Institute of Technology (Kh)","Department of Metallurgical & Materials Engineering",1980000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_27"
"28","Defence Research and Development Organisation","Studies on science & technology (S&T) issues on national security","R. Narasimha","National Institute of Advanced Studies","IISc Campus",495000,"6","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_28"
"29","Defence Research and Development Organisation","Two dimensional temperature & bias dependent, noise analysis and improved equivalent circuit InP HEMTS for Microwave characterisation","Mridula Gupta","Delhi University","South Campus, Department of Electronic Science",2117000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_29"
"30","Defence Research and Development Organisation","Programme on analytics & numerics of non-linear systems","P.L. Sachdev","Indian Institute of Science","Department of Mathematics",2124000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_30"
"31","Defence Research and Development Organisation","Popular Science Book series in Kannada on aerospace & related topics","C.V. Srinathsastry","National Aeronautical Laboratory"," ",80000,"12","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_31"
"32","Defence Research and Development Organisation","Development of algorithm for attitude determination of aircraft usuing GPS signal","V. Parmeswaran","National Aeronautical Laboratory"," ",519000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_32"
"33","Defence Research and Development Organisation","Study of hot jet aeroacoustics","T.S. Sheshadri","Indian Institute of Science"," ",1290000,"24","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_33"
"34","Defence Research and Development Organisation","Numerical prediction of flows through swirlers","V. Ganesan","Indian Institute of Technology (M)"," ",886000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_34"
"35","Defence Research and Development Organisation","Development of general purpose CFD design code","Anoop Kumar Das","Indian Institute of Science"," ",476450,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_35"
"36","Defence Research and Development Organisation","Direct skin friction measurement of hypersonic speeds","B. Vasudevan","Indian Institute of Science"," ",585940,"33","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_36"
"37","Defence Research and Development Organisation","Computer aided analysis and design of high speed ball and roller bearings","R. Tiwari","Indian Institute of Technology (G)"," ",735380,"33","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_37"
"38","Defence Research and Development Organisation","Study of the room temperature formability of aluminium lithium alloys","P.P. Date","Indian Institute of Technology (B)","Powai",640800,"24","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_38"
"39","Defence Research and Development Organisation","Study of the flying characterists of a T-Tail pusher configuration using an R/C scaled model","M.S. Rajamurthy","National Aeronautical Laboratory"," ",655500,"30","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_39"
"40","Defence Research and Development Organisation","A study of aero-acoustic problems using boundary element method","N. Singh","Indian Institute of Technology (Kh)"," ",350180,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_40"
"41","Defence Research and Development Organisation","Numerical investigation of the effects of flow configuration on multiple supersonic jet interaction","V. Ramjee","Indian Institute of Technology (M)"," ",284000,"40","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_41"
"42","Defence Research and Development Organisation","Performance and stall margin improvements in an axial flow compressor by means of forward swept blades","M. Govardhan","Indian Institute of Technology (M)"," ",717800,"24","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_42"
"43","Defence Research and Development Organisation","Study of oscillatory combustion response in a/f mixtures","S.R. Chakravarthy","Indian Institute of Technology (M)"," ",710000,"24","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_43"
"44","Defence Research and Development Organisation","Functionally gradient age hardenable alloys","Subadh Kumar","Indian Institute of Science"," ",833000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_44"
"45","Defence Research and Development Organisation","Transonic aeroelastic analysis using an unsteady Navier-Stokes Solver","P.K. Datta","Indian Institute of Technology (Kh)"," ",388000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_45"
"46","Defence Research and Development Organisation","Development of A1-T1B2/TIB in situ composites","M. Chakraborty","Indian Institute of Technology (Kh)"," ",793000,"24","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_46"
"47","Defence Research and Development Organisation","Helicopter rotor response with simulated dynamical stall model using neural networks","S.N. Omkar","Indian Institute of Science"," ",283120,"31","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_47"
"48","Defence Research and Development Organisation","High performance adaptive finite element analysis of composite plates","M.S. Sivakumar","Indian Institute of Technology (M)"," ",481000,"24","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_48"
"49","Defence Research and Development Organisation","Integration of CFD slovers with grid generator and post processor","G.R. Shevare","Indian Institute of Technology (B)"," ",598000,"33","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_49"
"50","Defence Research and Development Organisation","Experimental investigation on ground effect aerodynamics of cambered wings","M.R. Ahmed","MJCET"," ",693500,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_50"
"51","Defence Research and Development Organisation","Cone beam optical tomography for quantitative analysis of flows with density gradients","R.M. Vasu","Indian Institute of Science"," ",880650,"32","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_51"
"52","Defence Research and Development Organisation","Investigations on high speed machining of light alloy structures for aerospace applications","P. Radhakrishnan","PSG College of Technology","Peelamedu",779000,"33","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_52"
"53","Defence Research and Development Organisation","Cavity-induced acoustic oscillations and their effect on mixing in supersonic flows","S.R. Chakravarthy","Indian Institute of Technology (M)"," ",763000,"32","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_53"
"54","Defence Research and Development Organisation","Artificial neural network applications for rotor vibrations diagnosis","N.S. Vyas","Indian Institute of Technology (K)"," ",904000,"24","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_54"
"55","Defence Research and Development Organisation","Buckling strength of composite shells under thermo mechanical loading","L.S. Ramachandra","Indian Institute of Technology (Kh)"," ",409000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_55"
"56","Defence Research and Development Organisation","Development of ceramic matrix composites by impregnation of SOL in ceramic fibre preforms","Kunal Basu","Regional Research Laboratory","Hoshingabad Road, Near Habibganj Naka",2190000,"24","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_56"
"57","Defence Research and Development Organisation","Theoretical & experimental studies on a new health monitored smart wing concept","A.V. Krishnamurthy","Indian Institute of Science"," ",1211000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_57"
"58","Defence Research and Development Organisation","Development and demonstration of active control methodology for aerospace structures","M. Subba Rao","National Aeronautical Laboratory"," ",1678000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_58"
"59","Defence Research and Development Organisation","Joining of ceramics and metals","C. Divakar","National Aeronautical Laboratory"," ",1346000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_59"
"60","Defence Research and Development Organisation","Studies on auto-ignition in a turbulent medium using direct numerical simulations","K.N. Lakshmisha","Indian Institute of Science"," ",257000,"24","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_60"
"61","Defence Research and Development Organisation","Extension of mechanistic approach and models for analysing fatigue crack growth and threshold","D.N. Lal","Banaras Hindu University"," ",505000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_61"
"62","Defence Research and Development Organisation","Linear instability analysis of boundry layer flows with converging/diverging streamlines","J. Dey","Indian Institute of Science"," ",138000,"12","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_62"
"63","Defence Research and Development Organisation","To evaluate the extent of acclimatisation and adaptive physiological changes acquired following intwermittent exposure to hypobaric hypoxia while flying over high altitude areas in an unpressurised a/c with a cabin altitude of 13-19000 feet","K.K. Tripathi"," ","56 APO Jammu & Kashmir",380000,"12","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_63"
"64","Defence Research and Development Organisation","Thermo-mechanical characterization of ceramic coatings for combustion chamber liners","A.K. Ray","National Metallurgical Laboratory","Burma Mines",704000,"36","2000-01","DRDO","Indian Rupees","Months","DRDO_2000-01_64"
"65","Defence Research and Development Organisation","Development of a half model balance rig rig and tests on life enhancement using gurney flaps","S. Sundaram","National Aeronautical Laboratory"," ",929500,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_1"
"66","Defence Research and Development Organisation","Acoustic impedence tube facility set up","T.S. Sheshadri","Indian Institute of Science"," ",394000,"12","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_2"
"67","Defence Research and Development Organisation","Seperation control in low reynolds nlumber aerofoils with unsteady effects and roughness","O.N. Ramesh","Indian Institute of Science"," ",947000,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_3"
"68","Defence Research and Development Organisation","Structural modelling of rotating system","G.R. Srinivasa","Sri M. Visvesvarya Institute of Technology"," ",609000,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_4"
"69","Defence Research and Development Organisation","Synthesis of silver based alloys for metal/ceramic brazing","A.K. Ray","National Metallurgical Laboratory"," ",1267000,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_5"
"70","Defence Research and Development Organisation","Studies of effect of joing interference on the fatigue crack growth behaviour at Pin/bolted joints of gas turbine engines","G. Gargesa","Sri M. Visvesvarya Institute of Technology"," ",433200,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_6"
"71","Defence Research and Development Organisation","Fabrication and testing of a high pressure ratio fan stage","Q.H. Nagpurwala","National Aeronautical Laboratory"," ",2407500,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_7"
"72","Defence Research and Development Organisation","Analytical solution for Nusselt number in laminar annular flows with viscours dissipation","S.P. Mahulikar","Indian Institute of Technology (B)","Powai",368000,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_8"
"73","Defence Research and Development Organisation","Automation of a multi-component balance calibration rig","B. Vasudev","Indian Institute of Science"," ",2400200,"30","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_9"
"74","Defence Research and Development Organisation","Investigative studies on casing treatment technique in axial compressors","Q.H. Nagpurwala","National Aeronautical Laboratory"," ",699000,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_10"
"75","Defence Research and Development Organisation","Piezo thermo elastic finite element formulation of intelligent structure with active vibration and buckling control studies","S. Raja","National Aeronautical Laboratory"," ",418000,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_11"
"76","Defence Research and Development Organisation","Development of 6 component acceleraometer balance system for measuring aerodynamics forces in short duration hypersonic shock tunnel","K.P.J. Reddy","Indian Institute of Science"," ",770500,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_12"
"77","Defence Research and Development Organisation","Design and development of fibre optic force balance for wind tunnel","B. Vasudevan","Indian Institute of Science"," ",812500,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_13"
"78","Defence Research and Development Organisation","Experimental study of life and thrust generating mechanisms in oscillating airfoil motion","K. Venkataraman","Indian Institute of Science"," ",873200,"33","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_14"
"79","Defence Research and Development Organisation","Development of electronic pressur escanner","B. Vasudevan","Indian Institute of Science"," ",701250,"26","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_15"
"80","Defence Research and Development Organisation","Prototype testing of high pressure ratio centrifugal compressor stage in air","K. Murugesan","National Aeronautical Laboratory"," ",1510000,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_16"
"81","Defence Research and Development Organisation","Physiological and biochemical attributes of 'G' tolerance","P.K. Jain","Institute of Aerospace Medicine","Indian Air Force, Vimanpura",750000,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_17"
"82","Defence Research and Development Organisation","To study the human factors associated with prolonged use of night vision gogals in simulated fighter environment","G. Gomez","Institute of Aerospace Medicine","Indian Air Force, Vimanpura",327700,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_18"
"83","Defence Research and Development Organisation","Computation of real geometry axisymmetric radition view factors of aircraft engine layout","S.P. Mahulikar","Indian Institute of Technology (B)","Powai",528600,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_19"
"84","Defence Research and Development Organisation","Feasibility study for development of helmet mounted display","M.S.N. Srinivas","Central Scientific Instruments Organisation","Sector 30",530000,"17","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_20"
"85","Defence Research and Development Organisation","Development of sintered mullite grains for aircraft brake pad friction material application","S.G. Ghatak","Central Glass & Ceramic Research Institute","196, Raja S.C. Mullick Road",317000,"12","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_21"
"86","Defence Research and Development Organisation","PSP measurements on an aircraft wing-body and slender body models in the 1.2 blow down tunnel","Channaraju","National Aeronautical Laboratory"," ",485000,"12","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_22"
"87","Defence Research and Development Organisation","Development of a neural network software for flush air data system","C.V.S. Sastry","National Aeronautical Laboratory"," ",280500,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_23"
"88","Defence Research and Development Organisation","Development of cost effective Si3N4 powder/grains SHS technique for high performance applications","Y.S. Rao","A.R.C. International","Balapur PO",911700,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_24"
"89","Defence Research and Development Organisation","Feasibility study of developing oxidation protective coating for carbon-carbon composites from NZP type of materials","A. Dasgupta","Central Glass & Ceramic Research Institute","196, Raja S.C. MullickRoad",570500,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_25"
"90","Defence Research and Development Organisation","Investigations of high lift flows using 2d PLV","L. Venkatakrishnan","National Aeronautical Laboratory"," ",394000,"18","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_26"
"91","Defence Research and Development Organisation","Development of ultrasonic method to evaluate moisture in composite materials","A. Kumar","National Physical Laboratory","Dr. K.S. Krishnan Marg",668250,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_27"
"92","Defence Research and Development Organisation","Development of magnesium alloy based SiC reinformced composites by infiltration route","K. Dhindaw","Indian Institute of Technology (Kh)"," ",629300,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_28"
"93","Defence Research and Development Organisation","Static indentation on composite laminates with and without fiexure","T.S. Ramamurthy","Indian Institute of Science"," ",453200,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_29"
"94","Defence Research and Development Organisation","Three dimensional nonlinear finite element studies on adhesively bonded patch repair","P.C. Pandey","Indian Institute of Science"," ",443000,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_30"
"95","Defence Research and Development Organisation","Reduction of vibration and dynamic stresses in a composite helicopter rotor using response surface approximations and genetic algorithms","R. Ganguli","Indian Institute of Science"," ",661000,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_31"
"96","Defence Research and Development Organisation","Development of thin film coatings on glass/acrylics for combat aircraft window applications","K.N. Rao","Indian Institute of Science"," ",783000,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_32"
"97","Defence Research and Development Organisation","Demonstration of 5-axis levitation of a rotor towards indigenisation of the magnetic bearing technology","S. Jana","National Aeronautical Laboratory"," ",675500,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_33"
"98","Defence Research and Development Organisation","Design and development of fibre optic based fire detection and warning system for aircraft","J.K. Chhabra","Central Scientific Instruments Organisation","Sector 30",615000,"12","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_34"
"99","Defence Research and Development Organisation","Development of GUI based geomatric modelling using OOAD concepts for flow solvers, code name""Geompack""","M.P. Ananthasayanam","Indian Institute of Science"," ",280000,"12","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_35"
"100","Defence Research and Development Organisation","Development of a software package for transient flow simulation in supersonic blow down wind tunnel","J.P. Singh","National Aeronautical Laboratory"," ",312600,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_36"
"101","Defence Research and Development Organisation","Direct computation of supersonic jet noise using fluid/acoustics coupled simulation","K.P. Sinhamahapatra","Indian Institute of Technology (Kh)"," ",300800,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_37"
"102","Defence Research and Development Organisation","Development of Al based super alloys with Nanocrystalline Li2-A13Ti precipitates by mechanical alloying","B.S. Murthy","Indian Institute of Technology (Kh)"," ",1399300,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_38"
"103","Defence Research and Development Organisation","Synthesis of oxide films by combustion pyrolysis of precursors","V. Jayaram","Indian Institute of Science"," ",1600200,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_39"
"104","Defence Research and Development Organisation","Design of flight controllers using quantitative feedback theory","P.S.V. Nataraj","Indian Institute of Technology (B)","Powai",400000,"18","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_40"
"105","Defence Research and Development Organisation","Development of low cost portable LDV and PIV","O.N. Ramesh","Indian Institute of Science"," ",906250,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_41"
"106","Defence Research and Development Organisation","Experimental studies on side wall inlet configuration for scram jet operation","S. Ahmed","National Aeronautical Laboratory"," ",844930,"18","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_42"
"107","Defence Research and Development Organisation","Development of a quantitative schlieren technique: BOS","L. Venktakrishnan","National Aeronautical Laboratory"," ",412100,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_43"
"108","Defence Research and Development Organisation","Large eddy simulation of flows in a rectangular channel with a built in winglet pair","E.G. Tulapurkar","Indian Institute of Technology (M)"," ",923340,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_44"
"109","Defence Research and Development Organisation","A feasibility study to develop detection system for explosive such as RDX","D. Deobagkar","Pune University","Department of Zoology",2300000,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_45"
"110","Defence Research and Development Organisation","Wavelet analysis of visual evoked potentials (VEP) to Study the 'Sustained' & 'Transient' pathways of information processing in human visual system","G.R. Kulkarni","Pune University","Department of Physics",400000,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_46"
"111","Defence Research and Development Organisation","Molecular biology of chemical senses in insects","O. Siddiqi","Tata Institute of Fundamental Research","National Center for Biological Sciences, GKVK Campus",2400000,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_47"
"112","Defence Research and Development Organisation","Development of NanoComposite rubbers and studies of reinforcement mechanism","A.K. Bhowmick","Indian Institute of Technology (Kh)"," ",1953000,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_48"
"113","Defence Research and Development Organisation","Electosynthesis of Perflurocarbon liquids for defence applications","K. Jayaraman","Central Electrochemical Research Institute"," ",2077000,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_49"
"114","Defence Research and Development Organisation","Lanthanide complexes with Novel N O Donors application sin organic synthesis & analysis","S.J. Swamy","Kakatiya University","Vidyranya Puri",700000,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_50"
"115","Defence Research and Development Organisation","Photochemical supramolecular metallodendrimers as light harvesting antennas","V. Alexander","Loyola College","Department of Chemistry",2480000,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_51"
"116","Defence Research and Development Organisation","Synthesis of Graft Co-polymers in supercritical carbondioxide","M.G.H. Zaidi","G.B. Pant University of Agriculture & Technology","Department of Chemistry",1798000,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_52"
"117","Defence Research and Development Organisation","Growht and characterisation of new non-linear organic materials and theoretical comparison with experimental results","D.K. Chaturvedi","Kurukshetra University","Department of Physics",2013000,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_53"
"118","Defence Research and Development Organisation","Positive tone photoresist materials for deep UV image development-synthesis, characterisation and performance evaluation","R. Dhamodharan","Indian Institute of Technology (M)","Department of Chemistry",2363000,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_54"
"119","Defence Research and Development Organisation","Synthesis of Kevlar using environmental friendly mesoporous Al-MCM41 Molecular Sieves","A. Pandurangan","Anna University","Department of Chemistry",2263000,"24","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_55"
"120","Defence Research and Development Organisation","Development of Chiral Polyesters contain Azo Mesogens for photonic applications","K. Sreekumar","Cochin University of Science & Technology","Department of Applied Chemistry",1852000,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_56"
"121","Defence Research and Development Organisation","Investigation on controlling the selectivity of photochemical transformations","S. Prathapan","Cochin University of Science & Technology","Department of Applied Chemistry, CUSAT Campus",2320000,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_57"
"122","Defence Research and Development Organisation","Novel Liquid Crystalline Porphyrins: Synthesis and their properties","P. Bhyrappa","Indian Institute of Technology (M)","Department of Chemistry",1354000,"36","2001-02","DRDO","Indian Rupees","Months","DRDO_2001-02_58"
