"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"30","Ministry of Power","Development of newer materials for electrical applications","Kishore","Indian Institute of Science","Department of Metallurgy",1322000,36,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_5"
"31","Ministry of Power","Design and development of 2500 MVA Master circuit breaker components","B.S. Ramesh","Central Power Research Institute","High Power Laboratory, New BEL Road, Post Box No 8066, Sadashivanagara Post Office",825000,45,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_6"
"32","Ministry of Power","Study on methods of testing and condition monitoring of On Load Tap Charges (OLTC) in power/auto transformers","V.N. Vivekanandamurthy","Tamil Nadu Electricity Board","NPKRR, Maalaigai, 800, Anna Salai",375000,36,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_7"
"33","Ministry of Power","Study on method of monitoring current transformer insulation through tan-delta testing and to establish normal values of tan delta for various make CT's and age groups","V.N. Vivekanandamurthy","Tamil Nadu Electricity Board","NPKRR,Maalaigai, 800, Anna Salai",1020000,36,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_8"
"34","Ministry of Power","Comparative evaluation of different types of 6.6 KV auxiliary circuit breakers","V.N. Vivekanandamurthy","Tamil Nadu Electricity Board","NPKRR,Maalaigai, 800, Anna Salai",450000,36,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_9"
"35","Ministry of Power","Study on Tan-delta & capacitance value of HV transformers bushings including effect of source voltage variants on tan-delta value & arriving at acceptable limit values for in-service bushings","V.N. Vivekanandamurthy","Tamil Nadu Electricity Board","NPKRR,Maalaigai, 800, Anna Salai",1580000,36,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_10"
"36","Ministry of Power","Study on failure of capacitor voltage transformers in EHV substations","V.N. Vivekanandamurthy","Tamil Nadu Electricity Board","NPKRR,Maalaigai, 800, Anna Salai",1120000,24,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_11"
"37","Ministry of Power","Development of active power line conditioners for power distribution systems","A. Ghosh","Indian Institute of Technology (K)","Electrical Engineering Department",1500000,36,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_12"
"38","Ministry of Power","Enhancement of power systems' performance using Flexible AC Transmission Systems (FACTS) in competitive power market","S.N. Singh","Indian Institute of Technology (K)","Electrical Engineering Department",1840000,36,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_13"
"39","Ministry of Power","Design and development of remote terminal unit suitable for outdoor operation","S.P. Das","Indian Institute of Technology (K)","Electrical Engineering Department",2949000,24,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_14"
"40","Ministry of Power","Coordination of over current and distance relays considering power swings in object oriented paradigm","S.A. Soman","Indian Institute of Technology (K)","Electrical Engineering Department",2795000,36,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_15"
"41","Ministry of Power","Load estimation in electric power distribution systems","B. Das","Indian Institute of Technology (R )","Electrical Engineering Department",1150000,36,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_16"
"42","Ministry of Power","Design and development of a 5 KVA, 3 phase, 415V v/f inverter for AC rail coaches","M.S. Indira","Sir M. Visvesvaraya Institute of Technology","Electrical Engineering Department",800000,30,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_17"
"43","Ministry of Power","Power quality improvement using active/quasi-active filters","A.K. Kapoor","Banaras Hindu University","Electrical Engineering Department, Institute of Technology",2933000,24,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_18"
"44","Ministry of Power","Developing and characterizing thermoplastic/thermo set-fly as composites for technical/industrial applications","Kishore","Indian Institute of Science","Department of Metallurgy",2423000,36,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_19"
"45","Ministry of Power","Establishing correlation between non-linearity in supply voltage, load current and transformer losses","U.C. Trivedi","Electrical Research & Development Association","Post Box No 760, Makarpura Road",2400000,36,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_20"
"46","Ministry of Power","Metallurgical characteristics of duplex stainless steels and their wear behavior in Indian hydro-electric projects","M.K. Sharma","Electrical Research & Development Association","Post Box No 760, Makarpura Road",400000,24,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_21"
"47","Ministry of Power","Development of automatic power factor controller for LT side distribution transformer","V. Havanagi","Karnataka Power Transmission Corporation Ltd.","K.R. Circle",650000,24,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_22"
"48","Ministry of Power","Development of automatic overload controller for Bhagya Jyothi installations","V. Havanagi","Karnataka Power Transmission Corporation Ltd.","Superintending Engineer (Electrical), K.R. Circle",300000,24,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_23"
"49","Ministry of Power","Development of automatic midnight switches for high way light circuits with sodium vapor lamps","V. Havanagi","Karnataka Power Transmission Corporation Ltd.","Superintending Engineer (Electrical), K.R. Circle",500000,24,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_24"
"50","Ministry of Power","Condition monitoring of power transformers in Karnataka Grid by 0ff-line AC dielectric power factor & capacitance test to create a database & fix bench mark for safe limits","V. Havanagi","Karnataka Power Transmission Corporation Ltd.","Superintending Engineer (Electrical), K.R. Circle",2500000,36,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_25"
"51","Ministry of Power","Development of a economical variable speed constant frequency generation system suitable for wind power generation","D. Kastha","Indian Institute of Technology (Kh)","Electrical Engineering Department",2600000,36,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_26"
"52","Ministry of Power","Development of decision support tools for secure energy management","A.K. Sinha","Indian Institute of Technology (Kh)","Electrical Engineering Department",2478000,36,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_27"
"53","Ministry of Power","Development of low cost on line distribution monitoring device with wireless local loop capability","P.K. Dutta","Indian Institute of Technology (Kh)","Electrical Engineering Department",2544000,36,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_28"
"54","Ministry of Power","Study of infrastructure and issues involved in implementation of distributed generation in rural areas","S.A. Khaparde","Indian Institute of Technology (B)","Department of Electrical Engineering, Powai",1200000,36,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_29"
"55","Ministry of Power","Performance assessment of electromechanical coupled systems by non-contact heat loss measurement","G. Pandian","Central Power Research Institute","Energy Research Centre, Srikariam",3000000,36,"2004-05","MOP","Indian Rupees","Months","MOP_2004-05_30"
"56","Ministry of Power","Development of erosion resistance coatings for hydro turbine under water parts","D.B. Goel","Indian Institute of Technology (R )","Department of Metallurgy & Materials Engineering",571000,36,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_1"
"57","Ministry of Power","Ways & means to remove colloidal silica from raw water & D.M. Water","S.K. Saxena","National Thermal Power Corporation Ltd.","NTPC, R&D Centre, A-8A, Sector 24",2400000,48,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_2"
"58","Ministry of Power","Load estimation in electric power distribution systems","B. Das","Indian Institute of Technology (R )","Department of Electrical Engineering",1150000,36,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_3"
"59","Ministry of Power","Design & development of a 5kVA, 3phase, 415V v/f inverter for AC rail coaches","M.S. Indira","Sir M. Visvesvaraya Institute of Technology","Department of Electrical Engineering",800000,30,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_4"
"60","Ministry of Power","Power quality improvement using Active/Quasi-Active Filters","A.K. Kapoor","Banaras Hindu University","Department of Electrical Engineering, Institute of Technology",2933000,24,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_5"
"61","Ministry of Power","Establishing correlation between non-linearity in supply voltage, load current & transformer losses","U.C. Trivedi","Electrical Research & Development Association","PB No 760, Makarpura Road",2400000,36,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_6"
"62","Ministry of Power","Development of automatic power factor controller for LT side distribution transformer","V. Havanagi","Karnataka Power Transmission Corporation Ltd.","K.R. Circle",650000,24,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_7"
"63","Ministry of Power","Development of automatic overload controller for Bhagya Jyothi installations","V. Havanagi","Karnataka Power Transmission Corporation Ltd.","K.R.Circle",300000,24,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_8"
"64","Ministry of Power","Development of automatic midnight switches for high way light circuits with sodium vapor lamps","V. Havanagi","Karnataka Power Transmission Corporation Ltd.","K.R. Circle",500000,24,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_9"
"65","Ministry of Power","Condition monitoring of power transformers in Karnataka Grid by off-line AC dielectric power factor & capacitance test to create a data base & fix bench mark for safe limits","V. Havanagi","Karnataka Power Transmission Corporation Ltd.","K.R. Circle",2500000,36,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_10"
"66","Ministry of Power","Development of a economical variable speed constant frequency generation system suitable for wind power generation","D. Kastha","Indian Institute of Technology (Kh)","Department of Electrical Engineering",2600000,36,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_11"
"67","Ministry of Power","Development of decision support tools for secure energy management","A.K. Sinha","Indian Institute of Technology (Kh)","Department of Electrical Engineering",2478000,36,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_12"
"68","Ministry of Power","Development of low cost on line distribution monitoring device with wireless local loop capability","P.K. Dutta","Indian Institute of Technology (Kh)","Department of Electrical Engineering",2544000,36,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_13"
"69","Ministry of Power","Study of infrasture & issues involve in implementation of distributed generation in rural areas","S.A. Khaparde","Indian Institute of Technology (B)","Department of Electrical Engineering, Powai",1200000,36,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_14"
"70","Ministry of Power","Performance assessment of electromechanical coupled systems by non-contact heat loss measurement","G. Pandian","Central Power Research Institute","P.B. No 3506, Srikariam",3000000,36,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_15"
"71","Ministry of Power","Development of demonostration facility using scaled physical models for training in power system dynamics","A.M. Kulakarni","Indian Institute of Technology (B)","Department of Electrical Engineering, Powai",2333000,24,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_16"
"72","Ministry of Power","Monitoring of distribution transformers using cellular communication technology","N.D.R. Sharma","Indian Institute of Information Technology","Gachibowli",1225000,12,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_17"
"73","Ministry of Power","Study on performance of reclaimed oil in distribution transformer oil & reclaimed oil in power transformer","Chief Engineer","Tamil Nadu Electricity Board","Research & Demand Management, N.P.K.R.R. Maaligai, Research & Demand Management, 800, Annasalai",300000,35,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_18"
"74","Ministry of Power","Total metering solutions","K.M.C. Sekhar","Century Controls","#28/1, 2nd Main Road, Seshadripuram",3500000,9,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_19"
"75","Ministry of Power","Creation of All India Computerized Database of Power Sector Specialists","S. Aradhya","Central Power Research Institute","New BEL Road, Post Box No 8066",1937000,22,"2005-06","MOP","Indian Rupees","Months","MOP_2005-06_20"
"76","Ministry of Power","CFD & Experimental studies of the Convective Cooling of Electronic Packages mounted of PCB stacks","G.S.L.V. Narasimham","Indian Institute of Science","Department of Mechancial Engineering",1152000,24,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_1"
"77","Ministry of Power","Condition Monitoring of power transformers in Karnataka Grid by off-line AC dielectric power factor & capacitance test to create a data base & fix bench mark for safe limits","S. Vichur","Karnataka Power Transmission Corporation Ltd."," ",2500000,50,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_2"
"78","Ministry of Power","Condition Monitoring of Transformer using UHF Sensors & some Novel Ideas on using Fluorescent Technique for characterizing Thermally Aged Transformer oil","Sarathi","Indian Institute of Technology (M)","Department of Electrical Engineering",2500000,24,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_3"
"79","Ministry of Power","Creation of All India Computerized Database of Power Sector Specialists","R. Gavirangappa","Central Power Research Institute"," ",1937000,32,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_4"
"80","Ministry of Power","Design & Devlopment of 5 kVA phase,  415 V c/f inverter for AC rail coaches","M.S. Indira","Sri M. Visvesvarya Institute of Technology","Department of Electrical Engineering",800000,60,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_5"
"81","Ministry of Power","Development of a demonstration facility using scaled physical models for training in power system dynamics HVDC FACTS","A.M. Kulkarni","Indian Institute of Technology (B)","Department of Electrical Engineering",2333000,27,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_6"
"82","Ministry of Power","Development of a economical variable speed constant frequency generation system suitable for wind power generation","D. Kastha","Indian Institute of Technology (Kh)","Department of Electrical Engineering",2600000,48,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_7"
"83","Ministry of Power","Development of an expert system for coupled fields (structural & thermal) analysis & design optimization of high speed steam turbine rotor shrink fit assemblies","B. Gurudatt","Bangalore Institute of Technology","Department of Mechanical Engineering",758000,36,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_8"
"84","Ministry of Power","Development of decision support tools for secure energy management","A,K. Sinha","Indian Institute of Technology (Kh)","Department of Electrical Engineering",2478000,48,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_9"
"85","Ministry of Power","Development of low cost on line distribution monitoring devices with wireless local loop capacity","P.K. Dutta","Indian Institute of Technology (Kh)","Department of Electrical Engineering",2544000,48,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_10"
"86","Ministry of Power","Life enhancement of under water parts of Hydro power station due to still erosion","R.S. Thakur","Satluj Jal Vidyut Nigam Limited"," ",3640000,24,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_11"
"87","Ministry of Power","Load estimation in electric power distribution systems","B. Das","Indian Institute of Technology (R )","Department of Electrical Engineering",1150000,66,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_12"
"88","Ministry of Power","Monitoring of distribution transformers using cellular communication technology","V. Garg","Indian Institute of Information Technology","Centre of IT in Building Science",1225000,15,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_13"
"89","Ministry of Power","Power quality improvement using Active/Quasi Active Filters","A.K. Kapoor","Banaras Hindu University","Department of Electrical Engineering",2933000,54,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_14"
"90","Ministry of Power","Rotating bending fatigue life characteristics of shafting steels for application in electrical rotating machines","G.S. Grewal","Electrical Research & Development Association"," ",2000000,24,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_15"
"91","Ministry of Power","Study on cause of failure of S/S batteries & evolving condition monitoring","K. Gopinathan","Tamil Nadu Electricity Board"," ",600000,24,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_16"
"92","Ministry of Power","Study on Furanic Compounds I Transformer Oil","K. Gopinathan","Tamil Nadu Electricity Board"," ",2700000,48,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_17"
"93","Ministry of Power","Study on Online Condition Monitoring of Transformer Bushings","K. Gopinathan","Tamil Nadu Electricity Board"," ",1000000,24,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_18"
"94","Ministry of Power","Study on performance of reclaimed oil in distribution transformer oil & usage of reclaimed oil in power transformers","K. Gopinathan","Tamil Nadu Electricity Board"," ",300000,36,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_19"
"95","Ministry of Power","To determine effective life of ground mat by using 'ANTDOTE' Technique/Inhibitors etc","G.S. Kochar","Punjab State Electricity Board"," ",1056000,36,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_20"
"96","Ministry of Power","To determine the feasibility & performance of prototype electronic device to be installed in parallel with conventional buchholz relay so as to make the protection system of transformers","G.S. Kochar","Punjab State Electricity Board"," ",1000000,24,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_21"
"97","Ministry of Power","Total Metering Solutions","K. Madhusudan","Central Power Research Institute"," ",3500000,36,"2006-07","MOP","Indian Rupees","Months","MOP_2006-07_22"
"98","Ministry of Power","Study on performance of reclaimed oil in distribution transformer oil & reclaimed oil in power transformer","S. Amalorphanathan","Tamil Nadu Electricity Board","R&D, 3rd Floor, Western Wing, 144, Anna Salai",300000,12,"2009-10","MOP","Indian Rupees","Months","MOP_2009-10_1"
"99","Ministry of Power","Study on Furanic compounds in transformer oil","K. Gopinathan","Tamil Nadu Electricity Board","R&D, 3rd Floor, Western Wing, 144, Anna Salai",2700000,24,"2009-10","MOP","Indian Rupees","Months","MOP_2009-10_2"
"100","Ministry of Power","Feasibility study on ""Midget Transformers"" in 11 kV/433 V Network - I Phase","S. Amalorphanathan","Tamil Nadu Electricity Board","2nd Floor, Eastern Wing, N.P.K.R.R., Maaligai 800, Anna Salai",250000,6,"2009-10","MOP","Indian Rupees","Months","MOP_2009-10_3"
"101","Ministry of Power","Performance analysis & trading of Wind Power Generation in emerging power system","S.N. Singh","Indian Institute of Technology (K)","Department of Electrical Engineering",2160000,36,"2009-10","MOP","Indian Rupees","Months","MOP_2009-10_4"
"102","Ministry of Power","Development of appropriate Algorithms for efficient management of Energy Control Centers","R.V. Parimala","Dayanand Sagar College of Engineering"," ",950000,24,"2009-10","MOP","Indian Rupees","Months","MOP_2009-10_5"
"103","Ministry of Power","Stabilizing of AC/DC Network with unified power flow controller","R.K. Pandey","Banaras Hindu University","Department of Electrical Engineering, Institute of Technology",1953000,24,"2009-10","MOP","Indian Rupees","Months","MOP_2009-10_6"
"104","Ministry of Power","Optimal placement of sectionalizing switches & distributed generation resources for improving service reliability in power distribution system","V. Pant","Indian Institute of Technology (R )","Department of Electrical Engineering",3210000,24,"2009-10","MOP","Indian Rupees","Months","MOP_2009-10_7"
"105","Ministry of Power","Condition monitoring of generators in power stations using on-line partial discharge measurements & off-line Tan Delta measurements","T.E.T.  Kanakasabai","Tamil Nadu Electricity Board","2nd Floor, Eastern Wing, N.P.K.R.R., Maaligai 800, Anna Salai",3800000,36,"2009-10","MOP","Indian Rupees","Months","MOP_2009-10_8"
"106","Ministry of Power","Analysis of Sub-Synchronous Resonance & design of controllers for Ramagundam - Kadapa TCSC","K.S. Naidu","Vel Multi Tech Dr. Rangarajan Sakunthala Engineering College","42, 60, Avadi, Alamathi Road",1250000,24,"2009-10","MOP","Indian Rupees","Months","MOP_2009-10_9"
"107","Ministry of Power","Evaluation of efficacy & long-term performance of locally available clays of Kerala as an encasement in earthing systems in high soil resistivity areas","Prasad","Kerala State Electricity Board","Pattom",2000000,24,"2009-10","MOP","Indian Rupees","Months","MOP_2009-10_10"
"108","Ministry of Power","Design & development of a FPGA based Adaptive Distance Relay for Flexible AC - Transmission Systems","P.K. Dash","Shiksha 'O' Anusandhan University","Institute of Technical Education & Research",2000000,24,"2009-10","MOP","Indian Rupees","Months","MOP_2009-10_11"
"109","Ministry of Power","Wide area measurement & control for improving observeability & stability of power systems","S.C. Srivastava","Indian Institute of Technology (K)","Department of Electrical Engineering",2500000,24,"2009-10","MOP","Indian Rupees","Months","MOP_2009-10_12"
"110","Ministry of Power","Performance evaluation of a new device for electricity production","Modak","Indian Institute of Technology (D)","Department of Mechanical Engineering",85000,6,"2009-10","MOP","Indian Rupees","Months","MOP_2009-10_13"
"111","Ministry of Power","Development of DVR based voltage source stabilizers for process industry","A.K. Unnikrishnan","Centre for Development of Advanced Computing(C-DAC)","Vellayambalam",8190000,36,"2010-11","MOP","Indian Rupees","Months","MOP_2010-11_1"
"112","Ministry of Power","Development of Silt Erosion resistant material for Turbines of Hydro generators","S.G. Chowdhury","National Metallurgical Laboratory","Material Science & Technology Division",21400000,67,"2010-11","MOP","Indian Rupees","Months","MOP_2010-11_2"
"113","Ministry of Power","Design & development of high temperature superconducting Fault Current Limiter (FCL)","J.J. Patel","Crompton Greaves Limited","CG Global & R&D Center, Kanjur Marg (East)",30600000,36,"2010-11","MOP","Indian Rupees","Months","MOP_2010-11_3"
"114","Ministry of Power","Development of Silt Resistant Nano-composite coatings by physical vapour deposition for Hydro Turbine Components","R. Chandra","Indian Institute of Technology (Roorkee )","Instrumentation Centre",16301000,36,"2010-11","MOP","Indian Rupees","Months","MOP_2010-11_4"
"115","Ministry of Power","To develop a prototype of 132kV optical current transformers for use in the132kV system","U.C. Trivedi","Electronics Research & Development Centre","ERDA Road, Makarpura Industrial Estate",1900000,36,"2010-11","MOP","Indian Rupees","Months","MOP_2010-11_5"
"116","Ministry of Power","Improvement in reliability, safety & long term performance of power & converter transformers through improvements in quality of transformer oil","J.S. Rajan","Central Power Research Institute","P.B. No. 8066, RMV II Stage, Sadashivanagar",9000000,42,"2010-11","MOP","Indian Rupees","Months","MOP_2010-11_6"
"117","Ministry of Power","A study on stability & reliability of the power system with large penetration of wind power","K.S. Meera","Central Power Research Institute","P.B. No. 8066, RMV II Stage, Sadashivanagar",17448000,31,"2010-11","MOP","Indian Rupees","Months","MOP_2010-11_7"
