"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"15","Ministry of New & Renewable Energy","Development & demonstration of solar energy based Energy Efficient Model Rearing House for silkworm seed crop rearing","M.K. Halpeth","The Energy Resources Institute","Rural & Renewable Energy Area",5278000,36,"2007-08","MNRE","Indian Rupees","Months","MNRE_2007-08_2"
"16","Ministry of New & Renewable Energy","Development of design methodology to optimally integrated Solar Thermal Concentrator with Industrial Process Heat Applications","S. Bandyopadhyay","Indian Institute of Technology (B)","Energy Systems Engineering",2680000,24,"2007-08","MNRE","Indian Rupees","Months","MNRE_2007-08_3"
"17","Ministry of New & Renewable Energy","Development of Doped Oxide/noble metal Nano-structures for Electrolysis & fuel cell related Applications","G.R. Rao","Indian Institute of Technology (M)","Department of Chemistry",2328000,30,"2007-08","MNRE","Indian Rupees","Months","MNRE_2007-08_4"
"18","Ministry of New & Renewable Energy","Development of field worthy pilot scale model of water absorption based biogas upgradation system for production of Natural Gas","V.K. Vijay","Indian Institute of Technology (D)","Centre for Rural Development & Technology",1200000,12,"2007-08","MNRE","Indian Rupees","Months","MNRE_2007-08_5"
"19","Ministry of New & Renewable Energy","Development of pilot scale Pyrolysis Test Unit (PTU) for production of liquid bio-fuel (fuel oil substitute) from Bio-diesel plant wastes","P. Das","The Energy Resources Institute"," ",1210000,24,"2007-08","MNRE","Indian Rupees","Months","MNRE_2007-08_6"
"20","Ministry of New & Renewable Energy","Development of Secondary Reference cell, Reference Module & Calibration Laboratories","O.S. Sastry","Solar Energy Centre"," ",20585000,36,"2007-08","MNRE","Indian Rupees","Months","MNRE_2007-08_7"
"21","Ministry of New & Renewable Energy","Development of Vortex Tube blending with Natural Gas","P.M.V. Subbarao","Indian Institute of Technology (D)","Department of Mechanical Engineering",3000000,12,"2007-08","MNRE","Indian Rupees","Months","MNRE_2007-08_8"
"22","Ministry of New & Renewable Energy","Experimental & modeling studies on Free Breathing Fuel Cells","A.K. Kolar","Indian Institute of Technology (M)","Department of Mechanical Engineering",1535000,12,"2007-08","MNRE","Indian Rupees","Months","MNRE_2007-08_9"
"23","Ministry of New & Renewable Energy","Instrumentation for power inversion of PV array output & interfacing of PV power with utility grid using maximum power transfer technique","J. Nagarau","Indian Institute of Science","Solar Energy Laboratory",2220000,18,"2007-08","MNRE","Indian Rupees","Months","MNRE_2007-08_10"
"24","Ministry of New & Renewable Energy","Solid state Dye Sensitized Solar Cells (DSSC) based on nano-crystalline oxide semiconductor films","R.M. Mehra","Delhi University","Departament of Electronic Science",2070000,24,"2007-08","MNRE","Indian Rupees","Months","MNRE_2007-08_11"
"25","Ministry of New & Renewable Energy","Up-gradation of Biogas for blending with Natural Gas","S. Kumar","Indian Institute of Technology (R )","Department of Chemical Engineering",6849000,18,"2007-08","MNRE","Indian Rupees","Months","MNRE_2007-08_12"
"26","Ministry of New & Renewable Energy","A novel process for production of hydrogen from liquid & gaseous hydrocarbons by non-thermal plasma reformation technique","S. Maity","Central Institute of Mining & Fuel Research","Post Office FRI",7050000,36,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_1"
"27","Ministry of New & Renewable Energy","Advanced Biomass Research Centre","P.J. Paul","Indian Institute of Science"," ",102800000,48,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_2"
"28","Ministry of New & Renewable Energy","Anaerobic technology for biogas recovery & stabilization of unsorted municipal solid wastes","V.B. Manilal","National Institute for Interdisciplinary Science & Technology"," ",12246000,36,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_3"
"29","Ministry of New & Renewable Energy","Design & development of two-stage gasifier with water jet gas cleaning & storage systems for generation of enriched clean producer gas from a variety of biomass & agro-wastes for power generation & thermal applications","S. Khuntia","Institute of Minerals & Materials Technology"," ",3600000,24,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_4"
"30","Ministry of New & Renewable Energy","Design & development of V trough (2 suns) PV concentrator system","C. Solanki","Indian Institute of Technology (B)","Energy Systems Engineering, Powai",1678000,24,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_5"
"31","Ministry of New & Renewable Energy","Design & optimization of a Circulating Fluidized Bed (CFB) biomass gasifier","V.S. Moholkar","Indian Institute of Technology (G)","Deparment of Chemical Engineering",5303000,36,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_6"
"32","Ministry of New & Renewable Energy","Development of a compact biogas plant using kitchen & garden waste as feedstock","S. Kohli","Indian Institute of Technology (D)"," ",1915000,24,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_7"
"33","Ministry of New & Renewable Energy","Development of high efficiency HIT (Hetro Junction with Intrinsic Thin Layer) solar cells by HWCVD","R.O. Dusane","Indian Institute of Technology (B)"," ",10629000,36,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_8"
"34","Ministry of New & Renewable Energy","Development of nano & metastable magnesium based multi-component alloys through mechanical alloying for hydrogen storage applications","S. Kumaran","National Institute of Technology (Tiruchirapalli)","Deparment of Metallurgical & Materials Engineering",2359000,36,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_9"
"35","Ministry of New & Renewable Energy","Development of testing of 3 TR Liquid Desiccant based solar Multi-Utility Heat Pump (L.D.SMUHP)","M.V. Rane","Indian Institute of Technology (B)","Department of Mechanical Engineering, Powai",6198000,24,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_10"
"36","Ministry of New & Renewable Energy","Establishment of solar calorimeter to enhancing capabilities of energy centre","R.N. Vakil","Centre for Environmental Planning & Technology University","K.L. Campus, Navarangpura",21950000,18,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_11"
"37","Ministry of New & Renewable Energy","Fabrication of mini-module based on Cu (InGa) Se2 thin film solar cells on glass & flexible (polyimide) substrate","U.P. Singh","Kalinga Institute of Industrial Technology University","Department of Electronics, Campus 3, Patia",5707000,24,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_12"
"38","Ministry of New & Renewable Energy","Non-thermal plasma assisted direct decomposition of H25 into H2 & S","C. Subrahmanyam","National Institute of Technology (Tiruchirapalli)","Deparment of Chemistry",3000000,36,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_13"
"39","Ministry of New & Renewable Energy","Novel doped 3-D nonporous oxides for dye-sensitized solar cells","A.K. Sinha","Indian Institute of Petroleum","Mohkampur",3800000,36,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_14"
"40","Ministry of New & Renewable Energy","Numerical experimental analysis for the development of a metal hydride based hydrogen energy storage device","P. Muthukumar","Indian Institute of Technology (G)","Deparment of Mechanical Engineering,",3345000,36,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_15"
"41","Ministry of New & Renewable Energy","Solar powered adsorption cooling system for office spaces & domestic building","P.K. Chatterjee","Central Mechanical Engineering Research Institute","M.G. Avenue",4593000,36,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_16"
"42","Ministry of New & Renewable Energy","Sputter deposited TiAIN/TiAION/Si3N4 coatings for high temperature solar selective applications Phase-1","H.C. Barshilia","National Aerospace Laboratories","Post Bag No. 1779",3634000,24,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_17"
"43","Ministry of New & Renewable Energy","Synthesis of nanostructured hydrogenated silicon (nc-Si:H) & the fabrication of single junction solar cells by using Hot Wire Chemical Vapor Deposition (HW-CVD)","S.R. Jadkar","Pune University","Department of Physics, School of Energy Studies",1985000,36,"2008-09","MNRE","Indian Rupees","Months","MNRE_2008-09_18"
"44","Ministry of New & Renewable Energy","Integration, prototype development, & performance evaluation of solar collection devices with heat based cooling technologies in the capacity range up to 10 TR","S. Jain","Indian Institute of Technology (D)","Department of Mechanical Engineering, Hauz Khas",8241000,36,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_1"
"45","Ministry of New & Renewable Energy","Research, Development & Demonstration (RDD) of a system based on Concentrated Solar Thermal (CST) parabolic dish technology for steam generation in Phase 1 & subsequently, power generation in Phase II","S. Malik","Megawatt Solution Pvt. Ltd."," ",9900000,16,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_2"
"46","Ministry of New & Renewable Energy","Research, development & demonstration of a Solar Thermal Air Conditioning systems","R.R. Sonde","Thermax Ltd.","Research, Technology & Innovation Centre",80000000,24,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_3"
"47","Ministry of New & Renewable Energy","Prototype demonstration of wind hydrogen based stand-alone electrical generation system","V. Shrinet","Electrical Research & Development Association","ERDA Road, Makarpura",6100000,24,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_4"
"48","Ministry of New & Renewable Energy","Development & demonostration of Diesel-Hydrogen Dual Fuel SUV","M. Abraham","Mahindra & Mahindra Ltd.","R&D Centre, 89, MIDC, Satpur",72400000,30,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_5"
"49","Ministry of New & Renewable Energy","Development & demonstration of Hydrogen Fuel Three Wheeler","O.N. Srivastava","Banaras Hindu University"," ",14480000,60,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_6"
"50","Ministry of New & Renewable Energy","Hydrogen production through biological routes","D. Das","Indian Institute of Technology (Kh)","Department of Biotechnology",59720000,60,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_7"
"51","Ministry of New & Renewable Energy","Hydrogen storage materials (Hydrides): Research & Development","O.N. Srivastava","Banaras Hindu University","Department of Physics",109014000,60,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_8"
"52","Ministry of New & Renewable Energy","Studies on Hydrogen storage in Carbon materials","B. Viswanathan","Indian Institute of Technology (M)","Department of Chemistry, National Centre for Catalysis Research",58168000,60,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_9"
"53","Ministry of New & Renewable Energy","Design & development of Hydrogen gas burner for industrial applications","D.P. Mishra","Indian Institute of Technology (K)","Department of Aerospace Engineering",2390000,36,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_10"
"54","Ministry of New & Renewable Energy","Production of Hydrogen gas from biomass & wastes using fluidized bed gasifier","A. Sahoo","National Institute of Technology (Rourkela)","Department of Chemical Engineering",2675000,36,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_11"
"55","Ministry of New & Renewable Energy","Lean limit extension for Spark Ignited Direct Injection (SIDI) engine through on-board non-thermal plasma conversion","C.G. Saravanan","Annamalai University","Department of Mechanical Enginering",3846000,36,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_12"
"56","Ministry of New & Renewable Energy","Hydrogen & liquid fuels from biomass gasification","P.J. Paul","Indian Institute of Science","Department of Aerospace Engineering",20955000,36,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_13"
"57","Ministry of New & Renewable Energy","Development & demonostration of Hydrogen fuelled internal combustion engines for vehicles","L.M. Das","Indian Institute of Technology (D)","Centre for Energy Studies, Hauz Khas",127458000,60,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_14"
"58","Ministry of New & Renewable Energy","Design & fabrication of organic solar cells using organic - inorganic semiconductor hybrid absorber","V. Dutta","Indian Institute of Technology (D)","Centre for Energy Studies, Hauz Khas",13100000,36,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_15"
"59","Ministry of New & Renewable Energy","Development of Integrated Micromorph Tandem 1 ft x 1 ft Solar Modules","S. Ray","Indian Association for the Cultivation of Science","Energy Research Unit, Jadavpur",26800000,36,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_16"
"60","Ministry of New & Renewable Energy","Novel doped 3-D nanoporous oxides for dye-sensitized solar cells","A.K. Sinha","Indian Institute of Petroleum","Mohkampur",3800000,36,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_17"
"61","Ministry of New & Renewable Energy","Manufacturing of Solar grade polysilicon materil","R.N. Shreenath","Maharishi Solar Technology(P) Ltd.","A-14 Mohan Co-operative Industrial Estate, Mathura Road",52800000,17,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_18"
"62","Ministry of New & Renewable Energy","Assessment of Techno-economic feasibility of large scale seaweed cultivation integrated with bio fertilizer & Ethanol production","M.R. Gandhi","Central Salt & Marine Chemicals Research Institute","Process Design & Engineering Cell, Gijubhai Badheka Marg",43340000,36,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_19"
"63","Ministry of New & Renewable Energy","A new initiative for development & deployment of improved cookstoves: Preparatory activities for Launch","R. Prasad","Indian Institute of Technology (D)"," ",8352000,36,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_20"
"64","Ministry of New & Renewable Energy","Demonstration of integraed technology package on Medium-size (1000 raised to the power of 3 (600+400)) raised to the power of 3 BGFP for generation, purification & bottling of biogas","B.D. Niranjani","P.N. Desai Aranyak Foundation"," ",15243000,12,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_21"
"65","Ministry of New & Renewable Energy","Demonstration of integrated technology package on medium-size 500 raised to the power of 3 BGFP for generation, purification bottling of biogas","N.C. Mujumdar","Ashok Biogreen Pvt. Ltd.","Village Talwade, Tahasil Trimbak, District",10000000,12,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_22"
"66","Ministry of New & Renewable Energy","Demonstration of integrated technology package on medium-size 200 raised to the power of 3 BGFP for generation, purification bottling of biogas","B. Singh","Nectar Agro Industries"," ",6900000,12,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_23"
"67","Ministry of New & Renewable Energy","Demonstration of integrated technology package on medium-size 600 raised to the power of 3 BGFP for generation, purification bottling of biogas","A.K. Watts","Anand Energy"," ",9100000,12,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_24"
"68","Ministry of New & Renewable Energy","Demonstration of integrated technology package on medium-size 400 raised to the power of 3 BGFP for generation, purification bottling of biogas","P. Kumar","Kamala Biogas Enterprises"," ",7000000,12,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_25"
"69","Ministry of New & Renewable Energy","Demonstration of integrated technology package on medium-size 1000 raised to the power of 3 BGFP for generation, purification bottling of biogas","R. Dayanada","Terra Firma Biotechnologies Ltd.","104, Ranka Apartment, Lalbagh Road",15300000,12,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_26"
"70","Ministry of New & Renewable Energy","Demonstration of integrated technology package on medium-size 1000 raised to the power of 3 BGFP for generation, purification bottling of biogas","L. Agarwal","R.G. Organics","Mahasumand",13566000,12,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_27"
"71","Ministry of New & Renewable Energy","Demonstration of integrated technology package on medium-size (1000 raised to the power of 3 (2x500) raised to the power of 3 ) BGFP for generation, purification bottling of biogas","C.K. Aggarwal","Hindustan Dairy Farm & Bio-Gas Organic Fertilizer Plant","Village Mohana, District",14500000,12,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_28"
"72","Ministry of New & Renewable Energy","Design & development of functional hybrid nanostructures for photoelectro chemical water splitting","Y.S. Chaudhary","Institute of Minerals & Materials Technology","Acharya Vihar",5509000,36,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_29"
"73","Ministry of New & Renewable Energy","Design & development of of Alkaline Fuel Cell: Scaling up from bench scale i.e. 185W to 500W","M. Sharon","S.I.C.E.S. Degree College of Arts, Science & Commerce","Nano Technology Research Centre, Jambhul Phata, Ambernath (W)",4410900,36,"2009-10","MNRE","Indian Rupees","Months","MNRE_2009-10_30"
"74","Ministry of New & Renewable Energy","1 MW e. (3.5 MW) solar thermal power plant with 16 hours thermal storage for continuous operation","J.P. Golo","World Renewal Spiritual Trust","121 Mahatma Gandhi Road, Above Bank of Baroda, Fort",126000000,36,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_1"
"75","Ministry of New & Renewable Energy","Development of a modular central receiver concentrated solar power plant for decentralized power generation","N. Goel","Sun Borne EnergyTechnologies Private Limited","403, Tower A, Unitech Cyber Park, Sector 39",110000000,36,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_2"
"76","Ministry of New & Renewable Energy","To set up centre of excellence in area of solar passive architecture & green building technologies, by CEPT University, Ahmedabad 15/35/2010-11/ST","N.K. Bansal","Centre for Environment Planning & Technology (CEPT)","K.L. Campus, Navarangpura",61700000,60,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_3"
"77","Ministry of New & Renewable Energy","Design, installation, performance evaluation & cost reduction for solar steam generation system for industrial applications","S.K. Kaila","Maharishi Solar Technologies Private Limited","Maharishi House,  A-14, Mohan Estate, Mathura Road",10000000,12,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_4"
"78","Ministry of New & Renewable Energy","Design & development of organic solar cell sub-modules","S.S.K. Iyer","Indian Institute of Technology (Kanpur)","Department of Electrical Engineering",66352000,36,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_5"
"79","Ministry of New & Renewable Energy","Development of CIGS solar cell pilot plant to achieve grid parity solar cells","G. Rajeswaran","Moser Baer India Limited","66, Udyog Vihar",71050000,36,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_6"
"80","Ministry of New & Renewable Energy","Development of an improved electical - optical model for the simulation of ""Heterojunction with Intrinstic Thin Layer (HIT)"" solar cells","P. Chatterjee","Indian Association for the Cultivation of Science","2A & 2B Raja S.C. Mullick Road, Jadavpur",2530000,24,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_7"
"81","Ministry of New & Renewable Energy","Development & characterization of a Hybrid Structure - Salmon DNA - conducting Polymer (P3HT) - Quatum Dot (CdSe) - Carbon Nanotube (SWNT) suitable for a bio solar cell with high effeciency due to impact ionization & improved stability","P.K. Bhatnagar","Delhi University","Department of Electronic Science, South Campus",9006100,36,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_8"
"82","Ministry of New & Renewable Energy","Long term performance evaluation of three grid connected solar PV power plants of 3 MWp each set-up by KPCL & establishment of an edudcation cum training facility at KPCL, Bangalore","B.R. Nagaraj","Karnataka Power Corporation Limited (KPCL)","Shakti Bhavan, 82 Race Course Road",22840000,36,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_9"
"83","Ministry of New & Renewable Energy","Testing & long term performance evaluation of SPV lighting systems","A. Chaurey","The Energy & Resources Institute (TERI)","Darbari Seth Block, Lodhi Road",12851193,24,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_10"
"84","Ministry of New & Renewable Energy","National Centre for Photovoltaic Research & Education (NCPRE)","J. Vasi","Indian Institute of Technology (Bombay)","Powai",475000000,60,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_11"
"85","Ministry of New & Renewable Energy","Centre for excellence in integrated nano-material based photovoltaic storage devices & development of an integrated panel consisting of Photovoltaic (PV) cells & nano-structured Super Capacitor (SC) cells (PVSC panel)","S. Nair","Amrita Vishwa Vidyapeetham","Amrita Centre of Nano-Sciences, Elamakkara",85003200,36,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_12"
"86","Ministry of New & Renewable Energy","Large scale micropropagation of elite genotypes of J.curcas","A. Singh","Central Salt & Marine Chemicals Research Institute"," ",11470000,36,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_13"
"87","Ministry of New & Renewable Energy","Production of biodiesel from Olax scandens Roxb, a new & potentially rich source of oil","P. Das","The Science Foundation for Tribal & Rural Resource Development","C-122 (HIG), State Housing Board Colony, Baramunde",776000,18,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_14"
"88","Ministry of New & Renewable Energy","Enhanced butanol production from lighnocellulosic biomass using improved pre-treatment & integrated sacchrification, fermentation & separation in a membrane bioreactor","A.K. Sarma","Sardar Swaran Singh National Institute of Renewable Energy","12 KM Stone Jalandhar-Kaprurthala Road, Wadala Kalan",8827000,24,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_15"
"89","Ministry of New & Renewable Energy","Design & development of vaccum pyrolysis plant to process various agricultural & agro industrial biomass to demonstrate its technical & economical feasibility","A. Ganesh","Indian Institute of Technology (Bombay)","Powai",13777000,24,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_16"
"90","Ministry of New & Renewable Energy","Demonstration of modular pyrolysis unit (100 kg/day or 20 kg/h) to produce bio oil from agro-industrial biomass wastes & methodology for analysis, use & upgradation of bio-oil","P. Das","The Energy & Resources Institute (TERI)","Darbari Seth Block, Lodhi Road",12950000,24,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_17"
"91","Ministry of New & Renewable Energy","Development of nanocopsite semiconductor materials for the direct splitting of water into H2 & O2 under visible solar light irradiation","M.V. Shamkar","Yogi Vemanna University"," ",19100000,24,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_18"
"92","Ministry of New & Renewable Energy","Advanced RDF Gasfication System (ARGS) by Indian Institute of Science (IISc.) Bangalore","P J. Paul","Indian Institute of Science","Department of Aerospace Engineering",28331000,48,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_19"
"93","Ministry of New & Renewable Energy","Biogas slurry handling & biomanure management (RPO2469)","S. Sharma","Indian Institute of Technology (Delhi)"," ",1691000,24,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_20"
"94","Ministry of New & Renewable Energy","Comparative evaluations of performance & mass emissions of an automotive passenger vehicle fuelled with the enriched biogas using Field Trial Tests","V.K. Vijay","Indian Institute of Technology (Delhi)"," ",1809000,24,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_21"
"95","Ministry of New & Renewable Energy","Build Process Development Unit (PDU) with one Tonne Per Day (TDP) technology demonstration plant for complete fractionation & liquefaction of Lignocellulosic biomass (Agrowaste) to produce biofuels using novel catalyst & process","P. Agaskar","Lignoil Technologies Private Limited","Level 1, Trade Centre, Bandra Kurla Complex, Bandra (East)",45729000,24,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_22"
"96","Ministry of New & Renewable Energy","Design & development of functional hybrid nanostructures for photoelectrochemical water splitting","Y.S. Chaudhary","Institute of Minerals & Materials Technology"," ",5509000,36,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_23"
"97","Ministry of New & Renewable Energy","Development of nanocopsite semiconductor materials for the direct splitting of water into H2 & O2 under visible solar light irradiation","V.D. Kumari","Indian Institute of Chemical Technology"," ",5966191,36,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_24"
"98","Ministry of New & Renewable Energy","Establishment & demonstration of hydrogen production & utilization facility through photovoltaic-electrolyzers system at Solar Energy Centre (SEC), Gwalpahari","N. Raje","University of Petroleum & Energy  Studies","Bidholi Campus, Via Prem Nagar",111500000,36,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_25"
"99","Ministry of New & Renewable Energy","Synthesis of Magnesium based Hydrogen storage alloys with lower sorption temperature","K. Balasubramanian","Non Ferrous Technology Development Centre (NFTGC)","Kanchan Bagh",8266000,36,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_26"
"100","Ministry of New & Renewable Energy","Design & development of Alkaline Fuel Cell: Scaling up from bench scale i.e. 185W to 500Watt","M. Sharon","S.I.C.E.S. Degree College of Arts, Science & Commerce","Ambermath (W)",3248000,36,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_27"
"101","Ministry of New & Renewable Energy","Development of high performance direct Methanol Fuel Cell","P.P. Kundu","Calcutta University","Department of Polymer Science & Technology, 92 A.P.C. Road",5989500,36,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_28"
"102","Ministry of New & Renewable Energy","Development of proton exchange membrane for fuel cell by plasma process","J. Chutia","Institute of Advanced Study in Science & Technology (IASST)","Paschim Boragaon, Garchuk",5890000,36,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_29"
"103","Ministry of New & Renewable Energy","Development of non-fluorinated polymeric membrane for direct Methanol fuel cell","G. Sarkhel","Birla Institute of Technology","Department of Chemical & Polymer Engineering, Mesra",1540000,36,"2010-11","MNRE","Indian Rupees","Months","MNRE_2010-11_30"
