"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"30","Department of Atomic Energy","Experimental facility for validation of critical leak rate models and thermal fatigue monitoring system","Samir K. Saha","Jadavpur University","Department of Mechanical Engineering",4789750,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_30"
"31","Department of Atomic Energy","Ultrasonic non-destructive characterisation of nuclear materials at high temperature","V. Rajendran","Mepco Schlenk Engineering College","Department of Physics",981430,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_31"
"32","Department of Atomic Energy","Crack Growth Prediction in PITT Pipe using Critical Fracture Energy Criterion","Shankar Dhar","Jadavpur University","Department of Mechanical Engineering",513000,24,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_32"
"33","Department of Atomic Energy","Analysis of phase change of water around a molton drop in a finite domain","Amitava Sarkar","Jadavpur University","Department of Mechanical Engineering",488500,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_33"
"34","Department of Atomic Energy","A methodology for risk informed in-service inspection programme for safety related systems","K. Balaji Rao","Science Engineering Research Council","CSIR Campus",1220810,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_34"
"35","Department of Atomic Energy","Online condition monitoring of electrical cable installed in nuclear power plant","V. Srinet","Electrical Research & Development Association","P.B. No. 760, Makarpura Industrial Estate PO",2142000,24,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_35"
"36","Department of Atomic Energy","Earthquake Engineering Information Centre at IIT Kanpur","Sudhir K. Jain","Indian Institute of Technology (K)","Department of Civil Engineering",1515280,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_36"
"37","Department of Atomic Energy","Inelastic response of reinforced concrete structures during severe earthquakes","Sekhar Chandra Datta","Bengal Engineering College","Sippur",714200,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_37"
"38","Department of Atomic Energy","Natural convection of heat removal from a PHWR during off-normal conditions","Kannan Iyer","Indian Institute of Technology (B)","Department of Mechanical Engineering, Powai",621610,24,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_38"
"39","Department of Atomic Energy","Prototype solid polymer electrolyte fuel cell based on hydrogen sensor for fast breeder reactor","G. Velayutham","Centre for Electrochemical & Energy Research"," ",896400,24,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_39"
"40","Department of Atomic Energy","Synthesis of crown related compounds and their metal ion binding studies","Sambasiva Rao Kotha","Indian Institute of Technology (B)","Department of Chemistry, Powai",883200,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_40"
"41","Department of Atomic Energy","Identification of ligand binding regions on the extracellular domain of human folicle stimulating hormonre receptor","Smita D. Mahale","Institute for Research in Reproduction","Peptide & Protein Research Lab, Parel",1094360,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_41"
"42","Department of Atomic Energy","Molecular analysis of anti-fungal proteins to control leaft spot (Tikka) disease in groundnut","D.N. Sengupta","Bose Institute"," ",1072280,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_42"
"43","Department of Atomic Energy","Indigenous design, synthesis and characterisation of diakyl and penta alkyl diamides as promising (alternate) extractants in fuel reprocessing and waste management","V.S. Parmar","Delhi University","Department of Chemistry",1843530,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_43"
"44","Department of Atomic Energy","Development of NAA and other radioanalytical methods for trace elements in medicinal herbs and other-herbal prepration","A.N. Garg","Roorkee University","Department of Chemistry",2458780,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_44"
"45","Department of Atomic Energy","Optical properties of semiconductor quantum dots","Shailaja Mahamuni","Pune University","Department of Physics, Ganeshkhind",2492840,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_45"
"46","Department of Atomic Energy","Theoretical evaluation of electronic requirements in elemental boron and poly condensed boranes","E.D. Jemmis","Hyderabad University","School of Chemistry",1458750,24,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_46"
"47","Department of Atomic Energy","Computer aided designs synthesis and crystallographic evaluation of HIV protease inhibitors","S.V. Bhat","Indian Institute of Technology (B)","Department of Chemistry, Powai",651800,24,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_47"
"48","Department of Atomic Energy","Study of effective atomic numbers of some shielding matgerials by photon scattering technique","Kulwant Singh","Guru Nanak Dev University","Department of Physics",644780,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_48"
"49","Department of Atomic Energy","Search for new laws of physics in the present and future experiments with elementary particles","Anirban Kundu","Jadavpur University","Department of Physics",762530,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_49"
"50","Department of Atomic Energy","Studies on fusion nd resonances in nucleus Nucleus Collisions including exotic nuclei","Basudeb Sahu","Ravenshaw College","Department of Physics",677780,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_50"
"51","Department of Atomic Energy","Materials based on transition metal oxides","C.N.R. Rao","Jawaharlal Nehru Centre for Advanced Scientific Research"," ",7151000,48,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_51"
"52","Department of Atomic Energy","Study of the effect of grain change waves in a diversity plasma","Manoranjan Khan","Jadavpur University","Centre for Plasma Studies",610850,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_52"
"53","Department of Atomic Energy","Expression studies on 5 - iodthyronine deiodionase and LDL-receptor under bypercholesterolemia and selonium supplementation","Uma Singh","Panjab University","Department of Biophysics",1015930,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_53"
"54","Department of Atomic Energy","Physiochemical investiation on NaZr2P3O12 ad its cation substituted derivatives in the context of the high level nuclear waste disposal","S.R. Dharwadkar","Institute of Science","Department of Physical Chemistry",1054930,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_54"
"55","Department of Atomic Energy","Bioremediatin of spent decontamination solution","P. Maruthi Mohan","Osmania University","Department of Biochemistry",1236630,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_55"
"56","Department of Atomic Energy","Structure and dynamics of alkali halides in aqueous mixtures","A.K. Das","Veermata Jijabai Technological Institute","Department of Tech. & Applied Chemistry, H.R. Mahajan Marg",463780,36,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_56"
"57","Department of Atomic Energy","DNA chips for genetic analysis: study of microfabrication techniques to realize DNA probe arrays and their application to mutation detection in SRY, Thalassaemia, and other human genes and in plant genotyping","H. Sharat Chandra","Jawaharlal Nehru Centre for Advanced Scientific Research","Centre for Human Genetics, Jakkur",3746400,24,"2000-01","DAE","Indian Rupees","Months","DAE_2000-01_57"
"58","Department of Atomic Energy","A Study of low level laser therapy by 10mw nitrogen in patients of multi drug resistant pulmonary tuberculosis","A. Bajpai","MGM Medical College & MV Hospital"," ",2770700,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_1"
"59","Department of Atomic Energy","Detection & treatment of cancer using laser based techniques","A.K. Gupta","Sree Chitra Tirunal Institute for Medical Sciences & Technology","Department of Radiology",4071200,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_2"
"60","Department of Atomic Energy","Study of radioactive emission characteristics of thermal plasma","S.V. Bhoraskar","Pune University","Department of Physics",2022130,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_3"
"61","Department of Atomic Energy","Development of preforms for high power fibre lasers","H. N. Acharya","Indian Institute of Technology (Kh)","Department of Physics",2468310,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_4"
"62","Department of Atomic Energy","Plasma spheroidisation : Process development and modelling","V. Selvarajan","Bharathiar University","Department of Physics",1450680,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_5"
"63","Department of Atomic Energy","Fabrication of micro hall sensor arrays","G. Rajaram","Hyderabad University","Department of Physics",1698530,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_6"
"64","Department of Atomic Energy","Production of plasma spray grade powder by jet-wheel impact automization","B.B. Nayak","Regional Research Laboratory","Special Material Division",1958200,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_7"
"65","Department of Atomic Energy","Generation of tunable coherent source covering 16 micron by non-linear frequency mixing techniques","S. Das","Burdwan University","Department of Physics",1547300,24,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_8"
"66","Department of Atomic Energy","Studies in process  optimization for laser cladding and alloying","S. Roy","Indian Institute of Technology (Kh)","Department of Pysics",1152600,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_9"
"67","Department of Atomic Energy","Monte carlo aided dosimetry for branchytherapy sources","P. Aruna","Anna University","Department of Physics, Sardar Patel Road",1424590,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_10"
"68","Department of Atomic Energy","Optical limiting studies in Porphyrins, Phthalocyanines and Photorefractive materials","D. N. Rao","Hyderabad University","Department of Physics",1257280,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_11"
"69","Department of Atomic Energy","Development of dye doped Polymeric/solgel laser materials","V. R. Kanetkar","University Department of Chemical Technology","Dyes Division, Matunga",754500,12,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_12"
"70","Department of Atomic Energy","Nanocrystalline semiconducting oxide based materials for development of ammonia gas senser","G.S. Devi","Indian Institute of Chemical Technology","Department of Material Science",872950,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_13"
"71","Department of Atomic Energy","Development of a DAG SQUID Vibrating coil magnetometer for high pressure investigation","S. Arumugam","Bharathidasan University","Department of Physics",787150,18,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_14"
"72","Department of Atomic Energy","Liquid helium cryostat for operation of SQUIDS for NDT Studies","R. Karunanidhi","Indian Institute of Science"," ",965080,12,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_15"
"73","Department of Atomic Energy","Interaction of radiation with conducting polymprice composites: charge dynamics, coloration and their uses for sensors and dosimetry","N.V. Bhat","Bombay Textile Research Association","Lal Bahadur Shastri Marg, Ghatkopar(W)",892830,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_16"
"74","Department of Atomic Energy","Design and development of low cost arsenic monitoring water quality field kits using portable digital spectrometer","Y. Anjaneyulu","Jawahalal Nehru Technology University","Department of Physics",997500,24,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_17"
"75","Department of Atomic Energy","Electrical characterisation of ion implanted semiconductors through life time and thermally stimulated current measurement","K.P.V. Kumar","Cochin University of Science & Technology","Department of Physics",1347030,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_18"
"76","Department of Atomic Energy","Basic and applied research using Microtron facility","K. Siddappa","Mangalore University","Department of Physics",3787440,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_19"
"77","Department of Atomic Energy","Production and supply of special ND-doped phosphate glass source cylinders for use in high power glass lasers","H. S. Maity","Central Glass & Ceramic Research Institute","196, Raja S. C.Mallick",50000000,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_20"
"78","Department of Atomic Energy","Establishment of radiotracer laboratory at college of Agriculture, Jabalpur and multilocation testing at BARC crop varieties","Research Director","Jawaharlal Nehru Krishi Vishwavidyalaya"," ",10709600,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_21"
"79","Department of Atomic Energy","Immunoscintigrapy of experimental tumor models using IImTc labelled human anti-EGFR monoclonal antibody","A. Meenakshi","Cancer Research Institute","Department of Biochemistry, W.I.A., Adyar",390750,24,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_22"
"80","Department of Atomic Energy","Improvement of Sorgham (Jowar) using radiation and biotechnological approaches","N. Kumaravadivel","Agricultural College and Research Institute","Department of Agricultural Botany",929710,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_23"
"81","Department of Atomic Energy","Development of a vital vaccine using gamma radiation","S. Majee","Bombay Veterinary College","Department of Microbiology, Parel",920150,24,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_24"
"82","Department of Atomic Energy","Electron beam processing clartomr-plastic blends and development of thermoplastic clartomers","M.S. Banerji","IRMRA","B-88, Road No. 24/U-2, Wagle Estate",1751305,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_25"
"83","Department of Atomic Energy","Development & Characterisation of titanium based coatings on austenitic stainless steels by molten salt route for applications in severe, corrosive nitric acid environments","P. Gopalakrishnan","PSG College of Technology","Peelammedu",1152630,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_26"
"84","Department of Atomic Energy","Development of a parallel finite element methodology for the prediction of properties of nuclear materials and its experimental validation","V.B. Shenoy","Indian Institute of Technology (K)","Department of Mechanical Engineering",864050,12,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_27"
"85","Department of Atomic Energy","Design and development of a high temperature (1873K) Micro-hardness tester","S.V. Kailas","Indian Institute of Science"," ",2764800,24,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_28"
"86","Department of Atomic Energy","Synthesis, Characterisation and catalytic evaluation of mesoporous MCM-41 molecular sieves for the removal of organic contaminants in aqviesus radioactive waste","A. Pandurangan","Anna University","Sardar Patel Road",1137910,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_29"
"87","Department of Atomic Energy","Comparative studies on fracture mechanics properties of conventional and narrow gap SMA welds with GMA welds of carbon steel and SS Pipes","P.K. Ghosh","Roorkee University","Department of Mechanical & Industrial Engineering",3689400,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_30"
"88","Department of Atomic Energy","Mathemical and Physical modelling of boron carbide manufacturing process","G.S. Gupta","Indian Institute of Science","Department of Metallurgy",2216450,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_31"
"89","Department of Atomic Energy","Development of transition joints between titanium/zirconium and SS by diffusion bonding","S. Chatterjee","Bengal Engineering College","Department of Metallurgy",841300,24,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_32"
"90","Department of Atomic Energy","Development of microgrooved heat pipes performance modeling and experimental validation","S. Dasgupta","Indian Institute of Technology (Kh)","Department of Chemical Engineering",825950,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_33"
"91","Department of Atomic Energy","Stress corrosion cracking of Monel 400 and histelloy C in fluoride environment","U.K. Chatterjee","Indian Institute of Technology (Kh)","Department of MME",938500,24,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_34"
"92","Department of Atomic Energy","Effect of molten corium-debris particulate bed on reactor calandria vessel: A severed accident study","S. Ray","Jadavpur University","Department of Mechanical Engineering",628680,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_35"
"93","Department of Atomic Energy","Development of a computer code for study of aerosol transport in the primary heat transport system of a nuclear power plant","R.C. Arora","Indian Institute of Technology (Kh)","Department of Mechanical Engineering",688360,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_36"
"94","Department of Atomic Energy","Setting up of an Advanced Seismic Test Facility at SERC, Chennai","K. Muthumani","Science Engineering Research Council","Structural Dynamics Laboratory",194600000,60,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_37"
"95","Department of Atomic Energy","Electronic, Magnetic & Super conducting Properties of some Quaternary Borocarbides and related materials","C.V. Tomy","Indian Institute of Technology (B)","Department of Physics, Powai",1153780,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_38"
"96","Department of Atomic Energy","Transport and magnetic properties of conducting polymer composites and nanocomposites","S. K. De","Indian Association for the Cultivation of Science","Department of Physics",2367200,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_39"
"97","Department of Atomic Energy","Physical - Chemical studies on Infiltrated Silicon Nitride - Molybdenum Disilicide Composites","N. K. Reddy","Indian Institute of Chemical Technology","Cat. & Phy. Chem. Division, Uppal Road, Tarnaka",1197570,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_40"
"98","Department of Atomic Energy","Microscopic Theory and Computer Simulation Studies of Ion Conductance and Viscosity of concentrated Electrolyte solutions","B. Bagchi","Indian Institute of Science","Solid State & Structural Chemistry Unit",1503200,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_41"
"99","Department of Atomic Energy","Photophysical studies of porphyrin and metallopolypridyl based, Supra molecular, Chromophonic assemblies","B. G. Maiya","Hyderabad University","School of Chemistry",1287280,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_42"
"100","Department of Atomic Energy","Investigation and control of non - a diabatic transitions","M. K. Mishra","Indian Institute of Technology (B)","Department of Chemistry, Powai",1333280,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_43"
"101","Department of Atomic Energy","A study of structural effects of phosphorylation on the N.terminal domainof p.53","S. Roy","Bose Institute","Department of Biophysics, APC Road",1251530,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_44"
"102","Department of Atomic Energy","Studies on mechanism of compliment activation mannose binding leetion associated serine proteases","K. Hajela","Devi Ahilya Vishwavidyalaya","School of Life Sciences",1230600,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_45"
"103","Department of Atomic Energy","Tagging of some disease resistance genes in common bean using sequence tagged microsatellite site markers","P. C. Sharma","Ch. Charan Singh University","Department of Agricultural Botany",1199780,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_46"
"104","Department of Atomic Energy","Quantum Carrys and Integrable Models","R. Chakrabarti","Madras University","Department of Theoretical Physics",746200,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_47"
"105","Department of Atomic Energy","Structure and  Reaction Studies of Loosely Bound Nuclei","Y. K. Gambhir","Indian Institute of Technology (B)","Department of Physics, Powai",589225,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_48"
"106","Department of Atomic Energy","Nuclear Structure and Transfer Reactions for Nuclear Astrophysics","S.K. Dhiman","Himachal Pradesh University","Department of Physics, Summer Hill",575780,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_49"
"107","Department of Atomic Energy","A Group Theoretical method of forming the initial state wave function for photoemission calculations","R. K. Thapa","Pachhunga University College","Department of Physics",636740,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_50"
"108","Department of Atomic Energy","Defects in Semi conductor Quantum Dots","V.A. Singh","Indian Institute of Technology (K)","Department of Physics",209450,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_51"
"109","Department of Atomic Energy","Size and Shape controlled synthesis of metal nanoparticles","T. Pal","Indian Institute of Technology (Kh)","Department of Physics",680490,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_52"
"110","Department of Atomic Energy","Modelling early events in protein folding with molecular dynamics","Y.V.Sasidhar","Indian Institute of Technology (B)","Department of Chemistry, Powai",588030,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_53"
"111","Department of Atomic Energy","Density functional theoretical approach to the molecular electronic response properties","S. Pal","National Chemical Laboratory","Physical Chemistry Division",581950,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_54"
"112","Department of Atomic Energy","Modification of polymers for high photoluminescence electroluminescence properties","M.M. Salunke","Institute of Science","Physical Chemical Division, 15, Madam Cama Road",885865,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_55"
"113","Department of Atomic Energy","Covalently Linked Light Harvesting Systems Compressed of porphyrin and Accessory Pigments: Design, Synthesis, Photodynamics and their Applications in Photonic Devicies","M. Ravikanth","Indian Institute of Technology (B)","Department of Chemistry, Powai",725030,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_56"
"114","Department of Atomic Energy","Modulation of host cell signal transduction by Lipoara-biomannans from mycobacterium tuberculosis","J. Basu","Bose Institute","Department of Chemistry, 93/1, APC Road",969780,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_57"
"115","Department of Atomic Energy","Determination of ligand induced conformational changes in GAC 1/GAC3 protein of saccharomyces cereviseae","P.J. Bhat","Indian Institute of Technology (B)","Biotechnology Centre, Powai",864360,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_58"
"116","Department of Atomic Energy","Identification and Characterization genes involved in recovery from cellular stresses in chinese hamster V 79 cells","K. Chandhary","Indian Institute of Chemical Biology","Biophysics Division, 4, Raja S.C. Mullick Road",987030,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_59"
"117","Department of Atomic Energy","Transcription regulation through the acetylation of human HMK proteins and its links to cancer","T.K. Kundu","Jawaharlal Nehru Centre for Advanced Scientific Research","MOL. BIO. & GEN. UNIT, Jakkur",651000,36,"2001-02","DAE","Indian Rupees","Months","DAE_2001-02_60"
