"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"16","Indian Council of Agricultural Research","A Study of Traditional Food Based on Cereals and Pulses in Tribal Areas of Madhya Pradesh","Alpana Singh","Jawaharlal Nehru Krishi Vishwavidyalaya","Department of Food Science & Technology College of Agriculture, Krishi Nagar, Adhartal",1601320,24,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_16"
"17","Indian Council of Agricultural Research","Kitchen Energy Management in Rural Areas","Trupti Mohanty","Orissa University of Agriculture & Technology","Department of Home Management, College of Home Science",957144,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_17"
"18","Indian Council of Agricultural Research","Behaviour Problems among normal pre-school children - an analytical approach","Minoti Phukan","Assam Agricultural University","Department of Child Development & Family Relations , College of Home Science,",581130,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_18"
"19","Indian Council of Agricultural Research","Studies on Processing and Utilization aspects of Minor Milets for products Formulation","Suman Kumar","Jawaharlal Nehru Krishi Vishwavidyalaya","Department of Food, Science & Technology,  Krishinagar,Adhartal",963440,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_19"
"20","Indian Council of Agricultural Research","Development of Peri-urban Agri. in Delhi-state - An action research","S. Chandra","Indian Agricultural Research Institute","Pusa",1410848,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_20"
"21","Indian Council of Agricultural Research","Management skill of small farm operator of Orissa","C. Satapathy","Orissa University of Agriculture & Technology","Directorate of Extension Education",1138000,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_21"
"22","Indian Council of Agricultural Research","Women in Agri. In Island Eco-system of the  Sunderbans in WB","K.L. Bhowmic","Action Research Institute","47-D, Palm Avenue",652960,3,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_22"
"23","Indian Council of Agricultural Research","Dissemination of improved livestock practices among small & marginal farmers of tarai & impact thereof - an action research project","Y.P.S. Dabas","G.B. Pant University of Agriculture & Technology","U.S. Nagar",895000,48,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_23"
"24","Indian Council of Agricultural Research","Assessment of tech. under various micro-farming situations for increasing the productivity levels of field crops, vegetables & flowers on farmers field in Ajmer Dist. of Rajasthan","G.N. Mathur","Rajasthan Agricultural University","KVK Tabiji Farm,",1686689,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_24"
"25","Indian Council of Agricultural Research","Dissemination of the micro situation specific-assesses and refined technology on cotton  cultivation under rice-fallow condition of Island situation in the Coastal Saline Bengal","Dipankar Saha","Shri Ramakrishna Ashram","KVK, P.O. Nimpith Ashram,",848000,24,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_25"
"26","Indian Council of Agricultural Research","Agronomic investigations on baby corn","B.K. Ramachandrappa","Agricultural Sciences University","Agronomy Division, GKVK Campus",1116974,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_26"
"27","Indian Council of Agricultural Research","Integrated use of nitrogen in different cropping system and validation in DSSAT 3.5","R.N. Sabale","Mahatma Phule Krishi Vidyapeeth","College of Agriculture, Agrometeorology Division",1303560,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_27"
"28","Indian Council of Agricultural Research","Improving productivity of kharif crops through advancement of planting in Narmada valley.","M.P. Jain","Jawaharlal Nehru Krishi Vishwavidyalaya","Zonal Agril. Research Station, Powarkheda",909874,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_28"
"29","Indian Council of Agricultural Research","Standardising integrated fertility management practices for soyabean based cropping sequence in vertisols","Hari Singh Thakur","Jawaharlal Nehru Krishi Vishwavidyalaya","College of Agriculture",700800,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_29"
"30","Indian Council of Agricultural Research","Increasing wheat yield and profitability through efficient use of input","R.D. Mishra","G.B. Pant University of Agriculture & Technology","Agronomy Division, U.S. Nagar",781160,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_30"
"31","Indian Council of Agricultural Research","Agronomic management of sunflower in high rainfall areas","M.C. Kalita","Assam Agricultural University","Agronomy Division",750420,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_31"
"32","Indian Council of Agricultural Research","Studies for increasing the efficiency of rock phosphate in rice based cropping system","S.N. Sharma","Indian Agricultural Research Institute","Agronomy Division, Pusa",1272230,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_32"
"33","Indian Council of Agricultural Research","Combined use of organic manures and mineral fertilizers in rice groundnut cropping system","J.R. Ramtake","Konkan Krishi Vidyapeeth","Agronomy Division, Dapoli",1443600,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_33"
"34","Indian Council of Agricultural Research","Studies on the residual effect of spring sunflower (Helianthus annus L) on the performance of  succeeding crops in the Tarai Region of U.P.","M.S. Pal","G.B. Pant University of Agriculture & Technology","Agronomy Division, U.S. Nagar",670780,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_34"
"35","Indian Council of Agricultural Research","Biological control of weed crops (Echinochloa sp in rice and Phalaris minor in wheat crop)","L.P. Kauraw","NRC Weed Science","Adhartal",500810,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_35"
"36","Indian Council of Agricultural Research","Role of insects in suppression of problematic alligator weed Alternenthra Philoxiroides and testing of herbicides for its integrated management","Sushil Kumar","NRC Weed Science","Adhartal",750810,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_36"
"37","Indian Council of Agricultural Research","Phytotoxicity of allelochemicals to acquatic weeds","D.K. Pandey","NRC Weed Science","Adhartal",1925810,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_37"
"38","Indian Council of Agricultural Research","Utilization of weed biomass of crop production","D.J. Rajkhowa","Assam Agricultural University","Agronomy Division",1655400,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_38"
"39","Indian Council of Agricultural Research","Participatory technology development for controlling Carthamus oxycantha bieb-a troublesome weed in Jalaun District of UP","A.N. Tiwari","Chandra Shekhar Azad University of Agriculture & Technology","Agronomy Division",869610,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_39"
"40","Indian Council of Agricultural Research","Evaluation and management of allelopathic influence of crops and weeds in rice wheat cropping systems","D. Swain","NRC Weed Science","Adhartal",1119570,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_40"
"41","Indian Council of Agricultural Research","Fate and phytotoxic efficacy of herbicides and their impact on nutrient cycle on soyabean in relation to soil properties","K.K. Burman","NRC Weed Science","Adhartal",1169560,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_41"
"42","Indian Council of Agricultural Research","Soil solarization a non pesticidal cultural method for efficient cultivation of soyabean (Gycine max Linn)","K. Haripriya","Annamalai University","Department of Horticulture",500810,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_42"
"43","Indian Council of Agricultural Research","Soil Solarization for efficient cultivation of groundnut","A. Sundari","Annamalai University","Department of Agronomy",880810,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_43"
"44","Indian Council of Agricultural Research","Assessment of quality parameters in relation to resource management in rapesed and mustard","Arvind Kumar","G.B. Pant University of Agriculture & Technology","Agronomy Div.  U.S. Nagar",995160,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_44"
"45","Indian Council of Agricultural Research","Crop growth and yield quantification through micro-meteorological modelling of field crops for risk assessment under dryland rainfed situation","C.D. Singh","Agricultural Sciences University","Department of Crop Physiology, Regional Research Station",1284700,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_45"
"46","Indian Council of Agricultural Research","Development of and illustration of decision support models for integrated water management in the irrigation commands of eastern U.P.","S.P. Sharma","Institute of Engineering & Technology","Civil Engineering Department",1569616,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_46"
"47","Indian Council of Agricultural Research","Study of commercial micro sprinklers and their application to improve the productivity of garlic and onion","U.S. Kadam","Mahatma Phule Krishi Vidyapeeth","Irrigation & Drainage Engineering Department",1198980,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_47"
"48","Indian Council of Agricultural Research","Drip Irrigation and fertigation for yield maximisation in sugarcane crop","S. Mahendran","Tamil Nadu Agricultural University","Agricultural Research Station",1083620,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_48"
"49","Indian Council of Agricultural Research","Identification of initial salt tolerant parameters in Indian mustard (Brassica Juncea L.) for rapid development of salt tolerant genotypes","T.S. Sinha","Central Soil Salinity Research Institute","Crop Improvement Division",1547504,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_49"
"50","Indian Council of Agricultural Research","Effect of grasses on control of erosion losses, reclamation and crop production in sodic vertisols","S.K. Verma","Jawaharlal Nehru Krishi Vishwavidyalaya","College of Agriculture",779740,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_50"
"51","Indian Council of Agricultural Research","Effect of rice hull ash (hra) on phosphorus utilization in paddy soil","N.B. Prakash","College of Agriculture","Department of Soil Science & Agri. Chem. P.Box No.126",503364,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_51"
"52","Indian Council of Agricultural Research","Transformation of primary minerals by humic substances in relation to pedogenesis and nutrient release from soils","C. Varadachari","Raman Centre for Applied and Interdisciplinary Sciences","16-A, Jheel Road",549784,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_52"
"53","Indian Council of Agricultural Research","Soil characterization and resource management of acid soil regions for increasing producltivity","A.K. Sarkar","Birsa Agricultural University"," ",1307920,60,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_53"
"54","Indian Council of Agricultural Research","Soil characterization and resource management of acid soil regions for increasing producitivity","U.K. Mishra","Orissa University of Agriculture & Technology"," ",1020292,60,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_54"
"55","Indian Council of Agricultural Research","Soil characterization and resource management of acid soil regions for increasing productivity","T. Varghese","Kerala Agricultural University"," ",1020292,60,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_55"
"56","Indian Council of Agricultural Research","Soil characterization and resource management of acid soil regions for increasing  productivity","T.C. Baruah","Assam Agricultural University"," ",1020292,60,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_56"
"57","Indian Council of Agricultural Research","Soil characterization and resource management of acid soil regions for increasing productivity","S.P. Sharma","Himachal Pradesh Krishi Vishwavidyalaya"," ",1011448,60,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_57"
"58","Indian Council of Agricultural Research","Soil characterization and resource management of acid soil regions for increasing productivity","S.C. Talashikar","Konkan Krishi Vidyapeeth","Dapoli",1011448,60,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_58"
"59","Indian Council of Agricultural Research","Soil characterization and resource management of acid soil regions for increasing productivity","Patiram","ICAR Research Complex for North Eastern Hill Region","Division of Agricultural Engineering, Umroi Road, Umiam",1020292,60,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_59"
"60","Indian Council of Agricultural Research","Soil characterization and  resource management of acid soil regions for increasing productivity","Biswapati Mandal","Bidhan Chandra Krishi Vishwavidyalaya"," ",1011448,60,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_60"
"61","Indian Council of Agricultural Research","Economic land evaluation for sustainable land management in Rajankunte Watershed Karnataka","S.C. Ramesh Kumar","National Bureau of Soil Survey & Land Use Planning","Regional Centre, Hebbal",495280,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_61"
"62","Indian Council of Agricultural Research","Assessment and Characterisation of heavy metal contanmination in agricultural soils and plants in Peri Urban areas","M.V. Singh","Indian Institute of Soil Science","Nabi Bagh, Bersia Road",578000,24,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_62"
"63","Indian Council of Agricultural Research"," Assessment and Characterization of heavy metal contanmination in agricultural soils and plants in Peri Urban areas","C. Chatterjee","Lucknow University","Department of Botany",477800,24,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_63"
"64","Indian Council of Agricultural Research","Assessment and Characterization of heavy metal contanmination in agricultural soils and plants in Peri Urban areas","P. Savithri","Tamil Nadu Agricultural University","Department  of Soil Science",477800,24,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_64"
"65","Indian Council of Agricultural Research","Assessment and Characterization of heavy metal contanmination in agricultural soils and plants in Peri Urban areas","K.P. Patel","Gujarat Agricultural University","Department of Soil Science",467900,24,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_65"
"66","Indian Council of Agricultural Research","Assessment and Characterization of heavy metal contanmination in agricultural soils and plants in Peri Urban areas","V.K. Nayyar","Punjab Agricultural University","Department of Soil Science",477800,24,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_66"
"67","Indian Council of Agricultural Research","Assessment and Characterizatrion of heavy metal contanmination in agricultural soils and plants in Peri Urban areas""","S.K. Sanyal","Bidhan Chandra Krishi Vishwavidyalaya","Department of Soil Science & Agri. Chem.",464600,24,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_67"
"68","Indian Council of Agricultural Research","Effect of sand Mn on content and quality of bran oil of different rice varieties","Anand Prakash Singh","Banaras Hindu University","Department of Soil Science & Agri Chem.",873808,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_68"
"69","Indian Council of Agricultural Research","Studies on the quality testing  and shelf life of cyanobacterial biofertilizers of rice","K. Kumar","Tamil Nadu Agricultural University","Agricultural College & Research Institute",805616,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_69"
"70","Indian Council of Agricultural Research","Synergism between Rhizobium and Rhizobacteria for increased inoculum efficiency in blackgram (Vigna mungo) and letil (Lens Culinaris)","R.P. Pareek","G.B. Pant University of Agriculture & Technology","Department of Soil Science, College of Agriculture, U.S. Nagar",428216,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_70"
"71","Indian Council of Agricultural Research","Use of natural carriar (biomass) for  increasing shelf life and quality of Cyanobacterial biofertilizer","Manindra Nath Jha","Rajendra Agricultural University","Department of Microbiology",647904,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_71"
"72","Indian Council of Agricultural Research","Selection of VA-Mycorrhizae and Assdociative N2 fixing Bacteria for tomato and bhindi crops : Technolgy development of VA - Mycorrhiaze propagules production","Raman Rai","Narendra Dev University of Agriculture & Technology","Department of Microbiology, Narendra Nagar, Kumarganj",647904,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_72"
"73","Indian Council of Agricultural Research","A study on the effect of super cyclone on trees and plantations in coastal Orissa under different land uses and ecological situations","D. Misra","Orissa University of Agriculture & Technology"," ",717400,18,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_73"
"74","Indian Council of Agricultural Research","Impact of Silvipasture and agri silviculture practices on bio diversity of soil fauna in Arid  zone of Jodhpur","Ghanshyam Tripathi","Jai Narain Vyas University","Department of Zoology",1757560,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_74"
"75","Indian Council of Agricultural Research","Maximisation of intractions among micro & macro flora for sustaining agroforestry in rural areas","Satwati Sharma","Indian Institute of Technology (D)","Centre for Rural Dev. & Tech., Hauz Khas",594690,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_75"
"76","Indian Council of Agricultural Research","Management of Shrubs for Hill agroforestry systems","Punam","Himachal Pradesh Krishi Vishwavidyalaya"," ",979800,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_76"
"77","Indian Council of Agricultural Research","Disease suppressive medium for forest tree seedlings","T. Marimuthu","Tamil Nadu Agricultural University"," ",681850,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_77"
"78","Indian Council of Agricultural Research","Solid Waste as a component of potting media for the seedlings of agroforestry tree species","K. Gopi","Kerala Agricultural University","College of Forestry",571560,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_78"
"79","Indian Council of Agricultural Research","Productrion potential of sesbania species under irrigation in solid and hedge row planting","B.K. Desai","College of Agricultural Engineering","Department of Farm Power & Agro-Energy",378360,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_79"
"80","Indian Council of Agricultural Research","Development of an industrial scale solar dehydrator for vegetables","O.P. Singhal","Indian Agricultural Research Institute","Division of Agricultural Engineering, Pusa",896696,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_80"
"81","Indian Council of Agricultural Research","Development of fire retardant jute composites with euphorbia latex","J.N. Ghosh","National Institute of Research on Jute & Allied Fibre Technology","12, Regent Park",2002048,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_81"
"82","Indian Council of Agricultural Research","Design development evaluation and adoption of low cost green house suitable for horticultural crops of Aligarh Region","P.K. Srivastava","Aligarh Muslim University","Department of Post Harvest Engg. & Technology, Institute of Agriculture",1128728,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_82"
"83","Indian Council of Agricultural Research","Technology Development for safflower petal collection","A.K. Rajwanshi","Nimbkar Agricultural Research Institute","P.O. Box No.44",642180,24,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_83"
"84","Indian Council of Agricultural Research","Physico-chemical and structural characteristics of banana pseudostem fibre","S. Shivashankar","National Research Centre on Banana","44, Ramlinga Nagar, South Extension, Vayalur Road",1498640,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_84"
"85","Indian Council of Agricultural Research","To develop a cryofreezer and to study cryogenic freezing techniques","S.C. Patanayak","Indian Institute of Technology (Kh)"," ",1381980,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_85"
"86","Indian Council of Agricultural Research","Quantitative analysis of toxic Inorganic elements & gramnegative bacteria in soil, cotton plant materials lint & processing dust","S. Sreenivasan","Central Institute for Research on Cotton Technology","Adenwala Road, Matunga",1947020,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_86"
"87","Indian Council of Agricultural Research","Mechanisation of nursery raising and transplanting operations for vegetable crops","S.C. Mandhar","Indian Institute of Horticulture Research","Hessaraghatta Lake Post",1707024,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_87"
"88","Indian Council of Agricultural Research","Development of tractor operated sorghum harvester","S.M. Bhende","Dr. Panjabrao Deshmukh Krishi Vidyapeeth","Department of Farm Power and Machinery, Faculty of Agricultural Engineering",916544,24,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_88"
"89","Indian Council of Agricultural Research","Development modification of tool and equipment based on ergonomical consideration for hill agriculture in Meghalaya","R.K.P. Singh","ICAR Research Complex for North Eastern Hill Region","Umroi Road, Umiam",1884364,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_89"
"90","Indian Council of Agricultural Research","Evaluation of micro-irrigation systems under limited water supply","A.R. Pal","Indira Gandhi Agricultural University","Plasticulture Development Centre, Department of Horticulture",1596232,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_90"
"91","Indian Council of Agricultural Research","Anthropometric Survey and ergonomic studies on agricultural workers of Gujarat for efficient and safe design of agricultural equipment","Rajvir Yadav","Gujarat Agricultural University","Department of Farm Machinery and Power, College of  Agricultural Engineering and Technology",1725452,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_91"
"92","Indian Council of Agricultural Research","Development and propagation of bullock operated generator","Shiv Raj Singh","Banaras Hindu University","Institute of Agricultural Sciences, Department of Farm Engineering",758160,24,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_92"
"93","Indian Council of Agricultural Research","Monitoring and evaluation of suitable technologies for soil and water conservation in Southern Rajasthan","Virendra Kumar","Maharana Pratap University of Agriculture & Technology","College of Technology and Agricultural Engineering",821364,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_93"
"94","Indian Council of Agricultural Research","Design of low cost, low head drip irrigation for Tribal Belt of Rajasthan-Testing and Improvement","Jaspal Singh","Maharana Pratap University of Agriculture & Technology","Department  of Soil & Water Conservation Engineering",727380,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_94"
"95","Indian Council of Agricultural Research","Design, development and testing of arecanut coconut harvester","S.K. Jain","Konkan Krishi Vidyapeeth","Dapoli",500744,24,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_95"
"96","Indian Council of Agricultural Research","Operational research demonstration of renewable energy gadgets among rural households","Neelma Kunwar","Chandra Shekhar Azad University of Agriculture & Technology","Department of Home Science",629918,24,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_96"
"97","Indian Council of Agricultural Research","Studies on Animal Carts in use, their constraints - an introduction of Rubberised Steel Wheel Carts and Four Wheel Carts","K.N.K. Kurup","Centre for Action Research and Technology for Man Animal and Nature","17-E Koramanglala VI Block",767152,24,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_97"
"98","Indian Council of Agricultural Research","Evaluation and Improvements of Hydraulic Structures and System Operation in Mahanadi Delta Irrigation Command","J.C. Paul","Orissa University of Agriculture & Technology","College of Agricultural Engineering & Technology",922328,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_98"
"99","Indian Council of Agricultural Research","Design and evaluation of ventury  system  for fertiliser application through drip irrigation","T.B.S. Rajput","Indian Agricultural Research Institute","Water Technology Centre, Pusa",1582024,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_99"
"100","Indian Council of Agricultural Research","Effect of modified atmosphere preservation on Meat quality","V. Venkataramanujam","Madras Veterinary College","Department of Meat Science and Technology",1348600,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_100"
"101","Indian Council of Agricultural Research","Quality of Milk Powders from South India with reference to their composition, shelf-life and functional properties","B. Surendranath","National Dairy Research Institute","Southrn Regional Station",1214320,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_101"
"102","Indian Council of Agricultural Research","Manufacture of Process Cheese spread using Microbial Enzymes","Y.K. Jha","G.B. Pant University of Agriculture & Technology","Department of Food Science & Technology, U.S. Nagar",1064000,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_102"
"103","Indian Council of Agricultural Research","Estimation of wool production-emerging data needs and a methodological reappraisal","R.S. Khatri","Indian Agricultural Statistics Research Institute"," ",1000000,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_103"
"104","Indian Council of Agricultural Research","Evaluation of suitability of low SNF milk in preparation of Indigenous Dairy Products","G.S. Bhat","Agricultural Sciences University","Department of Dairy Chemistry, Dairy Science College",1446724,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_104"
"105","Indian Council of Agricultural Research","Development and evaluation of package of practices for sustainable Ram Land and Mad Production","S. Rama Prasad","Acharya N.G. Ranga Agricultural University","Rajendranagar",731000,24,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_105"
"106","Indian Council of Agricultural Research","Bio-chemical and Hormonal Study of folicular fluid unevaluated folicles of superoveulated","M.N. Pathak","Gujarat Agricultural University","Anand Campus",785000,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_106"
"107","Indian Council of Agricultural Research","Andrological evaluation of Yak bull and semen crypreservation","Tushar Kumar","National Research Centre on Yak","West Kamang",2200000,24,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_107"
"108","Indian Council of Agricultural Research","Augmenting Fertility in local cows of Assam by monitoring post portum ovariam activity","Anubha Barvah","Assam Agricultural University","Khanapara",1310100,36,"2000-01","ICAR","Indian Rupees","Months","ICAR_2000-01_108"
