"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"34","Ministry of Environment and Forests","Biodiversity of entomofauna of Dibru Saikhowa Biosphere Reserve with special reference to Butterflies and beneficial insects","P.K. Saikia","Guwahati University","Department of Zoology",6877037,36,"2000-01","MOEF","Indian Rupees","Months","MOEF_2000-01_34"
"35","Ministry of Environment and Forests","Documentation, inventorization and utilisation of ethnic knowledge for conservation and management of Dehang Debang Biosphere Reserve with special reference to Siang pant of Biosphere Reserve in Arunachal Pradesh","P. Rethi","North Eastern Regional Institute of Science & Technology","Department of Botany, Nirjuli",600000,36,"2000-01","MOEF","Indian Rupees","Months","MOEF_2000-01_35"
"36","Ministry of Environment and Forests","Present status of threatened fish species in Harike wetland and strategies for their conservation","Anish Dua","Guru Nanak Dev University","Department of Zoology",738000,36,"2000-01","MOEF","Indian Rupees","Months","MOEF_2000-01_36"
"37","Ministry of Environment and Forests","Strategies for improvement and management from hydraulic and environment qualityn aspect of Kolleru wetland region of Andhra Pradesh","P. Mallesware Rao","Andhra University","Department of Civil Engineering",1020000,24,"2000-01","MOEF","Indian Rupees","Months","MOEF_2000-01_37"
"38","Ministry of Environment and Forests","Nematode faunal diversity of Keoladeo National Park, Rajasthan","Quedsia Tahseen","Aligarh Muslim University","Department of Zoology",999580,36,"2000-01","MOEF","Indian Rupees","Months","MOEF_2000-01_38"
"39","Ministry of Environment and Forests","Inventorisation of wetland biodiversity in Hussam Sagr Lake, Hyderabad","Razia Sultana","Environmental Protection & Training Research Institute"," ",549700,24,"2000-01","MOEF","Indian Rupees","Months","MOEF_2000-01_39"
"40","Ministry of Environment and Forests","Assessment of impact of hydropower dams on vegetation, using remote sensing and GIS","Arun Kumar","Roorkee University","AHEC",1886920,18,"2000-01","MOEF","Indian Rupees","Months","MOEF_2000-01_40"
"41","Ministry of Environment and Forests","Evaluation of the Palk Bay Bioresources through conjuctive use of environmental ground surveys and satellite remote sensing","L. Kannan","Annamalai University","CAS in Marine Biology",2578571,36,"2000-01","MOEF","Indian Rupees","Months","MOEF_2000-01_41"
"42","Ministry of Environment and Forests","Bio-geochemistry of the Western Ghats region in and around Goa using remote sensing and other modern techniques","V. Subramanian","Jawaharlal Nehru University","School of Environmental Studies",3283250,36,"2000-01","MOEF","Indian Rupees","Months","MOEF_2000-01_42"
"43","Ministry of Environment and Forests","Wetland information system for conservation management and wise use of notified wetland (NOWETSYS)","Ajai","SAC"," ",875000,15,"2000-01","MOEF","Indian Rupees","Months","MOEF_2000-01_43"
"44","Ministry of Environment and Forests","GIS based forest density stratification and time series analysis for resources mapping and monitoring in J&K state using remote sensing techniques","Gurcharan Singh","Jammu & Kashmir Government","Environment & RS",4829952,36,"2000-01","MOEF","Indian Rupees","Months","MOEF_2000-01_44"
"45","Ministry of Environment and Forests","Passerine birds versus floral syndromes and seed dispersal in eastern Ghats of Visakapattanam and East Godavari districts of Andhra.","A. J. Solomon Raju","Andhra University","Department of Environmental Sciences,",933515,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_1"
"46","Ministry of Environment and Forests","Studies on the impact of industrial effluents and sludge on earthworm and the potential of tolerant strain in environmental restoration","S.K. Gupta","Industrial Toxicology Research Centre","Post Box No. 80, M.G. Marg",299230,12,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_2"
"47","Ministry of Environment and Forests","Bio remediation of heavy metals contaminated superfund sites and its validation","S.K. Sanghi","Regional Research Laboratory","CSIR, Hoshangabad Road",578000,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_3"
"48","Ministry of Environment and Forests","Toxicity evaluation of leachates of solid hazardous industrial waste","S.P. Srivastava","Industrial Toxicology Research Centre","P.O. Box 80 M.G. Marg",2906700,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_4"
"49","Ministry of Environment and Forests","Lichens as Bio-monitor and bio-indicator of air pollution in and around Lucknow","N. Sharma","Lucknow University","Department of Botany",1495644,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_5"
"50","Ministry of Environment and Forests","Bio-control of white rot (Sclerotinia selerotiorum) of pea","D. Singh","Himachal Pradesh Krishi Vishwavidyalaya","R.R. Station, Sirmour",663500,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_6"
"51","Ministry of Environment and Forests","Heavy metal dynamics in soils: implication for their mobility in ecosystem and soil productivity","R. Krishansamy","Tamil Nadu Agricultural University","Department of Soil Science & Agriculture Chemistry",1068810,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_7"
"52","Ministry of Environment and Forests","Monitoring of hydrobiological parameters in polluted waters and their impact on the haematology haematopathogenesis and growth index of catfishes","N. Gupta","MJP Rohilkhand University","Department of Animal Sciences",535210,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_8"
"53","Ministry of Environment and Forests","Microbial studies of lake Mansar in Jammu Shivaliks bacterial investigation on fish and its environment with special emphasis on their role as bio-indicator of water pollution","V.K. Gupta","Regional Research Laboratory","CSIR, Rural Development Unit, Canal Road",671600,24,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_9"
"54","Ministry of Environment and Forests","Development of indigenous membrane based process technology for treatment of oily wastewater specific to petroleum production of North East Region","N.N. Dutta","Regional Research Laboratory"," ",841340,24,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_10"
"55","Ministry of Environment and Forests","Study on environmental pollution of agro-waste products and weeds and their utilization for the management of important insect pests","D.C. Sharma","Himachal Pradesh Krishi Vishwavidyalaya","Department of Entomology",906430,24,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_11"
"56","Ministry of Environment and Forests","Environmental assessment of soil and water quality deterioration in and around Norlth Eastern Coal fields, Mergherita","B.P. Baruha","Regional Research Laboratory"," ",1244576,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_12"
"57","Ministry of Environment and Forests","Fabrication of low cost hospital waste incinerator and performance evaluation","S.P. Raj","Madurai Kamaraj University","Department of Natural Resources and Waste Recycling",517500,12,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_13"
"58","Ministry of Environment and Forests","Assessment of persistent organic pollutants-PCDDS and PCDFs in biological media","R. Kashyap","National Institute of Occupational Health","Meghani Nagar",857578,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_14"
"59","Ministry of Environment and Forests","Development of integrated advanced oxidation and microbial technology for dye wastewater treatment","M. Khare","Indian Institute of Technology (D)","Department of Civil Engineering, Haus Khas",1266380,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_15"
"60","Ministry of Environment and Forests","Technology development for the recovery of nickel and cadmium value from spent Nickel-Cadmium Batteries using an environmental friendly hydrometallurgical route","B.R. Reddy","Indian Institute of Chemical Technology","Inorganic Chemistry Division, Tarnaka, Uppal Road",772800,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_16"
"61","Ministry of Environment and Forests","Heavy metal pollution abatement using cellulose containing materials","S.R. Shukla","Bombay University","Department of Chemical Technology,Division of Technology of Fibres and Textile Processing, Matunga",690000,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_17"
"62","Ministry of Environment and Forests","Development of technique for determination of polychlorinated biphenyl in environmental samples","S.D. Wachasunder","National Environmental Engineering Research Institute","Instrumentation Division",511750,24,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_18"
"63","Ministry of Environment and Forests","Uptake of heavy metals by Brassica juncia L. and its potential for phytoremediation of polluted soils","A.K. Thukral","Guru Nanak Dev University","Department of Botanical Sciences",506230,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_19"
"64","Ministry of Environment and Forests","Development of polymeric sensor for detection of environmentally hazardous gases and micro-organisms","S.C.K. Mishra","National Physical Laboratory","Dr. K.S. Krishnan Marg",930120,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_20"
"65","Ministry of Environment and Forests","Photosynthetic Acclimation to elevated carbon dioxide in relation to carbohydrate modulated expression of Rubisco Genes in Crop Plants","M.C. Ghildiyal","Indian Agricultural Research Institute","Dr. K.S. Krishnan Marg",2129400,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_21"
"66","Ministry of Environment and Forests","Study of habitat ecology and role of degradation of water quality in distribution of amphibian species in Assam & Nagaland","S.C. Bordoloi","Cotton College","Department of Zoology",966028,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_22"
"67","Ministry of Environment and Forests","Search for Novel Bioinsecticides from Xenorhabdus nematophilus","R. Bhatnagar","Jawaharlal Nehru University","Centre for Biotechnology",1643120,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_23"
"68","Ministry of Environment and Forests","A study on traditional knowledge of ethnobotanical resources of Kachchh: an approach to the natural resource conservation through creation of Ethnobotanical Database","C.S. Cillori","Gujarat Institute of Desert Ecology","106, Opp. Chairman's Bunglow, G.S.F.C. Township, PO Fertilizer Nagar",811210,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_24"
"69","Ministry of Environment and Forests","Studies on the biology, captive spawning and searching of the sea hore, Himmpcampus sp.","A.P. Lipton","Central Marine Fisheries Research Institute","Vizhinjam Research Centre",1553020,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_25"
"70","Ministry of Environment and Forests","Plant gall ecology in scrub forest ecosystem","S.Amarjyothi","Presidency College","Department of Botany",1012230,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_26"
"71","Ministry of Environment and Forests","Studies on ecosystem dynamics of disturbed and undisturbed tropical rain forests of Arunachal Pradesh","A. Arunachalam","North Eastern Regional Institute of Science & Technology","Department of Forestry",1557560,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_27"
"72","Ministry of Environment and Forests","Effects of forest fire on floristics and species diversity of mid hills of H.P.","Y.S. Parmar","Horticulture & Forestry University","Nauni",855968,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_28"
"73","Ministry of Environment and Forests","Biodiversity and efficacy of locally available plants obnoxious weeds against major insect-pests and diseases of oil seed crops in H.P.","A. Srivastava","Himachal Pradesh Krishi Vishwavidyalaya","Oil Seeds Research Station",877220,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_29"
"74","Ministry of Environment and Forests","Seed technology of forest trees: post harvest handling and ex-situ storage","S.C. Naithani","Pt. Ravishankar Shukla University","Seed Biology Laboratory, School of Life Sciences",1437730,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_30"
"75","Ministry of Environment and Forests","Development of eco restoration model for iron ore mines of Bihar & Orissa","P. Soni","Forest Research Insitute","Forest Soil and Reclamation Division, PO New Forest",1886600,60,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_31"
"76","Ministry of Environment and Forests","Role of water chemistry in species richness and degrdation of amphibian fauna","S.C. Bordoloi","Cotton College","Department of Zoology",966280,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_32"
"77","Ministry of Environment and Forests","Insect faunal diversity of Buxa Tiger Reserve, Jalpaiguri, West Bengal","D. Raychaudhary","Calcutta University","Department of Zoology, 35, Ballygunge, Circular Road",1164674,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_33"
"78","Ministry of Environment and Forests","Diversity of soil microarthropods and mobilization of micronutrients: ecological evaluation of afforestation in laterite wastelands","V.C. Joy","Visva Bharati","Department of Zoology",1487410,60,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_34"
"79","Ministry of Environment and Forests","Assessement and abatement of environmental pollution due to hydrogen sulphide and methane in the coconut husk retting water","V.B. Manilal","Regional Research Laboratory"," ",740140,24,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_35"
"80","Ministry of Environment and Forests","Ecology and conservation of selected tree endemics of Kerala","K. Balasubramanyan","Kerala Forest Research Institute"," ",819434,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_36"
"81","Ministry of Environment and Forests","Status and ecology of the Niligiri wood pigeon (Colubo elphinstonii) and Niligiri wood pipit (Anthus nilghriensis)","L. Vijayan","Salim Ali Centre for Ornithology and Natural History","PO Anaikatty",848040,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_37"
"82","Ministry of Environment and Forests","Status, distribution and ecology of Grey headed Bulbut Pyconotus pericephalus","V.S. Vijayan","Salim Ali Centre for Ornithology and Natural History","PO Anaikatty",464040,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_38"
"83","Ministry of Environment and Forests","Biodiversity of plant pathogenic fungi, in the Kerala part of the Western Ghats","C. Mahanan","Kerala Forest Research Institute","Division of Forest Pathology",1452588,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_39"
"84","Ministry of Environment and Forests","Development of Protocols for Micro propagation of an endangered forest tree Givotia rottleiformis Griff (Euphorbiaceae)","N. Ramaswamy","Kakatiya University","Department of Botany",963700,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_40"
"85","Ministry of Environment and Forests","Studies of the distribution of Aedes aegypti (L), the mosquito vector of dengue, chikungumya and yellow fever viruses in the towns and villages along the western coastal region of India","P.V.M. Mahadev","National Institute of Virology","20A, Dr. Ambedkar Road",1257014,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_41"
"86","Ministry of Environment and Forests","Assessment of lherpetofaunal diversity of Eastern Ghat region of Orissa","S.K. Dutta","Utkal University","Department of Zoology",622380,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_42"
"87","Ministry of Environment and Forests","Micropropagation and germplasm conservation of endangered medical plants of Western Ghats","S.K. Rawal","National Chemical Laboratory","Biotech Division",622380,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_43"
"88","Ministry of Environment and Forests","Revaluation of bird community structure in the Palni hills with special reference to the threatened and endemic species","A.R. Rahmani","Bombay Natural History Society","Hornbill House, Saheed Bhagat Singh Marg",798192,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_44"
"89","Ministry of Environment and Forests","Conservation and propagation of agar yielding sea weeds of Gulf of Marine Biosphere Reserve","M. Ganesan","Central Salt & Marine Chemicals Research Institute","Marine Algal Research Centre",845480,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_45"
"90","Ministry of Environment and Forests","Studies on the animal-habitat interactions in the buffer zone of Nanda Devi Biosphere Reserve","S. Satyakumar","Wildlife Institute of India","PO Box No. 18, Chandrabani",489200,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_46"
"91","Ministry of Environment and Forests","Data base for land resources and strategy for their management in the Nanda Devi Biosphere Reserve Garhwal Himalaya","M.P.S. Bisht","Hemwati Nandan Bahuguna Garhwal University","Department of Geology",1158960,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_47"
"92","Ministry of Environment and Forests","Biodiversity of entomofauna of Dibru Saikhowa Biosphere Reserve","J. Kalita","Guwahati University","Department of Zoology",583814,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_48"
"93","Ministry of Environment and Forests","Biology of ecologically important life supporting Plant of Little Rann of Kutch","I.L. Kothari","Sardar Patel University","Department of Biosciences",736005,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_49"
"94","Ministry of Environment and Forests","Faunal inventoisation in selected Biosphere Reserves","J.R.B. Alfred","Zoological Survey of India"," ",2731000,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_50"
"95","Ministry of Environment and Forests","Non-timber forests wealth of Kanchanjunga Biosphere Reserve and its adjoining area of Sikkim: conservation preservation and utilisation","R. Chettri","Government College","Tadong",669622,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_51"
"96","Ministry of Environment and Forests","Ichthyo nelton in Sundarbans Biosphere Reserves","A. Choudhary","Sundarbans Bio Research","Bikash Bhawan, 3rd Floor, North Block, Salt Lake City",710240,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_52"
"97","Ministry of Environment and Forests","Conservation of Biodiversity in Great Nicobar Biosphere Reserves","C.R. Babu","Delhi University","Centre for Environmental Management of Degraded Ecosystem",2606250,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_53"
"98","Ministry of Environment and Forests","Studies of bio-resources assessment and management of degraded mangrove ecosystem of Midnapore coast","S.K. Chakrabarty","Vidyasagar University","Department of Zoology",360180,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_54"
"99","Ministry of Environment and Forests","Faunal diversity of mangroves on the coast of Maharashtra with special reference to their biotic potential","S.S. Patil","Dr. Babasaheb Ambedkar Marathwada University","Department of Environmental Science",177100,12,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_55"
"100","Ministry of Environment and Forests","Inventorying and monitoring biodiversity of mangrove Crustacean Fauna of Ratnagiri coast and screening for their bio-potential","G.K. Kulkarni","Dr. Babasaheb Ambedkar Marathwada University","Department of Zoology",161000,12,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_56"
"101","Ministry of Environment and Forests","Socio-economic study of mangroves in the States of Goa, Kerala and Maharashtra","R.G. Thakre","ARUVILLA","Development & Environmental Security, Bharat Nagar",149500,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_57"
"102","Ministry of Environment and Forests","Monitoring & conservation of faunal diversity of mangroves of Maharashtra coast","J. Samant","Shivaji University","Department of Environmental Science",177100,12,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_58"
"103","Ministry of Environment and Forests","Coral culturing and rehabilitation of degraded Coral reef through transplantation of stag horn Coralas, Acropora Formosa","Director","Suganthi Devadasan Marine Research Institute","44, Beach Road",1000000,60,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_59"
"104","Ministry of Environment and Forests","Monitoring Health of Coral Reefs in India","Director","Zoological Survey of India","National Coral Reef Research Institute",12672580,60,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_60"
"105","Ministry of Environment and Forests","Eco-behavioural studies of the Greater Flamingo in two ecologically different habitats in wetlands of Rajasthan","S.P. Bhatnagar","District Development Society","A/51, Vaishali Nagar, Mansarovar Colony",968965,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_61"
"106","Ministry of Environment and Forests","Economic evaluation and developing community based ecologically feasible strategies for integrated management of Loktak Lake","C.L. Trishal","Wetland International","South Asia, A-127, Defence Colony",799000,24,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_62"
"107","Ministry of Environment and Forests","Bio-geochemistry of the Western Ghats region in and around Goa using remote sensing and other modern techniques","V. Subramanam","Jawaharlal Nehru University","School of Environmental Sciences",3283250,36,"2001-02","MOEF","Indian Rupees","Months","MOEF_2001-02_63"
"108","Ministry of Environment and Forests","Development of eco-friendly nematode management technology in vegetable crops with neem and neem-based biopesticides","V. Majumdar","Indian Agricultural Research Institute","Division of Nematology, Pusa Road,",1044200,36,"2002-03","MOEF","Indian Rupees","Months","MOEF_2002-03_1"
"109","Ministry of Environment and Forests","Development of environmentally and ecologically safe methods for the control of major insects pests of pea crops in Himachal Pradesh","K.C. Sharma","Dr. Y.S. Parmar University of Horticulture and Forestry"," ",734850,36,"2002-03","MOEF","Indian Rupees","Months","MOEF_2002-03_2"
