"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"19","Council of Scientific and Industrial Research","Design of novel dielectric materials of titanium and niobium having ordered perovskite related structures","A.K. Ganguli","Indian Institute of Technology (D)","Department of Chemistry, Haus Khas",748000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_19"
"20","Council of Scientific and Industrial Research","Stimulation of rotational-vibrational spectra of molecular clusters","Charusita Chakravarty","Indian Institute of Technology (D)","Department of Chemistry, Haus Khas",748000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_20"
"21","Council of Scientific and Industrial Research","Synthesis and application of size controlled metal nanoparticles","Tarasankar Pal","Indian Institute of Technology (Kh)","Department of Chemistry",478000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_21"
"22","Council of Scientific and Industrial Research","Metal driven assembly to giant structures","P.K. Bhardwaj","Indian Institute of Technology (K)","Department of Chemistry",888000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_22"
"23","Council of Scientific and Industrial Research","Synthesis of some new physiologically active benzosuberones, benzazepines & related compounds","V. Peesapati","Jawaharlal Nehru Technological University","Centre for Environment, IPGS & R",688000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_23"
"24","Council of Scientific and Industrial Research","Biodegradable carbohydrate-grafted polyethylene","Lissy Jose","Newman College","Department of Chemistry, Thodupuzha",538000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_24"
"25","Council of Scientific and Industrial Research","Total synthesis of zaragozic acid","Sanjay Trehan","Panjab University","Department of Chemistry",838000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_25"
"26","Council of Scientific and Industrial Research","Photophysical behaviour of some bichromophoric systems, supramolecular systems, organised assemblies and biopolymers with special emphasis on photoinduced electron transfer and energy transfer","Sanjib Ghosh","Presidency College","Department of Chemistry",688000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_26"
"27","Council of Scientific and Industrial Research","Silyl stabilized azanes: Synthesis and structural investigations","P Venugopalan","Panjab University","Department of Chemistry",738000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_27"
"28","Council of Scientific and Industrial Research","Chelating agents as catalysts in Chromium (VI) and Chromium (V) oxidation: Studies on Kinetics and Mechanistic aspects","Asim K Das","Visva Bharati","Department  of Chemistry",563000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_28"
"29","Council of Scientific and Industrial Research","Synthesis of chiral diamines and diamino acids through hydrolysis of    2-imidazolidinones","U.K. Nadir","Indian Institute of Technology (D)","Department of Chemistry, Haus Khas",648000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_29"
"30","Council of Scientific and Industrial Research","Chemical studies on certain medical plants of Manipur","L Warjeet Singh","Manipur University","Department of Chemistry",888000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_30"
"31","Council of Scientific and Industrial Research","Development of Antimicrobial polypropylene surgical sutures","Bhuvanesh Gupta","Indian Institute of Technology (D)","Department of TextileTechnology, Haus Khas,",350000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_31"
"32","Council of Scientific and Industrial Research","Qsar based designing of some more potent Anti HIV Agents","A K Srivastava","Allahabad University","Department of Chemistry",538000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_32"
"33","Council of Scientific and Industrial Research","Modelling reaction intermediates and Transition States : Polar cycloadditions","P. Venuvanalingam","Bharathidasan University","Department of Chemistry",788000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_33"
"34","Council of Scientific and Industrial Research","An improved method for the synthesis of Nitriles with polyethyleneglycol-supported burgess reagent","S. Prathapan","Cochin University of Science & Technology","Department of Applied Chemistry",588000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_34"
"35","Council of Scientific and Industrial Research","Growth inhibition & dissolution Kinetics of various Calculi in solutions containing different inhaibitors","Ishwar Das","Deendayal Upadhya University of Gorakhpur","Department of Chemistry",638000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_35"
"36","Council of Scientific and Industrial Research","Studies in Pyrazole based cryptands and their chemical activity","Manoj Kumar","Guru Nanak Dev University","Department of Chemistry",588000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_36"
"37","Council of Scientific and Industrial Research","Chiral sulfoxides based organic synthesis","Kamaljit Singh","Guru Nanak Dev University","Department of Applied Chemical Science & Tech.",888000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_37"
"38","Council of Scientific and Industrial Research","Polymetic Coordination compounds - Synthesis, structures and properties","M.V. Rajasekhran","Hyderabad University","Department of Chemistry",738000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_38"
"39","Council of Scientific and Industrial Research","Crystallization and conductance study of poly (3-Alkylthiophenes) and their blends","Arun K Nandi","Indian Association for the Cultivation of Science","Department of Polymer Science",923000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_39"
"40","Council of Scientific and Industrial Research","Maganese based organic & inorganic reactions: Kinetic & Mechanistic studies","Pradyot Banerjee","Indian Association for the Cultivation of Science","Department of Inorganic Chemistry",648000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_40"
"41","Council of Scientific and Industrial Research","Coordination chemistry of redox non-innocent1,2-Diimine & related ligands. Studies of charge distribution, redox & photochemistry","Sreebrata Goswami","Indian Association for the Cultivation of Science","Department of Inorganic Chemistry",858000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_41"
"42","Council of Scientific and Industrial Research","Synthesis, characterization and application of conducting polyaniline blends with engineering polymers","D.N. Sathyanarayana","Indian Institute of Science","Department of Inorganic & Physical Chemistry",603000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_42"
"43","Council of Scientific and Industrial Research","Electronic structure of Quasi one-dimensional organic conductors","D.D. Sharma","Indian Institute of Science","Solid State & Structural Chemical Unit",938000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_43"
"44","Council of Scientific and Industrial Research","Molecular Relaxation and Chemical dynamics in binary mixtures","Biman Bagchi","Indian Institute of Science","Solid State & Structural Chemical Unit",738000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_44"
"45","Council of Scientific and Industrial Research","Study of gels derived from cationic analogues of bile acids","Uday Maitra","Indian Institute of Science","Department of Organic Chemistry",1138000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_45"
"46","Council of Scientific and Industrial Research","Novel Blocatalytic synthesis of optically pure B-hydroxy esters","Anju Chadha","Indian Institute of Technology (M)","Department of Chemistry",588000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_46"
"47","Council of Scientific and Industrial Research","Synthesis of new C2-Symmetric Chiral ligands for catalytic asymmetric transformations","Sundarababu Baskaran","Indian Institute of Technology (M)","Department of Chemistry",938000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_47"
"48","Council of Scientific and Industrial Research","Fluorescence Probe Studies of The Structure, Aggregation Mechanism and Microenvironments of Chiral Polysoaps & Block Ionomers in solution","Joykrishna Dev","Indian Institute of Technology (Kh)","Department. of Chemistry",528000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_48"
"49","Council of Scientific and Industrial Research","Polymer Bound Catalysts in Organic Chemistry","Vinod K Singh","Indian Institute of Technology (K)","Department of Chemistry",888000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_49"
"50","Council of Scientific and Industrial Research","Cyclophanes with novel molecular architectures. Investigation of Host-Guest Chemistry & Photochromism","S Sankararaman","Indian Institute of Technology (M)","Department of Chemistry",1063000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_50"
"51","Council of Scientific and Industrial Research","Synthesis & evaluation of calixarene based molecular imprints for chemical separation & detection","H.M. Chawla","Indian Institute of Technology (D)","Department of Chemistry, Hauz Khas",688000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_51"
"52","Council of Scientific and Industrial Research","Metal-catalysed oxidative transformations of organic functional groups","Bhisma Kumar Patel","Indian Institute of Technology (G)","Department of Chemistry",733000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_52"
"53","Council of Scientific and Industrial Research","Resolution of racemic amino acid using chiral metal complex as host","Manabendra Ray","Indian Institute of Technology (G)","Department of Chemistry",658000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_53"
"54","Council of Scientific and Industrial Research","Chemistry of new dimetal complexes of Manganese, Iron & Copper: Synthesis, Characterization & Reactivity","Debashis Ray","Indian Institute of Technology (Kh)","Department  of Chemistry",673000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_54"
"55","Council of Scientific and Industrial Research","Synthesis and studies of dendrimer based aqueous biphasic catalysts","N. Jayaraman","Indian Institute of Science","Department of Organic Chemistry",738000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_55"
"56","Council of Scientific and Industrial Research","Aqua compatible lewis acids in organic synthesis with special reference to carbohydrate field","Rina Ghosh","Jadavpur University","Department of Chemistry",638000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_56"
"57","Council of Scientific and Industrial Research","Water-the medium of choice for organic reactions","Sanjay Bhar","Jadavpur University","Department of Chemistry",938000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_57"
"58","Council of Scientific and Industrial Research","Preparation & Characterisation of zeolite-immobilized metal complex catalysts & study of their catalytic efficacy in heterogenous reaction medium","Subratanath Koner","Jadavpur University","Department  of Chemistry",638000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_58"
"59","Council of Scientific and Industrial Research","Chemistry of Rhodium & Iridium synthesis, characterization & reactivity","Samaresh Bhattacharya","Jadavpur University","Department  of Chemistry",948000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_59"
"60","Council of Scientific and Industrial Research","Synthesis of naturally occuring acyclic peptides of biological interest","S.K. Chattopadhyaya","Kalyani University","Department of Chemistry",1038000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_60"
"61","Council of Scientific and Industrial Research","Phytochemical survey & chemical screening of medicinal plants & synthesis of fatty acids derivatives (oleochemicals): An approach for the industrial utilization & pharmacological interest","K.M. Hosamani","Karnatak University","P.G. Department of Studies in Chemistry",828000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_61"
"62","Council of Scientific and Industrial Research","Classical mechanical investigation of dissociation dynamics","W.H. Ansari","L N Mithila University","Department of Physics",688000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_62"
"63","Council of Scientific and Industrial Research","Cyclodextrins as enzyme models: Utility of cyclodextrins and modified cyclodextrins as media for selective transformations in organic synthesis","K Pitchumani","Madurai Kamaraj University"," Department of Organic Chem",938000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_63"
"64","Council of Scientific and Industrial Research","Synthesis of condensed heterocyclic compounds containing amidoalkyl groups for their antiviral and immunostimulant activities based on qsar studies","V.K. Pandey","Lucknow University","Department of Chemistry",488000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_64"
"65","Council of Scientific and Industrial Research","Bucky-bowls and bucky-balls: Effect of substitution on structure, reactivity, chiral, catalytic and other chemical properties","G Narahari Sastry","Pondicherry University","Department of Chemistry",628000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_65"
"66","Council of Scientific and Industrial Research","The role of lipid synthesis inhibitors in percutaneous permeation enhancement","Ashok K Tiwary","Punjabi University","Department of Pharm. Science & Drug Research",438000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_66"
"67","Council of Scientific and Industrial Research","Grafting of vinyl polymers for biodegradation","B.C. Singh","Ravenshaw College","P.G. Department of Chemistry",588000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_67"
"68","Council of Scientific and Industrial Research","Study of microemulsion microstructure by partition equilibrium method","Robin Kumar Dutta","Tezpur University","Department of Chemical Science",548000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_68"
"69","Council of Scientific and Industrial Research","Magnetostructural correlation with bio & physiological activity of purple acid phosphatase from sweet potato compared with mammalian pap","S.Y. Rane","Pune University","Department of Chemistry",538000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_69"
"70","Council of Scientific and Industrial Research","Donor acceptor thienothiophenes chromophores: Synthesis & evaluation as potential nonlinear optic materials","Sabir H Mashraqui","Bombay University","Department of Biochem",688000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_70"
"71","Council of Scientific and Industrial Research","Natural product synthesis via carbohydrates: Investigation & application of L-Ascorbic acid in the total synthesis of natural products","M.G. Kulkarni","Pune University","Department of Chemistry",938000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_71"
"72","Council of Scientific and Industrial Research","DNA metallobinders with spectator ligand specificity","Avinash S Kumbhar","Pune University","Department of Chemistry",588000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_72"
"73","Council of Scientific and Industrial Research","Visible light induced electron transfer reactions in homogeneous solutions in the presence of photosensitizers","P.D. Sharma","Rajasthan University","Department of Chemistry",498000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_73"
"74","Council of Scientific and Industrial Research","Interaction of zinc with biomolecules - Relevance to zinc - fingers","P.R. Reddy","Osmania University","Department of Chemistry",818000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_74"
"75","Council of Scientific and Industrial Research","Elastostatics and phase transitions in polymeric and ferroelectric liquid crystals","Shri Singh","Banaras Hindu University","Department of Physics",628000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_75"
"76","Council of Scientific and Industrial Research","Neutrino physics and its impact on physics beyond the standard model of particle interactions","Amitava Raychaudhuri","Calcutta University","Department of Physics",468000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_76"
"77","Council of Scientific and Industrial Research","Advanced materials from hydraulic cements","Vipin Kant Singh","Banaras Hindu University","Department of Ceramic Engineering",698000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_77"
"78","Council of Scientific and Industrial Research","Effects of incommensuration impurities and junctions on strongly correlated quantum system in one dimension","Diptiman Sen","Indian Institute of Science","Centre for Theoretical Studies",603000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_78"
"79","Council of Scientific and Industrial Research","An experimental investigation on the physical origin of 1/F noise in metallic conductors using heavily doped Si (P,B) as a model system","A.K. Raychaudhuri","Indian Institute of Science","Department of Physics",943000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_79"
"80","Council of Scientific and Industrial Research","Plasma effects in laser breakdown of dielectrics","A.K. Sharma","Indian Institute of Technology (D)","Centre for Energy Studies, Hauz Khas",388000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_80"
"81","Council of Scientific and Industrial Research","Dynamics of semi-flexible polymers and their network","P B Sunil Kumar","Indian Institute of Technology (M)","Department of Physics",588000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_81"
"82","Council of Scientific and Industrial Research","Optical properties of rare earth doped glasses","S.B. Rai","Banaras Hindu University","Department of Physics",1096000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_82"
"83","Council of Scientific and Industrial Research","Development of semiconductor gas sensors for monitoring the quality of fish and other sea foods","S. Basu","Indian Institute of Technology (Kh)","Materials Science Centre",438000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_83"
"84","Council of Scientific and Industrial Research","Gelcasting of near net shape ceramic components with designed microstructures","Parag Bhargava","Indian Institute of Technology (Kh)","Materials Science Centre",714000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_84"
"85","Council of Scientific and Industrial Research","Conducting carbon coatings for technological applications","S.V. Subramanyam","Indian Institute of Science","Department of Physics",498000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_85"
"86","Council of Scientific and Industrial Research","Spectroscopic absorption studies of species of astrophysics importance in VUV region","C.G. Mahajan","Panjab University","Department of Physics",468000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_86"
"87","Council of Scientific and Industrial Research","In-vitro studies on some urinary crystals","C Mahadevan","S T Hindu College","Department of physics",487000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_87"
"88","Council of Scientific and Industrial Research","Study of nonlinear optical effects in metallic clusters","R.C. Aiyer","Pune University","Department of Physics",543000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_88"
"89","Council of Scientific and Industrial Research","Bound state properties of exotic and other atomic systems: Application to astrophysics","Tapan K Das","Calcutta University","Department of Physics",408000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_89"
"90","Council of Scientific and Industrial Research","Development of novel permanent magnet materials","K.G. Suresh","Indian Institute of Technology (B)","Department of Physics",788000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_90"
"91","Council of Scientific and Industrial Research","Automated system development for temperature calibration laboratory","T.K. Mitra","Calcutta University","Department of Applied Physics",430000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_91"
"92","Council of Scientific and Industrial Research","Development and studies of convection free single stage pulse tube cryocooler operating at 77 K","S Kasthurirengan","Indian Institute of Science","Centre for Cryogenic Tech.",997000,"24","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_92"
"93","Council of Scientific and Industrial Research","Process simulation of solution spinning processes in man-made fibre manufacturing","Ashwini K Agarwal","Indian Institute of Technology (D)","Department of Textile Tech, Hauz Khas",768000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_93"
"94","Council of Scientific and Industrial Research","Stability and chaos of layered composite shallow shells under mechanical and thermal loadings","Y Nath","Indian Institute of Technology (D)","Department of Applied Mechanics, Hauz Khas",668000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_94"
"95","Council of Scientific and Industrial Research","Fabrication of teos CVD machine for the growth of silicon oxynitride and silicon nitride thin films","D.K. Gautam","North Maharashtra University","Department of Electronics",814000,"24","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_95"
"96","Council of Scientific and Industrial Research","Theoretical studies of N2 O formation & destruction kinetics under the fluidized bed combustion conditions","Suram S Verma","Sant Longowal Institute of Engineering & Technology","Department of Physics",538000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_96"
"97","Council of Scientific and Industrial Research","Biological treatment of waste water in a down-flow jet loop bioreactor","M Velan","Anna University","Department of Chemical Engineering, Sardar Patel Road",618000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_97"
"98","Council of Scientific and Industrial Research","Characterization of surface chemistry of minerals and microorganisms    and their role in mineral bioprocessing","Ashok K Raichur","Indian Institute of Science","Department of Metallurgy",400000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_98"
"99","Council of Scientific and Industrial Research","Mechanism of arsenic release in the groundwater of West Bengal","B.C. Raymahashay","Indian Institute of Technology (K)","Department of Civil Engineering",792000,"24","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_99"
"100","Council of Scientific and Industrial Research","Computer aided fracture mechanics (CAFM)","S.C. Pal","North Bengal University","Computer Centre",478000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_100"
"101","Council of Scientific and Industrial Research","Genetic alterations in adenocarcinoma of the uterine cervix","A.B. Mitra","Institute of Cytology & Preventive Oncology","Molecular Genetics Division",1273000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_101"
"102","Council of Scientific and Industrial Research","Analysis of vibrio cholerae 0139 specific bacteriophages and comparison of phage typing with other molecular typing methods","B.L. Sarkar","National Institute of Cholera & Enteric Diseases","Division of Vibrio Phage Ref Lab, P-33, CIT Road Scheme XM, Baloaghata",1008000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_102"
"103","Council of Scientific and Industrial Research","Radioprotection by 5 Amino salicylic acid and sulfasalazine","M.K. Unnikrishan","Kasturba Medical College","Department of Pharma Sciences",498000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_103"
"104","Council of Scientific and Industrial Research","Detection, distribution and molecular characterization of virulent genes from Diarrhoeagenic Escherichia coli","T. Ramamurthy","National Institute of Cholera & Enteric Diseases","Department of Microbiology, P-33, CIT Road Scheme XM, Beloaghata",948000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_104"
"105","Council of Scientific and Industrial Research","Restoration of T Cell response, cytokine profile and expression of co-stimulatory molecules (CD 80, CD86 and CD 28) on PBMC's of leprosy patients","D.N. Rao","All India Institute of Medical Sciences","Department of Biochemistry, Ansari Nagar",692000,"24","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_105"
"106","Council of Scientific and Industrial Research","To evaluate the result of anterior cervical plating in comparision with the non plated group after anterior cervical microdiscectomy and fusion in cervical disc prolapse","S P S Chauhan","Moti Lal Nehru Medical College","P G Department of Surgery",106000,"12","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_106"
"107","Council of Scientific and Industrial Research","Role of nitric oxide synthase inhibitors in modifying nicotine withdrawals in rats","Raka Jain","All India Institute of Medical Sciences","Department of Psychiatry, Ansari Nagar",888000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_107"
"108","Council of Scientific and Industrial Research","Evaluation of diagnostic use of purified M. tB. ESAS-7 antigen in extrapulmonary tuberculosis","S Kumar","Mahatma Gandhi Institute of Medical Sciences","Department of Biochemistry",783000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_108"
"109","Council of Scientific and Industrial Research","Evaluation of mycobacterial 30 kDa - PLG microparticles based experimental vaccine in guinea PIG model of tuberculosis","G.K. Khuller","P.G. Institute of Medical Education & Research","Department of Biochemistry",1148000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_109"
"110","Council of Scientific and Industrial Research","Recombinant expression of the envelope glycoprotein of Japanese encephalitis virus in native conformation","S. Vijaya","Indian Institute of Science","Department of Microbio & Cell Bio",1000000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_110"
"111","Council of Scientific and Industrial Research","Molecular characterization of adult diarrhoea rotavirus isolated in India","T.N. Naik","National Institute of Cholera & Enteric Diseases","Division of Virology",1094000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_111"
"112","Council of Scientific and Industrial Research","Involvement of chromosomes 3, 4 and 11 in the development of human uterine cervical carcinoma","Chinmay K Panda","Chittaranjan National Cancer Institute","Department of Oncogene Regulation",1488000,"36","2000-01","CSIR","Indian Rupees","Months","CSIR_2000-01_112"
