"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"14","Indian Council of Medical Research","A study on the transmission pattern(s) of Hepatitis B Virus (HBV)/Hepatitis C Virus (HCV) in symptomatic/asymptomatic pregnant women and their impact on pregnancy outcome and on children born to them","S.P. Thyagarajan","Madras University","Dr. A.L. Mudaliar P.G. Institute of Basic Medical Sciences, Department of Microbiology,Taramani",2735793,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_14"
"15","Indian Council of Medical Research","Study of different immunological factors across the clinical spectrum of filariasis in an endemic area","M.V. R. Reddy","Mahatma Gandhi Institute of Medical Sciences","J.B. Medical Research Centre, Department of Biochemistry, Sewagram",351200,24,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_15"
"16","Indian Council of Medical Research","Role of polyketide syntheses in the biology of mycobacterium tuberculosis","Rajesh S. Gokhale","National Institute of Immunology","J.N.U. Complex, Aruna Asaf Ali Marg",2120120,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_16"
"17","Indian Council of Medical Research","An approach to develop DNA vaccine against experimental visceral leishmaniasis","Syamal Roy","Indian Institute of Chemical Biology","4 Raja S.C. Mullick Road, Jadavpur",1392420,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_17"
"18","Indian Council of Medical Research","Optimization of dendritic cell-based vaccination/therapy against murine visceral leishmaniasis induced  by antimony-resistant and sensitive strains of leishmania donavani","Santu Bandyopadhyay","Indian Institute of Chemical Biology","Department of Cellular Immunology, 4, Raja S.C. Mullick Road",1628320,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_18"
"19","Indian Council of Medical Research","Mechanistic studies on the defensive mechanisms of leishmania donovani against oxidative stress: Roll of phase I and Phase II defensive enzymes of the parasite","Chandrima Shah","National Institute of Immunology","J.N.U. Complex, Aruna Asaf Ali Marg",1438796,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_19"
"20","Indian Council of Medical Research","Intracellular trafficking of salmonella in macrophages to understand the mechanism of bacterial survival","A. Mukhopadhyay","National Institute of Immunology","Cell Biology Laboratory, J.N.U. Complex, Aruna Asaf Ali Marg,",1371840,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_20"
"21","Indian Council of Medical Research","Generation of peptide mimics against the immunodominant lipoglycan/lipopolysaccharide antigens of mycobacterium tuberculosis & vibriocholerae using phase display libraries & their evaluation as diagnostic and prophylactic agents","Sujoy K. Das Gupta","Bose Institute","Department of Microbiology, P-1/12, C.I.T. Scheme VIIM, Kankuragachhi",1266840,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_21"
"22","Indian Council of Medical Research","Jai vigyan mission mode project on community control of RF/RHD in India","Rajesh Kumar","P.G. Institute of Medical Education & Research","Department of Community Medicine, Sector 12",2874840,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_22"
"23","Indian Council of Medical Research","Jai Vigyan Mission Mode Project on community control of RF/RHD in India","A. Abraham Joseph","Christian Medical College & Hospital","Department of Community Medicine",6119640,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_23"
"24","Indian Council of Medical Research","Virological studies in relation to assessment of efficacy of drug therapies for chronichepatitis B and C","Vidya A. Arankalle","National Institute of Virology","Hepatitis Division, 20-A, Dr. Ambedkar Road, P.B. No.11",3626040,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_24"
"25","Indian Council of Medical Research","ICMR reference centre on Hepatitis serology and molecular virology","S.P. Thyagarajan","Madras University","Dr. A.L. Mudaliar P.G. Institute of Basic Medical Sciences, Department of Microbiology, Taramani",3515400,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_25"
"26","Indian Council of Medical Research","Molecular Epidemiology and Genomics of Filariasis-A National Network for Molecular Typing","S.L. Hoti","Vector Control Research Centre","Medical Complex, Indira Nagar, Gorimedu",3177280,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_26"
"27","Indian Council of Medical Research","Development of MUC1-Single Chain-Met-Eta recombinant antibody (scFv) for in vivo imaging and targetted therapy in breast cancer","Dilip Bandyopadhyay","Tata Memorial Hospital","Division of Laboratory Medicine, Dr. Ernest Borges Marg, Parel",2925600,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_27"
"28","Indian Council of Medical Research","Evaluation of carcinogenic potential and mechanism (s) of action of pan masala/Gutkha","G.B. Maru","Cancer Research Institute","Tata Memorial Centre, Carcinogenesis Division, Dr. Ernest Borges Marg, Parel",625000,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_28"
"29","Indian Council of Medical Research","Early detection of micrometastases in colorectal cancer patients using prolactin and cytokeratin 20","Neelam Girish Shah","Gujarat Cancer and Research Institute","Division of Research (M.P.Shah Cancer Hospital) New Civil Hospital Compound, Asarwa",1396500,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_29"
"30","Indian Council of Medical Research","Anti-Pol II Anti-TBP antibodies as markers for scleroderma and mixed connective tissue diseases (MCTD)","Uttam Pati","Jawaharlal Nehru University","Centre for Biotechnology",2186840,24,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_30"
"31","Indian Council of Medical Research","Operational Evaluation of the Stability of Iodine in Double Fortified Salt","Kamala Krishnaswamy","National Institute of Nutrition","Jamai Osmania PO",2219430,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_31"
"32","Indian Council of Medical Research","Operational evaluation of the stability of iodine in double fortified salt","Sarala K. Subbarao","Malaria Research Centre","22, Sham Nath Marg",201090,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_32"
"33","Indian Council of Medical Research","Operational evaluation of the stability of iodine in double fortified salt","C.P. Puri","Institute for Research in Reproduction","Jehangir Merwanji Street, Parel",201090,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_33"
"34","Indian Council of Medical Research","Operational evaluation of the stability of iodine in double fortified salt","S.K. Kar","Regional Medical Research Centre","Nandankanan Road, P.O. Chandrashekharpur",201090,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_34"
"35","Indian Council of Medical Research","Operational evaluation of the stability of iodine in double fortified salt","Vikas Desai","Government Medical College & New Civil Hospital","Department of Social and Preventive Medicine, Majura Gate",201090,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_35"
"36","Indian Council of Medical Research","Operational evaluation of the stability of iodine in double fortidied salt","J. Mahanta","Regional Medical Research Centre","North Eastern Region, East-Chowkidinghee, P.Box No.105",201090,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_36"
"37","Indian Council of Medical Research","Operational evaluation of the stability of iodine in double fortified salt","P.R. Narayanan","Tuberculosis Research Centre","Mayor V.R. Ramanathan Road, (Spurtank Road), Chetput",201090,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_37"
"38","Indian Council of Medical Research","Operational feasibility and impact of co-administration of albendazole and dec in controlling  lymphatic filariasis","S.P. Pani","Vector Control Research Centre","Medical  Complex, Indira Nagar, Gorimedu",3650800,24,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_38"
"39","Indian Council of Medical Research","Operational feasibility and impact of co-administration of albendzole and dec in controlling lymphatic filariasis","V. Kumaraswami","Tuberculosis Research Centre","Department of Immunology, Mayor V.R. Ramanathan Road, (Spurtank Road), Chetput",3200800,16,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_39"
"40","Indian Council of Medical Research","Operational feasibility and impact of co-administration of albendazole and dec in controlling lymphatic filariasis","G.P. Chhotray","Regional Medical Research Centre","Nandankanan Road, P.O. Chandrasekharpur",3110800,15,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_40"
"41","Indian Council of Medical Research","Establishing laboratory based surveillance network to monitor anti-microbial resistance-monitoring of multiple antibiotic resistance among clinical strains of enteric pathogens","T. Ramamurthy","National Institute of Cholera & Enteric Diseases","Department of Microbiology, P-33, CT Road Scheme XM, P.O. Box 177 Beliaghata",382920,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_41"
"42","Indian Council of Medical Research","Profile of women with polycystic ovaries","Sarala Gopalan","P.G. Institute of Medical Education & Research","Department of Obestrics and Gynaecology, Sector-12,",684680,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_42"
"43","Indian Council of Medical Research","Profile of women with polycystic ovaries","Suneeta Mittal","All India Institute of Medical Sciences","Department of Obsterics and Gynaecology, Ansari Nagar",596240,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_43"
"44","Indian Council of Medical Research","Profile of women with polycystic ovaries","K. Coyaji","King Edward Memorial Hospital Research Centre","Department of Obsterics and Gynaecology, Rasta Peth, Sardar Moodliar Road",60000,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_44"
"45","Indian Council of Medical Research","Profile of Women with polycystic ovaries","G. Subramanyam","Institute of Obstetrics and Gynaecology","No.11, Police Commissioner's Office Road, Egmore",60000,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_45"
"46","Indian Council of Medical Research","Profile of women with polycystic ovaries","Asha Oumachigui","Jawaharlal Institute of Postgraduate Medical Education & Research","Department of Obstetrics and Gynaecology, Dhanwantari Nagar",60000,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_46"
"47","Indian Council of Medical Research","Assessment of disease burden due to leptospirosis - co-ordinating centre","S.C. Sehgal","Regional Medical Research Centre","Post Bag No.13,",3413440,24,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_47"
"48","Indian Council of Medical Research","Assessment of disease burden due to leptospirosis","K.K. Tripathi","Banaras Hindu University","Institute of Medical Sciences, Department of Medicine",160360,12,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_48"
"49","Indian Council of Medical Research","Assessment of disease burden due to leptospirosis","Archana Ayyagari","Sanjay Gandhi P.G. Institute of Medical Sciences","Department of Microbiology, Post Box No.375, Rae Bareli Road, Uttrathia",160360,12,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_49"
"50","Indian Council of Medical Research","Assessment of disease burden due to leptospirosis","Meera Sharma","P.G. Institute of Medical Education & Research","Department of Medical Microbiology, Sector-12,",160360,12,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_50"
"51","Indian Council of Medical Research","Assessment of disease burden due to leptospirosis","S.K. Kar","Regional Medical Research Centre","Nandankanan Road, P.O. Chandrasekharpur",160360,12,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_51"
"52","Indian Council of Medical Research","Assessment of disease burden due to leptospirosis","Habibullah N. Saiyed","Desert Medicine Research Centre","P.O. Box No.122, New Pali Road",160360,12,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_52"
"53","Indian Council of Medical Research","Assessment of disease burden due to leptospirosis","J. Mahanta","Regional Medical Research Centre","North Eastern Region, East-Chowkidinghee, Post Box No.105",160360,12,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_53"
"54","Indian Council of Medical Research","Assessment of disease burden due to leptospirosis","V. Lakshmi","The Nizam's Institute of Medical Sciences","Department. of Microbiology, Punjagutta",160360,13,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_54"
"55","Indian Council of Medical Research","Assessment of disease burden due to leptospirosis","Azra Shah","Sher-e-Kashmir University of Agriculture & Technology of Kashmir","Department of Pathology, Soura",160360,12,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_55"
"56","Indian Council of Medical Research","Assessment of disease burden due to leptospirosis","C.K. Eapen","Malankara Orthodox Syrian Church Med. Mission Hospital","Ernakulam",160360,12,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_56"
"57","Indian Council of Medical Research","Assessment of disease burden due to leptospirosis","Debaprasad Pal","All India Institute of Hygiene and Public Health","110, Chittaranjan Avenue",160360,12,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_57"
"58","Indian Council of Medical Research","Assessment of disease burden due to leptospirosis","Renu Bhardwaj","B.J. Medical College and Sasoon General Hospital","Department of Microbiology, Station Road",160360,12,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_58"
"59","Indian Council of Medical Research","Assessment of disease burden due to leptospirosis","Pratibha Narang","Mahatma Gandhi Institute of Medical Sciences","Department of Microbiology, Sewagram",160360,12,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_59"
"60","Indian Council of Medical Research","Assessment of disease burden due to leptospirosis","P.G. Shivananda","Kasturba Medical College","Department of Microbiology",160360,12,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_60"
"61","Indian Council of Medical Research","Development of standards of selected therapeutically important medicinal plants and preparation of monographs thereof","Shanta Mehrotra","National Botanical Research Institute","Division of Pharmacognosy and Ethnopharmacology, Ratapratap Marg, Post Box No.436",1831680,24,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_61"
"62","Indian Council of Medical Research","Development of standards of selected therapeutically important medicinal plants and preparation of monographs thereof","V. George","Tropical Botanic Garden & Research Institute","Division of Phytochemistry, Palode",1532480,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_62"
"63","Indian Council of Medical Research","Development of standards of selected therapeutically important medicinal plants and preparation of monographs thereof","K.K. Bhutani","National Institute of Pharmaceutical Education & Research","Department of Natural Products, Sector-67, S.A.S. Nagar",1717480,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_63"
"64","Indian Council of Medical Research","Development of standards of selected therapeutically important medicinal plants and preparation of monographs thereof","M. Rajani","BV Patel Pharmaceutical Education and Research Development Centre","Thal Tej., Gandhi Nagar High Way",1650080,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_64"
"65","Indian Council of Medical Research","Development of standards of selected therapeutically important medicinal plants and preparation of monographs thereof","B.K. Kapahi","Regional Research Laboratory","Botanical Science Division, Canal Road",1669345,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_65"
"66","Indian Council of Medical Research","Handigodu disease - Phase II","S.S. Agarwal","Advanced Centre for Treatment, Research and Education in Cancer","Tata Memorial Centre, Parel",5592120,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_66"
"67","Indian Council of Medical Research","Causes of death by verbal autopsy - A pilot study","Arvind Pandey","Institute for Research in Medical Statistics","ICMR Head Quarters Campus, Ansari Nagar",1456720,12,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_67"
"68","Indian Council of Medical Research","Causes of death by verbal autopsy - A pilot study","M.D. Gupte","National Institute of Epidemology","1, Sathyamurthi Road, Chetput",1456720,12,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_68"
"69","Indian Council of Medical Research","ICMR Unit on standardisation and quality control and formulation of traditional medicine","K.K. Bhutani","National Institute of Pharmaceutical Education & Research","Department of Natural Products, Sector-67, S.A.S. Nagar",1461400,24,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_69"
"70","Indian Council of Medical Research","Development jof new antimalarial agents based on leads from natural products","Chandan Singh","Central Drug Research Institute","Medicinal Chemistry Division, Chattar Manzil Palace, Post Box No.173, Mahatma Gandhi Marg",1542000,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_70"
"71","Indian Council of Medical Research","Non-response to interferon therapy in patients with chronic Hepatitis C in India: Evaluation of mechanisms, viral and host factors","S.K. Sarin","G.B. Pant Hospital","Department of Gastroenterology",11406600,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_71"
"72","Indian Council of Medical Research","New natural products as human immuno-defficiency virus reverse transcriptase (NHRT) inhibitors from the genus calophyllum","M.K. Gurjar","National Chemical Laboratory","Homi Bhaba Road",574000,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_72"
"73","Indian Council of Medical Research","New natural products as human immuno-defficiency virus reverse transcriptase (NHRT) inhibitors from the genus calophyllum","Debashis Mitra","National Centre for Cell Sciences","NCCS Complex, Ganeshkhind",444000,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_73"
"74","Indian Council of Medical Research","Pilot study on emergency contraception with cut 200B and 0.75mg levonorgestrel (2 Doses)","A.K. Mondal","R.G. Kar Medical College and Hospital","Department of Obstetrics and Gynaecology, Belgachia Road",156000,24,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_74"
"75","Indian Council of Medical Research","Pilot study on emergency contraception with cut 200B and 0.75mg levonorgestrel (2 doses)","Pushpa Bhatia","Kasturba Gandhi Hospital","Department of Obstetrics and Gynaecology, Jama Masjid",156000,24,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_75"
"76","Indian Council of Medical Research","Pilot study on emergency contraception with cut 200B and 0.75mg levonorgestrel (2 doses)","P.K. Syamala Devi","Medical College and SAT Hospital for Women & Children","Department of Obstetrics and Gynaecology,",156000,24,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_76"
"77","Indian Council of Medical Research","Pilot study on emergency contraception with cut 200B and 0.75mg levolorgestrel (2 doses)","Krishna Mukherjee","Moti Lal Nehru Medical College","Department of Obstetrics and Gynaecology",156000,24,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_77"
"78","Indian Council of Medical Research","Pilot study on emergency contraception with cut 200B and 0.75mg levonorgestrel (2 doses)","Prasad Neurencar","Goa Medical College","Department of Obstetrics and Gynaecology, Bambolim",407000,24,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_78"
"79","Indian Council of Medical Research","Optimization of lead molecule from boerhaavia diffusa as anti-osteoporosis agent","Rakesh Maurya","Regional Research Laboratory","Canal Road",1382000,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_79"
"80","Indian Council of Medical Research","Traditional remedies for diabetes mellitus-toxicity study for vjijayasar","K.K. Gupta","Industrial Toxicology Research Centre","Mahatma Gandhi Marg, Post Box No.80",825000,12,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_80"
"81","Indian Council of Medical Research","Evaluation of newer diagnostic methods for detection and defferentiation of entamoeba histolytica and E.Dispar","Harpreet Vohra","P.G. Institute of Medical Education & Research","Department of Experimental Medicine and Biotechnology, Sector-12",364000,24,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_81"
"82","Indian Council of Medical Research","Natural History of Helicobacter Pylori Infection in a birth cohort in an Urban slum setting: Risk factors, rates of clearance and re-infection, immune response to first infection, impact of infection on physical growth","Rajiv Bahl","All India Institute of Medical Sciences","Department of Paediatrics, Division of Gastrooent. & Nutrition, Ansari Nagar",3980220,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_82"
"83","Indian Council of Medical Research","Detection of entamoeba histolytica, giardia lamblia and cryptosporidium parvum by molecular biological tools","Pradeep Das","National Institute of Cholera & Enteric Diseases","Department of Microbiology, P-33, CIT Road Scheme XM, P.Box No.177, Beliaghata",387200,24,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_83"
"84","Indian Council of Medical Research","Studies on HIV/AID and drug abuse in eastern and north eastern part of India","S.K. Bhattacharya","National Institute of Cholera & Enteric Diseases","P-33, CIT Road Scheme XM, P.O. Box 117 Beliaghata",7236000,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_84"
"85","Indian Council of Medical Research","Studies on HIV AIDS and drug abuse in Dimapur, Nagaland","S.K. Bhattacharya","National Institute of Cholera & Enteric Diseases","P-33, CIT Road Scheme XM, P.O.Box 117 Beliaghata",4792920,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_85"
"86","Indian Council of Medical Research","Studies on HIV AIDS and drug abuse in aizwal, Mizoram","S.K. Bhattacharya","National Institute of Cholera & Enteric Diseases","P-33, CIT Road Scheme XM, P.O.Box 117 Beliaghata",4792920,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_86"
"87","Indian Council of Medical Research","Studies on HIV AIDS and drug abuse in Imphal Manipur","S.K. Bhattacharya","National Institute of Cholera & Enteric Diseases","P-33, CIT Road Scheme XM, P.O.Box 117 Beliaghata",5576400,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_87"
"88","Indian Council of Medical Research","Natural history of helicobacter pylori infection and its outcome in India","Abhijit Chowdhury","P.G. Institute of Medical Education & Research","244, Acharya J.C. Bose Road",2327520,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_88"
"89","Indian Council of Medical Research","Medicinal plant monographs on diseases of public health importance - co-ordinating unit","Ashok Gupta","Indian Council of Medical Research","Monograph Unit, Ansari Nagar",561840,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_89"
"90","Indian Council of Medical Research","Medicinal Plant monographs on disease of public health importance - Kala-Azar","R.C. Mahajan","P.G. Institute of Medical Education & Research","Deptt. of Parasitology, Sector-12",85000,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_90"
"91","Indian Council of Medical Research","Medicinal plant monographs on diseases of public health importance - liver diseases","S.S. Handa"," ","Sushant Lok Phase-I,522-A, Block-E,",85000,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_91"
"92","Indian Council of Medical Research","Medicinal Plant monographs on diseases of public health importance - Diabetes Mellitus","B.N. Dhawan"," ","3, Rakakrishna Marg",85000,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_92"
"93","Indian Council of Medical Research","Medicinal Plant monographs on diseases of public health importance - Malaria","S. Pattanayak"," ","B-91, Swasthya Vihar,Vikas Marg",85000,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_93"
"94","Indian Council of Medical Research","Medicinal plant monographs on diseases of public health importance - immunomodulators","S.S. Agarwal","Sanjay Gandhi P.G. Institute of Medical Sciences","Post Box No.375, Rae Bareli Road, Uttrathia",85000,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_94"
"95","Indian Council of Medical Research","Medicinal plant monographs-on diseases of public health importance - Filaria","R.K. Shenoy","T.D. Medical College and Hospital"," ",85000,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_95"
"96","Indian Council of Medical Research","Medicinal plant monographs on diseases of public health importance - Anti-inflammatory drugs","R.H. Singh","Banaras Hindu University","Department of Kaya Chikitsa, Faculty of Ayurveda",85000,18,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_96"
"97","Indian Council of Medical Research","Mental Health service needs and the service delivery models in the disaster (Earthquake) affected population in Gujarat: A pilot phase study","N.G. Desai","Institute of Human Behaviour and Allied Sciences","Department of Psychiatry, G.T. Road, Post Box No.9520, Jhilmil",405320,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_97"
"98","Indian Council of Medical Research","Multicentric study of interferon-glycyrrhizin combination therapy and interferon - ribavirin combination therapy in the management of chronic hepatitis - coordinating centre","M.D. Gupte","National Institute of Epidemology","1, Sathyamurthi Road, Chetput",1245000,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_98"
"99","Indian Council of Medical Research","Multicentric study of interferon - glycyrrhizin combination therapy and interferon - ribavirin combination therapy in the management of chronic hepatitis - c- clinical coordinating centre","S.K. Acharya","All India Institute of Medical Sciences","Department of Gastroenterology, Ansari Nagar",25996380,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_99"
"100","Indian Council of Medical Research","Multicentric study of interferon - glycyrrhizin combination therapy and interferon - ribavirin combination therapy in the management of chronic hepatitis - C","Yogesh K. Chawla","P.G. Institute of Medical Education & Research","Department of Hepatology, Sector-12",1283040,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_100"
"101","Indian Council of Medical Research","Multicentric study of interferon - glycyrrhizn combination therapy and interferon - ribavirin combination therapy in the management of chronic hepatitis - C","C.M. Habibullah","Deccan College of Medical Sciences","Owaisi Hospital and Research Centre, Kanchanbagh, New Santosh Nagar",1283040,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_101"
"102","Indian Council of Medical Research","Multicentric study of interferon - glycyrrhizin combination therapy and interferon - ribavirin combination therapy in the management of chronic Hepatitis - C","S.K. Sarin","G.B. Pant Hospital","Department of Gastroenterology",1330560,36,"2000-01","ICMR","Indian Rupees","Months","ICMR_2000-01_102"
