"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"19","Department of Bio-Technology","Survival of monkey pancreatic islets in culture and xeno transplantation of cultured isletrs-identification of most suitable commercially available culture media","S. Gunasekaran","Christian Medical College & Hospital","Department of Physiology",560000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_19"
"20","Department of Bio-Technology","Hydroxlylation of polyunsaturated fatty acid (Arachidonic Acid) a microbial biotechnology for pufas (Eicosanoids)","Ramesh A. Joshi","National Chemical Laboratory","Division of Organic Technology, Dr. Homi Bhaba Road",1282000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_20"
"21","Department of Bio-Technology","Development of cellulase from an extremophilic actinomycete for application in textile industry","Mala Rao","National Chemical Laboratory","Biochemical Sciences Division, Dr. Homi Bhaba Road",2574000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_21"
"22","Department of Bio-Technology","Degumming of decorticated ramie - for textile and allied purposes: process development studies with special emphasis on microbial degumming","Paran Baruah","Regional Research Laboratory","Plant Sciences & Ecology Division",700000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_22"
"23","Department of Bio-Technology","Continuous affinity recycle extraction (CARE) using vortex flow reactor (VFR)/continuous stirred tank reactor (CSIR): A process forlarge scale purification of plasmio DNA for therapeutic application","Debendra K. Sahu","Institute of Microbial Technology","Biochemical Engineering Research & Process Development Centre",890000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_23"
"24","Department of Bio-Technology","Hybrid neural netwrokss for bioreactor optimisation and control under simulated industrial coditions","P.R. Patnaik","Institute of Microbial Technology","Department of Mathematical Modeling Centre",392000,"24","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_24"
"25","Department of Bio-Technology","Process Development for house production of therhostable bacterial alfa-amylase & fungal glucoamylase by solid state fermentation for indian alcohol industry and feasibility trials on the direct ethanol production from starchy biomass","S.K. Soni","Panjab University","Department of Microbiology, Sector 14",1624000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_25"
"26","Department of Bio-Technology","Purification & standardisation of factor VIII from human plasma","Chandra Viswanathan","King Edward Memorial Hospital Research Centre","National Plasma Fractionation Centre, 7th Floor",2726000,"24","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_26"
"27","Department of Bio-Technology","Enzyme reaction engineering: synthesis of penicillins by immobilized bita - lactamase free penicillin amidase in organic solvent under reduced water activity","Timir B. Samanta","Bose Institute","Department of Microbiology, P-1/12, CIT Scheme",1605000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_27"
"28","Department of Bio-Technology","Phytochemicals and microbial biopesticies - A multicomponent defunse study for insect control","Opender Koul","Insect Biopesticide Research Centre"," ",2087000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_28"
"29","Department of Bio-Technology","Investigation of selected verbenaceae plants for inspecticidal and antifeedant constituents","G.N. Krishna Kumari","SPIC Science Foundation","Centre for Agrochemical Research, Mount View",1289000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_29"
"30","Department of Bio-Technology","Raising of antibodies and development of diagnostic kits against carnation and gladiolus viruses","A.A. Zaidi","Institute of Himalayan Bioresource Technology","Department of Plant Virus Lab",2018000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_30"
"31","Department of Bio-Technology","Role of reduviid predators on groundnut pest management","K. Saharaj","St. Xavier's College","Department of Zoology",502000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_31"
"32","Department of Bio-Technology","Chemical diversity of tetramortriierpenoids from selected indian meliaceae their potential as antifungal agents","G. Suresh","SPIC Science Foundation","Centre for Natural Products, Mount View",102000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_32"
"33","Department of Bio-Technology","Biological control of inswect pests of stored grains of wheat and rice through natural products","Dwijendra Singh","Central Institute of Medicinal & Aromatic Plants","Entomology Division",1533000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_33"
"34","Department of Bio-Technology","Molecular analysis of antifungal activities of antagonistic bacteria","N. Sakthivel","Pondicherry University","Department of Biotechnology, Kalapet",2036000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_34"
"35","Department of Bio-Technology","Development of botanical antifungal product for field demonstration against broad spectrum phytopathogenic fungi","S. Narasimhan","SPIC Science Foundation","Centre for Agrochemical Research, Mount View",1500000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_35"
"36","Department of Bio-Technology","Comparative PCR-based genomic fingerprinting of macrophomina phaseolina and development of strain-specific DNA probe","D.K. Arora","Banaras Hindu University","Department of Botany",1966000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_36"
"37","Department of Bio-Technology","Tracing of origin and spread of teak defoltator outbreaks through a molecular approach","V.V.S. Kumar","Kerala Forest Research Institute","Division of Entomology",1978000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_37"
"38","Department of Bio-Technology","Studies on genomic flux and molecular analysis of insecticide resistance in cotton bollwork, helicoverpa armigera (HUBnER)","B. Fakrudin","Agricultural Sciences University","Department of Genetics and Plant Breeding",1968000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_38"
"39","Department of Bio-Technology","Characterisation of potential biopesticide molecules from fungal biocontrol agent","Prem Dureja","Indian Agricultural Research Institute","Department of Agricultural Chemicals, Pusa",1286000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_39"
"40","Department of Bio-Technology","In vivo production of viral pesticide sonpy from the caterpillars of S.Obligua (Arctidae: Lepidoptera)","R. Varatharajan","Manipur University","Department of Life Sciences",6000000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_40"
"41","Department of Bio-Technology","Molecular characterisation of selected fungal and bacterial species of agricultural importance","V. Verma","Regional Research Laboratory","Department of Bioltechnology, Canal",2560000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_41"
"42","Department of Bio-Technology","Documentationl of biodiversity of bacteria in the western ghats of uttar Kannada and development of culture bank","A.R. Alagawadi","Agricultural Sciences University","Department of Agricultural Microbiology",1289000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_42"
"43","Department of Bio-Technology","Genetic manipulation of antibiotic biosynthetic pathway using the bacteriophage PIS 136 and understanding the mechanism of gene inversion in the phage P1S136","Pushpa Agrawal","Institute of Microbial Technology"," ",978000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_43"
"44","Department of Bio-Technology","Thermostable cellulase free xylanase  from thermophilic fungus: strain improvement and process development","B.S. Chadha","Guru Nanak Dev University","Department of Microbiology",1604000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_44"
"45","Department of Bio-Technology","Impact of pesticies on agromicrobes in Bihar soils","Manindra Nath Jha","Rajendra Agricultural University","Department of Microbiology",1475000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_45"
"46","Department of Bio-Technology","Molecular cloning and characterization of inulinase gene*(s) from aspergillus funigatus","S.S. Bhullar","Guru Nanak Dev University","Department of Biotechnology",1186000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_46"
"47","Department of Bio-Technology","Process optimization of recombinant asparaginase production in E.Coli","K.J. Mukherjee","Jawaharlal Nehru University","Centre for Bioltechnology",1938000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_47"
"48","Department of Bio-Technology","Microbes in himalayan soils: Biodiversity and potential applications","Anita Pandey","G.B. Pant Institute of Himalayan Environment & Development","Environmental Physiology",2702000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_48"
"49","Department of Bio-Technology","Development of cholesterol biosensor","B.D. Malhotra","National Physical Laboratory","Dr. K.S. Krishnan Marg",3546000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_49"
"50","Department of Bio-Technology","Genetic engineering of rifamycin gene cluster in A. Mediterranei for the production of rifamycin analogs","Roop Lal","Delhi University","Microbiology Lab",4269000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_50"
"51","Department of Bio-Technology","Exploitation of microbial diversity in  north-eastern India: its conservation and potential application in agriculture and industries (Part-II)","Tarun Ch. Bora","Regional Research Laboratory","Department of Biochemistry",6870000,"12","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_51"
"52","Department of Bio-Technology","Alpha/Beta fold recognition in lipases using artificial neural networks and distance matrix","P. Gautam","Anna University","Centre for Biotechnology",1290000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_52"
"53","Department of Bio-Technology","Creation of a high performancemolecular modellinginfrastructure for biotechnologists in the national param supercomputing facility at Centre for Development of Advanced Computing (C-DAC)","Rajendra R. Joshi","Centre for Development of Advanced Computing","Bioinformatics, Scientific & Engineering",2103000,"24","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_53"
"54","Department of Bio-Technology","Concordance & divergences in molecular architectures of small genomes: in silico analysis","Chitra Datta","Indian Institute of Chemical Biology","Department of Biophysics",1540000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_54"
"55","Department of Bio-Technology","Phylogenetic tracking and remediation of degradative genotype in hydrocarbon contaminated environmental niches","Atya Kapley","National Environmental Engineering Research Institute","Nehru Marg",1998000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_55"
"56","Department of Bio-Technology","Decolorization and Biodegration of Azodyes containing dye industries wastewaters","Jothi N. Kumar","National Environmental Engineering Research Institute","Environmental Biotechnology Division",1459000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_56"
"57","Department of Bio-Technology","Alkalophilic bacterial consortium for treatment of plut and papermill effluent","B.N. Johri","G.B. Pant University of Agriculture & Technology","Department of Microbiology, C.B.S.H.",2603000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_57"
"58","Department of Bio-Technology","Development of Biosensor and microbial tracking tools for nitrophenolic wastewater","Hemant J. Purohit","National Environmental Engineering Research Institute","Environmental Biotechnology Division",1951000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_58"
"59","Department of Bio-Technology","Ecotechnology for treating dye wastewaters of textile industries: a demonstration project","K.P. Sharma","Rajasthan University","Department of Botany",766000,"24","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_59"
"60","Department of Bio-Technology","Development of user friendly water analysis protocol based on genetic determinants","Hemant J. Purohit","National Environmental Engineering Research Institute","Environmental Biotechnology Division",2377000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_60"
"61","Department of Bio-Technology","Popularisation of paddy straw mushroom technology","Laishram Rajen","Council of Youth's for Development & Cooperation","Project Department",580000,"24","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_61"
"62","Department of Bio-Technology","Socio-economic upliftment of SC/ST households through integrated approach of biotechnology","B.K. Rai","Paryavaran Suraksha and Adivasi Vikas Kendra","Mushroom Unit",1251000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_62"
"63","Department of Bio-Technology","Promotion of Vermibiotechnology in selected villages in and around Aligarh city for generating self employment among schedule caste/schedule tribe and other weaker sections of society","Shweta","D.S. College","P.G. Department of Zoology",760000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_63"
"64","Department of Bio-Technology","Technology transfer for the use of botanicals for grasserte disease management in silkworm for the upliftment of SC/ST farmers to Tamil Nadu","N. Sivaprakasam","Tamil Nadu Agricultural University","Department of Sericulture",500000,"24","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_64"
"65","Department of Bio-Technology","Mushroom cultivation and training programme","P. Gunasekaran","Madurai Kamaraj University","Department of Microbial Technology",1674000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_65"
"66","Department of Bio-Technology","The development and practice of vermiculture as an effective source of biofertilizer for improved agriculture productivity among the tribal farmers of perianaickenpalayam block of Coimbatore District in Tamil Nadu","P.V. Rajashree","Centre for Research in Social Sciences Technology & Culture","Department of Biotechnology",1005000,"24","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_66"
"67","Department of Bio-Technology","Production and application of neem and other plant based biopesticides for insect control","J. Muthukrishnan","Madurai Kamaraj University","Department of Environmental Biology",1502000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_67"
"68","Department of Bio-Technology","Demonstration and promotion of muslhroom cultivation for the sustenance of scheduled caste, scheduled tribe and weaker sections of North Bengal","B.N. Chakraborty","North Bengal University","Department of Botany",869000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_68"
"69","Department of Bio-Technology","Agro-ecological conservation through biovillage approach for SC/ST population","P.D. Hendre","Krishi Vigyan Kendra","(PIRENS), Department of Horticulture",1784000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_69"
"70","Department of Bio-Technology","Cultivation of oyster mushroom, processing and production of mushroom based products such as wafers pickles and soup powder as a source of income generation for the SC/ST youth in the four blocks of Namakkal District in Tamil Nadu","M. Ramesh","G.R.D. Educational Trust","Department of Biotechnology",939000,"24","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_70"
"71","Department of Bio-Technology","Use lof agricultural waste for vermicompost production","S.G. Deshmukh","Krishi Vigyan Kendra","Ghatkhed",1414000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_71"
"72","Department of Bio-Technology","Propagation of vermiculture among rural small and marginal farmers of Athoor and Nilakkottai Blocks of Dindigul District in Tamil Nadu State","A. Velanganni","Social Service Sericulture Project Trust","DBT Programme",1176000,"12","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_72"
"73","Department of Bio-Technology","Identification of protein kinases and phospoproteins as Molecular makers and/or determinants of embryogenicity in a plant somatic cell","Maitrayee Dasgupta","Calcutta University","Department of Biochemistry",2085000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_73"
"74","Department of Bio-Technology","In vitro reconstitution of salmonella phagosomeendosome fusion to understand the mechanism of salmonella trafficking in macrophages","A. Mukhopadhyay","National Institute of Immunology","Department of Cell Biology",2000000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_74"
"75","Department of Bio-Technology","Molecular and genetic investigations into the glutathione transport pathways of the yeast saccharomyces cervisiae","Anand Kumar Bachhwat","Institute of Microbial Technology","Department of Yeast Molecular Biologry",2065000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_75"
"76","Department of Bio-Technology","Molecular analysis of age dependent alternations in the activity of transcription factor NFKB and androgen receptor","P.C. Supakar","Institute of Life Sciences","Department of Molecular Biology",1575000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_76"
"77","Department of Bio-Technology","Engineering activity/specificity of a thermostable hydantoinase: appliction on DNA shuffling","Rakesh M. Vohra","Institute of Microbial Technology","Bioch.Eng. Research and Proc. Dev. Centre",1950000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_77"
"78","Department of Bio-Technology","Mutational analysis of the zinc-finger structure of rat spermatidal protein TP2","M.R.S. Rao","Indian Institute of Science","Department of Biochemistry",2263000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_78"
"79","Department of Bio-Technology","DNA mismatch repair in aging rat neurons: Identification of the defective locus and restoration of repair activity by transfection experiments","K. Subba Rao","Hyderabad University","Department of Biochemistry, Gachibowli",2039000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_79"
"80","Department of Bio-Technology","Structural and functional studies of hycobacterial proteins","Shekhar C. Mande","Institute of Microbial Technology","Protein Design",2066000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_80"
"81","Department of Bio-Technology","Crystallographic study of recx - A reca regulatory protein","Amit Kumar Das","Indian Institute of Technology (Kh)","Biotechnology Centre",1648000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_81"
"82","Department of Bio-Technology","Site-directed mutagenic studies on streptokinase obtain fundamental mechanistic insights","Girish Sahni","Institute of Microbial Technology","Protein Science & Engineering Group",4485000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_82"
"83","Department of Bio-Technology","Application of reporter transposon TNPHOA in identification of virulence determinants of mycobacterium fortuitum","Ranjana Srivastava","Central Drug Research Institute","Division of Microbiology",1797000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_83"
"84","Department of Bio-Technology","Structural biology of the human gyanylyl cyclase C Receptor","S.S. Visweswariah","Indian Institute of Science","Molecular Reporduction Development",2102000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_84"
"85","Department of Bio-Technology","Demonstaration of German angora rabbit wool production technology among rural women in Pithoragarh Distt.","Rajendra Singh Bisht","Swati Gramodyog Sansthan","Devtola",1500000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_85"
"86","Department of Bio-Technology","Socio economic upliftment of rural community of Himachal Himalaya, particularly women and biodiversity conservation  through cultivation of medicinal plants using low cost and simple techniques","Hemant K. Badola","G.B. Pant Institute of Himalayan Environment & Development","Department of Conservation of Biodiversity",944000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_86"
"87","Department of Bio-Technology","Evaluation of effectiveness and cost effectiveness of neo-natal screeing programme and comprehensive heal thcare for sickle cell disease in SC/ST and weaker section communities","Dipty Jain","Government Medical College","Paediatrics",1587000,"60","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_87"
"88","Department of Bio-Technology","Genetic Mutations in indian children with cystic fibrosis","Madhulika Kabra","All India Institute of Medical Sciences","Genetic Unit, Department of Pediatrics, Ansari Nagar",1619000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_88"
"89","Department of Bio-Technology","Human genome diversity intwerlinke: a networked study of genomic and mutational diversities in indian populations and families","Patha P. Majumder","Indian Statistical Institute","Department of Anthropometry & Human Genetics",16089000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_89"
"90","Department of Bio-Technology","Molecular diversity of the HLA-B27 gene in the indian population","Uma Kanga","All India Institute of Medical Sciences","Histocompatibility and Immunogenetics, Ansari Nagar",1601000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_90"
"91","Department of Bio-Technology","Percutaneous deliver of vascular endothelial growth factor gene for myocardial angiogenesis","S.C. Manchanda","All India Institute of Medical Sciences","Cardiology, Ansari Nagar",1736000,"24","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_91"
"92","Department of Bio-Technology","Development of candidate vaccine for visceral leishaniasis based on identification of THI stimulatory proteins","J.C. Katiyar","Central Drug Research Institute","Division of Parasitology, Chattar",2327000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_92"
"93","Department of Bio-Technology","Molecular studies on the tumor suppressor genes retinoblastoma (RB1) in human neurofibromatosis type 2 and related intracranial tumors","Rajalakshmi Gope","National Institute of Mental Health & Neuro Science","Human Genetics",1200000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_93"
"94","Department of Bio-Technology","Development of monoclonal antibody(s) against troponin T for an immunoassay","M.A. Qadar Pash","Centre for Biochemical Technology","Diagnostics Laboratory",985000,"24","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_94"
"95","Department of Bio-Technology","Interleukin 4 & 13 receptor status in oral cancers","Ravi Mehrotra","Allahabad University","Department of Pathology, M.L.N. Medical, 16/2, Lowther",1958000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_95"
"96","Department of Bio-Technology","A study of immunomodulatory and hematopotetic role of thymic peptides in tumor bearing host","Sukh Mahendra Singh","Banaras Hindu University","Department of Biotechnology",864000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_96"
"97","Department of Bio-Technology","Modulation in cytochrome P450 (P450) MRNA and protein expression following exposure to environmental chemicals and cloning of brain specific P450S involved in Xenobiotic metabolism","Devendra Parmar","Industrial Toxicology Research Centre","Department of Toxicology Division",1847000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_97"
"98","Department of Bio-Technology","HEV: A research programme based on available lead","S.K. Panda","All India Institute of Medical Sciences","Department of Pathology, Ansari Nagar",7448000,"48","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_98"
"99","Department of Bio-Technology","Role of Retinoids and their receptors in the development and prevention of oral cancer","Ranju Ralhan","All India Institute of Medical Sciences","Department of Biochemistry, Ansari Nagar",702000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_99"
"100","Department of Bio-Technology","Effect of prenatal sound embroyonic cell death and synaptogenesis in chick auditory nuclei","Shashi Wadhwa","All India Institute of Medical Sciences","Department of Anatomy, Ansari Nagar",1500000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_100"
"101","Department of Bio-Technology","Development of ligase chain reaction (LCR) assay for epidemiogical investigation of chlamydial infections","Gita Satapathy","All India Institute of Medical Sciences","Department of Microbiology",4361000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_101"
"102","Department of Bio-Technology","Analysis of anti-lymphocycte autoimmune antibody responses","Rahul Pal","National Institute of Immunology","Immunoendocrinology Laboratry, Aruna Asaf Ali Marg",1630000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_102"
"103","Department of Bio-Technology","Studies on the role of microglial activation in neuronal apoptosis","Isan Kumar Patro","Jiwaji University","Neuroscience Centre",2664000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_103"
"104","Department of Bio-Technology","Preclinical studies with lung specific stealth liposomes containing antitubercular drugs","G.K. Khuller","P.G. Institute of Medical Education & Research","Department of Biochemistry",707000,"24","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_104"
"105","Department of Bio-Technology","Studies on the induction of islet neogenesis in vivo and in vitro for its potential role in the treatment of diabetes","R.R. Bhonde","National Centre for Cell Sciences","Lab 4, NCCS",1831000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_105"
"106","Department of Bio-Technology","Molecular characterization of clinical isolated of C. Neoformans strains","Uma Banerjee","All India Institute of Medical Sciences","Department of Microbiology, Ansari Nagar",1523000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_106"
"107","Department of Bio-Technology","Inhibitory effect of naturally occurring sulphus compounds in cancer cell metastasis and their mechanism of action","Girija Kuttan","Amala Cancer Research Centre","Department of Research",596000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_107"
"108","Department of Bio-Technology","Synthesis of metal complexes and testing of their in vitro anticancer activity on spectrum of hluman malignant cell lines using sulphorhodamine-B semi-automated assay","M.K. Adwankar","Cancer Research Institute","Chemotherapy & Stem Cell Biology",1400000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_108"
"109","Department of Bio-Technology","Cell specific and age related expression and regulation of genes of neurones and GLIA of the brain of mice","M.S. Kanungo","Banaras Hindu University","Department of Zoology",1855000,"36","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_109"
"110","Department of Bio-Technology","Collection of well characterised clinical samples and strains of M. tuberculosis and development of molecular techiques for detection of drug resistant strains","Sarman Singh","All India Institute of Medical Sciences","Cllinical Microbiology Laboratory, Ansari Nagar",8642000,"24","2000-01","DBT","Indian Rupees","Months","DBT_2000-01_110"
