"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"16","Ministry of Social Justice and Empowerment","Development of Electric hand with light weight rechargeable battery and batter charger","R.P. Garg","ALIMCO","G.T. Road",649000,12,"2001-02","MOSJE","Indian Rupees","Months","MOSJE_2001-02_14"
"17","Ministry of Social Justice and Empowerment","Development of Myoelectric hand with light weight rechargeable batter pack and battery charger","V.K. Chanchlani","ALIMCO","G.T. Road",729000,18,"2001-02","MOSJE","Indian Rupees","Months","MOSJE_2001-02_15"
"18","Ministry of Social Justice and Empowerment","Technology Evaluation and Quality Assessment of Assistive devices","A.K. Raghav","Indian Institute of Technology (D)","Industrial Research & Development, Haus Khas",1879000,36,"2001-02","MOSJE","Indian Rupees","Months","MOSJE_2001-02_16"
"19","Ministry of Social Justice and Empowerment","Development of Advance Electronics Guide stick for precise locations of various facilities","S.A. Khan","Hyderabad Science Society","12-2-460, Mehdipatnam",430000,12,"2001-02","MOSJE","Indian Rupees","Months","MOSJE_2001-02_17"
"20","Ministry of Social Justice and Empowerment","Project on Development of electronic guidance system at traffic light junction for VH","S.A. Khan","Hyderabad Science Society","12-2-460, Mehdipatnam",511000,6,"2001-02","MOSJE","Indian Rupees","Months","MOSJE_2001-02_18"
"21","Ministry of Social Justice and Empowerment","Development of maturing and high yielding genotypes of clusterbean(Cymopsis tetraconoloba (L) Taub ) suited to rainfed acid lands","D. Kumar","Central Arid Zone Research Institute","Department of Plant Breeding",1033560,36,"2002-03","MOSJE","Indian Rupees","Months","MOSJE_2002-03_1"
"22","Ministry of Social Justice and Empowerment","Design & Development of low vision aids (Plastic aspheric lenses)","S.V. Ramagopal","Central Scientific Instruments Organisation","Sector-30",3000000,24,"2002-03","MOSJE","Indian Rupees","Months","MOSJE_2002-03_2"
"23","Ministry of Social Justice and Empowerment","Development of footwear and footcare for diabetes","B.D. Athani","All India Institute of Physical Medicine & Rehabilitation","Haji Ali Park, Khadye Marg, Mahalaxmi",1047200,18,"2002-03","MOSJE","Indian Rupees","Months","MOSJE_2002-03_3"
"24","Ministry of Social Justice and Empowerment","Development of low cost STD-PCO Monitor with Built-in-speech card for visually handicapped","P. Rajesh","Centre for Electronics Design & Technology","P.B. No.5, PO. R.E.C.",625600,12,"2002-03","MOSJE","Indian Rupees","Months","MOSJE_2002-03_4"
"25","Ministry of Social Justice and Empowerment","Hindi Learning Package (HLP)","U. Dalvi","Ali Yavar Jung National Institute for the Hearing Handicapped","Kishan Chand Marg, Bandra Reclamation (W)",564000,18,"2002-03","MOSJE","Indian Rupees","Months","MOSJE_2002-03_5"
"26","Ministry of Social Justice and Empowerment","Kit for auditory training/habitation for speech titled Home Auditory training Programme (HAP)","R. Rangasayee","Ali Yavar Jung National Institute for the Hearing Handicapped","Kishan Chand Marg, Bandra Reclamation (W)",592000,24,"2002-03","MOSJE","Indian Rupees","Months","MOSJE_2002-03_6"
"27","Ministry of Social Justice and Empowerment","Language Improvement Indicator (LII) an educationally relevant written language assessment tool to be used with children with hearing impairment","A  Huddar","Ali Yavar Jung National Institute for the Hearing Handicapped","Kishan Chand Marg, Bandra Reclamation(W)",307000,18,"2002-03","MOSJE","Indian Rupees","Months","MOSJE_2002-03_7"
"28","Ministry of Social Justice and Empowerment","Proposal for the development of an indigenous energy storing prosthetic foot-ankle assembly named 'Synergy Foot'","S. Kumar","Bhagwan Mahaveer Viklang Sahayata Samiti","L-43, Connaught Circus",500000,24,"2002-03","MOSJE","Indian Rupees","Months","MOSJE_2002-03_8"
"29","Ministry of Social Justice and Empowerment","Prospective Evaluation of Neurogenic bowel and bladder disorders in children with cerebral palsy","G. Handa","All India Institute of Medical Sciences","Department of Physical Medicine and Rehabilation, Ansari Nagar",350000,18,"2002-03","MOSJE","Indian Rupees","Months","MOSJE_2002-03_9"
"30","Ministry of Social Justice and Empowerment","Study for Barrier free movement of disabled persons at Railway Station","G. Saxena","Transport Logistics & System Engineering Division","New Delhi House (5th Floor), 27, Barakhamba Road",721000,4,"2002-03","MOSJE","Indian Rupees","Months","MOSJE_2002-03_10"
"31","Ministry of Social Justice and Empowerment","RAVI- Reading Aid Software for Visually Impaired","V. Verma","International Institute of Information Technology","Gachibowli",2440000,24,"2003-04","MOSJE","Indian Rupees","Months","MOSJE_2003-04_1"
"32","Ministry of Social Justice and Empowerment","Design & development of Optical grade new material lenses (12D & 26D) for visually impaired","G.S. Singh","Central Scientific Instruments Organisation","Scrtor-30",1200000,18,"2003-04","MOSJE","Indian Rupees","Months","MOSJE_2003-04_2"
"33","Ministry of Social Justice and Empowerment","Design & Development of Technological Interfaces to Rehabilitate Spinal Injury Patients","J. Santosh","Indian Institute of Technology (D)","Computer Services Centre, Hauz Khas",2633000,24,"2003-04","MOSJE","Indian Rupees","Months","MOSJE_2003-04_3"
"34","Ministry of Social Justice and Empowerment","Development of a Multimedia hardware-software system for the education of students with cerebral palsy and communication","A. Basu","Indian Institute of Technology (Kh)","Computer and Informatics Centre",1790000,18,"2003-04","MOSJE","Indian Rupees","Months","MOSJE_2003-04_4"
"35","Ministry of Social Justice and Empowerment","Manufacture & trial of lightweight hand and finger prosthesis using Silicone Elastomers'","D.C. Sundaresh","M.S.Ramaiah Medical College & Teaching Hospital","Department of Orthopaedics, M.S.R. Nagar, M.S.R.I.T. Post",379360,12,"2003-04","MOSJE","Indian Rupees","Months","MOSJE_2003-04_5"
"36","Ministry of Social Justice and Empowerment","Development of Educational and Training material for rehabilitating Cochlear Implantees","R.C. Deka","All India Institute of Medical Sciences","Department of ENT, Ansari Nagar",293500,12,"2003-04","MOSJE","Indian Rupees","Months","MOSJE_2003-04_6"
"37","Ministry of Social Justice and Empowerment","Alternate Walking Orthosis for paraplegics, B/L PPRP, Cerebral Palsy, spina bifida muscular dystrophy","G. Gupta","Pt. Deen Dayal Upadhyay Institute for the Physically Handicapped","4, Vishnu Digamaber Marg",529500,9,"2003-04","MOSJE","Indian Rupees","Months","MOSJE_2003-04_7"
"38","Ministry of Social Justice and Empowerment","Robotic Lower Extremity Prosthesis","S. Chandra","Institute of Nuclear Medicine & Allied Sciences","Department of Biomedical Engineering, DRDO, Ministry of Defence, Brig. S.K. Majumdar Road",2000000,18,"2003-04","MOSJE","Indian Rupees","Months","MOSJE_2003-04_8"
"39","Ministry of Social Justice and Empowerment","Comparative efficiency of BTE's over body-worn hearing aids in the development of speech language in the hearing impaired","M. Jayaram","All India Institute of Speech & Hearing","Naimisham Campus, Manasagangothri",607200,12,"2004-05","MOSJE","Indian Rupees","Months","MOSJE_2004-05_1"
"40","Ministry of Social Justice and Empowerment","Information technology based education and training for people affected with autism","S.N. Goswami","Web Mediatronics Ltd.","P-1, Taratolla Road",660000,24,"2004-05","MOSJE","Indian Rupees","Months","MOSJE_2004-05_2"
"41","Ministry of Social Justice and Empowerment","Development of precision soft ear moulds through non-invasive digitized method","P. Banerjee","Central Mechanical Engineering Research Institute","Rapid Prototyping Group, Mahtama Gandhi Avenue",2041000,18,"2005-06","MOSJE","Indian Rupees","Months","MOSJE_2005-06_1"
"42","Ministry of Social Justice and Empowerment","Micro controller based Graphicals/sound based daily scheduler alarm for children with Autism & Mental Ratardation","H.S. Mann","Netica Solutions Pvt. Ltd.","Science & Technology Enterpreneurs Park, JSSATE, C-20/1, Sector 62",500000,12,"2005-06","MOSJE","Indian Rupees","Months","MOSJE_2005-06_2"
"43","Ministry of Social Justice and Empowerment","Low cost modification to under arm & elbow crutches that allow sitting","N.D. Mhatre","Bombay Textile Research Association","Lal Bahadur Shastri Marg, Ghatkopar (West)",650000,12,"2005-06","MOSJE","Indian Rupees","Months","MOSJE_2005-06_3"
"44","Ministry of Social Justice and Empowerment","Development of hybrid technology using sand casting system for socket manufacture","T.K. Kulshresthra","Shri Bhagwan Mahaveer Vikalang Sahayata Samiti","L-43, Connaught Place",654000,12,"2005-06","MOSJE","Indian Rupees","Months","MOSJE_2005-06_4"
"45","Ministry of Social Justice and Empowerment","Development of advance Jaipur foot","M.K. Mathur","Shri Bhagwan Mahaveer Vikalang Sahayata Samiti","Hospital",3392000,18,"2005-06","MOSJE","Indian Rupees","Months","MOSJE_2005-06_5"
